SDSS_NAME,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
001822.02+011901.9,-20.961464894500157,-21.10207846606965,-21.3767343752173,-21.61539654771263,-21.613196943770006,-20.796267296522288,-20.83866920688287,-22.09039661044363,-22.63117616437402,-23.028792341908023,-23.294657292066407,-23.712746465400816,2
002335.06+242126.1,-21.921127292262305,-22.0525496413282,-22.307365320153828,-22.47708624199613,-22.46499691380631,-21.713370863165483,-21.772605701400103,-22.868860376639244,-23.450146969075263,-23.68231343846907,-23.90585089464552,-24.427386545741104,2
002341.00+070554.2,-21.35200876779842,-21.487202494721966,-21.83510815471482,-22.049758099409512,-22.01503569544189,-21.309983933872573,-21.39962866848334,-22.54128497367972,-22.69765281685435,-23.1680448604478,-23.82580132434256,-24.2545126139741,2
002453.19+065648.4,-23.46939412523212,-23.805877279094872,-24.130552864179915,-24.31444278858518,-24.338827020953097,-21.908236657331862,-22.698122813694344,-24.1427251748822,-24.64976913204996,-25.246484304717708,-26.05595520174012,-26.63431209142069,2
004046.16+185424.3,-21.512781989994807,-21.54923375737813,-21.86777175004808,-22.19682795786653,-22.01078016353565,-20.85978760274179,-21.303713640989365,-22.36771575978251,-22.75277450767094,-23.410149648998303,-23.896910096267767,-24.39865421319225,2
004117.06+294151.4,-20.632294265999462,-20.82230950289708,-21.211956068115786,-21.442512167856066,-21.475342917640184,-20.19143612512544,-20.276183100395507,-21.37031531289291,-22.143446891297867,-22.74610085383705,-22.95715546524536,-23.50588380517693,2
004151.99+181617.3,-21.172328561834195,-21.349583034782253,-21.7083932969622,-21.975334891300783,-21.856122984720407,-20.612554553356706,-20.604154392854632,-22.34264152390376,-22.567945753897074,-23.104024600681445,-23.383732457936475,-23.819861873353425,2
004222.18-055823.4,-21.41589393370392,-21.805279167654525,-22.25650832464953,-22.35573355061525,-22.42091680168049,-20.096043613421976,-20.37577050269981,-22.51965235529705,-22.82107472556452,-23.252507907327352,-23.617501148540757,-23.900216613188856,2
004517.40+072355.4,-21.354629500234008,-21.682107090419507,-22.016883843468943,-22.16162965832784,-22.10051894639446,-21.05428397413472,-21.20755220471473,-22.4272513651536,-22.46092142629957,-23.175994461863144,-23.130759063544957,-23.52726533308213,2
004607.97+090720.9,-23.305349623151827,-23.443858303631245,-23.6536183015386,-23.803344041332213,-23.747114825962207,-22.14053896168294,-22.417210964954663,-23.526574449777566,-24.099919497679693,-24.605187109116702,-25.735484114897133,-26.263061032642515,2
005028.90+251847.6,-21.483671844092083,-21.908767847210477,-22.178380684151744,-22.416472292638893,-22.46213242183764,-19.30999257036003,-19.555251361882707,-22.61423838551693,-22.767243174226863,-23.46983624481721,-23.36324175762988,-23.847510990014023,2
005034.75+331448.1,-21.72471239819956,-21.873357201236608,-22.151654993071254,-22.373302813614888,-22.286947053185063,-21.399323139568157,-21.6019741447362,-22.499132890831383,-22.992293553477573,-23.37148054511601,-23.72374360161595,-24.110168155075364,2
005036.13+040924.2,-22.193185056427374,-22.458986002604465,-22.730761779639,-22.97010618664532,-23.029261564017485,-21.26151439568252,-21.602813190463067,-23.335243077597248,-23.784392529862803,-24.233932266452992,-24.64890742032526,-25.154134570917964,2
005224.31+062457.2,-21.86348534307632,-22.152706836685763,-22.42942189734838,-22.59092890931888,-22.559099774428727,-21.141866195008955,-21.57467233475909,-22.736708038916746,-23.2072749159854,-23.09705621591329,-23.51302974374248,-23.988738338847057,2
005328.81-085755.1,-21.91789574700618,-22.27377280846622,-22.64165811765693,-22.83499218791893,-22.93456937327927,-21.768063657175706,-22.00653132278728,-23.22581786226593,-23.41907454385856,-23.84080323357692,-24.040840679195085,-24.572853969828483,2
005350.78+352948.8,-21.39817887258112,-21.6734085993572,-22.102160130823616,-22.196277029138468,-22.13627418034343,-20.106238995101016,-20.94508855016089,-22.165034098745007,-22.71029360070967,-23.36093391653489,-23.72705082999812,-24.31401581502839,2
005709.94+144610.1,-23.49957252994277,-23.637338576480424,-23.87036549740883,-24.060490582908013,-23.997869546098244,-22.226841524317805,-22.65887589869889,-24.34646686396846,-24.85160265858186,-25.444476447170377,-26.14208222779797,-26.594339150345675,2
005921.07+213942.5,-20.887804988045332,-21.202522291380355,-21.63343707082407,-21.674483383590704,-21.88486857907907,-20.41342413273504,-20.78094405435009,-21.869316355249328,-22.327178541805758,-22.654346558414943,-22.747396790254346,-23.11683660690636,2
010000.47+191153.2,-22.734986483480508,-23.036682921119503,-23.40298843452972,-23.551763052609974,-23.57816802024722,-22.301133686494367,-22.54285124379497,-23.466744741427576,-23.846491779148355,-24.66227321632056,-25.168571527252823,-25.791584429704915,2
010226.31-003904.5,-24.03602447825669,-24.22411779748188,-24.408272914414702,-24.447372467509403,-24.4806361908964,-23.435689383467302,-23.462180074436507,-24.504555300933653,-24.83750666644493,-25.375028602212485,-26.11551817450507,-26.78738958845108,2
010450.12+032039.3,-21.88847813173011,-22.162309415260115,-22.44566618703596,-22.609674353656604,-22.53583330637788,-21.409480716426746,-21.731367364349197,-22.742744504176937,-23.334086500251896,-23.506567269588423,-23.96512029872032,-24.579958329235957,2
010725.12+040849.1,-22.192054057556884,-22.42017799497504,-22.78006275155449,-23.00252561014526,-23.030157631243785,-21.87209914578442,-22.051403490180235,-23.237049968750597,-23.540459820950705,-23.91424948979122,-24.37727237757741,-24.988044408524956,2
010816.91+315501.5,-21.44314663033193,-21.684149913816583,-22.00414403849133,-22.11209672024752,-22.253278394855105,-21.02471161700712,-21.519842830206937,-22.41972027078545,-23.26871936804169,-23.657552442869637,-24.537722443394543,-25.032078481484948,2
011254.91+000313.0,-22.5649156422148,-22.59566602325785,-22.717663250900426,-22.88821760504555,-22.864461693807566,-21.78620646868596,-21.85293557564083,-23.053048032391438,-23.40283710884178,-23.80960070589111,-24.247043893599454,-24.72752785158139,2
011626.21+060414.8,-21.922986662384165,-22.088493101924016,-22.36638208981548,-22.545565120165254,-22.557242150644157,-21.19621916232302,-21.373699977324534,-22.759724906092032,-23.21172441280073,-23.596005042172447,-24.08896130251596,-24.54763331501921,2
011817.79+330433.2,-20.3655670389179,-20.857435953981867,-21.29952870077716,-21.451649726870947,-21.357900672208864,-19.48644742251667,-20.095623348070543,-21.74433973026916,-22.381780279362435,-22.60724543880572,-23.04787224662632,-23.451162646168644,2
012046.10+154239.5,-21.896333128147763,-22.091159083955827,-22.361754133732237,-22.597209814430187,-22.65767503009485,-21.70082191944053,-21.95794756423736,-23.03421610767092,-23.45583265771065,-23.703893686138525,-24.30873816972769,-24.82847123790232,2
012116.76+250117.9,-21.77826610221064,-22.069253724662158,-22.452991222583574,-22.59904027419412,-22.71214578334182,-21.11485057916124,-21.458569011628363,-22.71883168262696,-22.989508631218893,-23.10356227692856,-23.65462090061656,-24.20808279177779,2
012427.47+023812.2,-21.55075810144231,-21.91096694757588,-22.273024049228862,-22.37901177057909,-22.49523361480137,-21.116574147407864,-21.43888555407009,-22.53255551067121,-23.29476947607661,-23.748245926731304,-23.95681558475406,-24.60219213384838,2
012922.45+223110.2,-22.20743825634873,-22.381781962194594,-22.66010350084499,-22.909893910222465,-22.94933058418272,-21.584010761210923,-21.94443776325375,-23.53284972851534,-24.039770761307555,-24.6405642766009,-24.72665206260048,-25.27021908095286,2
013016.98+011952.0,-21.724787121717128,-21.927539954749125,-22.333154326599438,-22.50394986938981,-22.607841092215285,-20.856604856984767,-21.09558826235285,-22.979829438129357,-23.59987832006464,-24.24158870027628,-24.96873858032947,-25.40737157249406,2
013343.24+035735.9,-21.71494547933615,-21.85115906805933,-22.109812002938945,-22.229706989831453,-22.31389202393676,-21.464703323121565,-21.440978675142365,-22.488256663774926,-22.74601961041649,-23.434648966444847,-24.118248383087384,-24.61766921185833,2
013803.57+304026.1,-22.129976936519384,-22.38650256307405,-22.691166866405805,-22.790686781553305,-22.88297163369106,-21.713965798486917,-21.908440089846152,-23.018281914665803,-23.392755218114413,-23.93438059701858,-24.40552143309104,-25.095547911993133,2
013809.54-010920.2,-23.33149709036821,-23.492017964345266,-23.75239363619477,-23.79514649912234,-23.78959960509527,-22.743130790327488,-23.10984389135437,-24.090373758031216,-24.73580461923617,-25.48635373941889,-25.881362601899227,-26.518700241708995,2
014219.01+132746.5,-21.50104806841184,-21.922232205496314,-22.39946177120714,-22.62752263366856,-22.78410538043464,-20.10652307081836,-20.494149299257263,-22.812165175278917,-23.190405641150782,-23.41051237425953,-24.32458673871471,-24.778274773197754,2
014234.40-011417.3,-21.11918184363979,-21.376166149727148,-21.74861936632192,-21.95834165758213,-21.916061918752696,-20.612203718183597,-20.79098892415139,-22.508595069372884,-22.56845131925971,-23.13992669452595,-22.73592421281536,-23.242732361885157,2
014302.55+222610.7,-22.209344438463333,-22.552527747524444,-23.058176589431696,-23.22809241975961,-23.349542985448146,-21.554182581738967,-21.800765849808133,-23.62429035455322,-23.875189728021653,-24.3145424951446,-24.80354655040791,-25.362336325703925,2
014427.55+194806.9,-21.41690157406786,-21.70913914090267,-22.08169526915966,-22.24291990306532,-22.28682547385512,-20.87139544928665,-21.22318630566274,-22.142614934091963,-23.06372950921331,-23.149487378834763,-23.49993418365988,-23.9920598125008,2
014712.48+332011.4,-22.6568580679862,-22.848020027973707,-23.19370444997945,-23.28879238503533,-23.38707746825489,-21.27209973637027,-21.934532542938875,-23.491833943972235,-24.120267191717847,-24.45801721631855,-25.45871520413666,-26.016158072862016,2
015356.31+305306.4,-22.70315845779425,-22.973543980751185,-23.296217309783493,-23.322219243843005,-23.334096796269183,-22.298358638639943,-22.636371969150417,-23.388047025507003,-23.75266323267728,-24.400820985921484,-25.08122717734121,-25.557209667661617,2
015530.02-085704.0,-22.135011611997392,-22.29819180501102,-22.62446291658521,-22.960779537550177,-22.849841819237295,-21.80544333348292,-22.10816664793144,-23.650171672060765,-24.3014128929168,-24.81853136181293,-24.955584290335903,-25.2140053177238,2
015846.95+174323.7,-21.961235409974936,-22.142229222646108,-22.65012183261457,-22.82052332556424,-22.943735213335763,-21.34008301843009,-21.62049967987176,-23.260589779278696,-23.844599380517614,-24.151436433402264,-24.52937131257675,-25.03372187298872,2
020127.32-032735.8,-20.5370669967584,-20.863794188113364,-21.36309115623479,-21.58048732536851,-21.652771276921897,-20.02537474099864,-20.235336036029704,-22.023551114001663,-22.39010254737252,-22.622195210994438,-22.766193061662843,-23.127112327531147,2
020151.52-012722.9,-21.458314589205067,-21.96446192570197,-22.478064051534304,-22.64846539401452,-22.698748446295063,-20.477920222244204,-20.964141093312456,-22.48094511658142,-22.970785664222092,-23.315398302872666,-24.269593559962622,-24.887845055468933,2
021707.87-084743.5,-22.60474836748024,-23.07872687193293,-23.493471390679765,-23.671538775234733,-23.558651768145687,-20.919319847413004,-21.998039183139568,-23.84596978511176,-24.12814100872356,-24.619211178111467,-24.956978641516585,-25.499291136772023,2
022012.23-034111.7,-21.06478224245002,-21.412851127627714,-21.94880348107693,-22.120316946255123,-22.10983611319072,-19.750182871579824,-20.273324109027897,-22.45325587290634,-23.08232486753664,-23.4323677268283,-23.9669602984155,-24.13345294054315,2
023348.84-054513.2,-20.54117471057961,-20.831197122411883,-21.259064627065666,-21.39915123352959,-21.50709423100286,-20.7373132122718,-20.58650947419535,-20.544394743957877,-22.264640825940862,-23.05907684462065,-23.176287259233263,-23.635270220673466,2
024546.10-085842.0,-20.999607209516046,-21.263245878427835,-21.601626881370223,-21.754710120578903,-21.781673191385263,-20.33784117632128,-20.48388860650449,-21.97606447604727,-22.40806595418615,-22.62206963343555,-23.25162517100132,-23.56389353397211,2
025007.03+002525.3,-21.61288059397601,-21.762590886049686,-22.052938275589963,-22.28759144755873,-22.242254944777294,-20.964513890253613,-21.284468658370244,-22.665360279068725,-22.972475903245986,-23.406456579679592,-23.895479606969207,-24.355625223710952,2
031027.82-004950.7,-21.458635018290835,-21.76317933673804,-22.118539514574707,-22.000337042515444,-22.043657364381662,-20.47106230342328,-20.698214149162258,-21.905276153504207,-22.067197450113724,-22.166085905672556,-22.53351488959204,-22.82179869647793,2
031209.20-081013.8,-22.402100248964366,-22.742691939210108,-23.075899278710114,-23.24518463728232,-23.32994950661362,-21.456681069140323,-21.93817129180642,-23.47128408909015,-23.8464154118083,-24.389586318256804,-24.93483131543354,-25.53267081140465,2
032213.89+005513.4,-22.520967638359203,-22.83834413674962,-23.16327651224829,-23.40295939509251,-23.26533545218688,-21.84054171380783,-22.22036592781078,-23.84702534515329,-24.253124493529945,-24.847738701828927,-25.570099650389366,-26.07087524057388,2
032337.64+003555.6,-21.51223592322707,-21.83839335530276,-22.152204272189834,-22.336556728756,-22.26504810041198,-21.12189808453636,-21.402245252951875,-22.558012151572104,-23.18949867564871,-23.409337620378697,-24.116977609092785,-24.60422969210006,2
035011.17-060501.5,-21.96082274076171,-22.246174972669696,-22.595465039349936,-22.78450145937593,-22.82541109843897,-21.631102150757016,-21.78363361427993,-22.966052701507294,-23.59453642701993,-24.01681324532449,-24.560956108374107,-25.000664992492137,2
035918.42-044313.5,-21.759640317847083,-22.10610161095338,-22.438320418427068,-22.66756755318344,-22.726766982706145,-20.44558041599299,-20.782953052048057,-22.78209602648572,-22.83964519138609,-23.73240388008344,-23.827069690296707,-24.29792528232013,2
044428.77+122111.7,-22.233142872617957,-22.40437529064584,-22.59107726474457,-22.51933472214423,-22.60330639293657,-21.89727677278008,-21.84983153011122,-23.36001808014508,-24.0684273940531,-24.59937477452374,-25.37707091102025,-25.71527579804897,2
072240.09+413353.1,-21.82714987483766,-22.07515215430755,-22.38917508202014,-22.571777712538807,-22.64166895256931,-20.968117467599804,-21.08349712944649,-23.04647442095481,-23.503192959911505,-23.89135709262485,-24.6041921512438,-25.12258946851363,2
072636.99+375908.7,-22.701530818699105,-22.99249318179439,-23.47114216966375,-23.728026511825405,-23.86272385411268,-21.769789910181863,-22.343915478904133,-23.867873262811187,-24.050721558853173,-24.42401791453158,-24.715510060241677,-25.18782884742864,2
072756.72+395930.6,-21.58318162466477,-21.841996241210943,-22.12918062992225,-22.26578491982632,-22.361109419315135,-21.019318154754203,-21.227990875420083,-22.369917290863636,-22.587289508731764,-23.15218177077841,-23.98797688974512,-24.43118724027884,2
072937.05+375435.0,-21.48287035209892,-21.708632303957817,-22.02796731757984,-22.20020027855812,-22.16862130442805,-20.897755851356063,-21.213756063475525,-22.74245641489238,-23.086995470719,-23.55990732721505,-23.90619875707629,-24.37087093736408,2
073309.20+455506.2,-22.87105950767136,-23.0496904554722,-23.27814396855096,-23.59273942870829,-23.40959007589245,-22.246670295240605,-22.602756351041013,-24.00716457766527,-24.528833728346736,-25.124841366267912,-25.65455189227533,-25.9832308798779,2
074126.38+354702.6,-22.182668093076146,-22.1433827689108,-22.364562973014493,-22.56993027245264,-22.444951230270195,-21.87113352196558,-21.842577902944036,-22.25182640470941,-22.65297388944192,-23.13719582290141,-23.985426577819734,-24.32519796706447,2
074240.04+354024.9,-22.072555922458157,-22.214142777150723,-22.45023905154587,-22.678024214069225,-22.77748387074586,-20.84023427645435,-21.104138940889985,-23.017884635474516,-23.495653512846225,-23.7689377199212,-24.344523993423216,-24.70506932573647,2
074644.79+294059.0,-22.336075591089564,-22.56604547353755,-22.844036990139557,-22.88698361683213,-22.92467504791011,-21.620913686379268,-22.088049278407937,-23.16008216505999,-23.75072281274307,-24.221572788815124,-24.565681721538237,-25.24501070762684,2
074704.43+483833.3,-22.16724139508586,-22.499451990010023,-22.8587400902474,-22.932837921966343,-22.913447940901825,-21.004063672212546,-21.557283534565546,-23.279772574548847,-23.635184247904657,-24.0951787896016,-24.555478890540652,-24.94774963217582,2
074906.50+451033.8,-22.68800591338796,-22.728351909879844,-22.967394831924917,-23.225090737245928,-22.96841299323484,-22.627031339716517,-22.7359386083208,-23.37057747094583,-23.947461124625377,-24.597916429457317,-25.06254679802335,-25.48159019331865,2
075112.18+174351.7,-21.05858159014293,-21.145734274670296,-21.487213345954995,-21.918986748249203,-21.70935962889689,-20.68813023440927,-20.97337101517989,-22.54241653961968,-22.79113289276305,-23.046787750493596,-23.47672651918721,-23.8459069845362,2
075147.71+245352.7,-21.754583485641973,-21.92148771302089,-22.1589357199004,-22.204480690654627,-22.260591943472583,-20.630533092853035,-21.245052290568832,-22.533747373964733,-22.54873405834385,-22.985363269758988,-23.901851960318787,-24.13836331297149,2
075437.80+181240.7,-21.939626204258467,-22.22113117161485,-22.593294768263945,-22.811008465835123,-22.834159106918097,-20.978384041495627,-21.85669159378196,-23.175579568333877,-23.708624296959734,-24.07182957641456,-24.379004718289995,-24.908510655163155,2
075819.68+421935.1,-23.02278346381892,-23.20021359185004,-23.397442000773776,-23.494640030494743,-23.33417004770008,-22.63608738473955,-23.061791117545592,-23.403282475860472,-23.88715714727016,-24.631665109234163,-25.67114779580573,-26.217549153194444,2
075949.54+320023.8,-21.63177878556077,-21.858353600235077,-22.124943755677247,-22.24136219897924,-22.162014592821777,-21.37816707918877,-21.612561714912705,-22.269772224473087,-22.83154846914389,-23.146901161601637,-23.91815735547703,-24.3841595707858,2
080131.96+473616.0,-22.9713431377054,-23.00039620280503,-23.227256757156614,-23.478820097190763,-23.3107829142129,-23.05270920376345,-23.19710781602717,-23.931138601273133,-24.29423523401183,-24.83865509579281,-25.22523272251205,-25.633951488474544,2
080334.73+433019.7,-21.29727740219441,-21.78497366519472,-22.203901840574552,-22.347224267306345,-22.42251801697613,-21.59345277929398,-21.84776119576752,-22.57195461818232,-22.87656210508145,-23.325081205059934,-24.051971322520647,-24.346672013954496,2
080554.11+111432.5,-22.55239288202152,-22.720818929045,-22.919678940972187,-23.04949735483841,-22.96328826902884,-22.382012581405363,-22.54712416700955,-22.94676929208118,-23.34238294402277,-24.0588006406335,-24.669187179601423,-25.19736028370925,2
080652.11+564412.8,-21.74505914878133,-22.19093939431929,-22.598327568946072,-22.75018827679431,-22.78118802434957,-21.03982818727211,-21.40416741059335,-22.82621297444234,-23.29592291329531,-23.710284867197554,-24.85792489674427,-25.4647866044631,2
080818.34+481758.9,-21.500815805117448,-21.68726172660861,-21.93080148919185,-22.253344837308543,-22.11141946283804,-21.014364529730454,-21.0100755443868,-22.27728937712299,-22.66269436264696,-22.63965294936729,-23.24408470999137,-23.656438849841354,2
080908.28+202420.4,-21.66446624681713,-21.754819443594304,-21.98970970784554,-22.20917567338119,-22.11987548629416,-21.15342801066951,-20.95740754347544,-22.441722655262595,-22.685581067547528,-23.266463950937503,-23.2031398949501,-23.60658469359366,2
081441.91+212918.5,-21.44988120400204,-21.56713103458797,-21.823497371696156,-21.97098967275293,-21.96905868585157,-21.12967440467077,-21.415423392815228,-22.102504430484807,-22.559200470853312,-23.00394289999772,-23.56748020323869,-23.844504666833668,2
081446.27+223645.5,-22.33255370870886,-22.50837548477227,-22.963974366355227,-23.21512574757116,-23.409021930408297,-21.854249527178297,-22.032107537284336,-23.900871070063104,-24.25219402394074,-24.781079675925746,-25.288325685164757,-25.767015252822137,2
081456.09+532533.5,-21.50501011991329,-21.90053295170667,-22.28474556812452,-22.26612791353769,-22.363931741118343,-19.59915109628063,-20.33725829278989,-22.586952593454274,-22.83615496318153,-23.02935126010244,-23.537867767107727,-23.90431507176,2
081501.85+525255.5,-21.52845442347474,-21.663255130071683,-21.96970963728284,-22.25796369808331,-22.16009374762365,-21.02093708045141,-21.167326837996463,-22.614697306537703,-23.08479907947855,-23.317305102745667,-23.65242494879099,-24.05579419832108,2
082536.84+195950.8,-21.77775353826847,-21.9968761716681,-22.362976189911603,-22.604861029440904,-22.66069481237664,-21.81825811266656,-21.828094587691147,-23.215476939743372,-23.515436194007915,-23.85028724403433,-24.034166963462237,-24.56105172242826,2
082628.20+085535.4,-22.65619067134988,-22.87719005808001,-23.264359327117525,-23.36294106429696,-23.44346922189786,-22.463333788020343,-22.46375351915996,-23.750946472939017,-24.001216709930272,-24.645611949462594,-25.213267124098845,-25.76703217285708,2
082633.51+074248.3,-23.382648493647523,-23.66399347687953,-24.059905444548004,-24.17568832614111,-24.27288429301339,-23.229542900630147,-23.25786431078545,-24.3239583075853,-24.8188411611688,-25.57490848489496,-26.386078058004305,-27.027524505529723,2
082733.93+043617.3,-21.555731550636544,-21.835241170277413,-22.217324783406205,-22.54739159541568,-22.5095867413363,-19.398682122295902,-20.33640763749376,-22.85614186861661,-23.06505649041853,-23.81469734216929,-24.615725344651917,-25.005080614535427,2
082800.60+401135.1,-21.795040646513105,-22.08739215925607,-22.419367729891917,-22.60534278181757,-22.626345055627723,-19.747635922544244,-20.39119869125633,-22.78941739117132,-22.888094432895592,-23.305986820803252,-24.185365914979737,-24.801300622115985,2
083017.92+293923.9,-22.899643896065232,-23.221541963174374,-23.67584290764237,-23.978656370888626,-24.07245722695701,-22.934034797404028,-23.145552037351223,-24.396238155374085,-24.651475407918195,-24.935262420154395,-25.379296992247266,-25.95561384476477,2
083045.40+450235.8,-21.01610513750983,-21.459578371573823,-21.938233788312758,-22.165287374525644,-22.194927155172863,-20.69686368173172,-20.848824819681624,-22.655651935524997,-22.62239778271274,-23.234429822696463,-23.45208109220443,-24.079384963660196,2
083120.98+483154.4,-22.48543046581792,-22.65242901486976,-22.93432449342138,-23.002433287774444,-23.087551434494397,-21.915840132446185,-22.020221481722317,-22.9502102327819,-23.375683359523613,-23.85823614454396,-24.42312283279915,-25.03058678820494,2
083303.21+272241.8,-22.272870893044303,-22.381881965509724,-22.56063098946777,-22.718158388497045,-22.80768339190127,-21.705547703537555,-21.744488886155903,-23.10730994124764,-23.39633444302921,-23.774728137619164,-24.157516612151053,-24.60191893597233,2
083343.47+074654.4,-21.93604217656375,-22.11818075124226,-22.35538453162829,-22.588884219673144,-22.47971623843028,-21.41827267477651,-21.57065262872968,-22.220324624300677,-22.529828430309426,-22.998323708344987,-23.386972966449367,-23.83298092586497,2
083417.90+491439.2,-21.592147145037572,-21.875503490217653,-22.10710595734865,-22.26968186061177,-22.198872776049956,-21.43968924015785,-21.49935752386904,-22.33075943450348,-22.85453738993999,-23.4247088468232,-24.07577792946458,-24.568054284190143,2
083550.97+142344.3,-22.64710549237372,-22.763978956393032,-23.171952073574133,-23.329446725955822,-23.261559359389704,-21.998747681161724,-22.203575877042223,-23.386461425881052,-23.84478579409121,-24.262845540243163,-24.94864300070803,-25.53311595791588,2
083754.97+175251.2,-21.79264728605216,-21.898128051926044,-22.178339190908524,-22.432996790980404,-22.463455399560825,-20.50194671527449,-21.238198180587908,-22.83762212139548,-23.14462458093029,-23.639479167724016,-24.07340146117277,-24.63078380322278,2
083924.60+575230.0,-21.05822501913516,-21.327074704241983,-21.69958201163337,-21.90046688672159,-21.817177214026646,-20.51598797007301,-20.45074686519471,-22.221315263077265,-22.35927860779124,-22.85493422999712,-23.31132269249263,-23.74565805037481,2
084230.51+495802.3,-22.59409917821135,-22.668287269503715,-22.89211383961761,-23.035786925304908,-23.18436218502565,-22.59642717918528,-22.862429967773867,-23.285789712235665,-23.879887397724644,-24.393610780270755,-25.101139369276737,-25.61757452554889,2
084313.41+535718.8,-22.30918541592865,-22.585488073800725,-22.95719455988832,-23.328342861306616,-23.074944168147425,-21.81133956988022,-22.08098277602074,-23.17820818504053,-23.5212589005791,-23.72265348963617,-24.38381597782117,-24.874265524677696,2
084533.28+474934.5,-22.357257591856943,-22.5805468589946,-22.810369959478116,-23.02735494436137,-23.02884264664124,-21.83428326717356,-22.299238992560248,-22.949900217559676,-23.67878475635669,-23.874937610411504,-24.75837888427955,-25.29230355591169,2
084755.63+263147.6,-22.462354535643737,-22.507171008406075,-22.68520691748295,-22.88077024111813,-23.063290373923586,-21.618467040993067,-21.84549591045828,-23.324935054010965,-23.49781602402235,-23.769563025328992,-24.06071568018235,-24.63118339116864,2
084932.72+170020.5,-22.20466252820696,-22.52787708163943,-23.01128893423113,-23.240442595609704,-23.282597766698085,-21.32393531861402,-21.63020310085288,-23.8453976438371,-24.00092391325382,-24.584680405268955,-24.51155799512763,-25.18839054257249,2
085240.12+051215.4,-22.2094175845322,-22.637581351041906,-22.961342985683345,-23.03744781420526,-23.131381522057783,-21.17862229564364,-21.567685070185984,-23.16634429702586,-23.39868366556573,-23.65331048391815,-23.513381560643538,-23.87723243934236,2
085259.22+031320.6,-24.02495154826971,-24.21428703121547,-24.396882580757755,-24.40720277155052,-24.48278290755324,-23.230165915353084,-23.40675958181869,-24.469443468696976,-24.752899819926203,-25.324400002522555,-25.846328110793056,-26.434941073047987,2
085550.64+271824.1,-22.430572541362835,-22.67398809716399,-22.92906384627445,-22.99846214382748,-23.089752105158063,-21.768703454258084,-21.950814767803216,-23.09234781994248,-23.896704329419283,-24.0741383734374,-24.693532996357945,-25.224031476499988,2
085632.40+504114.0,-23.33670711827708,-23.523274594439137,-23.76550997800075,-23.8766608778398,-23.778091377771304,-22.978176032881976,-22.71990848905432,-23.960382247848877,-24.50666843352622,-25.142970635318637,-25.627082944529143,-26.312958953977358,2
085640.78+105755.8,-22.800025765748703,-23.052646277788725,-23.448726847198955,-23.602049302996583,-23.75812529881815,-21.874495752121977,-22.198395333738823,-23.44205465133841,-23.9392204876012,-24.35907757274689,-24.9677657793185,-25.5781583022718,2
