SDSS_NAME,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
140357.70+065545.5,-22.67047780495777,-22.87904734814093,-23.08868951248953,-23.098773374483,-23.29173079319248,-13.93570931979664,-16.810328664117243,-23.991893338866696,-23.258399628861223,-23.28500146751895,-24.51156653857313,-25.316519652895284,5
140801.49+260632.1,-24.610941329103238,-24.7808429283686,-25.176409434863377,-25.357496849946894,-25.529532851292743,-21.914103844699515,-24.281813454272392,-25.783747689838908,-25.759611547406163,-26.26099543025302,-26.677745652957743,-27.55347467093476,5
141159.73+423950.3,-24.93410709164683,-25.019290761260844,-25.340980336465336,-25.453665117099035,-25.596382286730783,-22.107494675699883,-24.530173418052165,-25.653173578291536,-25.633641266214585,-25.97184169266496,-26.58140906393048,-27.400822278832827,5
141241.14+071745.3,-24.400189764500517,-24.69491043695132,-25.11359938031392,-25.462524451777966,-25.655665330834974,-22.584658366761087,-23.850725724886605,-25.7701895700603,-25.589265241707373,-25.992715800516685,-26.17211522008431,-27.00476953159337,5
143921.69+414923.5,-23.28741780324621,-23.947758747591497,-24.378365473357697,-24.704240973709958,-25.049096155681035,-18.65488910761239,-22.807580969844405,-25.69136748064972,-25.553857719102023,-25.834510292502888,-25.865894744918272,-26.44108646951801,5
145343.93+422623.1,-24.310194902513874,-24.476056311553343,-24.851048988393018,-24.988891598796048,-25.270656861070904,-20.63418128936413,-24.03527242052512,-25.41261457864049,-25.583936874355533,-26.039371409175462,-26.34542947636167,-27.188477853199267,5
145921.60+112308.4,-24.2286828504145,-24.44374483642718,-24.83490102034778,-24.966292636924607,-25.21374094648749,-21.39173508358472,-24.174409664467937,-25.90370782930794,-25.91215394075901,-26.429144415477044,-27.18669323345417,-28.22611441116932,5
150847.41+340437.7,-23.966353066387644,-24.13707398150203,-24.765432008720424,-25.042574147028574,-25.45580750247942,-20.24543392829238,-23.64984329309124,-25.71684382001949,-25.490255738381656,-25.99804658139289,-26.81929767456454,-27.87145744945032,5
152045.54+073230.5,-23.93525969386724,-24.16852360553018,-24.84199108389728,-24.839949625699692,-25.007744978265755,-18.37500660043798,-24.37084225774145,-25.503619599980382,-25.661805266677675,-26.04110471701648,-25.88098685653706,-26.53144805211104,5
152510.61+002633.6,-24.719854751444824,-24.95279624426965,-25.388881171644456,-25.56081718603089,-25.70944734551381,-21.374121754021804,-24.693884243310087,-25.784479791584747,-25.98261293687296,-26.53217092672336,-27.52744623129393,-28.393007481193703,5
153209.51+061356.1,-24.384727819598695,-24.68482977700876,-25.234856530489125,-25.442450396334657,-25.69300991285729,-20.66443654395081,-23.46336822464613,-25.982480439698374,-26.024124620670065,-26.089091041395925,-26.76110860862821,-27.61055155206916,5
154956.87+070044.9,-24.55807953405873,-24.84349900786203,-25.197555608076527,-25.288568141189423,-25.498793216681083,-23.5415526384124,-24.25648792739654,-25.41475411018129,-25.47423467980802,-25.99225753512177,-26.18889674135833,-26.87058853568928,5
155251.38+314944.8,-24.84933702206541,-25.068181398485752,-25.462207968612645,-25.70182052871628,-25.957355808313565,-16.191437519876956,-24.28611274974377,-26.119210104698592,-26.06483619735189,-26.409467401334037,-27.103263926843585,-28.03844428292507,5
155304.92+354828.6,-25.10927473285975,-25.325356250122827,-25.724502050298867,-25.90395945823889,-26.061753828190863,-15.812752838452424,-17.960160442014995,-26.25943092364943,-26.439989280316947,-26.660095050930547,-27.41367488070168,-28.27357072104377,5
155400.30+204312.5,-24.553072167253465,-24.977085781167936,-25.340122836039757,-25.533841441139277,-25.814743235627688,-21.83573577597687,-24.177189205159436,-26.296162736177028,-26.50423309509948,-26.707971362919945,-27.01884780199703,-27.700798321696123,5
155412.48+144533.0,-24.26531826551276,-24.430915310872845,-24.791180889858573,-24.94812097072661,-25.069487227334918,-21.214523365589127,-23.687179493747525,-25.349354411903253,-25.6125494589536,-26.065613154854663,-26.648459667808847,-27.662172261815307,5
160143.75+150237.7,-23.559426127704704,-24.135149046535677,-24.70903519839397,-25.01728715700719,-25.21577799261639,-18.071375571811817,-22.124793956389887,-25.477688413630904,-25.58570941888675,-25.89506246387671,-26.585740179328983,-27.42776532340143,5
160714.26+492332.5,-24.056993208213303,-24.31302698204126,-24.604657329258615,-24.68029114738293,-24.89155315761088,-21.105482253720265,-24.314879770924485,-25.341858718320285,-25.37391436287453,-25.8764610963837,-25.997230541154423,-26.663661346343986,5
160839.09+354226.5,-24.966975394034407,-24.958607648326144,-25.265707082453662,-25.443854094739542,-25.47725213794515,-20.71488086194134,-24.630387301003204,-25.36262200842389,-25.28733643454806,-25.913123922835226,-26.79989080954774,-27.71242671444685,5
160855.43+435259.2,-24.69381852401515,-24.827848775649684,-25.175165922772862,-25.28307585751461,-25.47638196144337,-22.18546490839694,-24.80772679296871,-25.90673899581103,-25.840010957346657,-26.229500293649476,-26.946563047914868,-27.928560605778884,5
160918.01+525816.3,-23.10039186999782,-23.69849237751217,-24.395061979829865,-24.757754644511483,-25.01837301344935,-16.89995027548465,-22.99771540431689,-25.619892195198272,-25.642919796045227,-26.158364396212523,-27.08624888050112,-27.992228434656557,5
162318.89+402258.6,-24.000587376318077,-24.26630979882066,-24.604994472397365,-24.71750234989531,-24.91764082161198,-21.778735933949022,-23.42159092696411,-25.280812960523622,-25.406750331798857,-25.85714612311981,-26.180037374897804,-26.85982646669338,5
163140.87+470511.0,-24.250447595452183,-24.63186649801136,-25.100568784973177,-25.35588253066954,-25.60299470952545,-22.29844908316816,-23.949701676585104,-25.766732257758683,-25.90682640567127,-26.08859239583853,-26.918072259894576,-27.832375101517226,5
163344.28+321601.6,-23.20254335676877,-23.4621781471328,-23.82559296042316,-23.90652374925816,-23.983114258405323,-22.1479332019944,-23.03714822363113,-24.342073222022265,-24.379986777834635,-24.874435530350944,-24.968158770815307,-25.613524773544384,5
163600.37+432802.7,-24.451919100219868,-24.76531779801089,-25.08742908670378,-25.252492456376423,-25.533670443093964,-21.309130035795228,-23.390872170218227,-25.817499768537736,-25.93091483028586,-26.1681184473976,-26.85297437883765,-27.81426088956372,5
163618.36+280618.9,-25.221448917950323,-25.239542808406345,-25.514165567926167,-25.68799860661425,-25.841749676601182,-20.888244830257666,-24.64189423071857,-25.759406205724936,-25.77788499139686,-26.1901795629978,-27.24012024418744,-28.179443768989625,5
164556.72+443054.5,-17.73083221280713,-23.182020435082972,-22.019887634599872,-18.27615577218977,-19.98634832154157,-17.37698210727357,-23.658259803074955,-25.272774373964022,-25.538021132469385,-25.955277472221432,-26.22896285957076,-27.32244287837507,5
165658.49+275445.4,-23.92968811876538,-24.170567878940293,-24.57979922019011,-24.78631416885492,-24.85780655966324,-20.186598542446163,-23.892689659207942,-25.67971569243252,-25.387449117493876,-25.85048935427893,-25.558589612509586,-26.33015511790437,5
170017.17+325706.2,-23.858226288260298,-24.256441112335512,-24.64546367884772,-24.819423338133177,-24.96250333828161,-21.586978266924717,-23.98560514009279,-25.363853437020897,-25.406966565683227,-25.838465944637623,-25.937707935631444,-26.534990224129093,5
181125.92+791532.8,-23.707590173604903,-24.13332995513657,-24.91030375211133,-25.16759137624444,-25.43360814048247,-19.58301762829069,-22.46240381435719,-25.29920021411274,-25.393314604134524,-26.01621805851831,-26.92693471252228,-27.80756705752644,5
211305.31+070313.5,-23.11599414732402,-23.54609873587685,-23.97762499119071,-24.220524733572645,-24.470490274106737,-20.39424589821328,-21.924715853189124,-24.967394782397747,-24.773681107115276,-25.307278299714454,-25.82768604062108,-26.56016952290844,5
215710.29+065125.3,-23.55475450318338,-23.834275827810128,-24.17714606949783,-24.448811912577543,-24.649453703816004,-21.027260986717287,-23.611300674688763,-24.990160361102102,-25.032373640139586,-25.53796006970466,-25.553382939470435,-26.02511932184962,5
220933.80-031237.7,-23.09055208034245,-23.51860453525007,-23.822564026320546,-23.8948669833368,-24.106331132725177,-20.24797287462605,-22.85665416099412,-25.159693279181145,-25.24411356536395,-25.640305976434156,-25.564200574950775,-26.52302497340799,5
221155.73-001043.9,-21.80871653850564,-22.45431455754319,-23.018190918979,-23.22696217720548,-23.56170940403097,-14.88419000622127,-18.7751883977349,-23.887148772802576,-24.179850204479955,-24.630440663349223,-25.16846679382267,-25.980719540630883,5
221825.04+002426.4,-23.146334404273663,-23.443921312576464,-23.89923857650918,-24.06658780994958,-24.261248663525503,-20.178577493805797,-23.089878845877745,-25.117073273700157,-25.59360964134293,-25.67709972934373,-25.536484594552224,-26.21845117658981,5
221958.83+200047.8,-23.599461289388582,-24.090908929080907,-24.539261385643712,-24.816353910597517,-25.12389482000216,-19.613173950298982,-23.350856566223744,-25.31386036531768,-25.703825808383232,-25.84537155136956,-26.13859522222327,-26.702390852383264,5
222720.55-000159.2,-23.1939835256803,-23.501312394276173,-23.92608420279137,-24.078916790170496,-24.36266021551257,-15.551908681681091,-19.291088848225044,-24.74157944100337,-25.10803604108348,-25.61555503542434,-25.628478891175348,-26.30616338652106,5
223348.19+282935.7,-24.04216131003671,-24.191623141037294,-24.53874657561945,-24.73486281761943,-25.01477042516057,-20.53017548931309,-22.732578912028607,-24.98754757608354,-25.255787833640422,-25.674354180391894,-26.222704124883517,-27.11581931233626,5
224741.65+005457.5,-21.867784510711967,-22.504372889622093,-23.036126768145643,-23.266873245607314,-23.47651010447025,-18.81702415338923,-20.31120861855282,-23.57934565650181,-23.45841230426663,-24.11836783261292,-24.5861102802729,-25.27122543942446,5
231930.38+004330.9,-23.51512719593025,-24.099861891359925,-24.785557480987727,-25.038632512749285,-25.34759597985235,-18.559657359106367,-23.154709829673248,-25.72214226385948,-25.533059153308432,-26.167458754928354,-26.80335424509024,-27.69755730035437,5
232101.63+075547.7,-24.62002645502853,-24.99624686164919,-25.43374099559281,-25.67941885817626,-25.984655412212827,-18.63601185814187,-23.53713735797661,-26.16577068099765,-26.26034191505272,-26.669637360772352,-27.449759521480097,-28.479171609355607,5
232229.00+223434.6,-23.754383018669092,-23.98647424427796,-24.378540044512764,-24.624116549656694,-24.95312922002497,-20.37792766034196,-23.22949727455493,-25.00411692512441,-25.448468350549334,-25.699638018939368,-26.69061179559297,-27.7285385979134,5
232550.73-002200.4,-23.61229170571276,-23.85501888831766,-24.42461768860044,-24.673636125755408,-25.00764836797881,-19.888991871239654,-22.91073494595252,-25.185212341227576,-25.124657829145608,-25.703845591264205,-26.616830991718796,-27.544921015646405,5
232757.37+271552.9,-24.31613203307053,-24.60555627781178,-24.959410873388723,-25.082285615975906,-25.290117023099004,-22.12821220514273,-23.821815553404395,-25.35766971604744,-25.179969880138007,-25.693194394016125,-25.778906451968364,-26.290894162645685,5
232810.65+293709.8,-24.32747118417817,-24.545567598382544,-24.96697007624889,-25.104842828049836,-25.329237803404965,-22.171720201727624,-24.333747160658547,-25.89771848016857,-25.88373254751959,-26.296948855017607,-26.733500481743228,-27.54786995607345,5
234057.93+300209.8,-24.003147224490743,-24.22890488728695,-24.671172331303648,-24.92799240572762,-25.03550188715085,-20.45850322287655,-23.37936807025902,-25.20692605391864,-25.33503623830398,-25.64047049900005,-26.09934024342549,-26.904029777201927,5
234214.73+315435.1,-23.05234356517332,-23.406704068341963,-23.77413506312163,-23.85338190956548,-24.049762066042607,-21.481606712335097,-22.70482125709911,-24.660547720231914,-24.89381634207846,-25.41642831630867,-24.708672745975196,-25.36228863171741,5
234529.14+244522.8,-22.417913846124566,-22.966818982103614,-23.52789118642701,-23.837610085006595,-24.165715057226127,-17.049495498338306,-21.33274944263873,-24.4948940297102,-24.846260646158186,-25.80252657877313,-26.680148865013603,-27.61662154338372,5
235321.81-011528.1,-25.15074935772249,-25.40275236684432,-25.797974292204028,-25.97984203779537,-26.10946821171715,-16.959776929173852,-23.201289160706303,-26.17814074576413,-26.129273931383352,-26.476297411901445,-27.011705180036948,-27.703315908058297,5
