SDSS_NAME,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
081737.27+314707.3,-24.24424699340411,-24.351058947191905,-24.70379718795158,-24.84409958098447,-25.066738424452478,-19.988412848537177,-23.884412669541906,-25.34362555165909,-25.75197322721302,-26.14146805949982,-26.402363505867545,-27.267912280692137,5
081819.28+562307.6,-22.82476648198339,-23.348762871321384,-24.05483479965601,-24.327120287599204,-24.621394462960478,-15.444595873086476,-21.26304548547566,-25.07908355025255,-25.316999843426466,-25.814305165336155,-26.34967462366897,-27.310480953951576,5
082827.84+400333.9,-24.19257717041957,-24.292526714915077,-24.59563681655513,-24.738397999148376,-24.939425443288663,-21.016976551371048,-24.08014174798188,-25.47960714307141,-25.208381152337942,-25.686422562832817,-26.224530182574625,-27.04458910682742,5
083522.77+424258.3,-23.464921134358505,-24.03903090568009,-24.666333885704915,-24.969474377247117,-25.24207153776765,-18.049851910434,-22.29003032481968,-25.50476571687295,-25.53295052904823,-25.87476387012485,-26.501674232557036,-27.37579467993329,5
083841.70+430519.0,-24.024408143592968,-24.313103662468905,-24.794300299423355,-25.001933636580624,-25.291393348381664,-21.21928460104192,-23.80336544822873,-25.69632550024152,-25.40502534273012,-25.733617450829406,-26.398334249816223,-27.122388251649525,5
084624.23+581654.4,-23.75402324113486,-23.988383451480352,-24.552097801431213,-24.74312208370657,-24.951700667073403,-20.636839322696265,-23.33253073604399,-25.27176586016644,-25.026168821022218,-25.664902534455884,-26.202962402849224,-27.023061005217745,5
090216.49+375724.1,-24.24661434051936,-24.45217057138293,-24.796799396640832,-24.86304725161289,-24.944168857335875,-21.35645902335492,-24.14649993846533,-24.872384305921766,-25.117675050254785,-25.543265373901896,-25.76091701428805,-26.4482762153856,5
091542.24+251939.0,-23.50130308840742,-23.8906935649196,-24.30535167776652,-24.3974465384484,-24.59852983142712,-20.85086251645865,-22.89596414416182,-24.98184146127739,-24.9718972616321,-25.32408305783897,-26.17243782839155,-26.876093063559274,5
091938.64+360246.9,-23.23752848390233,-23.579662841704536,-24.028633890909983,-24.220923824692893,-24.48969766731264,-19.637466515998437,-21.353054798585838,-24.585205782180687,-24.621469688589485,-25.466740162135583,-26.1631141989583,-27.006446741115237,5
092335.47+312408.9,-23.897267867636888,-24.227164244185825,-24.63340142983719,-24.827065297713773,-25.158272500447744,-20.47065867706736,-23.53448795705447,-25.57393933536891,-25.792385428057926,-25.93150232436892,-26.218296234511165,-26.87073966751847,5
092507.27+144425.6,-23.386798231317517,-23.925201758744496,-24.258929246393077,-24.5475198280165,-24.858869007249503,-18.46566301941326,-23.37569959368832,-25.63074006379613,-25.783979288212457,-26.112196282625423,-26.316341615929392,-27.189801238632032,5
092736.82+120757.0,-23.342963913198783,-23.91193894383766,-24.46247779792029,-24.82642000204685,-25.08437874849315,-16.64122200381043,-22.150382623402,-25.31431484969707,-25.641703231820152,-25.930433988019207,-26.85108888864467,-27.81763502352553,5
093251.82+073729.0,-24.44788638063277,-24.68413489879424,-25.03486797231016,-25.196536678957884,-25.372445240023897,-21.1466685430044,-24.15642629848585,-25.55827351015169,-25.25282409266649,-25.780448759113547,-25.824126743343555,-26.560799634398705,5
095614.38+255412.2,-24.86020109693405,-24.95114798267907,-25.212206316770157,-25.414282114381848,-25.7165484267835,-21.527917229407503,-24.11806977404217,-26.00355320402169,-26.12039345440586,-26.54573641722415,-27.51178743162062,-28.54597057443165,5
100502.34+465927.3,-25.085763849492267,-25.12730065181277,-25.46939760251914,-25.55602146086774,-25.7380076121023,-21.75463846969133,-24.6234174125869,-25.9185522996824,-25.82824006740652,-26.17087334058463,-26.986935147901505,-28.0134008005624,5
100649.80+365202.9,-24.445158159867148,-24.626653966658065,-25.12620716285073,-25.371633513169662,-25.669646285978416,-21.12857676391181,-24.144369632755605,-26.17448842470097,-25.907402415178023,-26.258929846295715,-26.97366348377353,-27.722578645430424,5
100653.60+281704.5,-24.165590874146577,-24.469192318313905,-24.71713551249846,-24.92464775517121,-25.116606599625168,-22.56247396535111,-23.590178453947683,-25.24020834437796,-25.138085640315094,-25.57456505375088,-25.678891150319107,-26.33663759266873,5
100943.55+052953.8,-24.67080285967695,-25.042134321429632,-25.481338576975467,-25.68137421260171,-25.846870182592088,-22.50921927747929,-23.93740818383548,-26.175928156712267,-26.011839863035032,-26.421066176253007,-26.64277816826771,-27.39258952323929,5
101828.21+310343.3,-24.485782491953533,-24.63756514263713,-25.06463862721248,-25.173313803151537,-25.319884912418555,-22.28748607699337,-24.39888494628771,-25.693289486906327,-25.49733818267914,-25.721331532561575,-26.18796631369146,-26.939926411307027,5
101947.28+561915.3,-24.111416741445076,-24.27517434648149,-24.63729478856733,-24.731259310540235,-24.90379896889425,-19.776951001174545,-24.020454838026428,-25.415839070656663,-25.30624271775073,-25.761662650798144,-26.152959204367384,-26.99771406781237,5
102005.99+033308.4,-25.16368760115101,-25.43884611083385,-25.813878073084197,-25.95864607651161,-26.071241551777465,-21.860874520937177,-25.241975043982897,-26.49973006107983,-26.26553703395365,-26.668913866638068,-27.203972616880748,-28.07558864328069,5
102349.38+522151.2,-25.1190210855097,-25.240120600431293,-25.565945799198136,-25.640055037444046,-25.770647411093307,-21.94939280154377,-25.00084318356964,-25.789105427118617,-25.89279006062171,-26.312119281601014,-26.967908806317507,-27.84530833776347,5
102603.41+314938.3,-23.955226325277707,-24.087901288618344,-24.462702985398547,-24.56958179861273,-24.794099915167934,-21.053956029368173,-23.97703148888717,-25.4536452471508,-25.112198825632007,-25.797077349491698,-26.174566528423057,-27.06604688957107,5
102839.11+450009.4,-24.032122507166385,-24.388030067399782,-24.707937972338623,-24.98711193745403,-25.2662639118922,-21.79317580812021,-23.329887163412053,-25.132633510730987,-25.20981051719001,-25.705521631359908,-26.0138478750841,-26.83311052354133,5
102905.16+252824.4,-23.80825378411045,-24.013031899768624,-24.349798805811417,-24.50518587156185,-24.6602889293136,-22.63590679054584,-24.140557699571627,-25.08722048212862,-24.74192307712873,-24.93618841870397,-25.257469219054187,-25.809017306914885,5
103032.23+253105.4,-24.051683636006366,-24.322436440612307,-24.768181745397683,-25.066820665236232,-25.25480609969789,-20.348064266441053,-22.710181678733694,-25.267870727756858,-25.236547679634427,-25.687099559392248,-26.634834659402053,-27.627512009002174,5
103621.60+393701.6,-25.04162425776457,-25.87823960733961,-26.29559811607951,-26.259248620373764,-26.564980612109267,-19.30810786421155,-23.979231677997475,-27.14931069944144,-27.20092942855308,-27.2367103820004,-27.823506138699813,-28.46941884467385,5
103822.46+134657.3,-24.409973783413925,-24.59938311670913,-24.949564737525204,-25.054509564920814,-25.18495666300288,-22.97905755338689,-24.572977243310746,-25.549645899126983,-25.50380886506906,-26.03985578422063,-26.05789703269093,-26.606354476897533,5
104002.56+210900.1,-23.546895694075268,-24.34902443892,-24.941815546927145,-25.36184086726527,-25.771195323588287,-19.89467297976052,-22.923754042035903,-26.25423687766297,-26.20156654483337,-26.43838010924716,-27.131648926798324,-28.070495745197363,5
104231.12+221300.4,-24.303497826662603,-24.40551650957512,-24.75330762018208,-24.912646500718303,-25.088756123006643,-21.29111423525818,-24.22599550578371,-25.36362467383821,-25.40168390768237,-25.89611275217904,-26.208947546057843,-27.128520034127583,5
104430.25+051857.2,-23.798860306220156,-24.12960490848801,-24.59219209563932,-24.83625546296811,-25.12832802837699,-21.54987720350818,-23.113270550172533,-25.329482126831213,-25.615752849030027,-25.920668994047823,-26.58772209295394,-27.54708274771593,5
104513.81-010246.9,-24.63994606439864,-24.849816775561795,-25.17444268483097,-25.399230810909224,-25.64143609656881,-22.459291251491496,-24.5975225933903,-25.80106310890355,-25.9659056087976,-26.0929497581861,-26.80407237758161,-27.657149246974743,5
104704.46+170046.3,-24.27948759384852,-24.40242440004283,-24.76656553394368,-24.862163162020988,-25.16205077937337,-21.307913105272377,-24.333454025086382,-25.35690842720965,-25.14882452538757,-25.34685822585055,-26.24707883851333,-27.19955151762888,5
105145.97+295540.5,-24.562334909176933,-24.654712897585824,-24.871519329449093,-24.90523150805023,-25.05871333472748,-21.50004981493077,-24.402230186582187,-25.175185756537523,-25.156641307851064,-25.73621593825121,-26.28420442809192,-26.976030938324183,5
105449.53+252650.7,-22.801088235485,-23.27279899938121,-23.65543638880671,-23.903919800197624,-24.21645311924835,-19.58198749620243,-22.087389888734755,-24.586677381928848,-24.66521015264969,-25.02922560528944,-25.29375414617821,-26.045820428958777,5
110108.43+515021.9,-24.092879863946123,-24.30601947186676,-24.758965774967056,-24.95241089690919,-25.197670902577183,-21.59068639601627,-23.87732350936074,-25.328153248129,-25.67214671945807,-25.70427965748229,-26.715516708839026,-27.69967713017355,5
110931.16+353025.8,-24.72616103108693,-24.984229981823628,-25.33768456117139,-25.576459505972547,-25.735372116298223,-19.80937626106589,-23.652721053424493,-25.60631502442717,-25.414788726576337,-25.75926572879089,-26.754530657862123,-27.57078248320317,5
111013.79+523607.2,-24.300979875301746,-24.521559314789304,-24.84807936160329,-25.0374795808668,-25.334544822182465,-21.726423405326518,-23.922788357412905,-25.515076186926503,-25.47035835817313,-26.108314222853107,-27.01427094848696,-27.96488496375857,5
111114.90-013949.6,-22.69346653958975,-23.38147292355944,-23.9390438126558,-24.316712204737076,-24.649283152539013,-17.65491032665457,-22.5540580755058,-25.44211275244954,-24.887897082859567,-25.562630703503665,-26.512826695290425,-27.314583079307948,5
111504.22+251100.3,-24.75594992906991,-24.82689980711569,-25.113515044269956,-25.247169228572044,-25.529991286799905,-20.15329093991401,-24.50797460715806,-25.605485064064325,-25.76689387348948,-25.968638635054656,-27.0660204059628,-28.12570843498485,5
111732.16+364047.2,-23.46874924272912,-24.08043449518437,-24.75236121232945,-24.98825722594956,-25.221482160667385,-20.299603319828623,-22.500034064438797,-25.469452667686657,-25.405563750119786,-25.84544943336967,-26.706545458931707,-27.579721709248485,5
112703.53+612349.3,-23.23949612548781,-23.51657279279288,-24.020206902675884,-24.40203277331661,-24.67523876376042,-22.65754961330609,-23.28356710295482,-25.236439002647792,-25.029608362461623,-25.693331454481186,-26.46255789038122,-27.33291225199668,5
113020.40+422204.2,-23.582533307589184,-23.81708465899097,-24.35170595661672,-24.566102416864407,-24.699021249858607,-19.537236149664853,-22.908114822347382,-25.28518048247185,-25.30974376316884,-25.873614300002224,-25.44601511421388,-25.8631358495489,5
113230.09-024620.9,-22.928009158405416,-23.07974885767701,-23.34242458482196,-23.474496154744635,-23.47756782618448,-17.04790614751456,-20.326278221831146,-23.69355890789815,-24.32054787843775,-24.858845932951947,-25.26316403969109,-26.02141327817223,5
113606.88+635154.1,-23.15890090784901,-23.55307371510057,-24.0393191596411,-24.218285417772517,-24.411245319735634,-20.540317432951824,-22.65065890324524,-24.944682891760035,-24.786119922732816,-25.30129548598979,-25.456398822233407,-26.21615040000548,5
113636.78+390004.9,-25.29804644590289,-25.518101329967003,-25.924732406220254,-26.193182889462797,-26.385653214210027,-22.1615442902766,-24.578443587468477,-26.619748290190103,-26.60830952780625,-26.863351100182125,-27.156956952679145,-28.02363211223968,5
114126.80+653622.3,-22.822959170059946,-23.29781695106122,-23.921271182761043,-24.208173532361037,-24.47060181848617,-19.38257896889201,-22.41196281214943,-24.58871443408135,-24.78881671598619,-25.44213412640821,-26.414062910800123,-27.31014092745673,5
114506.45+034204.7,-24.5722028948743,-24.801118126774004,-25.09859216106777,-25.351476886389943,-25.67811930641662,-21.47741502178753,-24.04768438999848,-25.79793703985548,-25.82610113454505,-26.474615036956006,-27.17320525350389,-28.173765484291515,5
115734.83+163859.6,-24.54958617889942,-24.92482646147403,-25.396663189635248,-25.62493317493749,-25.873381483207748,-20.905632439171622,-24.237184039655236,-25.983653940531465,-25.97560530475616,-26.216990585699865,-26.699356514582533,-27.59599648672277,5
120523.70+380552.7,-24.525706855901102,-24.809522886550894,-25.162270528589914,-25.43784435372818,-25.7079736280182,-20.88961636275558,-24.237430004946983,-25.579516080765305,-25.71197023174826,-26.245485626372364,-27.04821634286144,-27.89011195694377,5
120547.01+635016.3,-24.07770327182619,-24.332467246433765,-24.68487701558832,-24.791655759995443,-25.006574281609847,-22.17145091538564,-24.08246333067501,-25.396891593951924,-25.369089778567403,-25.678038916503127,-26.531474290567544,-27.38619171452413,5
121413.55+052254.3,-24.39360818813723,-24.767116859206418,-25.26335509902582,-25.4943314015676,-25.70372753369649,-19.299777273601936,-23.8743502318124,-26.07107339253036,-26.020474017519533,-26.563563709124484,-27.24497671393822,-28.20469960826063,5
121736.47+180420.7,-24.61025360157217,-24.720833855104782,-25.15786924725631,-25.24366845392004,-25.420423056388955,-19.47385401082053,-24.66653297290396,-25.94801039609972,-25.97417419332921,-26.22878667066542,-26.989953905246104,-27.89271304400095,5
122300.22+554000.6,-24.35029501555726,-24.62177265539242,-24.98798959311426,-25.09182855037246,-25.21301823255348,-19.96652531816771,-24.49589888109848,-25.5658320116978,-25.37055756924587,-25.550630956514457,-26.37103465453359,-27.15611831994224,5
122339.33+461118.6,-24.4063473859406,-24.458214160267747,-24.76614545472525,-24.87844785572798,-24.959770097639183,-21.159274168077253,-23.981843672895756,-25.35640185325036,-25.65242433783405,-26.086670815240065,-25.547635986637257,-26.29486965447342,5
122415.83+222246.0,-24.35207819412954,-24.54513489080632,-24.85700682583904,-24.955941243518843,-25.06187586166963,-22.40133858861643,-24.37518212355434,-25.3852015173178,-25.407946131417734,-25.818564758086826,-26.07610325408529,-26.795460699888697,5
122614.97+120925.4,-22.780184180602944,-23.125561068779916,-24.10079966103891,-24.384670564911858,-24.68770116641775,-18.33282915535207,-22.10106567341949,-25.59977527885606,-25.18640336505892,-25.916333993609413,-26.21166079717685,-27.106157464802,5
123049.67+071036.9,-23.63652162252595,-23.84524167710708,-24.400685812919125,-24.708516327914136,-24.888080925976872,-20.368611523786186,-22.63993500139716,-25.001486972729023,-25.25183478014213,-25.945585796035022,-26.55953537251421,-27.505356920105594,5
123609.11+191234.8,-24.4098607196962,-24.6937555343477,-25.04368976433748,-25.22924880041791,-25.491868914785325,-21.030443427791724,-24.200685085544524,-25.955033317473823,-25.72535040950883,-26.02664530830925,-26.40732768868301,-27.27062429354768,5
123638.28+030250.3,-25.146369071089183,-25.367976159654724,-25.74301287910711,-25.88615364509491,-26.013881199308376,-23.710734913895173,-24.822992145500507,-26.360112018979187,-26.138285517476756,-26.542376562547208,-26.366593346137325,-26.868708731866224,5
124116.48+514130.0,-23.96831869990551,-24.24029769678278,-24.568285369651957,-24.591596357186543,-24.765681828732514,-21.014229951964367,-23.743683589315,-25.251201093354755,-25.130743193412837,-25.67181911475705,-25.93588576339805,-26.85094965946128,5
125337.56+471639.4,-23.30452628043984,-23.822930546339133,-24.43554378987665,-24.688856353765285,-24.91820402079293,-20.618158152013915,-22.247464812766083,-25.37307418902122,-25.20299557535521,-25.619971508828502,-26.397852849319023,-27.43951527578753,5
130203.08+265809.1,-25.103437816456847,-25.17790930973533,-25.44917264371271,-25.513568084819923,-25.643501517746166,-21.309524825357144,-24.57720226474899,-25.587331948537425,-25.75704657647833,-26.25384421031127,-26.85485864932828,-27.66918045368885,5
130311.36+170430.6,-23.88626621061325,-24.019758220129926,-24.291276964714125,-24.385208920531365,-24.587030630652883,-21.465401128057294,-23.562467973947637,-24.734701642479184,-24.62770059038152,-25.00157439518334,-25.86470432468301,-26.658054911296045,5
130325.88+174000.1,-23.816481856241975,-24.21472823287461,-24.589580543405035,-24.7868046332918,-25.01731438294108,-20.07279910773254,-23.28222958417942,-25.238180349744887,-25.321089430093952,-25.54987555395592,-25.787361564512643,-26.55635290700791,5
130829.67+300539.0,-24.701381371466635,-25.005289271927627,-25.41409892734458,-25.56354192435653,-25.755045881314445,-21.98088085150652,-24.358460022809822,-26.166274286127504,-26.058726624974607,-26.649723118275173,-27.138963930528167,-28.031034557958023,5
131513.95+155854.9,-23.05152504616638,-23.512643172796977,-24.08931698754201,-24.26128325793737,-24.512966887760644,-18.668445183612043,-22.250850152365597,-24.76341829643295,-24.987852653866277,-25.602425872643163,-26.05562758395452,-27.118089040416557,5
131946.20+514805.7,-25.337270614221104,-25.381405464935582,-25.7207384970313,-25.9256523237254,-26.04871577425673,-22.986817838417146,-25.021135449881704,-26.4535276677953,-26.21333769312756,-26.65373120065328,-26.613790001759213,-27.29299135785432,5
132001.17+071817.1,-25.067211182066178,-25.43202385727511,-25.85194189796583,-26.02525840091143,-26.24960757881312,-14.23109315813071,-17.596948046696365,-26.61248561531536,-26.68880893553967,-26.886643732077307,-27.48638221836831,-28.285366070948545,5
133343.35+161414.1,-23.765514840285636,-24.063650155325025,-24.51949851587462,-24.83187760202713,-25.045029560923,-20.2938619959004,-23.009903734832392,-25.405119762849807,-25.658004089217517,-25.78781200197932,-26.75889785453342,-27.742865339072395,5
135044.88+252839.0,-24.03830825656692,-24.32851644445533,-24.74600146997305,-24.90161665771046,-25.10092298006439,-21.772542412322952,-23.850892019947363,-25.201706416253494,-25.2984912168025,-25.73868708143185,-26.09216510276698,-26.902957324636954,5
135114.75+224323.7,-22.915930490641465,-23.44409121287399,-24.016735820414198,-24.328407613836085,-24.57010601998155,-19.953578089490424,-21.93361343194237,-24.76276144865851,-25.044168550431408,-25.062414071527957,-25.72992158430432,-26.610580145539096,5
135151.94+394307.5,-23.780910810346537,-24.176572079903863,-24.52203531467877,-24.62167469247031,-24.93511108653198,-21.33328344256389,-23.408367136422857,-25.061466816330277,-24.973381678993345,-25.356258648492386,-26.157027306734754,-26.75775861058854,5
135259.95+395347.7,-22.415318398949783,-23.06646678112471,-23.535037129073984,-23.756456055466877,-24.045333235230128,-19.39122268559454,-22.001485344977333,-24.97102653746804,-24.88139420677568,-25.3137939010742,-26.19100073115302,-26.96391230059784,5
135757.34+162010.1,-24.10309020170956,-24.33812645641564,-24.762928119393035,-24.96237199312605,-25.10515768284284,-20.06074143322779,-23.779066321595824,-25.46837959990686,-25.31368425734167,-25.64016928400099,-25.98455126903269,-26.824671698547924,5
