SDSS_NAME,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
003143.38+193156.9,-23.365435528735595,-23.62289919618025,-23.974704013846427,-24.096657786657065,-24.28910521593364,-23.34691396302957,-23.240391947473725,-24.35565361416998,-25.00239835542556,-25.551803902396347,-25.594715907890897,-26.39825096133057,0
003224.87+251937.5,-22.67044269743702,-22.70519194004739,-23.022205130477712,-23.08070742834507,-23.303287947519348,-21.41390155570898,-21.628529483727903,-23.44053595610491,-23.866257210186163,-24.27123164410767,-24.7350567398249,-25.377550941340758,0
003224.91+081258.0,-22.757415912769105,-23.06695393638353,-23.2904257046404,-23.370432055560173,-23.618384082320716,-22.97014315877929,-22.96661451183177,-23.903844168549163,-24.167197173573904,-24.6169716234621,-25.33298909816422,-26.14933960714573,0
003253.16+220553.4,-23.058544007049157,-23.192679932831386,-23.49571776798569,-23.56348502539389,-24.008707138165263,-23.17939126085372,-23.26036913562582,-24.06929724072957,-24.60631591148064,-24.792986908679115,-25.16573024294126,-26.045160672813708,0
003428.09+095020.6,-21.238049190295524,-21.535808011041578,-22.12971910894567,-22.48133136941206,-22.61778696023761,-20.71962957479392,-21.220001408360964,-22.519417908261914,-23.55919189606986,-23.932042199586864,-24.472047382964444,-25.19095148446954,0
003431.74-001312.7,-22.451128809798966,-22.655798783053417,-22.89113912670756,-22.925309038093754,-23.29186156663037,-22.56325042185656,-22.53289522742217,-23.487787749900946,-23.68561525337629,-24.15403216738665,-24.721656733108325,-25.56551747152104,0
003530.73+222907.4,-23.23863451740383,-23.610522072054057,-24.01963336006102,-24.04726724059679,-24.2220139942156,-22.766248297621416,-22.946119414930585,-23.977275293330447,-24.47877356251309,-25.214452418911875,-25.67027175409913,-26.271178266771592,0
003555.69+080653.9,-23.34960817976665,-23.632483109169165,-24.05857383120245,-24.15365328880628,-24.43844600966136,-20.82957262037703,-22.489177911792744,-24.686451525069938,-25.22373499438435,-25.679664994813884,-26.15578589111377,-26.904874202335886,0
003612.50+054951.8,-24.279544021566466,-24.392398361647928,-24.59922651430403,-24.582857663781443,-24.856985675922797,-23.946621005307467,-23.968586283230145,-24.62305902281449,-25.01437518914925,-25.117719149226144,-25.66564261142139,-26.426007664454524,0
003618.41-105503.0,-23.195391035636863,-23.42269518669436,-23.8601467945723,-23.85082340021429,-24.064900134941684,-22.89296825357718,-23.19485697616156,-24.074796575081443,-24.46155650096994,-24.87227425475505,-25.682256970536884,-26.52100496979005,0
003945.02-042439.5,-23.981834461155167,-24.07530111491636,-24.37561471927201,-24.47692795739004,-24.58565925347882,-22.81617623547436,-23.892271976121283,-24.75477648900617,-24.869892723373862,-25.636303808690005,-26.401477767556283,-27.337794684599903,0
004129.79+102626.3,-22.52740680393374,-22.85756993214547,-23.254462351727764,-23.39625543446305,-23.638943809277176,-22.41880996169755,-22.376561876666983,-24.30999938784617,-24.549434199956625,-25.14487522519763,-25.40131145327913,-26.180200478415216,0
004135.24+090202.7,-22.794899542359488,-23.085663611585435,-23.445290077392897,-23.579102600180583,-23.8065880896903,-22.234105917720157,-22.357594834886022,-23.70809828023761,-23.963891294301284,-24.58425311100973,-25.10916869119022,-25.8542232325124,0
004215.52-062752.0,-22.24762367467194,-22.623958123302057,-23.084604919624564,-23.22572205376427,-23.529117282256223,-22.45316569472546,-22.471568298102788,-23.3941378487148,-23.974410826218783,-24.72736537112747,-25.007964655105635,-25.945029475841316,0
004222.29-103743.8,-24.2956393314167,-24.499945328285428,-24.858313574057263,-24.852467394427894,-25.03627221644593,-23.947717725110557,-23.972327244643235,-24.73131098794652,-25.177811851024963,-25.73379832796481,-26.43851635526069,-27.337651499705142,0
004319.74+005115.4,-22.522524371484028,-22.596484258342603,-22.834281531735492,-23.0035181261208,-23.37254204372185,-22.34852722981593,-22.57613941831884,-23.332756378404817,-23.897817162249385,-24.22298855407816,-25.038122321440053,-25.68850401630256,0
004403.04+245641.8,-22.261601237711027,-22.44674026174457,-22.73400855488198,-22.84381269199637,-23.102175122632808,-22.113465794424584,-22.22898555185139,-23.143106811257383,-23.87661412884992,-24.325427902790377,-24.710343653617645,-25.38468690526695,0
004404.87+013342.8,-24.14149802145754,-24.26572746808788,-24.542854776861645,-24.57079515569661,-24.725854834903856,-24.07507011465039,-24.00262531704292,-24.6058934195213,-25.022792046121943,-25.54711963431691,-26.3297475026642,-27.159158266807605,0
004426.36+345909.1,-22.415328586398186,-22.59799758899108,-22.951479853218807,-23.019997933619617,-23.18996559535685,-22.36153090276515,-22.19605827996124,-23.87981839150236,-24.395275408444704,-24.84005899079161,-25.17376611080353,-26.05508973262899,0
004426.92+044613.6,-22.66226029329765,-22.7651072104349,-22.981903849536558,-23.09349355469809,-23.3049144630258,-22.532774808949124,-22.2912064054465,-23.85941993555378,-23.851824933136,-24.633871953673008,-24.8723057842395,-25.80083183788822,0
004429.22+301625.3,-22.265974383981927,-22.442819807047563,-22.786366154071946,-22.928934687018536,-23.261385973771414,-22.63920791114799,-22.621549012599587,-23.562365107678907,-24.53689010698597,-24.80704403865661,-25.34395363714029,-26.20046483342928,0
004655.49+041329.4,-23.99718981626135,-24.031509365769036,-24.33036183414655,-24.443370067949044,-24.58260482060006,-22.840174912974724,-23.92892901234812,-24.695409827533204,-25.31435704433901,-25.67813881839168,-26.32577620105296,-27.252803570380408,0
004727.16+083115.5,-23.471878388831172,-23.592781154496446,-23.87199076096933,-23.98143409582369,-24.14835077973052,-23.345006503190724,-23.180629047854403,-24.39392308965952,-24.730183242607005,-25.145386617872227,-25.756669053330924,-26.64989826603544,0
004845.29+212715.4,-22.25649361145182,-22.49166712226159,-22.84349818541897,-22.92352281914212,-23.57360579190092,-22.535131923007533,-22.41211208461669,-23.681476277447697,-24.120110145112747,-24.04091389445092,-23.891912693385198,-24.509036315413976,0
004905.76-044424.1,-22.583294947530224,-22.84305730648292,-23.1829756021237,-23.343926983349263,-23.62243723318575,-20.32399946817196,-21.602530730306373,-24.126005279071894,-24.566386526455183,-24.986778313921437,-25.68314451224582,-26.536901525059456,0
004937.89-015148.2,-23.207167435112652,-23.379400877715277,-23.693539583006316,-23.730962808329632,-23.9635389717081,-23.016973537890877,-23.05580671023711,-24.33868899414,-24.472304986898703,-25.31162115977528,-25.253401028441207,-26.07496474999428,0
004941.36+284443.2,-22.988065517557025,-23.16923176948217,-23.517479837925656,-23.650355191943504,-23.836127667646185,-22.676771847203625,-22.668530178364463,-24.07363549303306,-24.67781754345866,-25.077081223787143,-25.46548168316417,-26.30432502802697,0
004950.92+200326.8,-22.13825015246346,-22.425579770923434,-22.6460214336082,-22.789014321330644,-23.14555102507823,-22.48713901619073,-22.647561519380805,-23.689738718806385,-24.59437984669378,-25.02600711097003,-25.05598535786977,-25.978916471900398,0
005044.33+174710.9,-22.82144166358904,-22.976615157761845,-23.368250637646582,-23.465616122672976,-23.61258205475125,-22.40007890479617,-22.372088225330263,-23.95738870576445,-24.236825896979724,-24.88052981382636,-25.389453119511487,-26.32613632612696,0
005312.67-031112.8,-22.3419637423668,-22.59411329186745,-23.011987989990352,-23.09546972679263,-23.30391829379102,-21.845314372621864,-22.08899279740388,-23.346052106822967,-23.914687178775875,-24.03141779369835,-24.7437984424076,-25.4117294441052,0
005349.92-013030.3,-22.28927848616624,-22.48470037889275,-22.944202418286824,-23.05203648723552,-23.30292375908774,-22.55598744869495,-22.53750891455145,-23.957471215002613,-24.28501946886571,-24.753939380062437,-25.34435561086064,-26.26752993612159,0
005617.72+275349.7,-23.34294194375697,-23.55034649765005,-23.91451184816636,-23.94411941306968,-24.173294527853944,-23.76298112034538,-23.72658654035291,-24.627920693292975,-24.819899309510877,-25.468257142895,-25.741854125315182,-26.60228392537066,0
005620.84+075559.9,-23.01483228274761,-23.13726399224209,-23.67651863826803,-23.89734266114458,-24.32124706085259,-22.786674899582756,-22.760255091940888,-24.12422074740757,-24.76196270769656,-25.28044170720299,-25.41471851414646,-26.15888921601002,0
005713.78+244344.8,-23.22731057375269,-23.33331366845309,-23.72266509708446,-23.81369590243458,-23.983748568745227,-22.51940857891524,-22.796965670880702,-23.97182078724061,-24.56748296752601,-24.90783754585649,-25.81158622170623,-26.6701443809857,0
005813.15+351027.1,-23.22877894603053,-23.32108989179348,-23.662125721534167,-23.8535941782918,-23.98579181799316,-23.36212328180836,-23.09597324274532,-24.547175940663543,-24.676337527475987,-25.537547210099696,-26.554053309470376,-27.523975796966443,0
005905.51+000651.6,-24.15353491040688,-24.266513564618236,-24.5550913708218,-24.63484641696362,-24.78703014700457,-23.96519257293857,-24.10782571732693,-25.05798960817135,-25.100882628115848,-26.002881258258693,-26.34623339818299,-27.224529775136165,0
010033.50+002200.1,-23.970052029204552,-24.06960801054483,-24.33959947303678,-24.36890440020249,-24.456375744134125,-17.383474891062843,-16.427732730162063,-24.3106783461192,-24.82049942389493,-25.22150754141809,-25.970073718080894,-26.715005232879527,0
010113.03-092742.1,-24.21803842130814,-24.40193305534046,-24.604471242740107,-24.63021390141093,-24.87029588745577,-23.93844385925615,-23.947822960390063,-24.533028174839952,-24.882163355037875,-25.254084677738916,-25.988039106794908,-26.668123520457385,0
010120.30+045956.4,-21.98131068855849,-22.160673324552832,-22.39591369879225,-22.441562089381804,-22.780888220478225,-21.99185842457832,-21.932616248139624,-22.996119669910684,-23.3579224528294,-24.02437504715795,-24.649851002342768,-25.536195127145188,0
010125.67+132443.9,-22.45982462528993,-22.88085701211177,-23.30836782435184,-23.441687186650903,-23.742539196404117,-21.37378966733307,-21.539687542123787,-23.99169586063042,-24.232836210679448,-24.76498435015212,-25.237496224708927,-26.04643865856473,0
010209.82+133152.8,-22.579473664314243,-22.758317349978743,-23.155525349530706,-23.20597585759121,-23.428316541665943,-22.549496110774506,-22.46140424131358,-23.49645725840524,-24.302380730001325,-24.574806656706315,-24.956121680108197,-25.64734811573764,0
010312.99+022109.9,-23.693388402373152,-23.828020874377632,-23.89734177848864,-23.87631147549309,-24.18598574834332,-23.1613449873281,-23.24893434831744,-23.52431267251789,-24.298945319906966,-24.559482244253797,-25.354011284912268,-26.152032992705884,0
010320.62+271937.4,-23.060115893344378,-23.33033719676152,-23.602181893110757,-23.737753552993876,-23.866921276743664,-23.185259344877156,-22.986619758716817,-24.035273301693717,-24.750472950439484,-25.53611588764453,-25.970259926106184,-26.799299280409677,0
010342.73+002537.2,-23.277688301426533,-23.533172860138897,-23.921965815389218,-24.057108977760773,-24.24062327161568,-23.02336827824253,-23.3584802289957,-24.290536191633706,-24.79442761657601,-25.38506631376268,-26.086467845969185,-26.757087936271564,0
010448.57-091013.0,-22.85176830034849,-23.16185423265637,-23.536120440536934,-23.61928307704888,-23.8645000918673,-21.723962079239357,-22.100790953836007,-23.861941656201687,-24.331473145269182,-24.96371096331963,-25.460218329420627,-26.380963646588896,0
010448.97+102650.8,-21.65605956009337,-21.797408334476533,-22.08642204386083,-22.204653643398867,-22.4944326302366,-21.06782285267633,-21.12623682275481,-22.688490746951764,-23.439935138407883,-23.59088742538226,-23.74722225812754,-24.347280998339244,0
010535.66-040158.4,-22.44873682564445,-22.754359692754072,-23.12731293432844,-23.24176539443229,-23.38393543263949,-21.857347251879837,-22.02286357859892,-23.57731203332159,-23.793456708333345,-24.61805089968077,-25.322796214276515,-26.014709810826677,0
010737.01-001911.5,-23.55106267649825,-23.592231703133574,-23.929867644132443,-24.059035389280083,-24.129919278916997,-22.87821942146285,-23.17535121245844,-24.340817957001207,-24.75299552071481,-25.477879501872057,-25.944465849387058,-26.955929986290545,0
010740.47-045110.4,-23.389700933458887,-23.752626694546112,-24.240244357114527,-24.508315849545287,-24.686308071292714,-21.630761858679,-22.05880419289613,-24.83018334527952,-25.27002168183587,-25.63383785550499,-26.340754282209545,-27.202053860683787,0
011126.47+330227.7,-23.01687936281937,-23.17311881195237,-23.35364284445004,-23.446570664859745,-23.78794398965648,-23.506088233057586,-23.44539665546614,-24.165747273679177,-24.42441311782962,-25.28472427738596,-25.48218030964521,-26.35250081704549,0
011132.32+133519.1,-23.973678948701902,-24.167286409005875,-24.428675285105825,-24.48065055170006,-24.60446219989759,-24.04918494187182,-23.876366560399788,-24.42525107574204,-24.60257408875936,-25.21062762990658,-26.08889316837605,-26.949023033482543,0
011417.18-005518.7,-23.862390090071127,-23.884032767782237,-24.23255703096616,-24.326401190653133,-24.45816605738339,-22.8091789664976,-23.422478025952667,-24.343289276651365,-24.909081335053664,-25.310455723506905,-25.87537941490783,-26.73956923341247,0
011427.78+243311.9,-22.45459451170926,-22.68286848609809,-22.89040692986248,-22.979718711434344,-23.224501825780585,-22.51467796048009,-22.54081140313069,-23.26805107418222,-23.984700097120943,-24.399056623136744,-25.183716563169437,-25.939302576664524,0
011500.58+033425.5,-22.79645246831548,-22.89664534515033,-23.206851362502867,-23.247736805720724,-23.428774033486665,-22.881909582880624,-22.60216535416982,-23.406800498770167,-24.0898237711636,-24.561517228395022,-24.76741820150953,-25.49500979655679,0
011530.51+103008.6,-23.17256600387195,-23.41744490512098,-23.72594640937797,-23.77058611307602,-23.994306788940108,-22.677188348309706,-22.838021362341777,-23.70961420432704,-24.059535532709543,-24.71251080157137,-25.369093873788906,-26.19862115459585,0
011645.59-050302.5,-23.18338878677362,-23.48297048346953,-24.018993612546478,-24.187714192799685,-24.371314489372317,-23.021367153180726,-23.09708325055311,-24.16621321595816,-24.48937198897535,-24.959098851310703,-25.693224650073063,-26.39490650367974,0
011711.57+105439.8,-22.274334439449586,-22.33242680629624,-22.58562871259839,-22.71034334538053,-23.117963542631472,-21.92375807824274,-21.985667800143784,-23.33209697306474,-23.846883095878205,-23.96943639115042,-24.476517185320542,-25.129665019522903,0
012016.72-092028.8,-23.29923459182545,-23.423083740954056,-23.545980980494573,-23.517817414106705,-23.734447355711755,-23.16236789237865,-23.200580022531756,-23.957940363859745,-23.970500425486136,-24.72726019059788,-25.049144270302737,-26.05448933689937,0
012039.20-084238.0,-23.68647505630439,-23.90368730806733,-24.29392842966484,-24.44380586091372,-24.64874888799193,-23.319413926021337,-23.56208021509929,-24.681909571169687,-24.791741229481087,-25.497279462026484,-26.018586170218665,-26.84249356504646,0
012039.87+065837.4,-23.93122960855612,-24.06222402070088,-24.254271553505383,-24.20566498690888,-24.48955693513193,-24.201116960284267,-24.073621530852108,-24.17482936732949,-24.43264834252244,-25.318838456792708,-26.06990676491016,-26.882376392222262,0
012130.48-094236.8,-23.09536766895843,-23.315102782964995,-23.73168972066396,-23.79578963227589,-23.935155754836597,-22.642990643232324,-22.73571517267725,-23.8698751060392,-24.14153733771856,-24.879736688993827,-25.345077446000477,-26.224986637201404,0
012248.60-042739.8,-22.634524511518972,-22.84562420966305,-23.399499063241183,-23.55821179747348,-23.870283680719808,-22.58067723248464,-22.72767188278475,-24.34683035330055,-24.716223219165663,-25.071067492562573,-25.5533976834554,-26.328191627038752,0
012302.02-024400.3,-23.259133601567523,-23.41006633564699,-23.57629446856653,-23.56744716257111,-23.87111882147309,-23.190893387482365,-23.19754717329818,-23.57085771975046,-24.246192643586618,-24.4745730609833,-25.17982554795913,-25.993402894923427,0
012335.38+261104.8,-22.330804647058724,-22.49269312295635,-22.944055341235497,-22.93662253322668,-23.21202157968176,-21.71519234551673,-21.76832455556287,-24.07444588048038,-24.137431214760014,-24.598651414287435,-25.020815489626983,-25.83029845621685,0
012402.16+071954.7,-22.377808954077533,-22.68213523417768,-23.02886704302893,-23.16959559826436,-23.409605036254188,-21.654599107873487,-21.9990727409306,-24.007020640881752,-24.38220853326693,-24.931593565259,-25.42821114959944,-26.18754580079816,0
012419.87+141858.4,-22.90361469862958,-23.16502276250623,-23.33811318913964,-23.40010867000374,-23.62742158209648,-22.554011926310636,-22.52624627823009,-23.337536215916717,-23.74931643698965,-24.1366415023416,-24.996295635430748,-25.70383258827451,0
