SDSS_NAME,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
003340.21-005525.5,-24.26609994549973,-24.55630661291494,-24.88541484533476,-25.059177926622983,-25.087149403936863,-23.158387294002303,-24.311337154868475,-25.539103337130346,-25.44609032523907,-25.933394423316194,-26.45242008107065,-27.22872381397384,3
003346.91+231419.9,-24.020513482543723,-24.18050737015882,-24.4928268113663,-24.61372889779045,-24.877356327655452,-23.011747560649617,-23.81841283504429,-25.01061588574909,-24.97727187117249,-25.54774285369836,-26.295279879657556,-27.12138749019802,3
003525.49-035510.8,-24.47669355153144,-24.54651969695933,-24.844960377764277,-24.974752750704475,-25.1348885830222,-22.138485688825384,-23.93874145092757,-25.303764933864404,-25.318911774313914,-25.555282720430263,-26.004845916168566,-26.983591640812197,3
003546.82+041152.9,-23.7902592007356,-23.96844874993208,-24.313418169745383,-24.40790013957781,-24.534601306216704,-22.583220935464716,-23.61621650623105,-24.898151007357956,-24.92293963107421,-25.267565942477173,-25.885894135688527,-26.688623564633883,3
003853.97+013043.3,-23.8161004820048,-23.802434674512867,-24.04809517070412,-24.263811381667587,-24.30100711587852,-23.73168458730969,-23.558022520882304,-24.681568336976586,-24.47942322745679,-25.098091932446334,-25.277754576131585,-26.147395577462884,3
004030.88-095359.3,-22.690147509347423,-22.9663046778099,-23.42627463080041,-23.489631408977942,-23.721009727887477,-22.509690889296174,-22.55237241651976,-23.788780524139767,-23.76367045822652,-24.54130623048033,-24.4465459806896,-25.33390929706877,3
004130.84+183627.6,-24.345690571504644,-24.484717743883508,-24.83796041714362,-25.02730456537904,-25.28628183612978,-23.54987498679053,-24.232631021858573,-25.40298661477976,-25.33336064876988,-25.89672933971315,-26.37076588847811,-27.336063788363827,3
004549.40+182532.3,-23.76134555411075,-23.942439685307008,-24.354823645084014,-24.49868394811804,-24.7054123012943,-22.027724222610725,-23.37251361881108,-25.020394244825784,-24.736757558857565,-24.68256389384024,-25.96521614002262,-26.887203338028083,3
004607.82+245632.5,-23.971113205036257,-24.12815286886271,-24.405741854751323,-24.54601786143285,-24.670793440189456,-22.41953510467944,-23.46113884465926,-24.681627947692498,-24.75483464663648,-25.340599576175716,-25.88215191527249,-26.60735735674466,3
004704.39+331723.7,-23.225448538104164,-23.52955089976721,-23.82519817737951,-24.040911598979548,-24.273482838157733,-21.74345879953432,-23.15472820120357,-24.744824050840933,-24.13852145486555,-25.485802282476325,-25.47727609890983,-26.356376697871447,3
005119.41+254136.7,-23.149157823836145,-23.40742573074316,-23.76194332027265,-23.766831789647643,-23.955541875398254,-23.00775669483501,-23.30330717009618,-24.887168815754592,-24.58411044450386,-24.86834883909536,-24.61710571511165,-25.40261986447629,3
005121.26+004521.5,-23.100585592976703,-23.362650439858395,-23.851101474452275,-24.08237932580713,-24.31281762836774,-22.55182481015981,-23.12908940519836,-24.569155659602277,-24.612481037611584,-25.09580299546113,-25.76569433345157,-26.558157829738438,3
005721.68+094855.5,-23.39552444452342,-23.55470010326523,-24.103207485507347,-24.37660393500524,-24.505888819518542,-21.718962501544677,-22.77367208106432,-24.86352683557616,-24.980155322771072,-25.09111684302884,-25.744078263744186,-26.61299033929607,3
010000.59+070637.4,-24.33784755582845,-24.535720812594192,-24.95325355369732,-25.066678211232933,-25.2150350560747,-22.15759432197702,-23.598805582010897,-25.3362886719322,-25.35222179103992,-25.37012010100864,-26.51995252083982,-27.256721844247178,3
010002.32+001642.4,-24.42496254016234,-24.56848891604514,-24.89930061884444,-24.98419103407628,-25.13463050906057,-17.616516710922294,-17.246697551757965,-25.36240736539073,-25.3381682636198,-25.391700930666207,-26.32290340899943,-27.376660022568696,3
010130.52+195507.0,-23.092531609691637,-23.46759796511497,-23.95180682121716,-24.17101346551013,-24.356200013472076,-22.987307926287407,-23.20730208566849,-24.306152446102768,-24.47000788252307,-25.092199743320577,-25.75483155941023,-26.665412710856145,3
010208.11+020930.1,-23.268312432960823,-23.466393781020024,-23.89232780442438,-23.994185582998277,-24.22302774666438,-22.481743047549884,-23.17885821640073,-24.90169548127288,-24.92931627518366,-25.40789134609692,-25.563268744952843,-26.2608322040995,3
010549.39+085214.6,-23.480960255471302,-23.76543084660531,-24.23109679692069,-24.41527147051991,-24.637063851712785,-23.049525522455586,-23.088237821995893,-24.99295791376541,-24.858137059330364,-25.204961917827564,-25.654963603016142,-26.559294068337437,3
011257.34+150340.3,-23.414037729789417,-23.48752921103883,-23.84210407685827,-24.006275592119632,-24.082793441932267,-21.483189460984278,-22.957613032310935,-24.721455962117275,-24.933241501665336,-25.723777675880942,-25.414839930309117,-26.28001118514698,3
011852.01+110255.0,-23.65599452400313,-23.87652576766033,-24.28271289234776,-24.395434866059134,-24.66843323676754,-22.60357520265585,-23.37898580338401,-25.07281996073776,-25.18022404021112,-25.37060100956182,-26.1293729340774,-27.063420789948456,3
011910.02+013127.9,-23.18384425167253,-23.474688830602144,-24.033660734288777,-24.21619019793882,-24.365469611382192,-22.863525750327906,-22.95899908731263,-24.183625194203167,-24.37364386656437,-25.168719628062995,-25.95954570794951,-26.741251585490165,3
011952.09+105402.1,-23.728241368459205,-23.91140975474648,-24.184541589262704,-24.28866839342696,-24.414390067768345,-22.72100215797344,-22.971545467523782,-24.52105104220541,-24.36964111530709,-25.380127430739478,-25.79098100284095,-26.687865238297988,3
012101.32+034412.9,-23.721766517912386,-24.03819733437661,-24.447818422405152,-24.48816511686564,-24.881151320388884,-23.055026662075377,-23.89471927973697,-25.16747769995642,-24.91785320899841,-25.45278224520064,-26.33380229968482,-27.088023566264376,3
012447.76+320727.4,-24.536864165977367,-24.786411020924422,-25.18345286160965,-25.218436630975063,-25.39385249694678,-24.214979893728152,-24.45033237611872,-25.16912346884251,-25.149406396376648,-25.78290429390516,-26.675289079442933,-27.496624945780702,3
012513.46+090348.0,-23.116868902578865,-23.46187923190591,-23.909705047287996,-24.108918721297258,-24.31171608076213,-20.943303889054796,-22.41848341998861,-24.923590532240684,-24.44679399463444,-25.70143472714529,-25.947368268155323,-26.679672115287502,3
012526.78+085630.5,-24.504096458182257,-24.587281734241557,-24.85362032561342,-25.01715850681349,-25.177921190350773,-23.68585383996888,-24.19122477761091,-25.339796161819766,-25.092213038346998,-25.84224902471385,-26.142213005641207,-27.05003428693469,3
012801.89+090428.0,-23.69526023532612,-23.847635559824635,-24.137661613428463,-24.176497368780296,-24.38125162897701,-22.10538261297675,-23.592771755517564,-25.103920395796045,-25.08698533801407,-25.704929388226493,-26.14918289236798,-27.080599841974056,3
012857.23-011949.1,-25.14709853937474,-25.42261557913403,-25.91618537010896,-26.08500121347089,-26.23861352989543,-24.503843119989565,-25.12730134380332,-26.468287285841548,-26.30335859382104,-26.66244946041944,-27.17578183549566,-28.03156281956328,3
012923.64+085612.2,-23.966626270185746,-23.9886055979208,-24.30495641849121,-24.406990241876542,-24.506844498530263,-22.744734003147187,-23.511786799060022,-24.5603839282917,-24.672285547015868,-25.441659379447945,-26.045314723275823,-26.952417577084915,3
013446.25+274643.1,-23.44722952410292,-23.738759820886592,-24.11979244449714,-24.171969977333976,-24.41492434334631,-23.25650065735344,-23.469924779543955,-24.92652577461375,-24.560762969292043,-25.59096450849642,-25.95031552704222,-26.90494913941284,3
013620.23-023342.0,-24.93177067742664,-25.04656217895106,-25.355391625058807,-25.30721905307177,-25.425495676701868,-24.342225331170443,-24.887729297558643,-25.38323904885443,-25.378993495673956,-25.89815925106349,-26.786545249058776,-27.65230858178085,3
013759.30+020341.7,-22.49467542185759,-22.65948526093897,-22.905348542674297,-22.94781047325301,-23.151185128979314,-22.77216047892569,-22.40124647798454,-23.842850745909978,-23.776477222807145,-24.08477280437433,-24.1800337640788,-25.20412039682697,3
014047.09+291355.7,-24.40232647567012,-24.613560493600342,-24.86145413756513,-24.863735110532424,-25.01261424050407,-23.83622096303604,-24.11424601341111,-25.063495579175672,-25.136856891097164,-25.70393768626444,-26.33906135418563,-27.21051274699351,3
014202.17+112436.2,-23.89873696736919,-24.229523779648076,-24.660861990799585,-24.7398138152448,-25.024257087778256,-22.79958485434342,-23.953922991150613,-25.18680553120916,-25.305679408665,-25.640369520349516,-26.22204078340444,-26.985814680049483,3
014552.72+152300.9,-23.97424139895809,-24.081849745820605,-24.377582937711303,-24.45915554711628,-24.573909040873065,-22.420805399724827,-23.50628667959102,-24.844595885048797,-25.055948197016903,-25.81176271461552,-25.808570370664963,-26.604108669817432,3
015217.49+071811.8,-23.63562062217363,-23.75776204810032,-24.21125541562167,-24.439924938835222,-24.73002372182673,-22.65165228947171,-23.169203492477507,-25.057761340741543,-25.110071671246587,-25.36649692258817,-25.72967107834129,-26.622473407017303,3
015237.06-014358.4,-25.33669489829086,-25.40901503995894,-25.77217284237589,-25.935726078821983,-26.09674507099721,-24.73990221464721,-25.29862026068897,-26.342396168982205,-26.4177942617094,-26.73404086664591,-27.53726036055536,-28.47873940266704,3
015455.66+071156.3,-24.42614801831408,-24.72566240358271,-25.254124376385537,-25.363115115761065,-25.55041087205214,-22.577398785185576,-23.723559847641475,-25.698515234579745,-25.534003875840856,-26.03250806355628,-26.295385435245294,-27.12512134784555,3
015538.38-010631.6,-23.501834846180035,-23.885225597398563,-24.34110600459517,-24.6330228403666,-24.960253988860917,-22.15965359805363,-23.118898153797847,-25.31789455491388,-25.32663808209937,-25.504977395305215,-25.95744409063621,-26.760159500384606,3
015618.48+093833.4,-23.283189488104075,-23.71404061997516,-23.99364891265667,-24.067609262000463,-24.307938796319995,-23.070844811601077,-23.467689400186178,-24.60057114369186,-24.612445509371423,-25.14761744928306,-25.7191348326956,-26.51732679049732,3
015752.54+270038.2,-23.979713675890885,-24.15161737770715,-24.52213224561133,-24.65581813688432,-24.1859983093922,-21.975520711715248,-23.977266188536053,-25.213867261140265,-25.302481877095698,-25.481370585154245,-26.36721690617591,-27.350720778301373,3
015836.26+010631.9,-23.5948834411483,-23.97880369272596,-24.57084428091626,-24.85354548545321,-25.023884752029947,-22.54621015330081,-23.05201101018087,-25.273346660856035,-25.031117868673604,-25.63615843739668,-26.25107860375461,-26.97209396351476,3
020258.80+265911.8,-23.541717886729355,-23.72425791712225,-24.08553932726899,-24.34873607994768,-24.429340503013915,-22.017649347755334,-23.017509326869384,-25.166095458686748,-24.816311597497823,-25.56647899305524,-25.50577094909593,-26.074479047421708,3
020413.08-090818.9,-23.328960921674597,-23.64092856384566,-24.03103772365377,-24.17725619512915,-24.374419052880715,-22.29972786420385,-23.116611743223444,-24.608927634621363,-24.76794613944536,-25.27008908601532,-26.055833186173498,-27.002265568464555,3
020541.31-043707.4,-23.93906388525073,-24.1067052465986,-24.416037303594468,-24.49003794803184,-24.61141544523021,-23.81688345454683,-23.764012862744977,-25.051843269907952,-24.957418644833187,-25.450030501474224,-25.845124455222603,-26.66407575293704,3
020705.72-023416.3,-23.578130514059307,-23.860015986217118,-24.216183919673185,-24.30039981079056,-24.447377951315325,-23.95091170891893,-23.8135871768117,-24.67000368291645,-24.682902223541227,-25.33613225435419,-25.79004012182119,-26.76474524893772,3
021640.73-044404.8,-25.617816722964303,-25.681352226183204,-25.97318604268593,-26.26007563152054,-26.43659981151128,-23.92684355020169,-24.8396751753877,-26.42800896628087,-26.37850970032396,-26.510796691647556,-26.99935529242124,-27.809527193254283,3
021715.25-033212.8,-23.24940529494192,-23.678055893455795,-23.95168144221223,-24.150241838831853,-24.14415329585805,-23.357258152897817,-23.540334535633768,-24.403036057165536,-24.41124111890118,-25.039569755602106,-25.27248526752032,-26.18934376145897,3
021727.38+034347.6,-23.649939413231213,-23.90738836745573,-24.35266903961166,-24.562077399284423,-24.70727851577749,-22.762225511670305,-23.342275542959964,-25.05148462710753,-25.14119066302592,-25.287366685371428,-25.94608838104314,-26.900578127489805,3
022614.46+001529.8,-24.20212727550008,-24.31193378054133,-24.75336385801483,-24.89064902497702,-25.051390074684036,-16.942344352286028,-17.813014066729547,-25.0820912883981,-25.139625573453355,-25.544006456583197,-26.09508152768009,-26.885981498386485,3
023234.39-073103.6,-23.83048145855709,-24.005589959749862,-24.374940868716816,-24.431603224732232,-24.596286479715648,-23.757837619321823,-23.784043579063795,-24.620443089278307,-24.38319276948549,-25.12366085459778,-25.810228429409936,-26.59017686965354,3
023342.57-074325.8,-22.93011839249814,-23.114065582668008,-23.270472116052197,-23.545926621670635,-23.71978609430401,-23.401861008858084,-23.322000482614097,-23.54485573702018,-23.54019640128702,-24.30174878508708,-24.97000561675805,-25.805986711961605,3
023739.82+042047.1,-22.94160360486364,-23.16987143798036,-23.59951189309608,-23.714306806457053,-24.01205839568084,-22.448808951024805,-23.25425645994341,-24.73589737454042,-24.791301235854228,-25.21418591698098,-25.23773759862333,-26.167947021976868,3
024131.89-053139.6,-24.121223043963408,-24.286590488482894,-24.651926072067173,-24.8725812545552,-25.06822045051449,-23.40402290612014,-23.884796805342024,-25.31351317233777,-25.36979893385689,-25.422895237102377,-26.386534570070936,-27.310065303822,3
025221.02+000559.2,-24.604858355963646,-24.876301272306225,-25.26102992136932,-25.326929188445025,-25.521875494109025,-23.440400622180388,-24.288307588671348,-25.774882282587026,-25.61752467287319,-26.040383261343088,-26.47621201919813,-27.31902722509628,3
025508.23-081846.1,-23.68131186295149,-23.746257819762608,-24.105279725584708,-24.28743657503036,-24.49108084756341,-23.3548439772069,-23.291546061071845,-24.338024216499576,-24.333213027224176,-24.72239102703345,-25.45902443488264,-26.322350121200024,3
033706.22-004747.6,-24.230845771490547,-24.567029936318814,-24.98032379029314,-25.283287490738047,-25.38347139327924,-23.02152914089073,-23.428813982963188,-25.3770250223236,-25.42951545122113,-25.77388906362373,-26.57880401344868,-27.51144783471917,3
035648.30-061238.5,-23.79983983164841,-23.93501343200088,-24.32395551718219,-24.423776240753465,-24.592532541104227,-23.32487901961559,-23.827568366651736,-24.858139310798837,-24.67396526489241,-25.32481435055785,-26.15839216167408,-27.11172570856401,3
073627.08+274405.8,-23.53921459822768,-23.742577303897413,-24.05914861827312,-24.20894360478594,-24.37591074496216,-22.66071106266867,-23.20721079376927,-24.46575115213164,-24.47676497200492,-25.10173015561776,-25.45642560422791,-26.228661990984133,3
073658.07+260449.9,-23.79585094909245,-24.057844969025314,-24.406465419007493,-24.5339499915214,-24.656433753000652,-22.50602533012636,-23.899216243729416,-24.810213119472607,-24.733040491667243,-25.167617342062105,-25.871920211272844,-26.59614009954996,3
073844.88+280153.5,-23.97101312211532,-24.21026057426701,-24.47435902827804,-24.44053095829693,-24.60261149114666,-23.411795207601028,-23.94037273700305,-25.064983228210597,-25.065058547515907,-25.302549808481132,-25.81879431308793,-26.640860463683715,3
074344.97+232838.9,-23.675597156157085,-24.082673975223365,-24.470553186877662,-24.47510633009735,-24.698086237754744,-22.34169571745253,-23.32537987613877,-25.27602788414578,-25.181880648298467,-25.49133552446488,-25.580685465911248,-26.365975756052457,3
074528.14+191952.6,-23.944286014083065,-24.183978610835204,-24.46519961489832,-24.47660296035054,-24.624945043251007,-23.727367068416672,-23.936132256278107,-24.92531548150614,-24.813404833674888,-25.49972972088861,-25.98669432836772,-26.866330324932875,3
075448.85+303355.0,-24.182461564797634,-24.45004465033439,-24.877958103799006,-24.90685055425663,-25.08378151340293,-22.748271680505884,-23.782517850810525,-25.504111979290546,-25.500396155235805,-25.739238163833544,-25.98834213459528,-26.704020032425525,3
080222.90+345314.1,-24.176065000667663,-24.290310664148898,-24.674938177335644,-24.92963874158068,-25.06483584212695,-23.35964114642153,-23.791522315619805,-25.40165946396535,-25.54548351153929,-26.000514599724653,-26.574024115169458,-27.51286871287172,3
080519.55+380032.2,-23.88883817571757,-24.28064073589038,-24.818234889897276,-25.01687460996119,-25.259703987606443,-21.933724063630496,-23.26910211211355,-25.574478291247026,-25.30263402564662,-26.11493537055604,-26.751785177545496,-27.69114424196991,3
080816.70+331829.7,-23.77738424336193,-24.028413245150976,-24.47211144056653,-24.686386225330377,-24.80714111380658,-21.71619906216036,-22.888703621705623,-25.18390976474897,-25.331575597738183,-26.090739491405145,-26.41366392227446,-27.39431042889033,3
081014.48+280337.1,-23.78828623537721,-24.177415447360016,-24.484026632507984,-24.622802530022152,-24.799700970146347,-23.00045313121371,-23.81388309777296,-24.69761625378984,-24.677579668186937,-25.174262557563956,-25.435803278280627,-26.228415609783017,3
081313.10+541646.9,-24.234960284358312,-24.53033811594249,-24.90429585504466,-24.96654494728676,-25.142519875687384,-23.48868287556469,-24.31277293059571,-25.34188840564285,-25.314155670394268,-25.637513641059847,-26.68768053274491,-27.564673420040528,3
081522.84+134834.1,-23.961495164242702,-24.072080273866813,-24.497432491415577,-24.54361637164805,-24.523610074127635,-22.77370220198165,-23.880570281551627,-25.105546077276813,-25.1467079943809,-25.111431415013488,-25.919422517244588,-26.724772444481893,3
081607.70+285830.8,-24.2082940551857,-24.288132157106254,-24.64146099157172,-24.813332436833228,-24.909261923918677,-22.230239569939464,-23.874108326294493,-24.828699270725625,-25.108118566066093,-25.3488583466369,-25.972996269691837,-26.807927455267016,3
081638.06+262050.3,-23.71778850052788,-24.044132948862657,-24.39870988668661,-24.57167196454621,-24.68598848724052,-21.741800295618862,-22.73619593769969,-24.99466009338496,-24.9896270156786,-25.38017618878204,-25.80778114449833,-26.568790765201555,3
081707.88+330812.6,-24.23760019378643,-24.343342124635036,-24.70771455178844,-24.82935240235755,-24.917443510566283,-23.042610901005,-23.649255340795374,-25.10907084527163,-25.08444166272242,-25.005509169672848,-26.354319350087536,-27.22616378057961,3
082658.85+061142.6,-23.227311724243133,-23.5483259455316,-23.995488640833607,-24.09377262522995,-24.29447206693862,-23.16270311316074,-23.05923676843063,-24.173524092771256,-24.250644516196218,-24.85956860026823,-25.45478833109365,-26.367308531698573,3
082717.36+305253.5,-24.04473071691353,-24.36186081599445,-24.733167057268147,-24.852686530088864,-25.02041518555757,-22.31283055458999,-23.47553970204471,-25.24632810774828,-24.970139331190037,-25.705256166211715,-26.6216914228215,-27.53006909678459,3
083054.40+040708.3,-22.833355397439053,-23.23710760554176,-23.674464145355664,-23.825962618091783,-24.13867952274152,-17.985251559118645,-17.34259904064691,-24.60928155580356,-24.684657172751383,-25.089067132396696,-25.945510128287864,-26.91667135128657,3
083144.69+493244.4,-23.431928254142587,-23.7290589710822,-24.09171676325952,-24.17376222437381,-24.309449109028275,-22.23907675333373,-23.14420238131425,-24.89310261630033,-24.666594822758228,-25.264985335816966,-25.382928610240757,-26.20762679445837,3
083314.52+274823.3,-23.97301835720066,-24.281682980313505,-24.64540927091497,-24.729082390029838,-25.01026826168953,-23.42492192009233,-24.029253766237364,-25.17634237683458,-25.12359603469342,-25.544781064197064,-25.603185464372768,-26.314705507104645,3
083406.16+244858.5,-24.02989889363114,-24.3070071530661,-24.73183273783819,-24.86400401743332,-25.081092312548023,-22.549266760228345,-23.76004168308763,-25.43800082669079,-25.43838074440198,-25.86624597534528,-26.31235179414507,-27.225052218811893,3
083743.68+273419.2,-24.36820672699473,-24.56760982758368,-24.92244921494853,-24.96559300564008,-25.13345241199632,-24.114791436692872,-24.317341516930373,-25.512980854108797,-25.234504400943035,-25.95922035519581,-26.554630540661385,-27.411821430657568,3
083809.22+422750.2,-24.522511152744897,-24.648624657159367,-24.959069535013565,-25.15438940795537,-25.33305213906823,-22.192957134946468,-23.825095400302303,-25.355903484937027,-25.309763936732832,-25.829636556274504,-26.829091694677928,-27.663622730559855,3
084023.54+170742.8,-23.697769860109464,-23.834080175756256,-24.21529007822308,-24.39252355642456,-24.62571860216595,-22.208234278768963,-23.3977963010057,-25.008325318689383,-25.00648275010209,-25.321070455414223,-25.808402664426744,-26.65757066116295,3
084028.39+442010.8,-23.97726352921074,-24.062819645443533,-24.261432562764465,-24.271318556627627,-24.37323509125039,-23.493282501856875,-23.681782594882662,-24.967324406461312,-24.39596638662338,-25.320594115830826,-25.866936286981208,-26.66481311949676,3
084038.01+124945.2,-23.784050034217216,-24.00972221226303,-24.32646669727025,-24.400944928635223,-24.53801713585212,-23.00516872435555,-23.324427431972005,-24.949785246640943,-24.903504574892576,-25.412785694084143,-25.81484190603692,-26.68021244675761,3
084058.64+412520.5,-24.619843265293976,-24.68598500782604,-24.976847976792808,-24.93640057954937,-25.00902730461445,-23.297978925149067,-23.74141073269407,-25.01906422807367,-25.04843661822344,-25.49176223659159,-26.10261864893722,-27.05500645240793,3
084141.67+405237.6,-24.606136090217277,-24.82373199252724,-25.1422242783719,-25.348172981933093,-25.450203337472857,-23.16736435107624,-23.83036245917973,-25.707843857116185,-25.594607890516222,-26.30715867123598,-26.772366755481148,-27.619990031905843,3
084349.49+411741.6,-24.966613323321504,-25.08771879789497,-25.29555127431253,-25.42868148205036,-25.58243493991245,-23.80726329367493,-24.25506167485487,-25.29278003000404,-25.407553972309167,-25.472569167015905,-26.603103964034556,-27.573588309170685,3
084808.36+083208.1,-24.24720215716046,-24.402029181889503,-24.826831558298363,-25.016351916404663,-25.086147775708056,-23.953183785179995,-24.07111807188839,-25.09299812382727,-25.10656751905511,-25.544712941275304,-26.46095993628137,-27.29287600920093,3
084822.24+274554.3,-23.741435801121064,-23.941137133563192,-24.270296936364797,-24.31822019999903,-24.43014375206452,-23.33973718748275,-23.473887854784586,-24.933446679309164,-24.693238065294285,-25.205230760597203,-25.62835487612063,-26.399769722881626,3
084842.26+175145.5,-23.504077987830915,-23.688273251804414,-24.035735595196485,-24.148727993355127,-24.384717647244468,-22.53406345785629,-23.42863764381297,-25.109973420351448,-24.529100232618404,-25.329629236060825,-25.815707104922904,-26.713320890093435,3
085051.97+083026.6,-23.168844221891312,-23.40680776826711,-23.77823391113906,-23.918733929955003,-24.04900614573725,-21.144344981621877,-22.40524979619121,-24.446068676724725,-24.60699806099552,-25.277872929639333,-25.937804517593648,-26.862313088717503,3
085053.12+445122.4,-23.493230076158696,-23.791774616878307,-24.312721202291417,-24.408424538375943,-24.5802654525761,-22.102689573658093,-23.11712371386762,-24.563439637006564,-24.448921501200477,-25.183249805251048,-25.817289730239555,-26.65647158082455,3
085147.00+073053.7,-24.710578622044697,-24.86618765118205,-25.233525197071323,-25.357169449733146,-25.48638176958317,-20.806222075668213,-24.25899425374496,-25.913929586798243,-25.24990889573496,-26.065731018184884,-26.205866237024917,-27.070677436889845,3
085435.84+311020.7,-24.582507825944365,-24.756890666134705,-25.18274646887326,-25.399886633158875,-25.614862749969383,-23.808014700906085,-24.406708309063376,-25.69492579644705,-25.72279268242124,-26.07576894425548,-27.170491943984995,-28.06486029691496,3
085725.82+213041.6,-23.21763025564221,-23.6524733387596,-23.99896695329863,-24.178887795465208,-24.4287115864888,-21.049591908458307,-23.22127003424728,-24.81351948429009,-24.343985173091564,-25.32291019028809,-25.361999467463605,-25.942524681020288,3
085813.33+203746.0,-24.309260899224927,-24.433951433196764,-24.750922360137537,-24.802005354938093,-24.874053044087283,-23.782576637311163,-24.335773632615226,-24.754575277501083,-24.676315210229703,-25.087364163425303,-26.096110501061283,-26.870965670769277,3
085850.00+255146.0,-23.45043215564392,-23.681554176487804,-24.121106526597483,-24.258181945295757,-24.3937852101948,-21.6744081731714,-23.504930319460183,-25.12023881298914,-25.39062842295822,-25.47863474781165,-25.808820190302075,-26.60024557900502,3
