SDSS_NAME,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
081653.04+302159.3,-23.81593414180161,-24.00175972678521,-24.31628901105796,-24.44860027262095,-24.45491794273717,-22.13929689729266,-23.417278693032667,-25.059606671458774,-25.453843208029998,-25.75878065314765,-25.88785425056608,-26.768872422390377,1
082345.96+410404.0,-24.17132908739753,-24.49368109720159,-24.80046711861671,-24.9255306660076,-25.04798933087708,-22.050202289265723,-23.18440613440197,-25.38121593047691,-25.77840958694405,-25.95983741129649,-26.50620647478724,-27.328508082054416,1
082431.53+312020.1,-23.749545685160182,-23.823509466905165,-24.14665110166797,-24.40409245389552,-24.46818981525109,-21.51641447380863,-22.735164690635436,-24.818392525764647,-25.10595199068272,-24.979222463857525,-25.76352954010397,-26.64788641920915,1
082438.99+405707.7,-24.13175481211137,-24.43604380504552,-24.866835563080325,-24.984887426710653,-25.20561827911595,-23.82434041236595,-24.19087177296729,-25.155758997507093,-25.335304407171293,-25.625064575718792,-26.077750395415546,-26.8494574871091,1
082456.93+215539.4,-23.102810705160103,-23.31430661928346,-23.7143954763063,-23.84456003404878,-23.981922036872035,-22.78078614993934,-22.998831558769872,-24.001608328108844,-24.439926275747823,-24.72222195507538,-25.11453780089504,-25.792925954760022,1
083111.23+123107.8,-24.015967571298727,-24.134323178376256,-24.44017481587825,-24.473455863756683,-24.58559207076938,-22.69304221307865,-23.14966530790892,-24.614963506786943,-24.906800483418944,-25.00227250384504,-25.72118032155373,-26.719216610034835,1
083133.68+213743.4,-22.78199741801817,-22.979948142848844,-23.46057961788904,-23.596677785623623,-23.77919789229264,-23.00452872952856,-22.77322889808402,-23.725943252598096,-24.447466668737885,-24.44586759513068,-25.68334680438608,-26.51351814160624,1
083236.13+240209.9,-23.47751873742113,-23.77485369521726,-24.06258500255285,-24.10760385751107,-24.25575655599301,-23.06393121177128,-23.64842017113633,-24.686370327355924,-24.91266007203948,-25.18549097822943,-25.602801621522403,-26.42917032733936,1
083250.69+281316.2,-24.63810383374642,-24.74730165612981,-25.02024704990653,-25.099321106928905,-25.150325415696404,-23.282786155922427,-24.12833600646706,-25.01324219626911,-25.64664442727762,-25.6337080607276,-26.39442119065862,-27.22408634792269,1
083332.92+164411.0,-23.49640634580953,-23.68090032646072,-24.106483386617576,-24.10191183037786,-24.337240609925217,-23.11764764088841,-23.207327738075374,-23.99373271350134,-24.599252751569807,-24.677846081663237,-25.53492260428188,-26.468319665030684,1
083658.90+442602.2,-24.235399540284472,-24.469261039629085,-24.73645381041333,-24.830195352179015,-24.843159474012936,-23.578551367463717,-23.621890604457903,-24.621844351578098,-24.855648358832774,-25.19600828778489,-25.618402289258142,-26.341491460316064,1
083748.17+314239.9,-22.651897351151284,-22.95296964266679,-23.300884499308903,-23.363670058557755,-23.63802805453092,-22.192783879460443,-22.31127137462267,-23.7143959043795,-23.96830667899026,-24.382282466770967,-24.718494768966405,-25.46242870479643,1
083856.38+102200.9,-23.41986576305055,-23.637559694307104,-23.910087863422604,-23.931172865781143,-24.061975241645275,-23.857470819984503,-23.708634038106425,-25.41755618212865,-25.457474477209168,-24.90712074487817,-25.29079428055096,-26.150683859362893,1
083954.90+111759.6,-23.239177956932508,-23.364374713656478,-23.653040436374532,-23.630282864973207,-23.845855259877663,-23.031815212601987,-23.11334949023544,-23.604713292592013,-23.972187634720346,-24.1589673894362,-25.41567760472366,-26.129450426069315,1
084142.32+474550.7,-23.41785545448029,-23.739776339137787,-24.018200012245373,-24.080861746952397,-24.239053985809715,-22.829518215526274,-23.16781419706458,-24.736857626176526,-25.069017570887517,-24.919542780322757,-25.56922691456142,-26.34905550960448,1
084312.42+612943.8,-24.22175896235387,-24.47502530260121,-24.95629257885098,-25.10789097268229,-25.32996814423091,-23.34562735586604,-23.750427040754243,-25.505266682136597,-25.489021507246974,-25.717124180778413,-26.09899566199617,-26.73127496329549,1
084545.94+263028.5,-23.5663233040502,-23.716022843353965,-24.06370148530573,-24.203225727558145,-24.375487506967985,-22.695221655275738,-23.357577038705053,-24.74212041458348,-25.036585682169555,-25.351101009686367,-25.951270562479987,-26.851160197423702,1
084557.21+213615.7,-23.445864325115803,-23.710993338382337,-24.143821692830816,-24.190790484916946,-24.360338741263774,-22.6182006349404,-23.00321255598525,-24.31585040094587,-24.64361581143794,-25.295700507214747,-25.31872692570956,-26.126922094322367,1
084704.39+375836.0,-23.761016690477835,-24.291089120782097,-24.61019567838701,-24.581973752939646,-24.85924986829801,-22.878797698492072,-23.82075587158195,-24.879049557266697,-25.06712836940755,-25.10997458312925,-26.00102587304181,-27.02043584685797,1
084716.03+373218.0,-22.388289508114948,-22.60981012644956,-22.937703641845303,-23.259715778931767,-23.5862943745873,-22.230054923831844,-22.388069108552504,-23.81396976740781,-24.1107530056403,-24.43892641865789,-24.71942092667883,-25.71181919567601,1
084746.06+383139.3,-23.35775632896364,-23.65363780018384,-23.975130219152085,-24.1027807581144,-24.363234422353973,-22.800421202279804,-23.016041348452724,-24.03870499734847,-24.31944971699994,-24.7921420880026,-25.44009032747189,-26.14549045269545,1
084849.61+111729.6,-23.482409194464847,-23.670798921610597,-24.05955864415319,-24.239370790567936,-24.403617986071566,-23.406686429922303,-23.248106681041516,-23.84060963287753,-24.616200690991835,-24.767665721061917,-25.76417627041252,-26.50171366577317,1
084959.50+431646.6,-24.501567675186084,-24.600530052025928,-24.9289038295537,-25.054791980381932,-25.20933175006573,-23.684762698538865,-23.808738710330317,-24.92516070071803,-25.35352729572816,-25.51468196786909,-26.096532489152267,-27.009531053922423,1
085045.78+201433.3,-23.38738915909901,-23.604186588629027,-23.89346050811301,-23.9125011022407,-24.022527988908603,-23.17747631447339,-23.374445904359693,-24.263406863800093,-24.925937505862144,-24.95283344645321,-25.40091829507777,-26.171963753087653,1
085124.45+250450.7,-22.969027431470185,-23.29257468270304,-23.78603108012556,-23.926854616229907,-24.179041561452483,-21.387402594970585,-21.921329484085025,-24.012394534323903,-24.279644056455385,-24.37391142808338,-24.8779103081138,-25.71233686191357,1
085130.67+044221.3,-24.357197030645803,-24.434474403443783,-24.723973785237437,-24.90553170078039,-25.09758697948049,-17.448214727926,-18.0361425283904,-25.152984330374927,-25.493715538516792,-25.87019836009716,-26.691618355549465,-27.67471051051195,1
085351.88+465624.2,-23.609055480763512,-23.76131537872534,-24.064663935452334,-24.04449669420801,-24.16425487538126,-22.924385360177983,-23.539241409850884,-24.44504772677277,-24.807700694003564,-25.03038364344733,-25.69265805851201,-26.631867687783835,1
085733.19+160017.7,-24.73621341550308,-24.755141681219552,-24.97962567018176,-24.97600934785807,-25.062640950250263,-23.176167847326237,-23.89691698495141,-25.032757633913004,-25.229793497691865,-25.507065356801395,-26.47944629726924,-27.33966387817736,1
090007.99+364610.6,-23.716189662999227,-24.01710374288297,-24.35477919015266,-24.46121103807311,-24.72289634487009,-24.12580063254117,-24.028133136083024,-24.320607713823463,-24.61029353423976,-24.43791036050737,-25.863069389620705,-26.73869456050056,1
090112.04+011549.5,-24.487505142454093,-24.620811602558334,-24.968518418490017,-25.138325836370576,-25.1255749610485,-23.616146492075057,-24.306788297037112,-25.23664623820013,-25.494653629976803,-26.036298475970927,-26.847185867825043,-27.741552660776836,1
090115.69+354059.5,-23.225590522022745,-23.40735345882522,-23.801636822364685,-24.007855725662377,-24.19708742303172,-22.84023315553439,-23.07520519872701,-24.586380831878976,-25.06096791386694,-24.98349477917474,-25.63941312403555,-26.471012708958533,1
090501.55+533907.5,-23.684475822687585,-23.911586717451016,-24.178089900300503,-24.25806894126276,-24.49650251741077,-22.848041330614585,-23.36352624738106,-24.46104660770356,-24.48960256177557,-24.43907624423581,-25.20987115452217,-26.057119041761545,1
090743.66+551512.3,-24.181535567590625,-24.17853623297462,-24.384079421746957,-24.32768542447456,-24.43061243300429,-24.28807295720345,-23.957917831015067,-24.49001289649873,-24.76588943042216,-25.05707968542129,-25.46894501238336,-26.423070263914266,1
090904.63+232439.7,-23.91569625087693,-24.069939063449905,-24.36646793185696,-24.414768712582237,-24.52848043526617,-23.368167682914727,-24.040844141241077,-24.73052510338171,-24.979353319584536,-25.220446904274976,-26.14883305881651,-27.063175901308743,1
091020.40+600215.0,-24.214805381908707,-24.4825409101931,-24.8456834174687,-24.941179601085484,-25.12224530865886,-22.899044917165472,-23.711719294633944,-25.50710660398884,-25.647867362352944,-25.626804426086675,-26.096537819187706,-26.964097676887004,1
091117.30+531905.6,-24.33850671110444,-24.52916428289653,-24.90564647657049,-25.03728503887333,-25.1419578730465,-22.060489733651305,-24.222800633932117,-25.35414061914885,-25.459096269148,-25.285640885953534,-25.50936871118555,-26.317657597173785,1
091119.16+031152.9,-24.33002790106491,-24.425674496547103,-24.671438877827924,-24.74943156337258,-24.813924180544497,-23.673165992582177,-23.796260158080543,-24.93652872101225,-25.365518190233544,-25.387259266746963,-26.38768041104461,-27.356181665654063,1
091135.00+293803.7,-23.326054853612828,-23.617895532348044,-24.03106761386574,-24.180083903682217,-24.435379071986887,-23.151320764427066,-23.19297935559465,-24.44720674565514,-24.756193205692767,-25.07088332146199,-25.82282520985529,-26.59134545324546,1
091245.42+213139.1,-24.43999996955315,-24.55013115457323,-24.952314183138952,-25.097808759351665,-25.19227415606853,-24.082320309772204,-24.2005421699984,-25.209919233913688,-25.41586560847037,-25.925728261102314,-26.71328203621134,-27.637018322059745,1
091408.41+164059.5,-22.76857805445628,-22.97439427475698,-23.27742574093057,-23.36489092142085,-23.54350895706329,-22.41957707772532,-22.756889830352904,-23.94679765172976,-24.431471785943906,-24.55979892715447,-25.139715407555016,-25.99423698479964,1
091418.44+130546.9,-21.93486469060615,-22.39806601823333,-22.71023465084719,-22.836822424249643,-23.080505134686685,-21.83307651169241,-21.9634570016159,-23.29509496926376,-23.613978617298944,-24.03276181831258,-23.80188871416596,-24.52607694563129,1
091431.77+083742.7,-24.34793426159276,-24.58741850899145,-25.00494032803284,-25.15532911795016,-25.32278801046383,-24.02449778563339,-23.92480317467332,-25.206010786307523,-25.498794649065005,-25.821607526774702,-26.51692596492431,-27.402061556271025,1
091609.60+000018.8,-24.28323236564876,-24.63598922323007,-24.98501473534532,-25.042325586562303,-25.31478354373296,-23.568556151050565,-24.245833865910072,-25.519386417883837,-25.398339246257613,-25.649276535876535,-25.818290163330225,-26.45562335463924,1
091615.99+392657.2,-23.604625588472008,-23.794966951360895,-24.04997614089389,-24.059134296807816,-24.31626331692961,-23.54129990939141,-23.75185338838301,-24.43539301278102,-24.9037032619428,-24.89224990923203,-25.75987968468371,-26.57228071877956,1
091632.93+080809.4,-22.845033947025552,-23.04231087514253,-23.271018951103745,-23.32820219251441,-23.536999543732986,-22.31527143908769,-22.45512348844771,-24.6136782546156,-24.666820903098305,-24.245219173200056,-24.62785066111494,-25.285600355579557,1
091640.11+341040.0,-23.84588674738303,-24.223873888767507,-24.69033937105701,-24.91403504777764,-25.20360635637661,-21.141895680400346,-23.434450714505164,-25.607605256947384,-25.959447455240664,-25.80479952815526,-26.545738701379555,-27.33133823916817,1
091841.83+192041.4,-23.815690048608715,-23.960987703294904,-24.344858066890367,-24.415160116846742,-24.49596232713602,-23.45436253991813,-23.572552655784545,-24.6314662849258,-24.808714720190288,-25.188497433493406,-25.815504000066746,-26.77924124999708,1
091954.28+291408.3,-24.091716864723363,-24.185671745864862,-24.48271911825333,-24.553376385201176,-24.594596618492,-23.92328331621388,-23.990369536967894,-24.70899674503906,-25.025927604562774,-25.27084482647617,-25.98341155373545,-26.720831304564904,1
092133.01+321320.4,-24.194604401432105,-24.442233419866596,-24.850526560123942,-24.986193424721744,-25.20177957037549,-23.996170462568184,-23.82523386683522,-24.64218144655573,-24.90225339618417,-25.14748461041105,-26.20589680427287,-26.939491387976528,1
092227.10+150731.6,-23.421817222727626,-23.55028602395676,-23.892555102064694,-23.97880666162254,-24.149663234950697,-22.847557860123224,-23.136725127215676,-23.96058356816868,-24.987544738603848,-25.258075573689894,-25.630973385133696,-26.4136703168213,1
092234.57+204020.7,-24.069530166664865,-24.23579858472109,-24.58258117079105,-24.628002716269645,-24.724739105002733,-22.973209961906008,-23.952744099696478,-24.645189859122095,-25.25687032184147,-25.448922399488104,-26.25207740050947,-27.11776770812664,1
092314.20+275428.3,-24.068514463905203,-24.180406090255108,-24.410162310428483,-24.359852389987967,-24.508313994444745,-22.43481435705975,-23.487283902591457,-24.815331279484752,-25.25010285578771,-25.251044672058235,-25.96095553739578,-26.710094901341808,1
092658.87+093248.4,-22.723073290500185,-23.020817041328304,-23.432981970996103,-23.62585036582413,-23.878640423627,-21.999464997208637,-22.17759861326911,-24.18719619504166,-24.27778566309698,-24.464954839443266,-24.43420515409921,-25.08869280548045,1
092703.01+390220.8,-24.778235525791533,-25.01607247649845,-25.397375847728085,-25.374998531540104,-25.524058371812952,-23.441334019473,-24.189337591506945,-25.914150275678196,-26.1282312162318,-26.593248228732687,-27.046099782120635,-28.02454541425647,1
092809.43+383000.5,-24.58433789498952,-24.673650271319666,-25.010753395916662,-25.03458684466385,-25.23518947896178,-23.55373382246958,-24.054236030534568,-25.025086393850884,-25.191471719408348,-25.462715601589867,-25.892795789744135,-26.77944806254028,1
092824.89+105239.9,-23.586821806773592,-23.83085055968135,-24.27080761944469,-24.370546291543757,-24.60809674810323,-22.56061955204633,-22.964062629812563,-24.981518402980544,-25.296957041674112,-25.32126517283678,-25.530064590792232,-26.30725127274689,1
092845.17+383113.3,-23.73360598004013,-23.934561125442684,-24.33269383738938,-24.39753634014874,-24.556609174716137,-22.672602693173676,-23.063562232822648,-24.84553002407762,-25.18434520074337,-25.15416582426029,-25.90087093166552,-26.746719010488277,1
093511.06+210312.0,-24.04334342202887,-24.363087338436227,-24.68740677609072,-24.83197306443384,-25.01209359678512,-21.77764044419788,-23.291455579561976,-25.100540473079345,-25.4765568942952,-25.6342784736388,-26.44724914575807,-27.40150574645148,1
093636.43+351220.2,-23.606736204691384,-23.78241232826439,-24.108758739825625,-24.20108834841501,-24.35853527062394,-23.84774214256297,-23.75849404468075,-24.12307053800223,-25.139541698191167,-25.017767947124387,-25.949359595696887,-26.63100477232079,1
093803.46+181859.1,-24.00385569350772,-24.06541715202043,-24.25534896697861,-24.25781330545952,-24.387294353754715,-21.88589275145552,-23.75942550602545,-24.832272176014943,-25.065519602640787,-25.27309909049544,-26.081074932819455,-27.076325011682144,1
093855.25+290224.1,-23.054630898622563,-23.45616831436728,-23.793145135514923,-24.028901906482258,-24.37213297574447,-21.496149732846828,-22.88439473161829,-24.790723651874327,-24.85916534398588,-24.950181598859714,-25.69333049672012,-26.416395621342502,1
093932.88+252356.4,-22.661630241327124,-22.974398493429263,-23.28468969761324,-23.3084949609376,-23.54352830766486,-22.391307959403782,-22.459771252991075,-23.17249782462804,-24.12013064531636,-23.88060452634637,-24.56459074506942,-25.38952035211057,1
093944.54+392402.8,-24.444266189449294,-24.37822526239957,-24.6011119082674,-24.51044595700305,-24.684986947824008,-22.953548554916804,-23.526481294531266,-24.21835328179221,-24.61714203249802,-25.031415779197463,-25.46580975893663,-26.352679677370578,1
094215.12+090015.8,-21.61930388463413,-22.28964607638837,-22.83868516975425,-22.9447484474417,-23.16503678446879,-20.661523708310305,-21.025436403860176,-23.412184962145897,-23.54195951782476,-23.731056510254152,-23.99142215435576,-24.400789616929057,1
094254.05+345133.1,-21.88145731319008,-22.273680323141622,-22.644673665760987,-22.94731243914271,-23.187654979195184,-20.780132105646206,-21.43096130573548,-23.45406551018332,-23.655616609800976,-23.76500353655579,-24.41836752917823,-24.921889540433533,1
094504.12+165600.4,-22.960477683815604,-23.18767908980152,-23.571310530412248,-23.78125368152631,-23.90356097584517,-21.82934495646738,-22.648232185596363,-24.388638660382878,-25.00570991495349,-25.30803343159046,-24.68618641336487,-25.410723988768897,1
094540.03+533219.7,-23.987401401353114,-24.080961260517924,-24.391987364935304,-24.629008930734287,-24.694869598564157,-23.042120594481137,-23.225209324462966,-24.70677426391145,-25.28197437264144,-25.37380067045069,-25.809628927330937,-26.70161807153317,1
094610.97+322326.2,-23.080302721139827,-23.232692477868035,-23.651523868345688,-23.71074575108707,-23.887197174460518,-22.847017180546143,-22.80291753811022,-24.075355913895606,-24.25149649855913,-24.682504696531552,-24.971246065015556,-25.79227864783817,1
094706.42+083421.3,-24.422748462734063,-24.57513645259412,-24.902802743462157,-24.95714582746091,-25.030850057058757,-22.642427289960576,-23.94046053666044,-25.42375933480452,-25.611005979112143,-25.970998432526287,-26.51413255139622,-27.483242063718027,1
094836.89+220053.1,-23.80819997883735,-24.024935920554164,-24.33024204745409,-24.293779334037684,-24.433545096422296,-23.318122453156903,-23.767742763058124,-24.42177314365357,-25.09205694238215,-24.74699575078654,-25.897198835468075,-26.64783580796217,1
094838.21+184515.7,-22.78670423259585,-22.968343902670924,-23.34448270389848,-23.47239373041744,-23.65430478829372,-22.719950743997227,-22.51875680174613,-23.796247653870537,-23.970226897776318,-24.04274872902185,-24.838105867400863,-25.65165381035443,1
094855.71+143307.9,-24.350653209752902,-24.418871289607814,-24.703802876758555,-24.79616024922899,-25.0359536745614,-23.666855047093563,-24.18248728085681,-25.31055163914728,-25.37477304851045,-25.64574881530764,-26.661482516140055,-27.465686518892884,1
095135.56+174559.8,-22.60915613990765,-23.035589875931425,-23.49158025991965,-23.563924207764792,-23.8144092738599,-21.868461998806712,-22.07164894691884,-23.697381572518115,-24.20156765452388,-24.093390692064567,-25.45405741264834,-26.3354943202058,1
095155.67+220947.5,-23.02495765098718,-23.272147303835148,-23.462456205484724,-23.55237574956796,-23.633144900634623,-23.278255609433685,-23.133573690354275,-24.05627865316366,-24.482465850658148,-24.58732395887433,-25.29257653561356,-26.142739205125853,1
095427.81+301912.9,-23.627457566000515,-23.804801465108383,-24.03605744105467,-24.0296394046544,-24.20746783786697,-23.026160987729018,-23.15861838174837,-23.782869376072867,-24.4206668718344,-24.604298369747276,-25.480972763935227,-26.333637562113942,1
095650.13+515212.1,-23.85147554297042,-24.090236818366154,-24.570547269567392,-24.848412738855053,-24.99433788690843,-22.65429262324121,-23.242308769812137,-25.060693353258657,-25.401304230381932,-25.59637313047033,-26.597095761865702,-27.54306911099393,1
095702.18+173712.9,-24.240965591589163,-24.355459394748205,-24.694703363499816,-24.811945232973255,-24.95174165654837,-23.92039592881433,-24.145787756308373,-25.04251773696832,-25.33229267730521,-25.668776586288807,-26.256492050935115,-27.20318324361461,1
095802.00+504531.9,-24.40877688249329,-24.45139082170072,-24.73467198344788,-24.79906132015297,-24.835045965984687,-22.43055641765212,-23.92190175402176,-24.744869067148507,-25.14397062523416,-25.25342627192494,-25.99534693484678,-26.938036180906845,1
095830.60+392354.4,-23.31473053341436,-23.62184733227929,-24.159891990009427,-24.307947269284544,-24.556563226063428,-23.16467263458224,-23.10577066063082,-24.47870833788528,-24.85994833825339,-25.08701271384253,-25.53969859759979,-26.441523391241912,1
095844.07+054941.0,-23.58663914347033,-23.931615041633105,-24.22109057596341,-24.19685509958463,-24.40430039205069,-22.67560657223044,-23.676268393062045,-24.669449751273337,-25.18232502557465,-25.42751837918089,-26.037616751811303,-26.84276433875171,1
095914.84+320357.2,-24.31370729690669,-24.486799821864203,-24.7651967816765,-24.78805488104042,-24.93215202664989,-24.65160480226716,-24.437521907661647,-24.78116105070238,-25.2271078314641,-25.53563965571435,-26.1846594119983,-27.05723450055632,1
100021.80+223318.6,-21.672521945509175,-22.047659111821392,-22.68683667280681,-23.062355786910544,-23.42560242027933,-21.01421720687476,-21.35567541861134,-23.663560207623966,-24.145861261186436,-24.047356734464767,-24.556553669642565,-24.99304310704118,1
100217.47+233718.1,-22.20466384366043,-22.81578424289743,-23.32361109983285,-23.480719420804625,-23.814861632249052,-21.51284410935379,-22.777466111751995,-24.86567626795008,-25.68117784805841,-25.38395683479698,-25.607704403441733,-26.31988698685902,1
100226.54+342756.7,-23.801686074739944,-24.05182386874426,-24.405009608976428,-24.51207963850617,-24.642605326290585,-23.88245417104589,-23.844694150834364,-24.94425980561116,-24.989041614640705,-24.976620818273467,-25.4934950847474,-26.293786729211668,1
100232.95+574831.6,-24.03819936663008,-24.068447239510213,-24.359850457172158,-24.51892181606473,-24.564099726754844,-23.493498183591104,-23.493280240228017,-24.70908956867388,-24.904031910138084,-25.529094154034382,-26.09799431897513,-26.96095343156698,1
100324.56+021831.3,-22.54509451682716,-22.79273316767345,-23.140607865820883,-23.27441419760699,-23.51128193267382,-22.86016742158615,-22.676842906401536,-23.82703048267252,-24.5838629015984,-24.64466392506776,-24.873239374329,-25.568489346152774,1
100336.44+224028.4,-23.64212739653223,-23.84124738042647,-24.26468245349754,-24.45435307256228,-24.71611933403292,-22.33638734451263,-22.97054372908969,-25.08531088976706,-25.83794624622959,-25.250593477124507,-26.265183740718864,-27.177098674909423,1
100721.78+611541.4,-24.09585794909167,-24.21755138351553,-24.512092126819244,-24.569113996081995,-24.69087531107984,-23.8632689220995,-24.27614106693172,-24.470250361383705,-25.0408401162423,-25.050776848478403,-26.27016984014625,-27.041623227902416,1
101030.54+255949.4,-24.477970632759277,-24.695603296486222,-24.949915869872225,-24.94606604574347,-25.179761229998363,-24.24774816694004,-24.229903413795647,-24.80487930804545,-25.024693677723608,-25.323112646628637,-26.109368047179156,-26.905027033521517,1
101041.95+363914.1,-24.16988306815035,-24.29050191534964,-24.56931219077241,-24.65326603977349,-24.86487290964305,-23.322296711230678,-23.97391719701434,-24.711850342310083,-25.019131255173534,-25.273914629385526,-26.411007161953737,-27.244256203082244,1
101227.20+345515.4,-24.263235480426196,-24.3904121663056,-24.78254005672613,-24.960407280293257,-25.01278039351825,-23.43799448710172,-24.18152871313337,-25.188090445791943,-25.465869638223044,-25.76072538558782,-26.651061893008112,-27.548118404008573,1
101252.22+185635.0,-23.589675275700397,-23.760237570071343,-24.233593306396944,-24.38289147651676,-24.59439779912496,-22.402192891455588,-23.15425832970307,-24.472386970021603,-24.97089439640083,-25.2104879062965,-25.87179537806148,-26.70974676023781,1
101326.90+355806.8,-23.617510993825405,-24.08313651710988,-24.625078520625166,-24.78796945111491,-25.075334866836275,-20.56825209243725,-22.026033916124,-25.12753689323323,-25.409947288461563,-25.598698251790378,-25.828896074409418,-26.56420648864355,1
101546.15+334806.3,-24.183621936658604,-24.23333071041108,-24.47026799134616,-24.4743616571485,-24.56341174244526,-22.934211036270053,-23.406571903415884,-24.82339199685117,-25.099884113782007,-25.52715052014437,-25.868034299551372,-26.740552506341658,1
101614.97+181504.9,-23.9262734970409,-23.9446435705938,-24.150253609706827,-24.38069994373576,-24.611580739644182,-22.75207820603529,-23.82481197720305,-24.438444821479003,-25.29991727320431,-25.347474166033905,-25.81935361011402,-26.62609019241164,1
101636.41+124959.6,-23.1170617146844,-23.21245557628265,-23.45594625902699,-23.54157229027309,-23.7561241293458,-22.821930114576936,-22.98031944185391,-23.852536811118803,-24.24235435373885,-24.430043348666004,-24.80837690881924,-25.79555973938783,1
101842.90+311230.1,-22.535830053260398,-22.73405918183416,-23.186799951997333,-23.261933035987223,-23.408254297230748,-22.24175597672568,-22.33845452498088,-23.4784515613586,-23.86808624313612,-24.364833034311577,-24.157237719117543,-24.87533330447886,1
102149.30+195903.9,-22.805231981847815,-22.869203156044005,-22.968933475816915,-22.97685747157169,-23.14089161915536,-18.24368521460391,-16.644630355834312,-22.83842379257828,-23.89913098870377,-23.67581188639027,-24.527717906752464,-25.429668621558758,1
102329.79+441414.2,-24.412151548188437,-24.37775287198165,-24.620194576853788,-24.66823100111473,-24.66817374257604,-22.741306635481664,-23.58106244007384,-24.33451393289473,-24.724598726630443,-25.188237981204264,-25.549189798756487,-26.2061486051248,1
102555.87+152035.5,-23.292973447514758,-23.52285854264649,-23.896670670361296,-23.892026087350647,-24.023635293619307,-23.03547955581941,-23.2399809464793,-24.253325439052936,-24.698309495699995,-24.563276325058084,-25.28057080462023,-25.981341483871724,1
102721.01+131151.9,-23.834143196910755,-24.126307268400428,-24.557157702483543,-24.77003155132114,-25.070385013062584,-22.810106135790743,-23.82088488979262,-24.961703245445573,-25.583799550124105,-25.29837112922363,-26.296278075997986,-27.01612438901838,1
102750.57+073315.6,-23.835021198677527,-24.03606320354913,-24.330075496421816,-24.3772340634618,-24.560408433881395,-22.927405194396737,-23.37585450013672,-24.765300330634403,-24.817687350990507,-25.291720080982827,-25.122733448825965,-26.2125334550455,1
103024.95+551622.7,-23.72853811509177,-23.93627528390603,-24.424192651596268,-24.564553314337655,-24.847501828020075,-23.605065826330865,-23.43817735647009,-24.54946756701785,-24.786548671512847,-25.22108941826361,-25.888480945148665,-26.6940294887765,1
103045.22+255522.1,-24.30719375704122,-24.50263849757288,-24.92041404088664,-25.166767761249357,-25.32665292971342,-23.104709207482152,-23.833727501230108,-25.57080145363984,-25.771009433031765,-25.91749187318672,-26.193327115055645,-26.925260456196053,1
103201.26+475703.5,-23.45724168631351,-23.641159637398435,-23.98650314624329,-24.00820916512404,-24.15093629155858,-22.43983777053764,-23.20292305409969,-24.57744542290863,-24.93742775283764,-25.020533948381036,-25.421071138573136,-26.25326230581813,1
103212.97+152729.5,-24.94699048975236,-24.99363560966336,-25.27645567737196,-25.318873120796084,-25.36855134792924,-24.8626069817037,-24.720500692206905,-25.47697194036636,-25.668590255182163,-25.551112288898143,-25.68115145199197,-26.392296556634832,1
103402.00+261036.8,-23.92969027366608,-24.00295261783457,-24.35622697771202,-24.453450796066218,-24.632680273284,-21.8892197819922,-23.78317525906225,-24.781440971578817,-25.416330601790392,-25.120598107024502,-25.87274656790765,-26.838931152658613,1
103440.91+443105.0,-23.915101173249173,-24.0991021516786,-24.35262826528262,-24.361221573925555,-24.56923972039499,-23.944106223026623,-23.95562581753552,-24.458861350679832,-25.06624651739183,-25.302271683589723,-26.144633124284443,-26.953711731640677,1
103458.42+204912.2,-23.475256551364296,-23.5961688443023,-23.8790483965772,-23.903860011107525,-24.079843623475423,-23.448551680722066,-23.39294686269744,-24.062347337662207,-24.715395819294876,-24.9980579230771,-25.526363867520757,-26.291768668943146,1
103501.06+171311.5,-24.092152375919213,-24.269874165548607,-24.61136201632536,-24.902397423333024,-25.02608783910443,-22.65189290293171,-23.81565356602148,-25.04551056076533,-25.53958650599183,-25.28015233957117,-25.966731336892963,-26.87867695681212,1
103645.15+370701.2,-24.966340730501702,-24.99600435247173,-25.29973873412384,-25.31177713666484,-25.396917550574592,-23.792464766392083,-24.44383554658612,-25.34372921938371,-25.479291599811265,-25.796732458983037,-26.44936826322938,-27.385927153917702,1
103843.88+443439.6,-24.297489652543536,-24.292887179361426,-24.58610691369423,-24.66617666211536,-24.791251205965096,-22.810247870312928,-23.47690541673436,-24.705673165128974,-25.038969088465272,-25.49644224842732,-26.354837913005504,-27.369789598897807,1
104053.02+212058.6,-23.287280978209424,-23.42934665601006,-23.974196527525677,-24.02418332970239,-24.20778137376536,-23.14109215123936,-22.996382365831145,-23.9103773807504,-24.37367636144657,-24.81363261919794,-25.32656890397699,-26.11264473316271,1
104457.91+083214.2,-23.550503968321376,-23.934152083639223,-24.18137025183025,-24.164831665701424,-24.383733038488984,-22.155700112793717,-23.36371567347364,-24.84230021492723,-25.384056142474183,-25.354522261831416,-26.02669173541782,-26.92447121241953,1
104845.83+353110.7,-24.1289352967412,-24.40928575222314,-24.71438762345123,-24.96037264255436,-25.22545089692364,-22.497139336839737,-23.451092970252343,-25.23568430461072,-25.74437572052564,-26.001197281215013,-26.368765896691173,-27.224033181213017,1
105742.11+651814.4,-23.006571432819296,-23.24357691735562,-23.58801114820804,-23.662021192577832,-23.85347349038171,-22.39556354961271,-22.69885436536018,-23.76405083488299,-24.147128966831133,-24.620509439229387,-25.063761890517643,-25.82656575822256,1
