SDSS_NAME,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
001340.44+040859.6,-23.78900222133572,-24.024900996183295,-24.436257900432643,-24.59406815188732,-24.83619869526246,-23.146577152549906,-23.0652302805569,-24.87390757404214,-25.24648561981028,-25.6393615102594,-26.299020303690455,-27.23135009082387,1
001714.16+033425.3,-23.154669605209826,-23.307312729903035,-23.5569291392192,-23.61841860178607,-23.841189253761502,-23.373303466940296,-23.08042811795808,-24.09696562287051,-24.610894054848444,-24.667857002531008,-25.503677513584563,-26.31878236326417,1
001732.64+210118.4,-23.72680924956715,-23.874724987258737,-24.299699284083808,-24.525186350248124,-24.71423455116461,-23.387077568970845,-23.64874468446116,-24.74284992514248,-25.260422860995902,-25.032619443088176,-25.873210341309985,-26.758426940484963,1
001822.72+053304.4,-23.20512750819977,-23.40903371657125,-23.84708578401617,-24.09612559110079,-24.270363481548195,-22.519310303754985,-22.754867247341146,-24.64890772829276,-24.860755978403496,-25.096766122314083,-25.915133183221396,-26.875070337920818,1
001855.22-091351.1,-24.055794841828885,-24.443827138269505,-24.94530572020012,-25.15128899909781,-25.30140003245504,-22.959484085025984,-23.3094916588555,-25.43428180907622,-25.65588860536003,-25.90504938152799,-26.571004521509835,-27.53838607536956,1
001902.52+040038.8,-24.137119605431163,-24.243916628818894,-24.525434510848232,-24.644604125174386,-24.81317485930236,-22.69038519109609,-23.456748049246567,-24.6682636664452,-24.968498197939,-25.10892384724801,-26.04840930939837,-26.718687984060704,1
001941.22+031025.9,-23.721114184289075,-23.921709056424525,-24.41187318095294,-24.50761598351965,-24.75220219034589,-22.050229329392906,-23.4094501552852,-25.048295244541382,-25.41470266585369,-25.49834365141068,-26.41745411663825,-27.38430759180315,1
002244.29-014550.9,-23.673652720680924,-23.911890675780025,-24.326557059318745,-24.311805131122377,-24.50879126631009,-22.980646667180604,-23.50721168747828,-24.377596700769555,-24.701632179032547,-25.067622668825837,-25.508075249176976,-26.26497229999088,1
002303.15+011533.6,-23.59750916167071,-23.788695490510975,-24.08705154690053,-24.12727672346455,-24.302415157220395,-22.921789553549623,-23.2559530786283,-24.51351771763862,-25.065599076152136,-25.140116859833626,-25.367478036979737,-26.10074184122773,1
002450.54-012859.0,-23.744730453009183,-23.88165501183052,-24.278208438637662,-24.39809730360524,-24.55269031100156,-22.98204876265781,-23.274155589694868,-24.30943619285786,-24.837015226570657,-25.325977238778787,-25.829143948592108,-26.56491309219729,1
002613.14+191308.7,-23.18282708107768,-23.45884893273152,-23.93193779834216,-24.13206858223677,-24.39278429549185,-22.67144921730756,-22.75206566583693,-24.425380976096527,-24.637134470968444,-24.85399674430421,-25.747794964426397,-26.614796338175797,1
003036.14-011443.1,-23.63286663602514,-23.888120445425155,-24.170010696221023,-24.213268167238635,-24.363238354314944,-23.913925093914305,-23.90099002070837,-24.533262443808415,-24.90757814398547,-24.84637253240664,-25.624851816983437,-26.40624518993817,1
003840.30+040900.3,-23.07192907141514,-23.193739568514765,-23.49257857705002,-23.493345317522284,-23.761836359330665,-22.14568630497839,-22.825764580054933,-24.77519930338966,-25.113377981899664,-25.110617088395653,-25.60033406597015,-26.35856473299411,1
003948.75+032218.6,-24.295054521830803,-24.35079724913177,-24.614058521279706,-24.689239326168984,-24.81725165720206,-22.43436774648617,-24.14321368332493,-24.77945770527853,-24.981706127433608,-25.057967578935244,-25.98873510275596,-26.7843896562294,1
003952.47-054740.7,-22.64657896566304,-22.821448306628103,-23.329699176099997,-23.448962529104996,-23.71466611323988,-21.382716111480292,-22.053712786431223,-23.854621672950003,-24.101843248096767,-24.390841996274933,-24.62776524077263,-25.194152644985248,1
004045.30+040558.0,-23.982115077992454,-24.053838108192213,-24.366714363360504,-24.526645849558182,-24.782370672072368,-22.897750747648576,-23.84140292122926,-24.95236428753308,-25.471866531426112,-25.791803064259728,-25.990418699285566,-26.771373054336475,1
004052.14+000057.3,-22.670910098320167,-22.86098913464881,-23.298021248888062,-23.2307936291721,-23.316775076377866,-21.63535490055454,-21.969487128153983,-23.25594381939933,-23.490325098259927,-23.40234053644315,-24.1882993624971,-25.08167654843289,1
004359.86+313720.2,-23.44751894393652,-23.78515074332358,-24.09602552779277,-24.130216755379923,-24.40569866277841,-23.1576927557774,-23.563255159577604,-24.660911918148965,-25.12449026602883,-25.206804543462727,-25.918320073598316,-26.75019417566684,1
004424.97+121318.3,-21.375216393549444,-21.818207862046798,-22.35513150983984,-22.56201360764953,-22.719052816913248,-20.0231944975774,-20.977535523897824,-23.396580179804573,-23.90503452180809,-23.830421451607783,-24.22361695337536,-24.782359102515755,1
004447.58+332500.3,-22.93885613654949,-23.09453527678065,-23.519469589983068,-23.48777278890429,-23.639682081134445,-22.429230301702965,-22.370031870256657,-23.814420401466137,-24.1625991066204,-24.33276880313347,-25.28044041773551,-26.06531754190332,1
004635.69-043221.6,-23.74560647242974,-24.06625356736893,-24.4982245440405,-24.602408450489644,-24.68229500953309,-21.629665580226703,-22.825047274173617,-24.89988718316313,-25.563222002906528,-25.276125332447904,-25.64155802663429,-26.378102909199864,1
004920.66+020856.9,-23.550525921617208,-23.66128660294449,-23.969051423589036,-23.967837622663748,-24.115536723139368,-23.134338550076887,-23.515109523207546,-24.281154982788472,-24.938021369857,-25.10708224900473,-25.460408244071413,-26.146964247435164,1
005119.10+041601.3,-23.218566867438845,-23.434116093498364,-23.77442088037088,-24.109966672299706,-24.01390935074858,-23.109650117681387,-23.04028647997275,-24.275278910518885,-24.46526500873381,-24.66492433983459,-25.38931296396792,-26.28187531801545,1
005205.27+050536.5,-22.92644757852152,-23.142039304894443,-23.55978478710619,-23.63857062942609,-23.90503854098137,-22.963554914006263,-22.780006402106693,-23.722349316774544,-24.45569171615232,-24.348094607954067,-24.915001615119408,-25.57997470965066,1
005205.57+003538.1,-23.705124571796244,-24.17692528019072,-24.78454344247156,-25.01942087613761,-25.306109033823347,-22.511369012083325,-23.007041981321684,-25.36625041927689,-25.33433965346097,-25.435792262109587,-25.586219344646917,-26.19510196071715,1
005212.37+262126.8,-23.906392458979752,-24.02354326071781,-24.380868619037628,-24.41197261027627,-24.652874230058952,-22.795082380492705,-23.71810142804883,-24.82544865308784,-25.34739096260001,-25.611361240141687,-25.784865383059422,-26.73713671640485,1
005346.21-035141.0,-23.85134509838848,-24.05383762863263,-24.31764110688184,-24.412113079887902,-24.544252355522573,-23.19104941252632,-23.673583784842616,-24.792375155950072,-25.759364545599112,-25.308560827269652,-26.040752526930877,-26.792484375249977,1
005434.92+145528.7,-24.785374493419354,-24.814510673129373,-25.11860759258052,-25.24224353130052,-25.39331672900394,-23.86084165535415,-24.266541350986834,-25.33077135360836,-25.712568814563085,-25.89714350700904,-26.46949268112668,-27.288621047155125,1
005448.53+225123.5,-23.86131292248476,-24.08703305617505,-24.478432850767643,-24.670659135643778,-24.78487661070384,-23.0393106317618,-23.325447093744,-24.557198271167497,-25.042962484362253,-25.13778046430375,-25.59020316492765,-26.206430494355768,1
005553.07-040057.0,-23.157315165828354,-23.59596333065528,-24.123013243186023,-24.46816310134277,-24.80606046728781,-21.61742571983148,-22.70031930665825,-24.78100247719757,-25.01086190903335,-24.88509271041553,-25.05395872782037,-25.59786197399193,1
010454.15-013129.9,-23.72926872919152,-23.944551315782437,-24.20237224407929,-24.2012027000789,-24.34999076279442,-23.327032562413105,-23.49168204293401,-24.42058676195864,-24.891350297846756,-24.92461011736928,-25.786620473616733,-26.695623076871872,1
010509.29+005258.7,-23.428858295729302,-23.60459645391368,-23.945502795402017,-24.013738195731893,-24.14370242050872,-23.253811881677983,-23.16785372989334,-24.0659846652628,-24.315669031510968,-24.58867699591908,-25.47211659452458,-26.315901271085124,1
010636.83+041240.6,-22.750631156893064,-22.98565903511709,-23.468225339620265,-23.6810699582018,-23.94928776011358,-21.099253955371463,-22.092115979008508,-23.90664705652572,-24.658572325262032,-24.656002118982325,-25.27067849450776,-26.033390539375915,1
010644.15-103410.5,-23.02002149716378,-23.182081469864958,-23.388796756192733,-23.527784375303195,-23.77805560101439,-22.72366225071223,-22.77630994405765,-23.888124494592397,-24.40608747895036,-24.334220012690903,-25.20309853296988,-25.973576219775783,1
010735.57+024947.2,-23.458571846589223,-23.607657200629728,-23.99843820926242,-24.17527754960767,-24.37491902454853,-21.850909574665398,-23.046573545127885,-24.63138249356832,-24.878664794153,-25.0294455202107,-25.00797469258197,-25.738558077667093,1
010900.36+151217.5,-22.408395815767854,-23.03125693142244,-23.62677412660084,-23.870358282247143,-24.05952854130572,-20.272515638006524,-21.23621308783135,-24.20918872092994,-24.27733608869608,-24.636936966496712,-24.390557162033808,-25.14772527507378,1
011030.90-041531.0,-22.93690454695554,-23.142098774308923,-23.41260291678667,-23.454662236270757,-23.55214479291215,-22.90240361432202,-22.826710744734555,-23.60513440388775,-24.404682283942314,-24.600543267105547,-24.893327443735416,-25.65768642568277,1
011135.72+203314.0,-23.66160821082445,-23.864903016147533,-24.257047269273343,-24.42288635126764,-24.70089841667677,-22.50358430577888,-23.32371196387785,-24.86524116778283,-25.05655785188181,-25.38120662980589,-25.71097543416692,-26.44878001833849,1
011152.26+201748.9,-23.97361068527512,-24.187108824642294,-24.56284807437559,-24.69652264947186,-24.84392688131436,-20.09470300749819,-23.792227790685967,-24.944975439405592,-25.33184002019919,-25.15883818808218,-25.679691358396664,-26.39341887063756,1
011210.19+202021.6,-24.466665585684314,-24.56483912714264,-24.898616992632995,-25.00608265913247,-25.09360019503217,-24.454047588812312,-24.66672877741889,-24.961591671472096,-25.23006665835106,-25.54609287055963,-26.59976673487671,-27.45165797425673,1
011305.23+092002.5,-22.59767513371683,-22.75699408608133,-23.025303230569783,-23.052304344412512,-23.23539256136384,-22.150187847497808,-22.274089489999067,-24.317599905382718,-24.43498008648134,-24.363110158046407,-24.725222878904933,-25.549968576689302,1
011319.04+024240.0,-24.27128673596159,-24.63597950366463,-25.053767663334117,-25.26767356084443,-25.576939859667984,-22.233386516642025,-23.76702174850591,-25.566102966161147,-25.800961783037096,-25.839248649015158,-26.421527143692604,-27.124614547455455,1
011623.04+142940.5,-23.19564736500689,-23.43218158517906,-23.80609043413664,-23.853190139855062,-24.06884253164876,-22.854295658699996,-22.80473014218913,-23.75699165371236,-23.96361793491355,-24.288890954250952,-25.35533089764349,-26.154887745491504,1
011643.64-014908.8,-22.8927559450752,-23.46461466283325,-23.785565706447137,-23.945899254664653,-24.243200957003925,-20.242268570955776,-22.886914926710308,-24.64910926828624,-24.957223642988662,-24.897773702298647,-24.96881115187609,-25.67118554590818,1
011714.09+072950.8,-22.058150467497875,-22.33177448770076,-22.731420517610328,-22.91024250341775,-23.04788038006118,-21.175681579660512,-21.534136493547987,-23.23222459061236,-23.9347129124249,-24.12486048187889,-24.374157882667998,-25.147620627316243,1
011741.85-104717.6,-23.610147378985367,-23.8836080975758,-24.182154575382352,-24.167648654370343,-24.342790722070447,-23.422211493203456,-23.507691729961977,-24.430819272003145,-24.67630739581416,-24.927830745444183,-25.508077927736466,-26.306466947153904,1
011808.82+195036.1,-23.525269323325883,-23.67606097075474,-24.08335266255857,-24.251495955261262,-24.357398797853577,-23.482042101649533,-23.525926630799084,-24.67444501473561,-25.13087152509157,-25.454230704119517,-26.01380008169909,-26.933944124117527,1
012209.02+102020.0,-21.98088556142052,-22.40437700116338,-22.865601760614343,-23.099686727398996,-23.33065956863313,-21.239434516144662,-21.469418360440542,-23.57928707783984,-23.780707254252302,-24.131309733272506,-24.279347198845123,-24.97324334386932,1
012443.53-060811.1,-22.92817410872991,-23.25862753218741,-23.75458812338239,-23.96955010215741,-24.214681896909894,-22.046021013479027,-22.67129237768229,-24.31868553672002,-24.662105715007822,-24.47784766138317,-24.816077697629392,-25.52250538451673,1
012835.96+112751.7,-22.98455520443052,-23.30675128542415,-23.76927894655004,-23.940505668531586,-24.085206502011506,-17.82337341334367,-16.217058655588552,-24.29942161208448,-24.849359270858866,-25.1071447491632,-25.80929382866724,-26.757528252267576,1
012853.91+050725.2,-24.0459092955778,-24.29271282114297,-24.596246208570825,-24.59556021348733,-24.694919743796497,-23.560157170013976,-24.09303526994886,-25.004754143394383,-25.39442167660583,-25.594016710987336,-25.520739578523767,-26.31717494749112,1
013144.70-031038.5,-22.49660218362283,-22.79770881096981,-23.125385146001467,-23.22422161641954,-23.49871931541832,-21.128454954666797,-21.80119912162109,-23.755470321159,-24.013424572135914,-24.29050701557504,-24.9589160350292,-25.65006242472721,1
013436.22+002624.3,-23.77206560583164,-23.841520186776872,-24.192564184802148,-24.334987283864606,-24.43195552920126,-22.541222349152108,-23.121701175105358,-24.42545471613268,-25.24374257262888,-25.307176218608664,-25.919171234778982,-26.954927106354862,1
013736.20+292142.0,-23.9987228562092,-24.200756105555435,-24.66984375801447,-24.82253929676798,-24.928009000448014,-23.588944517474104,-23.82083928451086,-25.20339484468704,-25.32746424529994,-25.263181922330435,-25.609588138714265,-26.35985072370743,1
013850.80+343511.8,-22.94250856992548,-23.31580056217561,-23.768709941696187,-23.89565886858992,-24.14361753286374,-20.96801995304048,-22.85266111724473,-24.575359397443165,-24.94363592079885,-24.780025342459822,-24.865737337781788,-25.55453738142488,1
014053.59+261917.3,-24.428085916130616,-24.666607573537327,-25.103095768985213,-25.352821146574936,-25.55097156713306,-22.87027807936933,-24.54643631124765,-26.00760341261009,-25.925528686172477,-25.90980359951623,-26.1695101484068,-26.870027395253505,1
014749.24+094431.6,-22.85444100628701,-22.944794769363664,-23.29923014202481,-23.467269188712745,-23.583335708434813,-22.542378039896235,-22.615231839098307,-24.131768445796613,-24.39386622895288,-24.74683922855788,-25.250924131079035,-26.116540430267417,1
014822.62+132142.6,-23.92965360905815,-24.046959580644103,-24.35639885920818,-24.42777012680764,-24.59495877265853,-22.80070120137388,-23.72835750733383,-24.71025612908841,-25.00160075445312,-25.445499536588063,-25.86701387499669,-26.687784330595136,1
015007.73+020134.0,-21.01739137386705,-21.26615851285764,-21.65139033003532,-21.874169612617525,-22.024895381659405,-20.69519332678613,-20.829140821887,-22.11081928510978,-23.341253415193982,-23.098339118557785,-23.958639491643627,-24.452018964189577,1
015044.31+132334.1,-22.767326854708685,-22.97791085959293,-23.54710724754604,-23.670156325943037,-23.879870248227352,-21.96651482165694,-22.140494857148497,-23.822903716208128,-24.248540956890807,-24.393674441673145,-24.910089207043168,-25.61312645186128,1
015137.28+075650.9,-23.174709629950573,-23.449345113406444,-23.74260454379085,-23.760469023551845,-23.98418676966326,-22.89295800279496,-22.985778798121647,-23.84439527311559,-24.768110324304804,-24.664499580867904,-25.2986527517911,-26.134637640436477,1
015143.36-030912.9,-23.484313551228094,-23.793449783359197,-24.206380102697857,-24.509102950564028,-24.71097039821589,-22.47918840670367,-23.212946095510564,-24.69732070508864,-25.35311805003766,-25.464357064514545,-25.96862810552604,-26.8345861813456,1
015322.60+331628.6,-23.662032304936016,-23.869447204066912,-24.32072150154135,-24.51403461822761,-24.704876409915094,-22.343911356725123,-23.15982045317382,-25.10284535146793,-25.251533588839564,-25.271814657457305,-25.21464773040664,-25.778322473641825,1
015730.47+103343.8,-20.14164111836556,-20.506318811558423,-21.10865521831166,-21.249951804253605,-21.48406167006609,-18.151463268969756,-19.5126452083939,-21.80666906838756,-22.29274358444653,-22.32834460573469,-22.966470662269305,-23.509750884661297,1
020343.39+300506.5,-23.509506353676667,-23.772210877996915,-24.16228483954561,-24.240043461302378,-24.403867802310305,-23.529927886793608,-23.66444681550378,-24.81057717229848,-24.855055526281003,-24.86709339335947,-25.568984154805012,-26.340931932004327,1
020833.01-031619.0,-21.22842443908781,-21.53138771666069,-22.08561128283626,-22.32567806544039,-22.436557402861972,-20.74261997518298,-21.072402823785104,-22.89567119476536,-23.364335194259205,-23.474158385047968,-23.25727190546845,-23.921754425238284,1
020852.73+294322.5,-22.642570838809725,-22.85696265864712,-23.351160007774567,-23.55756413828178,-23.82503656482509,-22.655163776113,-22.76296662496523,-24.0739198288856,-24.329276413914027,-24.69281588233691,-24.64936419800447,-25.360395074256694,1
021110.56-013450.4,-22.86127188117881,-22.99455482745735,-23.3260279851758,-23.42931973161565,-23.57563165766339,-23.009324998375124,-22.74169354520364,-23.714376996345816,-24.929119061600524,-24.925272341798248,-25.3574426167722,-26.055667089282142,1
021322.56-054100.3,-24.02417912829756,-24.193784154621163,-24.60470767296154,-24.816928668035423,-24.98743694317677,-23.62461212328038,-23.88472262404233,-25.00003918171808,-25.41915969439746,-25.60613136463146,-26.720495106094077,-27.6961901983154,1
021541.11+030428.9,-23.17109695612849,-23.44642139033603,-23.89090861864044,-24.021664225547347,-24.27349951676749,-22.743871985520663,-22.68497751255822,-24.29231946579953,-24.71737746635524,-25.055633853008253,-25.38699304099389,-26.155179583037008,1
021558.40-011136.0,-24.21485413112542,-24.243616997900368,-24.555799377536133,-24.70090498647023,-24.841100941483976,-23.369102853905154,-23.993814559749687,-25.06565104838823,-25.22145746453729,-25.55480145201497,-26.64854597855621,-27.564687158332024,1
022039.48-030820.3,-22.373251927999625,-22.539128850534357,-23.073298500044924,-23.253201804001627,-23.41861004405299,-21.173318144467235,-21.73850687380311,-23.662911636415384,-24.05779563455205,-24.23011190474843,-24.67518435177244,-25.474737299603085,1
022331.66-013142.7,-22.698728756704597,-22.81048379399156,-23.13413600298029,-23.18312952950425,-23.35867382331188,-22.452482894648377,-22.544639513906503,-23.318559610676047,-24.036454562677637,-24.18797104436812,-24.90009349901311,-25.72624378740042,1
022413.71-032919.0,-22.08283091720095,-22.42783567644725,-22.7635244906476,-22.910087686458983,-23.172216616452708,-22.00171908081676,-22.040133099267035,-23.379649579784797,-24.206909593020704,-24.406998272627675,-24.513764687656764,-25.44051265828869,1
022437.11-054511.2,-22.498314656371207,-22.63235048977326,-23.066259501918136,-23.08178853311365,-23.330201371830515,-22.45788717733313,-22.29824378809293,-23.42108914609104,-23.892647894487563,-24.017945095506445,-24.896378150763123,-25.65925174705249,1
022712.98-044636.4,-24.14293957926889,-24.25733484240874,-24.54505478258198,-24.757006767151392,-25.016299597297976,-23.335278652532217,-23.897984936065072,-25.04298861399197,-25.25004891927658,-25.607402643773906,-25.545746293444704,-26.218453668302104,1
023418.41+042322.7,-23.62656991507923,-23.901604426228683,-24.213783391579792,-24.3408824502912,-24.445423944815253,-22.426988174070065,-23.028645239211663,-24.33137471241793,-24.733385027914032,-25.186514644839207,-25.856979748354075,-26.63694668078089,1
023450.82-021711.8,-23.28856885317776,-23.575072649310087,-23.845362794134207,-24.02708950143646,-24.181229600221364,-22.7631499242951,-23.11276443678123,-24.267237335790583,-24.658333282053523,-25.05566146435525,-25.64734913328733,-26.45945905953661,1
024651.91-005930.9,-23.90559097376317,-24.18354343783274,-24.62932169543058,-24.66084768264113,-24.862046263250903,-23.65032366000724,-23.63538446205423,-24.837624581204683,-25.13977624972833,-25.539027490571733,-26.03949881709383,-26.919492059034063,1
032524.44-003311.6,-23.552811257308356,-23.78941321579404,-24.166082741516103,-24.206530095292116,-24.432650181396003,-20.89671873470996,-22.960615266510583,-24.793488182807987,-25.839581943438944,-25.20622165861614,-26.154617003665305,-26.91812807300286,1
035118.00+001256.1,-24.86427586371849,-24.88220534860885,-25.20762198191316,-25.272245233317047,-25.354400538538595,-23.871486388429048,-23.896660991549087,-25.232683941728222,-25.62141927920121,-25.73260610380622,-26.34926152247787,-27.252186148034607,1
040148.98-054056.5,-24.468664133114903,-24.67362672226396,-25.115769469556707,-25.223272508082736,-25.45563147908322,-24.2437723423566,-24.148799370421408,-25.432915730992622,-25.565578130297343,-25.82536633380469,-26.450303358187483,-27.34608676614421,1
071705.94+391922.9,-23.28156653295772,-23.791546083979863,-24.11661410599056,-24.277105876933017,-24.531051795278287,-22.24046796342663,-23.806051954684627,-25.13543029875288,-25.67346202951653,-25.549398558695465,-26.191507417412808,-26.854523034965016,1
072939.02+353613.4,-23.070240800155,-23.272767368688733,-23.744903792136917,-23.83344895348103,-24.113993010705844,-21.38163682002436,-22.01608168804617,-24.085077814201128,-24.30585497631089,-24.714914377687784,-25.12179864187664,-25.87020949940421,1
073047.08+263409.6,-22.744840180219423,-23.038801951766573,-23.548847841264408,-23.770879367375805,-24.13660644896772,-22.16526902046091,-22.453424304495496,-24.11073166619252,-24.335172547363506,-24.65109660497919,-24.87148278663858,-25.381385078476608,1
073519.38+430918.1,-23.548866365067173,-23.826866614155826,-24.252928978267008,-24.404439342841755,-24.611718016319287,-22.98848610099437,-23.217122582539293,-24.09097324100614,-24.68601536942647,-25.02975547129504,-25.775003216721075,-26.65598770369445,1
074125.12+435605.6,-23.67340136243791,-23.785428279965497,-23.9959160208032,-24.016600710306086,-24.22769065543805,-23.38393487014649,-23.21618991060908,-24.287578987476973,-24.74658109845942,-24.81099713701973,-25.72177736472599,-26.51637183374628,1
074218.21+194719.4,-24.15604568014057,-24.382486595557587,-24.70435225151484,-24.6778513830803,-24.855174518063265,-23.47571984527389,-23.734279248216048,-24.357235894783404,-24.928962685896884,-25.2300280395864,-26.282155527586998,-27.00818221426761,1
074838.00+285059.4,-21.580809951020044,-22.225828004472657,-22.474231788488897,-22.82751462774793,-22.88904009045211,-20.942557518792835,-21.186955504223327,-22.827491043213733,-23.2204840656916,-23.067026118873105,-23.307423987038085,-23.895954147625996,1
075328.18+335051.4,-23.794684527943165,-24.04502350117213,-24.47263996830897,-24.540668695782557,-24.737987168378137,-23.351071708626616,-23.50895046632687,-25.00749573408081,-24.98419234954109,-25.08248836697354,-25.734190490192127,-26.45496220513589,1
075746.05+150419.3,-23.44409743317792,-23.6802875863614,-23.979624339956786,-24.059730409837584,-24.310087251783028,-22.18700518408838,-22.704520725222416,-24.353559484570425,-24.62614816016735,-24.62761777671449,-25.349953415380305,-26.086203215709947,1
075851.52+220457.7,-24.725347005887816,-25.07196344850855,-25.40362071944629,-25.576234517327705,-25.72036703475785,-21.59855207816243,-23.721760485732133,-25.741903099075063,-26.0151372237427,-26.012789984093512,-26.36193048605948,-27.12675588604584,1
080103.39+495457.4,-22.01225757635205,-22.34203980718545,-22.715954333639395,-22.770948495407428,-23.129425679404573,-21.849467661555245,-21.794402669932957,-23.188195648247117,-23.565372953116693,-24.117715437642865,-24.02111909818515,-24.815943119704293,1
080235.89+475134.0,-22.58725945492163,-22.803559031517576,-23.16967102842487,-23.27917428246189,-23.5938793108794,-22.22275771362768,-22.34882145714718,-24.05494795287548,-24.51813251425387,-24.60344703656912,-25.3326272259919,-26.213531886566425,1
080241.97+143147.9,-23.39088571287145,-23.650762203616896,-23.951659762846017,-23.944817296214964,-24.16117032352613,-21.519905250010734,-22.686085974449668,-23.746195426518163,-24.15152586730077,-24.25919510142488,-25.63075292688849,-26.38432207581047,1
080359.23+433258.3,-23.274406006463927,-23.530049548203746,-23.74843902679901,-23.889401913218546,-24.201085845981773,-23.42030687739301,-23.394106445373463,-24.3279438343527,-24.910677568617203,-24.732899793174877,-24.939882525318847,-25.641283666556188,1
080437.22+121110.2,-23.457556697584508,-23.579350880890708,-24.04774452819567,-24.252048765162726,-24.348784715796025,-22.544236148529976,-23.196659239484543,-24.597206808002603,-24.91069517508176,-25.178157691344467,-25.757307136557014,-26.57749110965148,1
080704.88+360353.5,-23.310906729958813,-23.464011295236546,-23.74644261259766,-23.76162811931246,-23.89743405021528,-23.040737053031854,-22.93300579225118,-23.8480974820604,-24.24821457505664,-24.346934686424923,-25.348877069415437,-26.283591524417165,1
080904.00+075153.7,-22.507513477645176,-22.916262010912696,-23.199307340864912,-23.3495897255338,-23.558709431091152,-21.667859876418845,-22.666132545622173,-24.384906934644835,-25.166018382063505,-25.12934537665517,-25.618134574121022,-26.32142248536922,1
080954.38+074355.1,-24.8199994387234,-25.009065727984627,-25.345778716735413,-25.385131935375632,-25.506039943179232,-24.684777524562204,-24.764478301789485,-25.3589024932384,-25.664153922728133,-25.78783601342951,-26.51199864254884,-27.322318327358243,1
081022.10+114732.6,-23.491781354703654,-23.62751134571609,-24.010546581584304,-24.16263109879858,-24.43438587626873,-22.452486729005127,-22.81934711604657,-24.568820301918688,-24.83097565626912,-24.844009227335576,-25.24536821976872,-26.0456903298387,1
081025.94+410000.9,-24.106444292119324,-24.395570989098665,-24.798854683130585,-25.028290627026955,-25.131068306847805,-23.834639019875524,-23.608514316529387,-24.957678902701375,-25.31607835448351,-25.60147383653743,-26.722832380338115,-27.544382849009303,1
081054.17+232145.4,-24.98104766730661,-25.0232924276092,-25.40116472132694,-25.7272336151368,-25.99949833903899,-24.54939188748045,-24.691490895641977,-26.1013117767495,-26.082016355557748,-26.369352337605097,-26.353499862592617,-27.097015692262637,1
081100.60+571412.4,-23.458676051572976,-23.762129081525718,-24.10113121028675,-24.115367111572727,-24.25833417413132,-23.669181777132717,-23.67945159265413,-23.99402398920077,-24.74953563986821,-24.797648324705357,-25.828008761716173,-26.765076308273056,1
081432.11+560956.6,-23.087150130416106,-23.216308506107275,-23.53558071949376,-23.56577871512136,-23.68108342738004,-23.03741135316647,-22.608659527433115,-23.747080911455985,-24.433410827807432,-24.30399478777948,-24.79904701642051,-25.624185469072025,1
