SDSS_NAME,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
101425.63+031434.5,-20.73966428497756,-22.02056991056985,-23.091322097708066,-23.42833341795588,-23.77146160937888,-18.298330865409856,-19.243096178663134,-23.572309090532706,-24.23778813691296,-25.06370072464149,-25.455053451340586,-26.29437807327832,4
101725.44+374612.9,-20.690181353297813,-21.539313002664645,-22.075646218084117,-22.460797518329034,-22.405385952276543,-17.982355249117653,-19.21450289438397,-22.82947966668574,-23.246948349289056,-23.857412455924045,-24.285347970329592,-24.75258233577729,4
101831.46+493356.9,-22.44488703232961,-23.241185374636675,-24.13178680577713,-24.64793506118216,-25.017889797180025,-17.832398490296214,-17.605850295607592,-25.444234086386345,-25.61483478853749,-26.045761765853342,-26.746224555867435,-27.65682423359829,4
101942.15+250937.5,-22.951343808171373,-23.535767293838504,-24.21507725760877,-24.541009806723967,-24.86941352563839,-22.26816294091401,-22.53436656649273,-25.409519891636812,-25.16349154545827,-25.616172965301924,-26.408484560125096,-27.26842020075867,4
102424.60+571510.9,-20.865435562793014,-21.64141860603469,-22.33007066809764,-22.56943564980952,-22.61865033234685,-18.712360754637054,-19.879135770502085,-22.870708083607838,-23.341247259174764,-23.956286857580636,-24.69183394919403,-25.085022499173217,4
102848.77+320415.3,-22.45378068074456,-22.693449566103613,-23.245866521334897,-23.670531761386652,-23.780220201669124,-20.34307451498284,-21.93715649999792,-23.945994164537417,-24.775014135605428,-25.40612546877088,-26.21697126519584,-27.194367513951786,4
102953.43+163739.2,-21.60001110435296,-22.539929382904283,-23.4223732660391,-23.818064028975925,-24.14814726396035,-21.5659569579682,-21.70218291261701,-24.544013203213087,-25.00019405683141,-25.77164346319427,-26.610431356830205,-27.630799392626606,4
103859.58+422742.2,-21.09860752662102,-22.097674783499503,-22.793904047943244,-23.042877137524005,-23.10406807250263,-16.84002431511489,-18.88251973628961,-23.0066276139729,-23.198707422522183,-23.841942932364987,-24.755346211818715,-25.262960894911195,4
103942.29+230102.8,-20.73862782781467,-21.089453951043488,-21.64550210399701,-21.932459905431628,-21.93882266056405,-14.580678929721126,-16.323376702414986,-22.284673382097797,-22.88723049840896,-23.38697016823467,-23.802714675713364,-24.16776794258569,4
104843.47+511905.2,-24.547853860890317,-25.044505736407935,-25.597405289631787,-25.90937951280077,-26.08510949621844,-22.53451711965343,-23.30617850410299,-26.24094534401532,-26.204658290074715,-26.67605767252111,-27.33078780791375,-28.361888317495115,4
105458.86-023947.2,-20.964298367921877,-21.75667645680002,-22.38483206383964,-22.61741781358049,-22.62377476032633,-17.525717710763598,-19.37672157401312,-22.907448426186868,-23.67521910571181,-24.313800085165585,-25.26999677160147,-25.70675386561266,4
105628.25+501952.0,-23.61712802572079,-23.996676948147183,-24.443624204848263,-24.604703122818204,-24.802911307141624,-21.810873563459616,-23.283680816645717,-24.427159476648203,-25.006699211475336,-25.480223089836294,-26.453457562425687,-27.356100677308863,4
110312.93+414154.9,-24.011130124289416,-24.265643500254363,-24.79474865970259,-24.83557545056985,-24.94979035906123,-23.094717322507165,-23.72312269300596,-25.069099422460187,-25.68266161160779,-26.51583700137928,-27.63054454815826,-28.450968901422115,4
111016.67+375501.3,-21.40910680682121,-22.232190912529543,-22.809829934250512,-23.053870794110782,-23.113894299821457,-18.13013013664714,-19.586347714609776,-23.260255963933425,-23.69025002882255,-24.032034198501005,-24.77381771896857,-25.55601462784983,4
111432.16+632755.3,-21.342705492388003,-22.03006364797686,-22.795513040409983,-23.193035321583785,-23.61254016065941,-19.926883650058983,-20.38966640713985,-24.36484131101548,-24.834731653187305,-25.32274193168863,-26.1020777058469,-27.01389644653853,4
111438.89+324133.5,-18.1324797128697,-20.49998317077818,-22.462764545565985,-23.382844938409814,-23.753000630615592,-17.04319113749973,-17.746900674179454,-24.559942037657272,-25.3473687041994,-26.15514119429361,-27.036398410105484,-27.548538153342893,4
111455.75+423212.3,-20.495770652419008,-21.340748673868973,-22.129112077965942,-22.48122861463166,-22.784261731934684,-21.57391526161084,-22.17351215464847,-23.521041979032287,-24.071882193347214,-24.605958527312357,-25.197381012095647,-25.796094505102904,4
111915.46+215247.8,-21.82818402937625,-22.4498409630234,-23.147255038051583,-23.39251647359272,-23.613944118009,-18.525857376525774,-16.75623399511519,-23.867078999886026,-24.165217315180264,-24.81903379622948,-25.189343887152138,-25.994686564079384,4
112108.58+535121.0,-21.290524488114325,-21.84476174046789,-22.46028775097273,-22.67032297592973,-22.70320992619355,-19.067581033063394,-20.224988595443,-23.121821660924724,-23.703770536943768,-24.225295069434203,-24.89073775251544,-25.276425751093036,4
112822.41+482310.1,-22.823540673641013,-23.41127852492809,-24.081636791726726,-24.35965454975771,-24.66390497686604,-19.396459671743884,-21.171372041510363,-24.728925163125467,-25.028042995277072,-25.649314013999177,-26.08624533007199,-26.91033157191828,4
113055.99-065728.1,-21.73162855777644,-22.56965274183192,-23.3745414879524,-23.830863007106693,-24.103117763598654,-19.574776857933053,-20.738004661293928,-24.169449658252084,-24.80558379624567,-25.65812055603557,-26.508357395794132,-27.40282274383309,4
113132.36+501026.6,-22.082494501595452,-22.939098029311204,-23.696339556612596,-24.0000051046606,-24.46469387398009,-20.331576665557908,-20.58009143652966,-24.33422244570488,-24.674737476095714,-25.622090306340247,-26.595144187739997,-27.62814025323923,4
113246.88+211913.3,-23.802753038337823,-24.229252726669056,-24.84421886442309,-25.18333793934271,-25.43250384872841,-19.39745901481449,-19.15191635571893,-25.90020571852348,-26.01392921538403,-25.958051668469444,-26.687237405032825,-27.46087980638356,4
113252.60+195923.6,-23.568948541285646,-24.01737789979317,-24.6231913873818,-24.88113766748955,-25.137350951123988,-22.30347747840239,-23.19130341284969,-25.33040497696487,-25.48404936786566,-25.52384915909522,-26.621772182048836,-27.58735858672851,4
113949.47+402048.5,-21.603240915612776,-22.31263147890496,-23.09446174811322,-23.288840340750536,-23.65270965118746,-20.350215636213367,-20.909610068631952,-23.300696867217702,-23.51629642165202,-24.21965163051689,-25.291970802859268,-25.918036592367784,4
114420.31+113500.8,-22.16428060921917,-23.280564582539544,-24.227548883055277,-24.50374101219659,-24.673308945635423,-18.58847382263868,-20.0171959008842,-25.155282114889104,-25.86654297489992,-26.645063641444835,-27.50186944822328,-28.07580781701612,4
114631.67+274624.1,-21.49722833974611,-22.189236201089454,-22.79629974645559,-23.044777014657967,-23.422003116773123,-20.12662724778677,-21.30989177825043,-23.712017748375704,-24.07070847604566,-24.08948830051632,-24.29586098080312,-25.00387720653416,4
114843.92+380136.7,-20.869946729975045,-21.7344716333516,-22.447734284838344,-22.825167060705446,-23.218125220949982,-18.03553807807345,-19.718890542698887,-23.82312259584328,-23.88366894514085,-24.484083724347297,-24.768543392465244,-25.430727389048823,4
114928.09+250808.2,-21.54490785596976,-22.668796774081287,-23.376949521755197,-23.70300830056758,-24.093778177893075,-19.871559516074477,-20.487197056140783,-24.573912867238192,-25.31977202066381,-25.736672299463304,-26.43750761793937,-27.258592647904965,4
115117.75+382221.5,-24.14983211335464,-24.747550815043365,-25.25098592521311,-25.42313808946578,-25.534070082561403,-21.19418750559561,-23.202683065002105,-25.47936067521057,-25.95100695760927,-26.630712648581635,-27.56363849842263,-28.31265504783809,4
115816.72+132624.1,-23.133141125149976,-23.3858526818002,-23.940890626825254,-24.02458370500849,-24.24936840321892,-20.830339074733327,-22.3501534877172,-23.931191032014446,-24.42557699670001,-25.173659804693443,-25.9420182664638,-26.79149612341555,4
115931.83+291443.8,-23.156221676261527,-23.527794084208708,-23.98272859483503,-24.23622105640356,-24.526443823607533,-22.17730841299716,-22.52684492995322,-28.163381946208798,-28.747812472324043,-29.204591161773703,-28.14707805076355,-28.94372622997458,4
120407.57+341916.3,-22.867646031221746,-23.249938140547545,-23.767179890506902,-23.885009108685736,-24.09159991719244,-20.19188837454031,-21.7219222302518,-23.563374135751232,-24.44627542022035,-24.84383335545553,-25.86417470018866,-26.801726471257076,4
120612.26+260325.8,-22.08190072843324,-22.82888607054389,-23.863541817621268,-24.49016729315668,-24.898680337398417,-21.450835980538677,-21.479003500050013,-24.9490464172273,-25.553567661833508,-25.785791415394502,-26.76704120003401,-27.55419220927633,4
120924.07+103612.0,-23.609709684976444,-24.18866146628777,-24.609386223508043,-24.8009946760157,-25.09523048332615,-22.561709471309225,-23.46065896210267,-24.927209222393756,-25.297586369653,-25.742719724425484,-26.54216966710116,-27.377567797228217,4
121729.19+373903.7,-22.592885001963992,-23.455249311115743,-24.390808269895192,-24.9125422519612,-25.43025910078392,-19.1713684921131,-21.6714353514783,-26.24484391345068,-26.147290383442623,-26.47955531737469,-27.013714358080357,-27.832512001064952,4
121740.42+654650.5,-21.005161470520296,-22.092777037584607,-22.876013452397807,-23.122267895063988,-23.21896118216204,-16.186582860083345,-19.00352140793495,-23.57910833114332,-23.98001111830272,-24.74639506227928,-25.427173824847333,-26.18414948587638,4
121913.81+004051.2,-20.51294063260159,-21.401684970455708,-22.051788083760236,-22.30181602266225,-22.495290488184143,-18.31632822304365,-19.55635916501964,-22.5656757927244,-23.12225618584743,-23.56957981225653,-23.623745254257923,-24.178459255688825,4
122110.44+410826.6,-21.172455154039444,-22.05800248888383,-22.76432468132069,-23.05539295346056,-23.509182483555502,-18.63942439023625,-20.02843989802123,-23.56252178712326,-23.78795712543518,-24.479378386398334,-25.45771578458413,-26.160880697943004,4
122251.08+442803.8,-21.37108091547238,-21.971848973856098,-22.537282492944303,-22.75804306517221,-22.85386761805637,-18.48635431470053,-19.91494768714308,-23.355718095968506,-23.943147066706757,-24.44016388074313,-24.93192930603533,-25.627228577645443,4
123532.83+410445.1,-21.408119093317183,-22.030213368962094,-22.63223882943635,-22.859795055622296,-22.965385335249,-18.92819747728236,-19.788352708103112,-23.55236153667043,-24.06203642693056,-24.49070598207969,-24.96068555897201,-25.26699720196732,4
123820.19+175039.1,-23.900445747506232,-24.41825809590893,-24.96974758745789,-25.020919581271723,-25.181542956559724,-21.140842944938857,-22.6984714180343,-25.119132219167465,-25.80666311395852,-26.76939072640261,-27.75418878437812,-28.78780004697632,4
124247.15+020817.5,-23.84958958154932,-24.345498307202693,-24.72796192226244,-24.914039151803298,-25.16595773398095,-21.97442818163617,-23.39654740288858,-25.308806844621177,-25.577886889410635,-26.097918266458286,-27.136093180351008,-28.098463215987135,4
125007.38+481502.9,-19.50762300383816,-20.714679985601816,-21.6291965252964,-22.058685910736525,-22.20069033188942,-13.67043089607222,-18.42792050425334,-22.424507407113506,-23.172507105173487,-23.58590230832006,-24.438915431412404,-24.95950401926202,4
130756.57+010709.6,-22.01178321372685,-22.65416196459764,-23.234272883979333,-23.47443739033281,-23.712816450485967,-19.269467576123045,-20.431681732665925,-24.0755459772031,-24.41263657984814,-25.07016133148965,-25.78835321690301,-26.381598695745684,4
131007.99+634103.5,-20.617079444030107,-21.47198126504424,-21.987891381935512,-22.118356532161187,-22.24989839966693,-17.0007858915473,-19.36430650860032,-22.12654257137992,-22.65656043035091,-23.11306190774411,-23.02083229020109,-23.37651520091354,4
131426.16+372034.0,-22.60816425132504,-23.087841331412875,-23.743539424717863,-23.80395629660917,-24.055855153471747,-20.73809388202915,-21.716603308899177,-24.03462825551165,-24.73338663014358,-25.078278620295947,-25.747803450456484,-26.562055180889185,4
131443.80+234826.7,-25.390260045902068,-25.923271911726545,-26.51026512617133,-26.77406359740951,-27.04802987656942,-24.16288540121634,-25.02643905599266,-27.445448220257344,-28.11834720582193,-28.521365366010595,-30.27431856055986,-30.78170579553138,4
132136.85+355553.5,-22.49743476014818,-22.916994442389598,-23.310446731437487,-23.556973425065816,-23.6647224172747,-20.7988152944646,-21.625889574492792,-23.69084496483072,-24.073989346467084,-24.603097266500694,-25.419979543421675,-26.082155353550533,4
133052.54+330330.9,-21.750209072309907,-22.292091563779188,-22.93640900130456,-23.225055402862573,-23.55086484964581,-20.998039294915674,-20.993648442575203,-23.86424351921306,-23.9098013076566,-24.38602118157717,-24.682914896388045,-25.224295186793576,4
133658.54+100808.2,-22.328419699096656,-22.83819761363752,-23.41406057259761,-23.550009536111453,-24.05657211366062,-21.20050704648608,-21.58295726239548,-24.04405989136688,-24.28160765701505,-25.04991592415207,-25.87094940350371,-26.63342277254836,4
133717.49+270107.1,-22.93572678960957,-23.36754026714302,-24.013162616675785,-24.2764668353644,-24.49560208855351,-21.653427274669845,-22.61009056391393,-24.189980486619127,-24.7285827457399,-25.504474682463517,-26.20338536931293,-27.097708253574943,4
133719.32+594905.5,-23.39900578837189,-23.789623653590866,-24.344978472637965,-24.455760565133268,-24.664280390797718,-22.367932147041,-22.814828242929583,-24.57108211001759,-25.03023785012104,-25.511487832265686,-26.495525224845792,-27.417830085616444,4
134226.20+652348.0,-23.079049807031968,-23.5816531314367,-24.105681263901943,-24.297293064867414,-24.570064188968644,-21.37373556590894,-22.252643210779954,-24.62971799358553,-24.95213360632293,-25.207653676209112,-25.998095609180783,-26.86727898472873,4
134538.44+284935.7,-21.545068194198493,-22.28402035290572,-23.100260085052177,-23.376881109297106,-23.692624610074404,-20.88939557023381,-20.540232984102005,-23.729171299375658,-24.40963386801287,-24.790612966873876,-25.22474367333369,-26.12796679071864,4
135836.38+122836.5,-20.75079011120107,-21.743920315158324,-22.548310774734755,-22.851182085473685,-22.93477353316888,-19.29664778691354,-19.467066732375496,-23.62746889772314,-24.10751862625841,-24.505221562560312,-25.054409058521745,-25.7774489670244,4
135845.38+265808.4,-21.109779210609585,-21.95958941609598,-22.61092433379282,-22.789447800706263,-23.115960202734072,-16.015763907205418,-19.991482066225156,-22.900913664780017,-23.92885533920557,-24.431060360652207,-24.975587526062803,-25.672579944734608,4
140012.56+353930.7,-22.74085142130588,-23.1518256108592,-23.643541622228405,-23.866924702198,-24.063362167136013,-21.399545768171564,-22.19778820432132,-23.921369595644688,-24.51315931940664,-25.05480074088248,-25.7366012084221,-26.873703305037377,4
140157.48+155815.4,-23.04974892665948,-23.21652938792212,-23.793169446802214,-23.960022510698856,-24.154884935466995,-21.896341226447923,-22.88528834312173,-23.985653799416493,-24.18204717212935,-24.872521703348685,-25.90216059352032,-26.83594906735516,4
140438.80+432707.4,-24.190848871274483,-24.826663702601365,-25.339453053297,-25.519974751428325,-25.57615867739605,-19.82361980619874,-22.55534867151544,-25.61065703248247,-26.090902098309872,-26.74740149174328,-27.66539503269317,-28.399620970103403,4
140447.81+053708.2,-23.249968363748263,-23.640273929098942,-24.14864399503107,-24.34944552721387,-24.54035831021714,-21.569718210729157,-22.592458759223145,-24.524955569670425,-24.901882179895768,-25.769088086745,-26.422311259505737,-27.3859298956304,4
140914.38+163058.6,-21.50665653491156,-22.08325015126479,-22.55332585432845,-22.753075764444223,-22.978325463938504,-20.266294495377863,-21.02086446634251,-23.148828274651084,-23.754041742353355,-24.42793441851396,-25.407310596902825,-26.054777369922764,4
141208.04+573956.1,-21.174080298458247,-22.21670446627784,-22.95926735175533,-23.269895024638437,-23.405824833158103,-17.135081693953325,-19.3930458314505,-23.473316372059056,-24.3492242895044,-24.48122063658368,-25.363604341316023,-25.96387497608244,4
141917.36+310923.2,-23.04864405013364,-23.838091347944594,-24.70141974718451,-25.186235109456057,-25.478782765005946,-20.5958026599851,-21.544098407517573,-25.835107302220106,-25.99057386807949,-26.52877234766198,-27.351486029565034,-28.321250735927126,4
142648.78+005323.2,-20.534896313067254,-21.491869105439765,-22.289882321841397,-22.695810455936968,-22.80254722283408,-18.730244350191136,-19.68646030586272,-23.232520075482547,-23.525668226142518,-24.07617422712768,-24.239614538654724,-24.59573794878881,4
142927.28+523849.5,-23.496530736250666,-23.832397972899976,-24.31030958065232,-24.549975832212084,-24.738299551661125,-20.515854979102677,-22.14479330327516,-24.726089008706744,-25.003902960161664,-25.413664469279453,-26.355450559279436,-27.31671090404149,4
143952.91+392358.9,-19.496909997030475,-20.12377579797624,-20.696257409244783,-20.89397440360904,-20.95201594133397,-16.9159606619626,-18.094870359365935,-21.551350019525625,-21.850113738944536,-22.17244513920972,-23.07594878922772,-23.637872976102543,4
144733.05+345506.7,-23.519625467252325,-24.32995133424597,-25.09916731151057,-25.464889579488705,-25.80893976898489,-22.342007587630142,-22.07300309972017,-25.68835692998554,-26.009421725350588,-26.536035118843262,-27.515063873686618,-28.480829480479382,4
145000.90+142948.6,-21.830949847044074,-22.47914178181509,-23.043796458039804,-23.204995230307183,-23.438516832560428,-19.525333436108276,-21.00204646051945,-23.63768933807977,-24.062979306109376,-24.822703154128785,-25.240233731124302,-25.974858088801053,4
145434.34+080336.7,-21.50917749815295,-22.09280395173696,-22.647120611555103,-22.73910565715784,-22.818410891944183,-19.623096912042904,-20.489875486303443,-23.28304843392811,-23.87457518929381,-24.386064949301197,-25.05399712538276,-25.381331073064903,4
145942.16+365035.4,-20.237389150918997,-21.558949586375583,-22.4897699097383,-22.806753129654197,-23.12050297089158,-16.97892277640005,-18.4164261507364,-23.745446942391304,-24.22226316146776,-24.516632789946385,-25.15965917254966,-25.958301280833545,4
151002.81+400251.9,-20.53530359803148,-21.08956418367152,-21.62860454390205,-21.933256901375945,-22.03839120759664,-19.0365288504542,-20.084217706757904,-22.51324635592844,-23.32447414277852,-23.699382546610053,-23.901061430319764,-24.41892686548293,4
151117.39+243144.6,-23.62946444070383,-23.840564910096017,-24.37776838707883,-24.687874314799544,-24.86293815086867,-22.13755200678557,-23.274126808374813,-25.18700017595624,-25.34449529208757,-25.722350870536047,-26.51522992913668,-27.463563746931545,4
151223.47+020904.0,-23.321131922563463,-23.99329311013808,-24.68916442350627,-25.04249277293197,-25.42681033926217,-21.530512032728733,-22.70284274010672,-25.805233976051294,-25.94168334336063,-26.23903079012304,-26.88814921604765,-27.691151198743785,4
151228.93+575051.8,-22.61442977728037,-23.3225499048476,-23.978294982553805,-24.06252460889637,-24.27843679252105,-20.67309569243127,-22.03902790419353,-24.2631778937876,-24.553805029503543,-25.22142947984943,-25.446285068854003,-26.39852756232213,4
151255.78+480019.4,-22.564520163411448,-23.42757094763997,-24.13932954037859,-24.491196931708256,-24.81421656233861,-20.22395567755526,-21.974298511976844,-25.21096693896809,-25.483923679603027,-26.21618326147708,-26.57075460958581,-27.44460877836916,4
151325.90+465407.9,-21.794456234251207,-22.46830111317217,-23.03327286475121,-23.303056006580608,-23.26091191516774,-20.009404513929383,-20.985234275535795,-23.828901449967777,-24.404155645171503,-25.04997034715194,-25.749211598992485,-26.28255221520852,4
151923.50+271115.4,-19.05674043764891,-20.686907317563104,-22.24197819417613,-22.76523561848586,-23.28220652648381,-18.35843270248276,-16.11711883540002,-23.39541685531447,-24.10932523771265,-24.55142833013434,-25.6788423091129,-26.57609744838904,4
152350.42+391405.2,-24.597415715524,-26.07608134792943,-26.66113807523431,-26.86994987064198,-27.017444006480105,-20.99935892384975,-23.60578741412909,-27.58963680885756,-27.95178135091677,-28.514480779102183,-29.59192089310304,-30.411824398845813,4
153206.31+061638.1,-20.231395109775452,-21.60317816658492,-22.696151052897797,-23.15970269926428,-23.697585962375243,-18.801710461518343,-18.367177965488523,-23.9420339325626,-24.70102456001485,-25.0989749756046,-26.1296049469453,-27.005878398980773,4
153638.04+353445.0,-21.732134628348728,-22.530210354239795,-23.19016002970951,-23.377769201563893,-23.767479079616933,-19.003697493279034,-19.835499001195736,-23.62775554249841,-24.12172138837918,-24.580095113276748,-25.90885649812865,-26.7883159325446,4
154312.15+290121.0,-22.864561075943303,-23.30975392078539,-23.864120631588104,-24.09884051339987,-24.29620586268308,-20.90700708846187,-22.068720948068272,-24.598309615106977,-24.80098132363025,-25.22704051994617,-26.067137455290084,-26.960559564872163,4
154333.94+102231.8,-23.45114303829321,-23.81240801239163,-24.28354142689289,-24.345282960774615,-24.52820420074835,-21.855873996147533,-22.57360727803913,-24.51617815440965,-24.993248342411263,-25.64393950258153,-26.579002646277857,-27.390604925314783,4
155607.43+552436.2,-22.20405697087505,-22.68007883860378,-23.287778184415387,-23.49297719517489,-23.74809555169969,-20.519809833612072,-21.3643529375592,-24.13365749786288,-24.67895910754965,-25.084824904858174,-25.82940565487102,-26.62811290685937,4
155934.71+430038.3,-21.383239155294085,-22.34147401797812,-23.082961946204428,-23.409504737425085,-23.72172326733688,-19.84716609859512,-19.26434987968854,-24.133419275620746,-24.44481132860026,-24.867260515220917,-25.205363191875666,-26.2051104198776,4
160330.44+251135.4,-20.493268631702943,-21.4868342226344,-22.240274453798666,-22.595078770948604,-23.094772770351007,-17.468236358849587,-19.2250996779089,-23.588997276110213,-24.36943368213486,-24.792523301618736,-25.273555761696148,-26.11448966397971,4
161644.18+174437.1,-22.13869047184757,-22.80228010031079,-23.464007712217462,-23.76554005974156,-23.94653366451506,-19.33763419068561,-21.45398967836001,-24.207701052363674,-24.76258540761713,-24.67988855815126,-25.78665871234874,-26.679143629747763,4
162750.54+473623.5,-21.85160766645691,-22.456649496143918,-23.036867956798453,-23.164068562491163,-23.36652922426211,-21.11590189842276,-21.313498016720008,-23.611575056806647,-24.021679205278613,-24.73474988983997,-25.106745657932944,-25.708409325579684,4
162914.09+151415.3,-22.02043286281489,-22.79657954792107,-23.493492376647467,-23.89131017947416,-23.95531143733824,-19.359386614972536,-20.47610450289184,-24.10271647401953,-24.57017515141933,-25.055230799714607,-25.77860264745012,-26.45045143169104,4
162936.43+170117.9,-22.093187809379035,-22.574875256755977,-23.157048643928583,-23.3069721486808,-23.52782386824404,-20.72386149467529,-21.02580874067546,-24.049569005876226,-24.25341022567568,-24.763494116171,-25.256072020507087,-26.172445157612053,4
163224.95+095349.8,-23.16489985869137,-23.571515875461632,-24.170652524181055,-24.41588218728659,-24.75411235926075,-21.544245458387188,-22.413032566869617,-24.87264038018898,-25.10497144866516,-25.617173807156583,-26.064595282318034,-26.92174787874085,4
163745.13+471733.8,-21.9376174540205,-22.49704091905649,-22.80489312595252,-22.909559058276788,-23.33475990516345,-21.32163942096604,-22.0648388846068,-24.2632009516861,-25.33868448268039,-25.67248063802241,-26.797195345492728,-27.69405640645953,4
165029.07+190908.6,-23.58854715658283,-24.02469535112723,-24.551248613294607,-24.830942932606703,-24.99918779531412,-21.81299192997548,-22.09874728759969,-24.98306324273385,-25.27960648156981,-25.768022952108872,-26.644446260997675,-27.64477411041184,4
165147.51+515421.2,-21.088339170565963,-22.025171470852165,-22.929783851752216,-23.27177931649484,-23.578701281003656,-19.51847091277537,-19.632446598087174,-24.155018667154696,-24.5387184186214,-25.37163071169532,-26.25226906127235,-27.13418922350677,4
