SDSS_NAME,Z,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2
025956.44-045604.0,2.154,-24.418925786280948,-24.83764497137967,-25.25797902889311,-25.445811822624584,-25.6850104031634,-19.824237751515614,-20.121913222993612,-25.77764060439398,-26.672630207969483,-26.827978812211853,-26.541935271805805,-27.007303530664405
030000.00-080356.9,0.563301,-24.664828624013516,-24.71647799664942,-25.089403095062487,-25.183957636814135,-25.394663586436447,-23.918324987756176,-24.136925203184944,-25.164767251712046,-25.499776121355804,-25.946137140299214,-26.917146361529728,-27.80188113809937
030245.98-072449.0,1.067896,-24.181397288463522,-24.379651343451254,-24.73103851515976,-24.934570426385886,-25.112351535615407,-22.761303490140463,-23.97712448614084,-25.77335335928477,-25.447084014267503,-25.84932213136069,-26.21197409466774,-27.044447446960508
030342.78+002700.5,1.649591,-24.763658845152687,-25.039460333618624,-25.371995523924042,-25.55203589478915,-25.79238868619549,-22.93250761109685,-24.203125911913464,-26.24071722407828,-26.2652822407869,-26.402692297415836,-26.86157400279583,-27.797241171331127
030939.45-000339.2,0.769001,-24.77070823875373,-24.917525333564654,-25.20426995851467,-25.28572005295447,-25.366729073779418,-24.07864972571192,-24.348764403111954,-24.958497054052735,-25.222174917389978,-25.95051019996178,-26.75593601827966,-27.627517789443903
031019.95+010111.5,1.396961,-24.891930951538313,-25.058411561406,-25.330056570299092,-25.485856783788947,-25.722868237245212,-22.697944229948455,-24.758200582424582,-25.949789055008107,-26.065268992700755,-26.20008960718998,-26.779758141553998,-27.765963174263952
031027.82-004950.7,0.080447,-21.458635018290835,-21.763179336738038,-22.118539514574707,-22.000337042515444,-22.043657364381666,-20.47106230342328,-20.698214149162258,-21.905276153504207,-22.067197450113724,-22.166085905672553,-22.533514889592038,-22.82179869647793
031209.20-081013.8,0.264839,-22.402100248964366,-22.742691939210108,-23.075899278710114,-23.24518463728232,-23.32994950661362,-21.456681069140323,-21.93817129180642,-23.47128408909015,-23.8464154118083,-24.389586318256804,-24.93483131543354,-25.532670811404646
031427.45-011152.3,0.387236,-22.487611975850868,-22.63904314932033,-22.881480454860547,-22.884690553595245,-23.129464821198336,-22.698071874365084,-22.59213887290781,-23.729092008154346,-23.757710004844952,-24.400828869542288,-24.682509580070743,-25.624952071946105
031926.23-072808.8,1.389205,-25.056883686628144,-25.370447351665465,-25.68828831004751,-25.851306056614284,-26.06169631398472,-23.332173673491123,-24.866871958865595,-26.145095378589424,-26.599813965288355,-26.521510367002804,-27.239752538125845,-28.258889214206253
032106.86+041538.9,0.452589,-23.69059883346693,-23.825327749505288,-24.010245644065044,-24.063800818976674,-24.35970176733689,-23.316197248893932,-23.089672067159768,-24.55388341382652,-24.930106810090678,-25.46257993269624,-26.03797588557786,-26.883728994650983
032108.45+413220.8,2.460178,-25.980109903498473,-26.228188304889013,-26.929412101509843,-27.14906059158917,-27.43690668787052,-18.329731962921326,-18.25614428449722,-27.80620359682574,-28.330727876608574,-28.530483066602336,-28.45814112155176,-29.179220204015675
032205.04+001201.4,0.471716,-23.565840803110415,-23.70147905263519,-23.996391489869303,-24.027092262184738,-24.308155423463326,-23.557737889158027,-23.554345801930683,-24.422505701401324,-24.803989939025378,-25.314719548704566,-25.900005492488486,-26.776991436205495
032213.89+005513.4,0.185441,-22.520967638359203,-22.83834413674962,-23.16327651224829,-23.40295939509251,-23.26533545218688,-21.84054171380783,-22.22036592781078,-23.84702534515329,-24.253124493529945,-24.847738701828927,-25.570099650389366,-26.07087524057388
032337.64+003555.6,0.215677,-21.51223592322707,-21.83839335530276,-22.152204272189834,-22.336556728755998,-22.26504810041198,-21.121898084536358,-21.402245252951875,-22.558012151572104,-23.18949867564871,-23.409337620378697,-24.116977609092782,-24.60422969210006
032524.44-003311.6,0.787521,-23.552811257308353,-23.78941321579404,-24.166082741516103,-24.206530095292113,-24.432650181396003,-20.89671873470996,-22.960615266510583,-24.793488182807987,-25.839581943438944,-25.20622165861614,-26.154617003665305,-26.91812807300286
032541.48-075237.7,0.897778,-24.041963054088832,-24.324853829018718,-24.731544825542464,-24.91343155927937,-25.051475969495065,-21.887421566464706,-23.3648812700779,-25.31932825017357,-25.15433755338996,-25.851975845218572,-25.764307459943584,-26.449445562382547
032559.97+000800.7,0.360863,-22.95086179780756,-23.09250709811567,-23.330968705050477,-23.43187323292466,-23.736979884870397,-22.206376208106537,-22.388101825692388,-23.864763495012653,-24.40927218897707,-24.66697078295001,-25.24643557876013,-25.888245572227813
033001.64-071828.5,1.250941,-25.595559861961014,-25.6523344811198,-25.98356565114353,-26.181069787475874,-26.418169056397353,-24.10925999565043,-25.492009473743654,-26.721188969750482,-26.67054681822149,-26.820540055719675,-27.18574396888558,-28.18518513589398
033329.89-002642.5,1.493638,-25.209196746311125,-25.443822399498423,-25.7608636095426,-25.98010201210204,-26.292624212277527,-23.070835534292502,-24.723787158224706,-26.39345371861078,-26.63840762034796,-26.62247234707051,-27.23935559129815,-28.13949457435521
033429.44+000611.0,0.348053,-22.826344679356318,-23.126763439533576,-23.535591938989775,-23.623576376549604,-23.79544385599492,-22.583736820187866,-22.625866015413585,-23.57704790119539,-23.87417019921893,-24.41100003852002,-25.301666843931255,-25.93696478169698
033438.28-071149.0,0.634592,-24.215471197576658,-24.39846374383652,-24.632084222703465,-24.688218941209538,-24.838716784874016,-22.843458478053122,-23.577451464411684,-24.843649199203295,-24.916354441409513,-25.739689712755418,-26.561971295710986,-27.297976263164397
033623.76-064947.9,1.61333,-24.682160724163456,-24.96418831711512,-25.34628936919128,-25.5386752444475,-25.638060978857098,-19.909892463942718,-23.517181559684722,-25.875241468828776,-26.076905719357296,-26.026159589437757,-26.740766950925885,-27.769325088153504
033636.11-001351.6,1.511311,-24.46888652662796,-24.950403003383723,-25.419457932110685,-25.61327856586588,-26.01193363108952,-21.860038993853042,-23.552124011886836,-26.286470940982102,-26.77150637529739,-26.777438938603144,-27.242808678814725,-28.21987405649447
033706.22-004747.6,0.752188,-24.230845771490547,-24.567029936318818,-24.98032379029314,-25.283287490738047,-25.38347139327924,-23.02152914089073,-23.428813982963188,-25.377025022323597,-25.42951545122113,-25.77388906362373,-26.57880401344868,-27.51144783471917
034027.31+003441.5,1.882265,-25.49243807613168,-25.66187057723314,-25.97223685301577,-26.093477448929917,-26.376355914303733,-23.509242261160065,-24.468408346026102,-26.835830473846784,-26.963652376161427,-27.180780740425337,-27.272610697069695,-28.14899451161892
034101.30-065125.3,0.963059,-24.154212948158893,-24.289682305657543,-24.659032023103578,-24.81215945600761,-24.994271257266757,-20.605991758162354,-24.263783055126712,-25.369218758641363,-25.11810094915397,-25.76801895982626,-26.161065359453985,-26.982135578845416
034135.63-004032.2,1.187833,-25.26452397947276,-25.449294833579224,-25.89251303673203,-26.115911444892227,-26.409240530808773,-21.872178417812687,-25.181604942303412,-26.876861926168147,-26.7108751461096,-26.97481282213452,-27.17041532462465,-27.946168222244005
034226.50-000427.1,0.37643,-23.036860395165085,-23.11108281052335,-23.262464890705825,-23.288779248460862,-23.64373331856047,-22.658688106631413,-22.92943487471947,-23.762166962018625,-24.171956469693686,-24.83704687360334,-25.17103915998078,-25.942926805317512
034313.77+010336.9,1.64358,-24.434818177611252,-24.804540566284558,-25.440777568362815,-25.599307712399845,-25.930062520072635,-20.562187146125282,-22.704686986213957,-26.299635415730254,-26.663253241872855,-27.17908955582931,-26.51838263797747,-26.984004124352825
034334.68-062507.0,0.906829,-23.651674109547297,-24.01465840030311,-24.4762792982826,-24.722563598408062,-25.00050008414989,-21.87539685693734,-22.534610671334192,-25.23058477143332,-25.567087914698003,-25.750592485483743,-26.60135000092426,-27.601672895586972
034646.11-004212.8,1.533993,-25.10795704930214,-25.39488126864752,-25.79558021248258,-25.966504590494907,-26.259327272530765,-18.215062772501863,-23.93293264215896,-26.513696523274923,-26.725530385419752,-26.937972922817227,-27.060230046637233,-28.007896061337675
035011.17-060501.5,0.252098,-21.96082274076171,-22.246174972669696,-22.595465039349936,-22.78450145937593,-22.82541109843897,-21.631102150757016,-21.783633614279932,-22.966052701507298,-23.594536427019932,-24.01681324532449,-24.560956108374107,-25.000664992492137
035118.00+001256.1,0.68295,-24.86427586371849,-24.882205348608846,-25.207621981913157,-25.272245233317047,-25.354400538538595,-23.871486388429048,-23.896660991549087,-25.232683941728222,-25.62141927920121,-25.73260610380622,-26.34926152247787,-27.252186148034607
035623.87-060002.0,1.439159,-24.367556397000573,-24.848000826979792,-25.096557339328065,-25.223458665021862,-25.482332988054427,-22.092304990484084,-24.00201349292618,-25.829617244322947,-25.70425083765191,-25.65872357907723,-26.50082109787949,-27.695981716598276
035648.30-061238.5,0.711168,-23.799839831648406,-23.93501343200088,-24.32395551718219,-24.423776240753465,-24.592532541104227,-23.32487901961559,-23.827568366651736,-24.858139310798833,-24.673965264892406,-25.324814350557855,-26.158392161674076,-27.111725708564006
035918.42-044313.5,0.319102,-21.759640317847083,-22.10610161095338,-22.438320418427068,-22.667567553183442,-22.726766982706142,-20.44558041599299,-20.782953052048057,-22.78209602648572,-22.83964519138609,-23.732403880083442,-23.827069690296707,-24.297925282320126
040148.98-054056.5,0.570898,-24.468664133114906,-24.67362672226396,-25.115769469556707,-25.223272508082736,-25.45563147908322,-24.2437723423566,-24.148799370421408,-25.432915730992622,-25.565578130297343,-25.825366333804695,-26.450303358187483,-27.346086766144214
040241.42-064138.0,2.436101,-25.246536767883146,-25.243063136295515,-25.65578675861783,-25.773947504903816,-26.0847403034806,-23.015058452449814,-23.739346882020147,-26.496767239904255,-26.64654405966589,-27.07865564915996,-26.92462485759791,-27.468492195754603
040954.21-041137.0,2.195598,-25.168177637354564,-25.210477655871223,-25.577007932043752,-25.80055865576606,-26.0957912889952,-18.468562412114665,-22.303257910405577,-26.534287338291616,-26.665381668049793,-27.407080607044676,-27.158862761077028,-27.954046215096884
041210.17-051109.1,0.549471,-23.56266524118535,-24.029476905504836,-24.57653375645587,-24.871285225455036,-25.058915178022577,-22.762034438211334,-23.151722603628563,-25.34506183421836,-25.56647941319277,-25.897752026547156,-26.157616757314194,-27.206995159832932
044352.48-060724.8,2.0726,-23.20367994050793,-24.00861990327754,-24.938736524507753,-25.377102624598532,-25.733567511202,-21.618520951766865,-21.5676309659501,-26.523066312416397,-27.031296750319385,-26.973145999931095,-27.089017789543796,-27.808960574907882
044428.77+122111.7,0.0893,-22.233142872617954,-22.404375290645838,-22.59107726474457,-22.51933472214423,-22.60330639293657,-21.897276772780078,-21.84983153011122,-23.360018080145082,-24.0684273940531,-24.59937477452374,-25.37707091102025,-25.715275798048975
071705.94+391922.9,0.875,-23.28156653295772,-23.791546083979863,-24.11661410599056,-24.277105876933017,-24.531051795278287,-22.24046796342663,-23.806051954684627,-25.13543029875288,-25.67346202951653,-25.549398558695465,-26.191507417412808,-26.854523034965016
072109.65+392644.8,0.53,-22.29626143690676,-22.60909769969832,-23.029719772284157,-23.137074068540297,-23.452574665725678,-20.751207574245612,-21.75552135122514,-23.59256920877893,-23.740462571969115,-24.77523601680503,-25.205934493326712,-25.886141305177137
072119.97+392145.3,0.59,-23.08251988355478,-23.599138562571692,-24.04351908747595,-24.27260982643421,-24.469498413562263,-20.999949511724218,-22.037194826384113,-24.378977494951453,-24.689719090447877,-25.20510623225908,-25.76692898837321,-26.473160218745214
072122.98+411735.3,0.703,-22.30741557063266,-22.977118244886793,-23.70579312252354,-24.09792741668589,-24.35003467685869,-19.178105670283898,-20.947240862175455,-24.43811941346646,-24.79801736924677,-24.98923941151629,-25.384133379316115,-26.075842702626804
072240.09+413353.1,0.210175,-21.82714987483766,-22.07515215430755,-22.38917508202014,-22.571777712538807,-22.64166895256931,-20.968117467599804,-21.083497129446492,-23.04647442095481,-23.503192959911505,-23.89135709262485,-24.6041921512438,-25.12258946851363
072325.06+420822.6,0.425564,-22.528200322003052,-23.067252048426415,-23.70044264305569,-23.93747692050599,-24.239187827711195,-20.427628364652445,-21.346039131341918,-24.257325136335616,-24.392441089558815,-24.912424443199452,-25.171854240738444,-26.014892012854645
072517.52+434553.4,1.605941,-25.23184008485972,-25.498298635217303,-25.837922190624866,-25.98209764314119,-26.233046366843876,-22.957400222473357,-24.911948345047268,-26.51488976136593,-26.7629771149117,-27.007931149360058,-27.44571006510339,-28.557745577142224
072636.99+375908.7,0.396657,-22.701530818699105,-22.99249318179439,-23.47114216966375,-23.728026511825405,-23.862723854112676,-21.769789910181863,-22.343915478904133,-23.867873262811187,-24.050721558853173,-24.42401791453158,-24.715510060241673,-25.18782884742864
072649.46+161745.2,0.559,-22.056637106718757,-22.678729269126865,-23.346534455404566,-23.58601373412096,-23.79928096051147,-20.550343967988987,-20.568989530433424,-24.20305015676809,-24.546234822985507,-24.866390412861637,-25.839469036822525,-26.714619241298713
072721.69+385607.9,1.574611,-24.978774349271927,-25.213566465793352,-25.40874398759303,-25.518671316877388,-25.708477393295787,-23.158873882108793,-24.303009772391786,-26.042119246980914,-26.00687326260066,-26.511113420756544,-26.639495603417895,-27.67195546506244
072756.72+395930.6,0.216466,-21.583181624664775,-21.841996241210946,-22.129180629922246,-22.26578491982632,-22.361109419315138,-21.019318154754203,-21.227990875420083,-22.369917290863633,-22.587289508731764,-23.152181770778412,-23.987976889745116,-24.43118724027884
072802.48+252251.2,1.419968,-24.196279444112125,-24.40173028888838,-24.855926311434764,-25.054192958204915,-25.386107729278258,-22.888227693309304,-24.48187036292053,-25.548098716070047,-25.914495440474436,-26.015004871121533,-26.7365609502393,-27.87823975602434
072837.92+450008.6,1.361,-24.384187508603056,-24.691305570326662,-25.072578782912853,-25.24045924284278,-25.50474838998334,-23.013902146954727,-24.1778263996108,-25.96053605978749,-26.240464129022858,-26.284146400228106,-26.80693361024682,-27.75611483255802
072914.66+382008.6,1.048681,-24.24819408073982,-24.400596359716843,-24.783469251360266,-24.91247923711728,-25.02233432423122,-21.88405338438912,-23.531794100377287,-25.407529073746492,-25.714448797185025,-25.586958537883532,-25.946432349958098,-26.728529723781172
072928.48+252451.8,2.306,-24.96466521126546,-25.19655889781542,-25.730874794952996,-25.977181237797986,-26.28853791342377,-19.038964629272552,-21.567320857726017,-26.36055550224228,-27.138745156774345,-27.42628409862634,-27.46981722281355,-27.902559526277116
072937.05+375435.0,0.203806,-21.48287035209892,-21.708632303957817,-22.02796731757984,-22.20020027855812,-22.168621304428054,-20.897755851356063,-21.213756063475525,-22.74245641489238,-23.086995470719,-23.559907327215054,-23.90619875707629,-24.370870937364078
