Z,PSFMAG_u,PSFMAG_g,PSFMAG_r,PSFMAG_i,EXTINCTION_u,EXTINCTION_g,EXTINCTION_r,EXTINCTION_i,SN_MEDIAN_ALL,DM,K_u,K_g,K_r,K_i,M_u,M_g,M_r,M_i,u_g,g_r,r_i,comm
0.4831924140453338,18.78818702697754,18.646684646606445,18.72291755676269,18.502498626708984,0.1520793437957763,0.1184991970658302,0.0819771960377693,0.0609178431332111,25.976303100585938,42.23790330241059,-0.2251466124540962,-0.2932938550050694,0.0965360611069752,0.0325884704505428,-23.376649006774727,-23.416423997864904,-23.693499002792635,-23.828910989285355,0.0397749910901765,0.2770750049277311,0.1354119864927199,17
0.2868602871894836,19.475242614746094,19.07030868530273,18.48544692993164,18.419164657592773,0.093890443444252,0.0731588006019592,0.0506109185516834,0.0376093350350856,27.48464012145996,40.91225626332055,-0.2593051474640681,-0.1174070845590662,0.0495098703193833,0.246239197963065,-21.27159894455464,-21.79769929406071,-22.526930122259976,-22.776940138725926,0.5261003495060699,0.7292308281992668,0.25001001646595,19
0.6964296102523804,17.997636795043945,17.531938552856445,17.761011123657227,17.50674819946289,0.1883479505777359,0.1467594504356384,0.1015275046229362,0.0754458159208297,35.062034606933594,43.196130082193726,-0.234652435350213,-0.3851436969980503,-0.0506522122177813,0.0686125843214866,-25.152188802377303,-25.42580728277487,-25.48599425094165,-25.83344028297315,0.2736184803975661,0.0601869681667857,0.3474460320314954,21
0.9435744881629944,18.022550582885746,17.915075302124023,17.762821197509766,17.927839279174805,0.1848334372043609,0.1440209597349167,0.0996330380439758,0.0740380212664604,34.711692810058594,44.00445765956786,-0.355352593789452,-0.3807727228503851,-0.2011316595044968,-0.0119858114781803,-25.81138792009703,-25.85263059432837,-26.14013784059757,-26.138670590181334,0.0412426742313414,0.2875072462692039,-0.0014672504162369,2
0.119,18.331130981445312,18.01961708068848,17.65580177307129,17.12494468688965,0.2296831458806991,0.1789675503969192,0.1238089203834533,0.0920033007860183,34.8379020690918,38.791918090835,-0.120785317270383,0.0073964639296887,0.2382745786267392,-0.126272648578486,-20.569684938,-20.958665024473127,-21.4981998167739,-21.63270405615288,0.3889800864731256,0.5395347923007741,0.1345042393789803,8
0.3096725940704345,16.734315872192383,16.658832550048828,16.644458770751953,16.723392486572266,0.1673995703458786,0.1304366141557693,0.0902354419231414,0.0670546069741249,39.64103698730469,41.10344291677659,-0.2684231281893546,-0.1391392042795342,0.0363606497631298,0.2464192237834643,-24.268103486740728,-24.435907776603997,-24.585580237710904,-24.69352426096191,0.1678042898632661,0.1496724611069098,0.107944023251008,1
0.209835,17.57608985900879,17.5376033782959,17.388484954833984,17.040353775024414,0.1961359530687332,0.1443149596452713,0.1046692430973053,0.0793675184249877,30.979549407958984,40.14299078818253,-0.2072175999330439,-0.0530179227566286,0.1127956836881457,-0.025113125110834,-22.55581928230943,-22.69668444677528,-22.971970760134,-23.15689140647227,0.1408651644658469,0.2752863133587198,0.1849206463382735,17
0.9169664978981018,18.67474174499512,18.34454727172852,18.136404037475582,18.18441200256348,0.1387042701244354,0.1080774292349815,0.0747674629092216,0.0555602386593818,27.66975975036621,43.92803172907664,-0.3463444912579347,-0.3904794974424664,-0.1857203984114396,0.0059219308494469,-25.045649762948027,-25.30108238914064,-25.68067475609884,-25.805101896021995,0.255432626192615,0.379592366958196,0.1244271399231564,21
0.729577,17.66533088684082,17.419578552246094,17.34507942199707,17.296672821044922,0.3666053414344787,0.269744724035263,0.1956413686275482,0.1483489274978637,27.704343795776367,43.31933407014678,-0.2549901356304574,-0.395361345729402,-0.0785379003464144,0.0741699295232036,-25.76561838910998,-25.774138896206548,-26.091358116430843,-26.245180106122927,0.0085205070965663,0.3172192202242954,0.1538219896920836,22
0.378,18.376659393310547,17.90966796875,17.536293029785156,17.432601928710938,0.1008040532469749,0.0785458385944366,0.0543376468122005,0.0403786934912204,29.0319766998291,41.607083935850014,-0.250721836148118,-0.2028263723120555,0.0903828190010634,0.1847443406527084,-23.080506759638325,-23.573135433382397,-24.21551137187812,-24.399605041283007,0.4926286737440684,0.6423759384957286,0.1840936694048842,19
0.1092406287789344,18.460351943969727,18.110736846923828,17.884323120117188,17.49755096435547,0.1856750696897506,0.1446767449378967,0.1000867038965225,0.0743751525878906,28.7379093170166,38.59234750068985,-0.1109550756080938,0.0088635213024191,0.2566319196025204,-0.1332146779473403,-20.20671555080178,-20.635150920006332,-21.0647430040717,-21.03595701097493,0.428435369204557,0.4295920840653657,-0.0287859930967719,8
0.4582346677780151,18.853132247924805,18.414230346679688,18.42432975769043,18.229793548583984,0.1346623599529266,0.1049280017614364,0.0725887045264244,0.053941186517477,28.83348655700684,42.100691378603685,-0.2254727969066879,-0.2751783623904847,0.1044768935024265,0.0436173367641907,-23.15674869372512,-23.51621067129495,-23.853427218942105,-23.968456353301367,0.3594619775698291,0.3372165476471558,0.1150291343592613,6
0.8838134407997131,17.56882095336914,17.337692260742188,17.167259216308594,17.157060623168945,0.2898158133029938,0.2258225083351135,0.1562229692935943,0.1160904094576835,38.70797729492188,43.82970982779527,-0.3337669520481117,-0.4070581088775313,-0.1676371337532664,0.0186054385340315,-26.21693773568101,-26.310781966510664,-26.651036447027003,-26.80734505261804,0.0938442308296529,0.3402544805163394,0.1563086055910361,3
0.4310276806354522,18.241378784179688,18.01254653930664,18.03687858581543,17.996849060058594,0.1719634532928466,0.1339927613735199,0.0926955714821815,0.0688827410340309,25.80858421325684,41.942966581845226,-0.2258669302670364,-0.2530338639108923,0.114426721342197,0.0741205240485927,-23.64768432069135,-23.81137894000121,-24.113210288854177,-24.089120786869252,0.1636946193098616,0.3018313488529642,-0.0240895019849212,6
0.2718003988265991,17.80278205871582,17.80340003967285,17.606843948364258,17.61947250366211,0.1562438756227493,0.1217441782355308,0.0842220559716224,0.0625860169529914,33.894493103027344,40.77821909658141,-0.2507330780891899,-0.102462634219258,0.0598564859820915,0.2304537509674747,-22.880947835399148,-22.99410060092483,-23.315453690170862,-23.451786360839765,0.1131527655256832,0.3213530892460348,0.1363326706688994,17
0.058,18.82865524291992,18.27552795410156,17.956790924072266,17.452638626098633,0.1736724525690078,0.1353243887424469,0.0936167910695076,0.0695673078298568,28.4161376953125,37.14209772821559,-0.0627606510586392,-0.0274669137915954,0.282464548087054,-0.1088975775423228,-18.42435428680604,-18.97442724906488,-19.561388143299887,-19.65012883240449,0.5500729622588416,0.5869608942350091,0.088740689104604,20
0.228,17.342058181762695,17.22878646850586,16.97237205505371,16.603992462158203,0.1562152802944183,0.1217218935489654,0.0842066407203674,0.0625745579600334,54.60137939453125,40.34541896905351,-0.2196669737604868,-0.0648445920756512,0.0963271776451248,-0.0020871485017778,-22.93990909382475,-23.17350980202097,-23.55358073236529,-23.801913916353563,0.2336007081962172,0.3800709303443277,0.2483331839882687,0
0.5870262980461121,18.097517013549805,17.63323402404785,17.605907440185547,17.463727951049805,0.1020129024982452,0.0794877633452415,0.0549892671406269,0.0408629179000854,41.58187103271485,42.7456523183199,-0.210996635979234,-0.3482754024371385,0.0479517693001388,-0.0006385954609532,-24.539151571289104,-24.84363065518015,-25.24268591457512,-25.322148689709227,0.3044790838910458,0.3990552593949665,0.079462775134111,11
0.22,16.782455444335938,16.837764739990234,16.927322387695312,16.676586151123047,0.1367083042860031,0.106522187590599,0.0736915543675422,0.0547607243061065,44.274658203125,40.25817298466744,-0.2141656255809971,-0.0597415708578152,0.1035575178715233,-0.0171342190471541,-23.39826021903651,-23.467188861409987,-23.50809966921119,-23.619213338803345,0.0689286423734785,0.0409108078012039,0.1111136695921537,1
0.3624411523342132,18.134063720703125,17.827119827270508,17.639556884765625,17.685104370117188,0.1210119873285293,0.0942917168140411,0.0652305781841278,0.0484733060002327,37.06951904296875,41.50025147626226,-0.2605438099931355,-0.1886245319223419,0.0691151501425566,0.2123196489603872,-23.22665593289453,-23.578798833883454,-23.995040319823325,-24.075940061105698,0.3521429009889196,0.4162414859398708,0.0808997412823728,6
0.3969709873199463,17.93287467956543,17.75385093688965,17.764551162719727,17.770076751708984,0.1406329125165939,0.109580211341381,0.0758070796728134,0.0563327856361866,29.253124237060547,41.73198490047238,-0.2374139366977218,-0.2210201214076482,0.1110085889081634,0.1392850943884491,-23.702329196725827,-23.86669405351647,-24.154249406333637,-24.157526028788038,0.164364856790641,0.287555352817165,0.0032766224544005,6
0.5298405885696411,17.599882125854492,17.250980377197266,17.222583770751953,17.005216598510742,0.0706769004464149,0.0550709627568721,0.0380978360772132,0.0283107757568359,45.18854522705078,42.477523628339085,-0.2201290196309996,-0.3215884828674525,0.0739215836230896,0.0215711727360644,-24.72818938330001,-24.96002573103124,-25.366959277287435,-25.522188978321243,0.2318363477312317,0.4069335462561945,0.1552297010338073,21
0.0870521739125251,19.07253646850586,18.575254440307617,18.186994552612305,17.67630386352539,0.578940212726593,0.4511062800884247,0.3120732307434082,0.2319038659334182,27.989336013793945,38.06732660048778,-0.0899357086405031,-0.0023845863560509,0.2822244727879868,-0.1605801551575514,-19.48379463606801,-19.94079385391254,-20.474629751406876,-20.46234644773826,0.4569992178445261,0.5338358974943347,-0.0122833036686138,20
0.295,17.74869155883789,17.75390625,17.653154373168945,17.689435958862305,0.1535445600748062,0.1196408793330192,0.0827670097351074,0.0615047588944435,27.98198890686035,40.98202909678994,-0.2632177823923811,-0.12522429051527,0.0443777324554654,0.2490768435291998,-23.12366431563448,-23.222539435607693,-23.45601946581157,-23.60317474035128,0.0988751199732149,0.2334800302038786,0.1471552745397097,17
0.6489859819412231,18.604568481445312,18.282358169555664,18.33467674255371,18.2346248626709,0.1690845638513565,0.1317495554685592,0.0911437273025512,0.0677295625209808,25.76533508300781,43.00967543509017,-0.2141799604225169,-0.3717808922140476,-0.0081261731845952,0.0200288508296829,-24.3600115570737,-24.48728592878902,-24.758016246654417,-24.862808985769934,0.1272743717153197,0.2707303178653966,0.1047927391155205,18
0.8752517104148865,19.9138298034668,18.752405166625977,17.88187599182129,17.54258918762207,0.5287280082702637,0.4119812548160553,0.2850067317485809,0.2117905467748642,32.842952728271484,43.8037330550174,-0.3305816708556916,-0.4103027475165601,-0.163065098910865,0.0219429139825857,-24.088049588965177,-25.05300639569092,-26.04379869603383,-26.494877328152786,0.9649568067257448,0.9907923003429068,0.4510786321189535,15
0.6964499950408936,18.391021728515625,18.051149368286133,18.040895462036133,18.147680282592773,0.1806174367666244,0.1407358795404434,0.0973604321479797,0.0723492354154586,26.36455726623535,43.19620755953868,-0.2346639556088648,-0.3851494842610558,-0.0506703019032774,0.0686251408417681,-24.75113931218081,-24.90064458653193,-25.202002227747247,-25.18950165320313,0.1495052743511209,0.3013576412153149,-0.0125005745441164,10
0.3918114900588989,18.57590675354004,18.405431747436523,18.43627166748047,18.32050132751465,0.1690580397844314,0.1317288875579834,0.0911294296383857,0.067718930542469,28.463211059570312,41.69857109486397,-0.2408923463995385,-0.2159851884687612,0.1061398060631996,0.1514608302939986,-23.050830034708827,-23.20888304651667,-23.45956866308509,-23.59724952818579,0.1580530118078442,0.2506856165684183,0.1376808651007017,17
0.0720192119479179,19.078725814819336,18.41653060913086,18.048120498657227,17.50674819946289,0.4516917169094085,0.3519551157951355,0.2434809207916259,0.18093241751194,44.524295806884766,37.63340471071295,-0.0759569882451673,-0.016873799668432,0.2868960782542079,-0.1586056395943205,-18.93041362455785,-19.55195541770879,-20.115661211101557,-20.148983289167678,0.6215417931509393,0.5637057933927636,0.0333220780661207,20
