SDSS_NAME,Z,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
132125.56+320605.2,2.067497,-24.718094542437047,-24.847738696693035,-25.151722587891665,-25.415285696662902,-25.709713813166434,-21.73232862618373,-22.25016942148291,-26.62214186905364,-26.741345018326825,-27.080464583618,-26.723700557917734,-27.35249362715697,4
132204.81+303838.2,2.233,-23.91861788135756,-24.0780495955478,-24.44176482898276,-24.64817516648125,-24.97772591748216,-19.814061213001345,-20.86416161812082,-26.074791993980508,-26.103542920681523,-26.888179932266105,-26.181341995857792,-26.64669966606945,4
132304.58-003856.5,1.82,-23.94816360678084,-24.29605975379607,-24.933602794417265,-25.27417458759328,-25.558085001078247,-16.621390330955563,-19.39675121370067,-26.32265756811428,-26.63032437901512,-26.720053991192668,-26.860701999262837,-27.60741647939143,4
132356.93+045049.2,2.055,-25.689208016401867,-25.840171723966357,-26.164169139922567,-26.26612904023606,-26.50641950007373,-18.72286732352109,-19.52585326455588,-26.77896460274905,-27.0540671375931,-27.51882053398052,-27.652862742348425,-28.726190725630083,4
132552.17+663405.7,2.521,-25.076790696227043,-25.14460580402324,-25.54339003205686,-25.7155577843448,-25.95994905656313,-20.36732299540355,-21.660525755764805,-26.49910541751612,-26.5794977137682,-26.85730925555398,-26.935898483712545,-27.541679844299992,4
132624.76+131727.4,1.989,-23.611745892121345,-24.221894144612683,-25.195982345577903,-25.600261673773275,-25.79735139472046,-19.42613740894589,-21.419586020058464,-26.099193454571477,-26.671073218699032,-26.56878167434429,-26.870148969443708,-27.493240418129982,4
132644.47+205914.3,0.4864,-22.24911512442025,-22.40836137092697,-22.65404560620321,-22.81309242494419,-23.09858697131575,-18.45965986741661,-16.747800522079295,-23.338730870276272,-23.909481794033685,-24.458257188323373,-24.77342008558965,-25.494944710003853,4
132727.01+671520.0,2.145538,-23.994426231303866,-24.24238011700355,-24.729905288095168,-24.993808481840556,-25.302779646975583,-18.54789672861728,-21.12349725639517,-25.90053151177509,-26.31392769040136,-26.470888004224967,-26.538319767164637,-27.426953021690228,4
132748.59+653405.7,0.52524,-23.323514055994654,-23.478957192010384,-23.74939327762688,-23.821460974418248,-23.983289395905523,-16.377585420938527,-14.523882604724976,-24.16604964873316,-24.27712744690406,-24.86345886376489,-25.32411786567924,-26.178574391574447,4
132750.44+001156.8,2.528254,-24.456051968921063,-24.49145522065863,-25.137554498402984,-25.42027746065738,-25.683049373912173,-20.329589922323304,-19.39814667108084,-26.313308861940488,-26.675240988596943,-27.298763459394404,-26.998689956864595,-27.46318928749277,4
133017.54+044646.4,2.197,-23.23575699834808,-23.650825994351614,-24.57136776235796,-24.92451138906876,-25.30024496795441,-19.331016622350376,-19.84361526673144,-25.75576447869816,-26.64668949844284,-26.858232588993427,-26.70726949567096,-27.749015889562767,4
133330.61+105257.2,0.747183,-23.388107149825352,-23.761477075516197,-24.05997763042728,-24.23773131572275,-24.404534114093675,-17.280341486869336,-16.675851975837674,-24.896064469127246,-24.853623577977032,-25.68768977935617,-25.85471486020212,-26.728693696337967,4
133353.78+213035.6,1.0135,-24.27950296578039,-24.43839209020481,-24.81172421754415,-24.95695591611844,-25.103796069563703,-19.06140898935016,-17.875118428230707,-25.23541300863484,-25.208879450067585,-25.446250844926823,-26.15513559133757,-27.008672418958284,4
133401.41+461937.5,2.519,-24.67596603070064,-24.928040585445974,-25.27371522892861,-25.42061585800543,-25.74119761163479,-17.874056001036646,-21.582853843889172,-26.0945687813845,-26.74566134149695,-27.337862135663357,-26.97401863149652,-27.61929461476343,4
133426.44+185228.4,2.473,-25.463934234059003,-25.46185470259997,-25.88701251499772,-25.996074038982705,-26.194783176657587,-17.163887202229848,-18.61307871081701,-26.663106048584115,-26.89613409360806,-27.20362178875729,-26.99391500389656,-27.82402576949904,4
133610.96+184529.9,1.948,-25.40335285288129,-25.710872360299536,-26.29535997987343,-26.613414900321303,-26.83745376884231,-19.76842239450739,-22.58649593830725,-27.45015256027301,-27.72184910944132,-27.87017601796965,-27.94230444470985,-28.484322356615824,4
133612.97+375139.9,1.943,-25.08070624933231,-25.52027888150644,-26.0688887576589,-26.258227076582987,-26.463291968275676,-18.95412437575888,-22.258926247372624,-26.83029050910965,-27.32126041094656,-27.404165580219843,-27.466947040577484,-27.992255874208556,4
133647.14-004857.1,2.808,-25.762098745586083,-25.75368905138683,-26.032269883130063,-26.1647831261868,-26.447438118003664,-18.763934170676293,-21.682965210428844,-26.793961151430132,-27.511145874817824,-27.72468682910946,-27.55567725482831,-28.03605684599841,4
133651.47+662711.9,1.251,-24.825281143211534,-24.98152392318774,-25.29608908489355,-25.526792117146996,-25.76089266083171,-18.9889835303288,-19.829015046744424,-25.99096433421375,-25.98979307347748,-26.523399513417992,-26.84757115030206,-27.799243873318492,4
133804.79+473219.8,2.63,-24.82643651384836,-25.037065535717915,-25.828659086850625,-26.184302387546904,-26.471499342288965,-19.268772383388864,-20.24327181719809,-26.67702095008059,-27.20432073516449,-27.41066749088705,-27.233097560566808,-27.916777150873155,4
133901.43+251906.6,2.243,-24.42095437575264,-24.61002849709642,-25.04381987009674,-25.346244057421924,-25.719393017945205,-21.20705678505152,-22.818891270891758,-26.1879852595653,-26.88153839444414,-27.28497287646049,-27.17060343274713,-27.8641380564794,4
134021.66+210921.6,2.639,-24.803831010393747,-25.21876252708008,-25.565507821575423,-25.82594081664043,-26.313966349853608,-19.06113436335684,-18.807333230431624,-26.633371518624475,-26.806361884532897,-27.848789729343032,-27.89392110030355,-28.43585435941739,4
134100.77+641524.0,0.470801,-22.883765635569517,-23.135531429531323,-23.619165405513424,-23.633827136727888,-23.772676031709317,-17.57821810518782,-16.02173821574493,-23.971180194761857,-24.376500452185297,-24.89652071765286,-25.47751713905672,-26.183345482463576,4
134113.20+613344.3,2.297,-25.358600502275955,-25.37076889906411,-25.77405019904917,-25.891355647061363,-26.12578708947078,-20.662834861114412,-21.74371464295192,-26.33518965221085,-26.833765547187014,-27.003418668246283,-27.187544626153457,-27.98453949906587,4
134116.30+044853.7,0.931393,-23.955499026916744,-23.99454610933292,-24.29409107028105,-24.518384115790752,-24.7872871950998,-18.027007523489537,-18.64607553893705,-24.99058794937376,-25.305503988328216,-25.827576041629392,-26.136078038825293,-27.11585282542043,4
134211.97+601525.2,2.399,-24.96622488781036,-25.17403600196714,-25.49406483829651,-25.614807625040477,-25.92304042492611,-17.999583381696038,-21.65874606869872,-26.51738952222087,-27.116885822016982,-27.695831368085926,-27.3175442057626,-27.87530230118383,4
134422.34+202111.5,1.076,-24.475990235546963,-24.590680496205483,-24.84798536412342,-25.014863043224672,-25.126598552300862,-19.134609030654456,-18.031694017769052,-25.624135223319,-25.24157085562359,-26.031858775425505,-26.496982936444947,-27.46208880094216,4
134427.02+661539.9,1.320811,-24.81184598620463,-24.7990150062394,-25.11749132331547,-25.261236116926167,-25.48309593803777,-19.056015856521327,-20.0004403298594,-25.85056435828354,-25.81856242014383,-26.596785322826857,-25.83953922926208,-26.625647525314164,4
134453.90+625227.7,2.858,-25.26741915148268,-25.210583093961542,-25.61794064753972,-25.82148876094708,-25.950811962519538,-20.471797121168603,-21.70710837297024,-26.207304696295783,-26.84964603586952,-27.451158868019547,-27.08865730122031,-27.709656440487866,4
134615.31+210436.2,0.8811,-24.01843963769041,-24.3785294732388,-24.769412477103167,-24.874384939437306,-24.98640926081052,-19.08559038839702,-17.684711879582473,-25.200270502872968,-25.21685737392837,-25.71798862054016,-26.30287073853565,-27.16997225992189,4
134722.83+465428.5,2.915,-23.193025022550074,-24.77189111636533,-25.535923065265525,-25.99125781329272,-26.31786808101132,-14.765631183870376,-18.84459793838272,-26.716491284392188,-27.352515412584737,-27.84699768324312,-27.771561820359484,-28.09990927244895,4
134748.59+044503.0,1.501184,-24.32428438405128,-24.72371912074212,-25.031491533055966,-25.12303291942612,-25.37184960460139,-18.40474200732771,-19.52046038976824,-25.92513138696443,-26.117217718430613,-26.24039467517317,-26.56797610590788,-27.600817564172683,4
134804.34+284025.3,2.473,-24.802191372736356,-24.895160583480195,-25.19949042532509,-25.373950359217226,-25.632644008492807,-19.7923976215004,-22.804280667069666,-26.181145477658827,-26.353881506628017,-26.65778854611404,-26.60972486116524,-27.0367900870712,4
134840.17+350614.1,2.794,-24.22983433429038,-24.735314137157232,-25.12897062432609,-25.251284686759053,-25.578313045694657,-20.02811116282249,-19.32311839855563,-26.48682061027888,-26.042696792095292,-27.03932444154921,-27.03733617573604,-27.53540178364156,4
134943.48+260111.2,1.225867,-23.94564351865595,-24.065696920680026,-24.340508651500777,-24.45637085563672,-24.66225360181381,-18.39722357120431,-19.588449556916604,-25.149248755275973,-25.21732866568352,-25.95058359618921,-25.608485024404786,-26.528788254913984,4
134945.16+434131.2,2.357,-25.306883771324408,-25.40019640180887,-25.880622020566307,-26.007866710116325,-26.23284929324627,-19.98622984599845,-17.670954867631604,-26.446106054389176,-26.929846504062592,-27.16281150895514,-27.14744197885152,-27.85476466374637,4
135023.11+044029.1,1.75602,-24.567836975211407,-24.910171601933893,-25.22687196565148,-25.350482500501705,-25.58735852828825,-18.56301076063454,-19.54803763768628,-25.974257427503403,-26.369869211904646,-26.65059929822894,-26.665030442588115,-27.541351190798505,4
135031.73+084354.7,2.621,-25.029358149187683,-25.064683984504526,-25.465371068297586,-25.59875309155795,-25.84950806035069,-20.10630385345044,-21.16427365679733,-26.316359001483463,-26.57440452424561,-27.355693430016988,-26.713524432525947,-27.43906833772297,4
135114.85+360505.5,2.16,-24.617917708992053,-24.77254005487308,-25.161326565424943,-25.253097269149997,-25.45662601621212,-15.538334068091444,-19.428749520931014,-26.41162731581445,-26.330497576486163,-26.479615857194307,-26.562792406182453,-27.432135755653693,4
135127.59+210209.3,0.8194,-23.863381206942336,-24.03946405376568,-24.278722130414547,-24.34118198151525,-24.41658453833627,-19.1098784380692,-17.53580691998459,-24.780067539693185,-25.02257209949703,-25.049660985050743,-25.289888392709678,-26.187561990417464,4
135155.30+255831.7,1.319833,-24.60895463485784,-24.939940001181423,-25.204027541377197,-25.353688485773034,-25.600582227604185,-17.964536404496787,-19.81654208909581,-25.80387153388897,-25.974571040930755,-26.461481972523647,-26.997564996487977,-27.93515334799928,4
135305.54+044338.6,0.522821,-23.27954636282122,-23.432721722290964,-23.51924719429672,-23.64457307946556,-23.834271613641377,-17.595513235171776,-17.702636867795608,-23.572795011922548,-24.30951390261162,-24.87367122781326,-25.34640027707523,-26.27677961673075,4
135530.35+250853.3,2.57,-24.503564106539766,-24.8774757310198,-25.545644899721857,-25.84945178061133,-26.20254145235521,-19.00756561015946,-17.832219085891683,-26.763023273944224,-27.011066069183173,-27.475221030843084,-27.140656051464184,-27.30875674198812,4
135550.20+204614.5,0.1962,-23.28363559902118,-23.62300427638159,-24.05114588522052,-24.218158640057627,-24.167999672081592,-16.118664185930495,-15.103298185502672,-24.31380361947005,-24.90668717156686,-25.56504997109772,-26.3470100175354,-26.886606161106524,4
135726.27+043541.4,1.234529,-25.29900572333094,-25.422913266400613,-25.732612569996554,-25.92643172647329,-26.16590159584256,-18.25896758282403,-19.265529059789007,-26.45268252413394,-26.36318875832646,-26.58777797420716,-27.089775747719667,-28.019858703196714,4
135727.18+135731.6,2.475,-23.141645099048684,-23.259718357586745,-23.68461839054516,-23.86480663622961,-24.13567748888331,-17.562367901349184,-19.36671708909986,-26.7951750299432,-27.272313558567287,-27.393463185382465,-26.06432691970428,-26.64299244484443,4
135823.98+021343.8,0.955699,-26.359211193685702,-26.43532169491468,-26.69556064878772,-26.82720944748028,-27.03718070803344,-18.512728950324096,-16.84702880996324,-27.092705050549643,-26.92411162556738,-27.198561739431124,-27.673243192935743,-28.5532880021607,4
135908.08+162300.9,2.409,-23.75191126174637,-24.1345573756452,-24.76188407096929,-25.065222542907755,-25.47727636166609,-18.98518012842368,-19.451605118709384,-26.02506061907851,-26.73585116947921,-27.007185554740527,-27.00993986406029,-27.886603213462852,4
135950.25+204703.4,1.447,-24.941497315033505,-25.03819103627325,-25.563481972961064,-25.70476646527569,-25.938784370932154,-19.52500927523816,-18.74826812421197,-26.266726388184413,-26.98324736062778,-26.5302887730999,-27.214753679799685,-28.077972402796615,4
140229.22-015800.0,2.84,-24.71054053806718,-24.83259555321826,-25.188843903257208,-25.30690675545405,-25.652876717439653,-21.502371978696598,-22.353301336054287,-26.2760665890779,-26.80576219194897,-27.40145569524709,-27.342737040907053,-27.732841250539288,4
140232.55+020939.7,1.374,-24.555803013763597,-24.729800123562534,-24.967054342911197,-25.06149904099924,-25.385881290607077,-18.854428961231832,-17.69266031175904,-25.917690980946425,-26.05784432447646,-26.776114891780534,-26.39090611484556,-27.399939463216548,4
140319.78+494628.4,2.553,-24.584690977493867,-24.8152815960104,-25.29791139119145,-25.456551486074638,-25.71420738272478,-17.68707486457851,-17.125284129255753,-25.956978814482035,-26.39343467474818,-26.948775365106822,-26.628299310924184,-27.20192737788427,4
140340.92+224004.3,2.703,-24.728020045626035,-25.001191112485028,-25.46362844977985,-25.56561537188805,-25.865096797504894,-19.32607836511145,-19.029354049235558,-26.417735007742888,-26.83641442364018,-27.265591054229883,-26.86638318167718,-27.33439319491085,4
140357.70+065545.5,0.5624,-22.67047780495777,-22.87904734814093,-23.08868951248953,-23.098773374483,-23.29173079319248,-13.93570931979664,-16.810328664117243,-23.991893338866696,-23.258399628861223,-23.28500146751895,-24.51156653857313,-25.316519652895284,4
140416.31+632648.8,0.948707,-24.880050060768585,-24.951322898932496,-25.276082717302845,-25.414090661030475,-25.66752168026825,-14.49103288087791,-17.485915291270246,-25.48653710179537,-25.568941581980692,-26.086961378083647,-26.96310096639855,-27.91739462849107,4
140501.93+444759.8,2.217,-24.665033985366065,-24.895162888104608,-25.424480085789696,-25.5437785290456,-25.775592595943383,-18.68673449065578,-19.41903519815428,-26.401175616994983,-26.50044975457537,-26.78907324283038,-26.99421076017653,-27.80446347726985,4
140532.90+022957.3,2.822,-23.896519483160105,-24.62506955180804,-25.08501091014709,-25.39013973196036,-25.62265904860917,-19.045492134222727,-18.665649807016564,-26.337958409654576,-26.86080456627453,-27.372894400628883,-26.80916133424504,-27.58056206276757,4
140713.78+214906.7,2.441,-24.303543777134117,-24.55308261223164,-24.98439945062881,-25.20363877714193,-25.62467201585158,-19.49709771057333,-21.473319000791214,-26.257041983152885,-26.798587372450704,-27.401303514739645,-27.19409876302624,-27.57989004493803,4
140848.80+650528.0,1.941,-25.69100411164684,-25.82238796924498,-26.103949420995413,-26.16760113181973,-26.38831690768101,-19.28913978543217,-19.972662565815032,-26.84679409823371,-27.188439891297367,-27.302113916632027,-27.45097393628352,-28.0430914066441,4
140955.57+562826.4,2.575,-25.3352256610119,-25.577251781537026,-26.3528662333966,-26.52507769466435,-26.751418984302305,-18.81006232953952,-19.500103148577555,-27.11463707370164,-27.7035049093309,-27.95571926145015,-28.026131843588384,-28.91465007739055,4
141007.73+541203.4,2.34,-24.370269534412817,-24.662952409752247,-25.168163605323027,-25.372002685294536,-25.69648839427922,-18.8695884840206,-19.79772659842582,-25.890044580401117,-26.633164702701816,-27.06289992993649,-26.87787252977581,-27.479052370514644,4
141018.46-004059.4,1.076609,-24.45748138282452,-24.549620007429397,-24.792980023781222,-24.855310902373454,-25.007101215231295,-18.817927616899897,-19.54048047236073,-25.20147118347749,-25.365662276242176,-25.911168180294887,-26.20849028844816,-27.06098491696001,4
141026.42-005009.6,2.364,-25.357580379268256,-25.470118766560443,-25.84524014852666,-26.00559165476681,-26.247670690457387,-17.673905282262435,-20.824758969070835,-26.75149591331094,-26.22511949506778,-27.42747768842013,-26.329014644229783,-27.54636063049771,4
141213.61+021202.1,0.294976,-21.912591217951626,-22.17752046056997,-22.491992533363504,-22.709551022179628,-22.8553493886707,-16.575735931596363,-14.970886771623384,-23.428897679285765,-23.702150080411247,-24.16907702151531,-23.953782717711203,-24.62046991576546,4
141316.06+020346.9,0.506364,-22.45453811629384,-22.66628828467399,-23.02152004824709,-23.134701003090736,-23.39829778880241,-18.128183482742905,-15.952331670990851,-24.01948232234804,-23.542606443551986,-24.592580293785208,-25.10916926882479,-26.10228607549067,4
141334.38+421201.7,2.813,-23.64869444422103,-24.23111608424006,-24.92156835592714,-25.324950609643107,-25.7472685053457,-18.263171302213483,-21.167175906116388,-26.43092552177705,-26.82424386172836,-27.435611043646357,-27.183889055905222,-27.533649861630234,4
141553.83+314441.8,2.68,-24.280715728064887,-24.577937650122838,-25.210740242722984,-25.528478181800505,-25.840950705725263,-19.219451943671483,-19.11386492949386,-26.188893258534463,-26.69645114922954,-27.133580256211804,-27.08520799412173,-27.80566209903212,4
141808.80+195059.4,2.891,-24.325398705663453,-24.88377657507749,-25.309159187963985,-25.54168129657876,-25.796126464215455,-20.023699583439036,-18.803694431072277,-26.29986057943156,-26.79900422223949,-27.00139724977763,-26.7971034061759,-27.447473261787145,4
141846.77+255535.5,1.954,-24.92542768084504,-25.20515569843589,-25.65870857323185,-25.971518933074567,-26.3117597119579,-19.28844405859769,-22.19266664096544,-26.742359546136743,-27.11842829412676,-27.510280561925214,-27.679908548794984,-28.583987334849063,4
141849.61+132458.1,1.871,-24.843042521298837,-25.01372133766567,-25.366881845687946,-25.584240014991774,-25.869254642971107,-19.52396490658129,-19.19941418778241,-26.299927522621463,-26.453530357351195,-26.448675274104517,-26.811259194949827,-27.206082328450684,4
141851.06+085228.0,2.017,-25.70470226862845,-25.843381788407115,-26.20019277250269,-26.440631497279966,-26.67490412618508,-20.128883665955623,-22.55136115289735,-27.195467649275628,-27.44806560873102,-27.68593578312193,-27.587840215827324,-28.14552656784513,4
141951.84+470901.3,2.296,-24.958730580794835,-25.409096900702828,-26.059274143994216,-26.378804867491297,-26.699058823076133,-20.11506982168483,-20.676583775573864,-27.29326408763014,-27.752550890324983,-28.062794792199384,-28.006543634620744,-28.834326359705308,4
142010.10+132629.1,1.568946,-24.1225109990844,-24.468402019298665,-24.793586769742618,-24.908150013113023,-25.159817823341196,-19.376088789099423,-19.197099822768912,-25.6506425348117,-25.75274815970841,-26.07719919365625,-26.03413653091854,-26.85041182041886,4
142108.71+224117.4,2.184,-25.91539105428654,-25.875890277663046,-26.221882014014767,-26.524933879796453,-26.81041218218821,-19.093327353496434,-22.31564990968901,-27.38556967151134,-27.827021107633254,-28.30199574696323,-28.168865347945324,-28.799455731894025,4
142151.57+021352.7,2.338,-24.216554952169933,-24.5272316106086,-25.01126172456516,-25.12888293291297,-25.366657555937355,-15.60268265283843,-18.694365843561275,-25.96086526208047,-26.33860581916756,-26.866450904810748,-26.052372654913484,-27.00745770519317,4
142304.55+105917.9,2.527,-23.327287404067004,-24.02302269209129,-25.072125144867197,-25.39232391658313,-25.646649146935136,-18.08204734122785,-19.942088532966515,-26.14331713818575,-26.56570883825084,-27.029820555257103,-26.85683921310181,-27.21624589867944,4
142332.05+205603.5,2.425,-23.58369956155528,-23.91702586673932,-24.58701500935942,-24.7792149784248,-25.146004331887088,-18.172072083265125,-16.57165447056641,-25.88570086768085,-26.211189121874945,-26.773201093984166,-26.29557375473641,-26.80649990863942,4
142426.15+171826.5,1.982,-23.63382605029008,-24.046448674316597,-24.436670020120825,-24.54772866340996,-24.81811518310619,-18.1646642431671,-15.88917589756799,-25.64289391871586,-26.658913018051454,-26.170741165164607,-26.12207069540264,-27.14045558282393,4
