SDSS_NAME,Z,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
130947.00+081948.2,0.1543,-23.497835705721958,-23.501877441716918,-23.69685586504358,-23.942708629356986,-23.681079355979744,-23.16823255829736,-23.104767448377174,-24.06702430143036,-24.376457851966933,-24.90165980324655,-25.26822874138061,-25.690368708356115,7
131011.88+195428.1,0.3046,-22.183994879833055,-22.43060006269083,-22.926975502683256,-23.179691717294386,-23.283725603489675,-21.80149876974996,-21.924485579012483,-23.61980599697825,-23.690453736714915,-24.00614690404263,-24.17653164977937,-24.571404614281736,7
131156.19+602022.0,0.282877,-21.601188701916502,-21.834232415776324,-22.24564496552201,-22.61936553939509,-22.62789173050423,-20.96350909197663,-21.337487428962994,-22.77539581352547,-23.626979005901845,-23.743402243473096,-23.74883412784822,-24.15668648120637,7
131204.70+064107.5,0.2419,-23.53254724223522,-23.778424775422035,-24.02670306790726,-24.16969858493435,-24.187823791203904,-22.005253992542947,-22.964516682374413,-24.0711162675893,-24.573863266331543,-25.146729619644898,-26.00140208020422,-26.506377479250457,7
131217.75+351521.0,0.1829,-23.37399164919973,-23.644098852586147,-24.003849770732995,-24.12559079399811,-24.04395794282982,-22.99275343492609,-23.373458497547567,-24.37529880876225,-24.568516303145945,-25.033005335073803,-25.69221868753128,-26.24978071437462,7
131327.46+315521.3,0.303257,-21.03426467036406,-21.318356672223736,-21.8581210587319,-22.150926927657032,-22.244564790857748,-20.86901829073673,-21.257222129801725,-22.844874453475725,-23.0993908829847,-23.687478219895414,-23.80220669335552,-24.24577335132425,7
131426.49+020115.6,0.307285,-23.23720421127081,-23.426991678368555,-23.777376150933293,-23.76066378595273,-23.81027466007118,-22.832529000935114,-23.17893108333676,-23.96048309777863,-24.28416858028738,-24.967781051969613,-25.64862198194005,-26.20458521438025,7
131508.62+431152.3,0.197201,-21.42919525857194,-21.65582912727099,-21.88733960375437,-21.97539770015634,-21.915028822903267,-20.780690323325,-21.25826944752088,-22.097785066049383,-22.64056219569256,-22.967558871807945,-23.15325938199298,-23.71722800753776,7
131832.15+345337.7,0.216414,-21.90297970572511,-22.050235613912285,-22.332520737337408,-22.465890213178835,-22.503111620106104,-20.57133933037626,-21.27766681647852,-22.90931576763696,-23.36136790575583,-24.04737299401693,-24.01864703366602,-24.44956667234704,7
132020.27-003428.2,0.35346,-22.157965877883985,-22.249203456387512,-22.42878412230935,-22.57764703728067,-22.958975912125887,-21.798762232846283,-22.105864641225665,-22.88125720870748,-23.46568232487233,-24.00547387045167,-23.87145812726853,-24.466354998586027,7
132136.85+355553.5,0.28301,-22.49743476014818,-22.916994442389598,-23.310446731437487,-23.556973425065816,-23.6647224172747,-20.7988152944646,-21.625889574492792,-23.69084496483072,-24.073989346467084,-24.603097266500694,-25.419979543421675,-26.082155353550533,7
132241.83+212327.1,0.226,-21.012114135852457,-21.226742893273293,-21.529831492807485,-21.763411496000916,-21.81011983120594,-20.49702341713948,-20.78691318890058,-22.399338900929045,-22.664549636656304,-22.883258179756105,-23.35422007110436,-23.833415205650773,7
132303.62+515947.3,0.27,-20.27662918948833,-20.679843252583343,-21.207751262590943,-21.484711061964035,-21.676067358913446,-19.338653208288274,-19.39088282994049,-22.49477596993285,-22.94539186156798,-23.19819350305353,-23.529992445557927,-24.00159068426941,7
132550.99+340557.5,0.374676,-21.780149839116728,-21.93365905929949,-22.41328007945596,-22.57606264397824,-22.64517694446324,-21.422115617640024,-21.396602151155477,-23.57436672322564,-23.77889395597022,-23.96164051990798,-24.113097048207536,-24.703648619635523,7
132820.63+311525.2,0.23999,-21.784873224036463,-21.86115204133073,-22.203211576706167,-22.454500583208727,-22.46744559495466,-21.396131835595035,-21.420848435210083,-22.975957710423764,-23.328383050834145,-23.83950006287614,-24.402340740477875,-24.90404288777122,7
133053.27+311930.5,0.242,-22.37451927618676,-22.580982901101574,-22.72049809417992,-22.906405334546307,-22.859076546115823,-22.091552191927303,-22.105549752748573,-22.80408645712688,-23.183769423261023,-23.41039564539806,-23.98764028930451,-24.62543261955726,7
133345.47+414127.7,0.225207,-21.63659164138178,-21.90565082998076,-22.332663661476005,-22.534653147971127,-22.502757138436603,-20.252874980510413,-20.91656675936907,-22.582457286424017,-22.941139264018965,-23.627680716849973,-24.265419305942867,-24.895209517206133,7
133356.38+313355.3,0.512412,-22.813940028425016,-23.076329082043635,-23.45994146103459,-23.48331945244372,-23.707215008111422,-22.96399596706794,-22.739500533760133,-23.68721724924439,-23.886914423875897,-24.1523401630289,-25.194828770394757,-25.5566729505866,7
133415.17+412302.9,0.310318,-21.277483669485235,-21.929662498962347,-22.479286397203783,-22.626873473903903,-22.73491303241938,-20.07619865302256,-20.566104663093917,-22.81808799832555,-23.464024290091643,-23.8022520077217,-24.23788243855592,-24.942179789936443,7
133423.30+434331.7,0.225418,-21.35823425423476,-21.512982634105597,-21.81618827294425,-22.072229928080823,-22.093832772885957,-20.90355659128996,-20.924692256908344,-22.424305928809176,-21.99716728640688,-22.681011294517965,-23.17489556171148,-23.632850898811213,7
133432.34+171146.9,0.2648,-22.977814786053408,-23.11153757053442,-23.30117831110019,-23.42902690729864,-23.50741343470669,-22.511368414134687,-22.751325137363544,-23.4803982694393,-23.46959618764306,-23.9389571761378,-24.54485123413348,-25.099578825023737,7
133433.57+600845.0,0.29298,-21.31071892673038,-21.595576532098452,-21.940614872368037,-22.22595855797489,-22.32430458187125,-21.15776291110249,-21.224682811209306,-22.4555757159882,-22.859317924610263,-23.06818352237377,-23.525692394102364,-23.96240984989354,7
133724.32+600541.7,0.234204,-21.057020826032936,-21.3216658620878,-21.66842519816292,-21.79071755385561,-21.8008677334346,-20.54232496708216,-20.98673700597308,-22.04867639601436,-22.976780435081054,-23.13329525676074,-23.221785607361497,-23.68665813449611,7
133836.72+441442.4,0.258,-21.71375448225224,-21.82411285327283,-22.042044539353085,-22.28416936783166,-22.366405949300027,-21.70239992410084,-21.752108956407422,-22.475298264087925,-22.9467412794495,-23.648842726400144,-23.705822293008485,-24.31465864098501,7
134231.22+382903.3,0.171892,-21.779760560282146,-21.843880674703165,-22.06666884201348,-22.267987353990726,-22.125955914916737,-21.89689127472325,-21.89569358000621,-22.158184637674594,-22.651352285818124,-23.066402521466397,-24.264213633788277,-24.753037821571297,7
134418.99+402259.2,0.706198,-22.71706007235728,-23.14717516869488,-23.59335220299161,-23.69225994039887,-23.87417044390136,-21.74534115960813,-22.71293419763851,-24.511080707686077,-24.942915478046444,-25.110590514850383,-25.20747537837317,-25.650256780650448,7
134444.16+630337.2,0.2923,-21.484849294875765,-21.72079010769832,-21.94235785839412,-22.100464806376127,-22.15833141847853,-20.99203978357509,-21.20386151140039,-22.443530694936257,-23.071938905234887,-23.406121008934257,-23.979507622212417,-24.632528194409183,7
134459.44-001559.5,0.245007,-22.22813158353601,-22.359689041523204,-22.5867814047164,-22.72074841972114,-22.65705688185181,-21.427808227851557,-21.485032187776334,-22.645083634053343,-22.94913426009945,-23.467740638765004,-23.883834035775312,-24.56126561886635,7
134537.81+633130.5,0.175808,-21.21584664525691,-21.319489189435643,-21.63662460496814,-21.838564489814672,-21.762392466676932,-20.896771263302384,-20.83273281216045,-22.01513817233701,-22.43063952029094,-22.968208998447476,-23.21463755525794,-23.679287164549063,7
134704.91+144137.6,0.1346,-21.492178753954484,-22.056783392912557,-22.40674555915433,-22.385320088855533,-22.49139908352827,-19.684818461902413,-20.93652500204664,-22.729823897699408,-22.92873225420284,-23.254358670052994,-23.731076882265643,-24.003794036090337,7
134737.45+301252.2,0.1178,-21.939592701085928,-21.946114107635136,-22.24212134139872,-22.461325603601704,-22.206396432755085,-20.94061851101511,-21.39205498027226,-22.72890502901419,-23.14351058696077,-23.57198766601964,-24.11562421760284,-24.420020888075975,7
134804.07+603130.6,0.237875,-21.99358923892241,-22.16595599824336,-22.374598763381385,-22.52992807275808,-22.46257227202712,-20.980987773068417,-20.95127020137086,-23.14413408577927,-23.549875615485558,-23.996461275225887,-23.829642218155268,-24.38891256789716,7
134821.53+383349.0,0.247495,-21.33332055435033,-21.49499471250357,-21.822248001408912,-21.95446278770481,-22.00448654121992,-20.647420177231048,-21.1780728994087,-22.44414247152682,-23.036127452041573,-23.446922512143495,-24.26982035450508,-24.71740278530507,7
134845.44+451809.5,0.277,-22.989261928676264,-23.14959140260389,-23.234079111635417,-23.364198420560907,-23.48154251856844,-22.5481383608329,-22.761428261510957,-23.43016695912478,-23.76095804413942,-24.066048135260928,-24.449115872483123,-24.979030636791087,7
134916.59+631351.9,0.321727,-22.257509116438747,-22.41135282407958,-22.731055523935844,-22.98385749648284,-22.91666923421292,-21.111759570488665,-21.58932399012507,-23.346596473272317,-23.618307217433607,-24.21036862921721,-24.22303429808281,-24.73821972055476,7
135053.05+252330.1,0.299473,-21.76681490380305,-21.96607287479203,-22.3789718328686,-22.593605315198683,-22.55025141524369,-21.23801605497001,-21.51721935271374,-22.99670217839016,-23.07052740772884,-23.354198786130976,-23.6834608163917,-24.110172138699284,7
135135.65+135721.9,0.258955,-20.863498040778303,-21.17720042700491,-21.647303279708623,-21.89436308958299,-22.00355788698217,-20.280854612116027,-20.593868214577945,-22.550984265408847,-23.069164173813142,-22.489624758479,-23.56954924593112,-24.07749235371553,7
135438.09+121412.9,0.343565,-21.77943838935656,-22.05469836121411,-22.523755365923616,-22.67898923050301,-22.734988533230712,-21.474595514097896,-21.55458129857415,-23.042268583120656,-23.93237928511369,-24.19408228302673,-23.99509171761337,-24.618334532069195,7
135529.89+293059.4,0.301398,-22.10791907198449,-22.25938244689549,-22.69849528932668,-22.903680609279963,-23.029537883217728,-20.4051957243192,-21.07827120661683,-23.37606735845661,-23.809848701578304,-24.1124952309778,-24.342575894051365,-24.81847452560932,7
135625.55+251523.7,0.164,-22.80954407712736,-22.91885128704693,-23.16498531634139,-23.405910367640725,-23.216792888087465,-22.04314942675076,-22.342293111176456,-23.46607124723013,-23.899881299008644,-24.49556468433879,-25.04858880264426,-25.50204587111045,7
135756.53+655902.9,0.197266,-20.965596974059576,-21.2235324394205,-21.56272015738749,-21.816979990961837,-21.676481841971757,-20.540589253642995,-20.84545848912704,-22.017431079553717,-22.42089091258195,-23.082708344049863,-23.458301878917347,-23.90961739673414,7
135801.62+115331.8,0.266923,-21.34479385824765,-21.486610702546063,-21.77428401146552,-22.011372669767372,-22.13155523157604,-19.996767254594644,-20.087321098622454,-22.65298603055566,-23.02590801747451,-23.166401552566047,-23.267958599550045,-23.679401907561157,7
140050.22+532424.5,0.174773,-21.539558530832327,-21.74599816149861,-22.09026968174516,-22.25096155150021,-22.120706279353183,-20.99775531905647,-21.67447309954464,-22.450326520463427,-22.83471601832372,-23.38485672408701,-24.22470884618162,-24.623446367394127,7
140147.02+232413.2,0.2156,-21.619611609409294,-21.9554406671552,-22.321901417948148,-22.554319609274685,-22.554867596230068,-20.62400643105915,-20.92177117031441,-22.91061486412062,-23.22699458075866,-23.566389791760308,-23.84191173622589,-24.172555795479788,7
140334.44+241256.0,0.368017,-22.548734475617568,-22.54354682764316,-22.84438130033597,-22.97507046328157,-22.98885216579477,-22.80842675791582,-22.96629029326761,-23.15844744587057,-23.710898643505853,-24.03839744681088,-24.787983969899063,-25.47954595890976,7
140336.43+174136.1,0.2223,-22.886753785197836,-23.02359532713872,-23.400276248670696,-23.54081943728523,-23.507952083161097,-21.52610615380729,-22.492646375550432,-24.008501074166634,-24.44779134520573,-24.79941862308382,-25.57841418803103,-25.975793522634337,7
140558.18+330516.8,0.3072,-21.059281630427638,-21.26328807987044,-21.76475233902646,-22.101594395618527,-22.054991993505748,-19.5834168730417,-20.839310002105343,-22.749217352023603,-22.973874676383083,-23.308725839434903,-23.746554582801583,-24.22135267723788,7
140621.89+222346.5,0.0979,-21.84757834965121,-22.128605779659345,-22.34907577691371,-22.287246312852727,-22.20408201013607,-21.270582067725663,-21.532991988432588,-22.46236126478504,-22.82045892022145,-23.208206649137374,-23.742733848306745,-24.051991231868985,7
140808.20+430316.5,0.258591,-23.078412505138527,-23.17133939630155,-23.370591674569056,-23.457519594404157,-23.521911931270765,-22.46902247227135,-22.42608649252612,-23.715216594032725,-23.81048461441077,-24.460769190276952,-24.64545885056029,-25.319123352008432,7
140824.76+543817.7,0.290576,-22.158884242205964,-22.338869991723065,-22.59843655823904,-22.798799055433264,-22.689294647258507,-21.631800982251114,-21.976541238151466,-22.884540443728778,-23.16503456720755,-23.573672606961946,-24.223106055153973,-24.80797562591916,7
141053.43+091026.9,0.1779,-22.561243843680817,-22.661637148962203,-22.889913045043897,-23.09352305570508,-22.919192461207075,-21.791874765574494,-21.67120960820392,-23.37399951308278,-23.9596618389112,-24.464840588043945,-24.534520103761103,-25.058102645123245,7
141206.07+622917.0,0.179,-19.33225668882181,-19.689114084670425,-20.256459327446105,-20.51099429417914,-20.5655615082375,-18.566469230621895,-18.78213600461928,-21.305365876163087,-21.554809373046588,-22.06362908694372,-22.39779306948733,-22.61717311101716,7
141239.23+093048.3,0.284734,-22.08421772703048,-22.246655911739925,-22.50746766784975,-22.6210190563692,-22.700817706712016,-21.44943377879897,-21.863658473922506,-22.769796874204594,-23.154230165817225,-23.77922251387631,-23.940041418316707,-24.474889617943663,7
141315.28+290637.7,0.225599,-21.53782296825938,-21.90831796747208,-22.32784228349367,-22.579812172781047,-22.668486714959094,-20.3883020953704,-20.806272851039203,-22.820575383452784,-23.555445653805823,-23.65702653641106,-24.019944223622417,-24.54597044806149,7
141504.54+155800.5,0.3554,-22.276827418878742,-22.51925863887818,-22.94457769550792,-23.04217839851713,-23.11756785363877,-21.44077154859932,-21.824543354450142,-23.72106647970707,-23.937595408174364,-24.57562681204538,-24.83331479875405,-25.40249793132549,7
141535.94+483543.6,0.274518,-21.812042246535988,-22.132871151936538,-22.70283945379387,-22.88041778778888,-23.097175204821337,-21.917855892410905,-21.999813297128235,-23.406259620504457,-23.92259149905176,-24.39231848331535,-24.7730254495363,-25.23360607058424,7
141721.79+534102.6,0.193,-20.88003376169203,-21.16986734546108,-21.59099344421423,-21.67775694928021,-21.78261350857401,-20.10347218354967,-20.168532358648356,-22.2273319681355,-22.075528417705964,-22.73163029413853,-23.021715663007985,-23.55307464930584,7
141835.13+322932.3,0.996,-23.597682205604617,-23.788425778077738,-24.204016151921365,-24.411114794773557,-24.65489790929604,-20.187907360599887,-23.889758135266963,-25.357359535438828,-25.528795895835277,-25.427131158323277,-25.107244128469752,-25.237456791809898,7
141959.55+284703.0,0.293249,-21.714746921108933,-21.93119738385907,-22.264914281498378,-22.411054214379927,-22.658736494362778,-21.6399944923058,-21.809520155239262,-22.92786025863396,-23.047941431552346,-23.32498464652781,-23.83367843376594,-24.32097945602465,7
142129.75+474724.5,0.073,-22.33583930993911,-22.478763086372112,-22.78228623407583,-22.81803490126653,-22.803938284793432,-20.52304071670002,-20.93580937570561,-23.22149005176952,-23.744684860335614,-24.24557734705156,-24.82125943809932,-25.057751221766363,7
142146.16+073908.3,0.230557,-22.714920447836867,-22.711668369163892,-22.84790372603065,-23.04971633161519,-22.94811700018426,-22.302691686024357,-22.170008892496757,-23.14768533925035,-23.46848834654696,-24.15399998488536,-24.839377656769628,-25.361591147554385,7
142307.35+351524.6,0.313628,-21.613951188546128,-21.901547190576277,-22.416275488184944,-22.738928515512644,-22.801571849504523,-20.243194402727696,-21.146399685512243,-23.444683782424583,-23.791932398852115,-24.16429658139983,-24.52337950684509,-25.11871436013296,7
142424.20+595300.5,0.134714,-22.55762705584436,-22.74625170025117,-23.046485194891428,-23.024311016703336,-23.081341512868555,-21.082915922462487,-21.288452907129397,-23.378457456527183,-23.833144880651837,-24.27498228286301,-24.17735368986352,-24.66333554374291,7
142445.56+492318.0,0.180262,-21.760970030939728,-22.06335852009267,-22.393627962452747,-22.50654695232637,-22.514163356699623,-21.357404246903464,-21.589619627561984,-22.650809308874063,-23.07896723446796,-23.653193342273187,-23.987449098916585,-24.52332969850253,7
142613.31+195524.6,0.2133,-23.025021966653373,-23.1021813321545,-23.268799132170287,-23.442500685108,-23.41426543195408,-22.26304249843608,-22.55126851222486,-24.12476770036734,-24.745528906062688,-25.3496832469696,-25.411999075533,-25.94846898513776,7
142725.04+194952.2,0.1109,-23.039383746076687,-23.024112776548463,-23.203470793065947,-23.453141407567653,-23.237304919631715,-21.670655849245087,-22.12717972770872,-23.675466751911475,-23.97159558450771,-24.40112950623273,-25.04324719976324,-25.38520289506539,7
142748.28+050222.0,0.10603,-21.953474499387514,-22.100309782301743,-22.34903797741732,-22.420335593827488,-22.32518767405702,-20.48795138462625,-20.878677338370355,-21.694278865563007,-21.99115730367785,-22.584455398301262,-23.226217115582298,-23.464975855886752,7
142940.74+032125.8,0.253442,-21.69627090829867,-21.795025486070124,-22.08943424477317,-22.298658354477304,-22.336448205913264,-21.8954713337587,-21.91857524778929,-22.606250661399,-22.8332479581106,-23.767921303568272,-23.95754597699299,-24.54741526450761,7
142943.07+474726.2,0.220687,-22.714617324260985,-22.8028705281574,-23.06074433754157,-23.31440519517738,-23.12404600937908,-22.560335089217407,-22.700319449748125,-23.75086919318988,-24.116500653688583,-24.633470603532203,-24.98095660662296,-25.547936801403857,7
143028.65+143653.8,0.3136,-21.923496253512717,-22.20913218368295,-22.53595129839748,-22.65282786091819,-22.68440467058637,-21.0428321719344,-21.58672443107161,-22.904879350466143,-23.699165685007085,-23.92638079562113,-24.281644380981767,-24.812694542920717,7
143129.60+291711.7,0.256111,-21.914565136849628,-22.164597461242604,-22.53463751335762,-22.68632486086187,-22.729191864527262,-21.231162740506868,-21.67375488474866,-23.16726058670782,-23.645949845977253,-23.857998978197998,-24.418317884518164,-25.05865868538541,7
143228.31+631030.5,0.213778,-22.07666150899328,-22.21435151619618,-22.48040917798045,-22.61042918310056,-22.717804587840757,-21.798860088116097,-22.16869239154368,-23.12487340136766,-23.795661665401973,-24.099677913886936,-24.876781887165624,-25.254070447180737,7
143605.51+511649.7,0.221392,-20.84003147368042,-21.17488882729793,-21.61313542677914,-21.730812904584973,-21.850884722810463,-20.492371368061583,-20.79553106739161,-22.294921151227012,-22.86179301515346,-22.82143068508381,-23.17910261875913,-23.438384250035124,7
143657.72+563924.8,1.816,-23.87493385934537,-24.33396694015259,-24.840763799107247,-24.93962127510189,-25.306259348366385,-23.612209491743812,-24.331549146806577,-26.18243636346433,-26.61431236483247,-27.12041210151155,-26.93220384362385,-27.12016498298189,7
143732.80+620647.6,0.219,-20.59691909801345,-20.73701439932736,-21.24265927845569,-21.53101680177967,-21.704844714261554,-19.93967129059313,-20.285246944019494,-21.772651145631677,-22.50745358241344,-22.627137732487476,-22.794146381528275,-23.17931413695961,7
143816.80+073553.1,0.1868,-21.470078685225744,-21.806412116632163,-22.16699031739746,-22.288558678793216,-22.24656137760471,-21.369524754873797,-21.764097226326648,-22.457638061280598,-22.934170761704763,-23.35232459768227,-24.21867297888408,-24.746279185008422,7
143940.27+030528.6,0.268224,-21.861962615713605,-22.064916946983317,-22.337211480412886,-22.49450890230446,-22.417326309789928,-21.71729991696369,-21.919163202018566,-22.695920810288285,-23.30158605174441,-23.74322132845324,-24.103802996355476,-24.55467585160909,7
144202.82+433708.7,0.231478,-22.625171544335565,-22.72153185183246,-22.821233857131237,-23.086009164120853,-22.999303561910263,-22.99346893396072,-22.8934535830731,-23.26583433279089,-23.62598192943815,-24.34710209236392,-25.046620791380438,-25.619000581119355,7
144302.59+404525.1,0.246064,-22.982447852388734,-23.168773118342948,-23.401473249231508,-23.50390548746092,-23.517559950141937,-22.747793919036656,-22.923013330607187,-23.80843497665958,-24.110707305171136,-24.511140439804063,-25.14656089222711,-25.691689130270483,7
144347.48+513050.0,0.200715,-21.385567891220195,-21.38571858084765,-21.642895237312395,-21.915441972976044,-21.795524753453307,-20.075993519810336,-20.298733385586512,-22.35498859898603,-22.76763496599176,-23.10220750520988,-23.825838801548528,-24.24408429707313,7
144414.66+063306.7,0.208456,-22.732616627758546,-22.72823530800756,-22.881239662621383,-23.12308018093914,-22.971687467497365,-21.912024415689416,-21.800600605652804,-23.322014122708083,-23.732869504083517,-24.469078808709693,-24.913869509202925,-25.48054122857613,7
144449.82+145102.9,0.2681,-21.35872283207265,-21.26870260021649,-21.619382096483243,-21.91773662969973,-22.09014999321155,-21.286522417770488,-21.34460908553606,-22.254577671451298,-23.109867338824564,-23.210056387716755,-23.551313702209217,-23.91714093839729,7
144645.93+403505.7,0.26703,-24.17422747860256,-24.295093852358285,-24.477373016735203,-24.402688921175145,-24.400493065359715,-24.152744024373792,-24.15300429121538,-24.60853008285176,-25.001044902170776,-25.65846762086656,-26.32141541204296,-26.929194537501683,7
144702.87+273746.7,0.2241,-20.873261326266988,-21.38227397401109,-21.7151283287026,-22.02419935893175,-22.053829307916864,-18.122101180940227,-19.53201972682792,-22.28316467831979,-22.76075899618432,-23.541629280556517,-23.780120200541973,-24.4398508510842,7
144842.05-021657.7,0.377416,-21.87858270462702,-22.2576678179607,-22.75072340257607,-22.875872458269825,-22.99276845745405,-20.31491477553176,-21.112101455490013,-23.57793818321364,-23.64094638351401,-24.338002079889016,-24.77525710514877,-25.42349375415899,7
144843.89+253116.7,0.2586,-21.79484477902402,-21.994459755699197,-22.281358698736035,-22.408590138767902,-22.423412132277434,-21.43795099489792,-21.82558005988689,-22.784992618072025,-23.07467490069444,-23.408244681048583,-23.711705791263864,-24.19722979786323,7
145006.93+581456.9,0.315538,-22.907166749945937,-23.1936425876846,-23.489635930894355,-23.61773998727917,-23.744575759739515,-22.144526061709424,-22.333092453050387,-23.39179606733187,-23.713402418445945,-24.156423091049657,-24.836834996609724,-25.447662870379823,7
145050.12+125035.9,0.260361,-20.805135144702987,-21.308682464695845,-21.817643764287737,-22.03517309789968,-22.051243176948017,-19.940566458470336,-20.48316388777588,-22.211167507232556,-22.825304149777555,-22.848234854041483,-22.65261283069419,-22.99843072692663,7
145335.60+403102.8,0.387148,-22.919773346261284,-23.11839652535457,-23.529284907496287,-23.58575685622328,-23.709216240624222,-22.6669569815212,-22.88945706962664,-23.93365219495189,-24.31980011013021,-24.802048267769703,-24.822756989157835,-25.28777751385206,7
145608.65+275008.7,0.2482,-22.833715646065123,-22.83184975122477,-23.01881357377908,-23.130325825640508,-23.109560679206865,-22.66767331938744,-22.335503068414027,-23.87887125989274,-24.438965506946705,-25.060818815791883,-25.10570184309974,-25.712454645702497,7
145818.36+484033.4,0.208991,-21.63193994923041,-21.83518027425584,-22.127498641355796,-22.294183100394783,-22.2376429473229,-20.696343005426847,-21.18566210004579,-22.64736507881924,-23.33127856632444,-23.85043623293129,-24.34309332410071,-24.848055675704234,7
145824.46+363119.5,0.246351,-22.694411971396345,-22.90862985895635,-23.2377251578147,-23.26840047193331,-23.228384675604502,-22.08471926001264,-22.485467270537875,-23.374819709345463,-23.60992473266483,-24.051263177626765,-24.40639596687296,-24.911565529963603,7
145840.41+195218.6,0.223,-21.81626445542964,-22.022163865571287,-22.348429626982934,-22.505122925089328,-22.56971015875248,-21.000134521024805,-21.259616016844458,-22.84440599733117,-23.169068282323835,-23.383763610225493,-24.024803038216515,-24.450655828948985,7
145857.84-013419.3,0.275666,-21.050040836502767,-21.34906576208693,-21.88468373471388,-22.141684032669588,-22.2247785186507,-20.27906278284082,-20.46362001856452,-22.729276446187537,-23.298813528554263,-23.891923471495616,-23.86028164705923,-24.202203538242237,7
145930.86+532316.6,0.281047,-21.25681399988337,-21.5586877160737,-21.91489036117673,-22.13798094477012,-22.31605562435516,-20.54843937012665,-21.27183114099618,-22.35233692293532,-22.911148842133628,-23.328461480554584,-24.083638297972808,-24.511021020802374,7
150245.36+405437.2,0.233365,-20.995401221550576,-21.2738341614091,-21.71223860588713,-21.82750883137226,-21.89909074682931,-20.56742201482479,-20.888104772708363,-22.320241067675724,-22.835398782894988,-23.244387560836355,-23.784327487359896,-24.17805414067671,7
150610.50+021650.0,0.135295,-22.405292106678647,-22.550804636880997,-22.791328865264905,-22.91942405136287,-22.90315999279551,-21.261810816747563,-21.77536786851487,-23.283312632350576,-23.847451243474517,-24.24624304415579,-24.75080917729293,-25.16967922424302,7
150611.65+545005.1,0.193,-20.226890152360507,-20.631636974708066,-21.087775976103227,-21.244405369038425,-21.324599170620317,-19.17642496325917,-19.713582624790632,-21.6360910153828,-21.99665225344729,-22.37537788921863,-22.63095542481981,-23.19166554869413,7
150715.31+081833.0,0.1643,-21.381870462216764,-21.505121466262004,-21.802859348821933,-21.91126804919879,-21.96458332911296,-20.366943927280985,-20.666790952962167,-22.32717579367486,-22.75463809069352,-22.93745242384353,-23.20719420183601,-23.504038003989788,7
