SDSS_NAME,Z,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
131426.49+020115.6,0.307285,-23.23720421127081,-23.426991678368555,-23.777376150933293,-23.76066378595273,-23.81027466007118,-22.832529000935114,-23.17893108333676,-23.96048309777863,-24.28416858028738,-24.967781051969613,-25.64862198194005,-26.20458521438025,3
131549.46+062047.8,0.36,-23.09572351276429,-23.41866793267918,-23.75155398885103,-23.79702724390737,-23.70569369943456,-21.305045177194557,-22.369566060462564,-23.86975065684905,-23.965630942402814,-24.990509007067445,-25.84939144864558,-26.502738393227823,3
131832.15+345337.7,0.216414,-21.90297970572511,-22.050235613912285,-22.332520737337408,-22.465890213178835,-22.503111620106104,-20.57133933037626,-21.27766681647852,-22.90931576763696,-23.36136790575583,-24.04737299401693,-24.01864703366602,-24.44956667234704,3
132144.97+033055.7,0.268833,-23.616840408519945,-23.830053834047405,-23.934410675584083,-24.057694136121377,-24.084129539989902,-22.725503558484245,-22.7461713783147,-24.164061775436814,-24.33723967344971,-24.78173948422763,-24.81634923939486,-25.5258598245517,3
133053.27+311930.5,0.242,-22.37451927618676,-22.580982901101574,-22.72049809417992,-22.906405334546307,-22.859076546115823,-22.091552191927303,-22.105549752748573,-22.80408645712688,-23.183769423261023,-23.41039564539806,-23.98764028930451,-24.62543261955726,3
133432.34+171146.9,0.2648,-22.977814786053408,-23.11153757053442,-23.30117831110019,-23.42902690729864,-23.50741343470669,-22.511368414134687,-22.751325137363544,-23.4803982694393,-23.46959618764306,-23.9389571761378,-24.54485123413348,-25.099578825023737,3
133836.72+441442.4,0.258,-21.71375448225224,-21.82411285327283,-22.042044539353085,-22.28416936783166,-22.366405949300027,-21.70239992410084,-21.752108956407422,-22.475298264087925,-22.9467412794495,-23.648842726400144,-23.705822293008485,-24.31465864098501,3
134231.22+382903.3,0.171892,-21.779760560282146,-21.843880674703165,-22.06666884201348,-22.267987353990726,-22.125955914916737,-21.89689127472325,-21.89569358000621,-22.158184637674594,-22.651352285818124,-23.066402521466397,-24.264213633788277,-24.753037821571297,3
134704.91+144137.6,0.1346,-21.492178753954484,-22.056783392912557,-22.40674555915433,-22.385320088855533,-22.49139908352827,-19.684818461902413,-20.93652500204664,-22.729823897699408,-22.92873225420284,-23.254358670052994,-23.731076882265643,-24.003794036090337,3
134737.45+301252.2,0.1178,-21.939592701085928,-21.946114107635136,-22.24212134139872,-22.461325603601704,-22.206396432755085,-20.94061851101511,-21.39205498027226,-22.72890502901419,-23.14351058696077,-23.57198766601964,-24.11562421760284,-24.420020888075975,3
134804.07+603130.6,0.237875,-21.99358923892241,-22.16595599824336,-22.374598763381385,-22.52992807275808,-22.46257227202712,-20.980987773068417,-20.95127020137086,-23.14413408577927,-23.549875615485558,-23.996461275225887,-23.829642218155268,-24.38891256789716,3
134845.44+451809.5,0.277,-22.989261928676264,-23.14959140260389,-23.234079111635417,-23.364198420560907,-23.48154251856844,-22.5481383608329,-22.761428261510957,-23.43016695912478,-23.76095804413942,-24.066048135260928,-24.449115872483123,-24.979030636791087,3
135625.55+251523.7,0.164,-22.80954407712736,-22.91885128704693,-23.16498531634139,-23.405910367640725,-23.216792888087465,-22.04314942675076,-22.342293111176456,-23.46607124723013,-23.899881299008644,-24.49556468433879,-25.04858880264426,-25.50204587111045,3
140050.22+532424.5,0.174773,-21.539558530832327,-21.74599816149861,-22.09026968174516,-22.25096155150021,-22.120706279353183,-20.99775531905647,-21.67447309954464,-22.450326520463427,-22.83471601832372,-23.38485672408701,-24.22470884618162,-24.623446367394127,3
140147.02+232413.2,0.2156,-21.619611609409294,-21.9554406671552,-22.321901417948148,-22.554319609274685,-22.554867596230068,-20.62400643105915,-20.92177117031441,-22.91061486412062,-23.22699458075866,-23.566389791760308,-23.84191173622589,-24.172555795479788,3
140336.43+174136.1,0.2223,-22.886753785197836,-23.02359532713872,-23.400276248670696,-23.54081943728523,-23.507952083161097,-21.52610615380729,-22.492646375550432,-24.008501074166634,-24.44779134520573,-24.79941862308382,-25.57841418803103,-25.975793522634337,3
140604.24+572956.6,0.325759,-22.29039236936607,-22.314457804216485,-22.64437536582074,-22.809523452886346,-22.910803238561208,-22.20753507899256,-22.39870196336976,-23.344708219349872,-23.74564255134592,-24.136802153574592,-24.535852203330958,-25.16945438542784,3
140621.89+222346.5,0.0979,-21.84757834965121,-22.128605779659345,-22.34907577691371,-22.287246312852727,-22.20408201013607,-21.270582067725663,-21.532991988432588,-22.46236126478504,-22.82045892022145,-23.208206649137374,-23.742733848306745,-24.051991231868985,3
140658.70+144238.3,0.2658,-23.59826759602482,-23.78126720564781,-23.88828211816914,-23.99974123198,-24.03265417596405,-23.304536779129005,-23.37131157891321,-23.752119204464247,-24.091097279748237,-24.731400296557776,-25.44720312101708,-26.207633266770756,3
140808.20+430316.5,0.258591,-23.078412505138527,-23.17133939630155,-23.370591674569056,-23.457519594404157,-23.521911931270765,-22.46902247227135,-22.42608649252612,-23.715216594032725,-23.81048461441077,-24.460769190276952,-24.64545885056029,-25.319123352008432,3
140824.76+543817.7,0.290576,-22.158884242205964,-22.338869991723065,-22.59843655823904,-22.798799055433264,-22.689294647258507,-21.631800982251114,-21.976541238151466,-22.884540443728778,-23.16503456720755,-23.573672606961946,-24.223106055153973,-24.80797562591916,3
141053.43+091026.9,0.1779,-22.561243843680817,-22.661637148962203,-22.889913045043897,-23.09352305570508,-22.919192461207075,-21.791874765574494,-21.67120960820392,-23.37399951308278,-23.9596618389112,-24.464840588043945,-24.534520103761103,-25.058102645123245,3
141239.23+093048.3,0.284734,-22.08421772703048,-22.246655911739925,-22.50746766784975,-22.6210190563692,-22.700817706712016,-21.44943377879897,-21.863658473922506,-22.769796874204594,-23.154230165817225,-23.77922251387631,-23.940041418316707,-24.474889617943663,3
141315.28+290637.7,0.225599,-21.53782296825938,-21.90831796747208,-22.32784228349367,-22.579812172781047,-22.668486714959094,-20.3883020953704,-20.806272851039203,-22.820575383452784,-23.555445653805823,-23.65702653641106,-24.019944223622417,-24.54597044806149,3
141535.94+483543.6,0.274518,-21.812042246535988,-22.132871151936538,-22.70283945379387,-22.88041778778888,-23.097175204821337,-21.917855892410905,-21.999813297128235,-23.406259620504457,-23.92259149905176,-24.39231848331535,-24.7730254495363,-25.23360607058424,3
141625.70+535438.5,0.263,-20.750531822756283,-20.96307255146329,-21.355938881948813,-21.587099991058587,-21.81039902154768,-20.768145893006384,-20.78012546047784,-22.332372101668483,-22.732466735592617,-22.98509331363548,-23.36488226574886,-23.864593006804768,3
142127.85+473011.7,0.371589,-22.89352545961984,-23.14138462826055,-23.52831451056885,-23.60257862919914,-23.667003768664063,-22.15566103405345,-22.54370684225261,-23.816421949043587,-23.989469063338834,-24.67334941616675,-25.28436186107493,-26.007109947961183,3
142129.75+474724.5,0.073,-22.33583930993911,-22.478763086372112,-22.78228623407583,-22.81803490126653,-22.803938284793432,-20.52304071670002,-20.93580937570561,-23.22149005176952,-23.744684860335614,-24.24557734705156,-24.82125943809932,-25.057751221766363,3
142146.16+073908.3,0.230557,-22.714920447836867,-22.711668369163892,-22.84790372603065,-23.04971633161519,-22.94811700018426,-22.302691686024357,-22.170008892496757,-23.14768533925035,-23.46848834654696,-24.15399998488536,-24.839377656769628,-25.361591147554385,3
142204.63+151046.6,0.2564,-22.357667332359917,-22.375645578724665,-22.570613795798124,-22.76332906148085,-22.86371500516932,-21.96283330961437,-22.284655969509128,-22.976717000078704,-23.370831700814392,-23.990130594834117,-24.27317963615111,-24.919263218256333,3
142238.62+143654.9,0.2413,-21.680987884574105,-21.936041292692035,-22.23428850494081,-22.35104204893834,-22.34755542876067,-21.32203038060826,-21.495843884563605,-22.56027055059118,-22.971312821513933,-23.512437131356883,-24.32837752337311,-25.017275911148573,3
142424.20+595300.5,0.134714,-22.55762705584436,-22.74625170025117,-23.046485194891428,-23.024311016703336,-23.081341512868555,-21.082915922462487,-21.288452907129397,-23.378457456527183,-23.833144880651837,-24.27498228286301,-24.17735368986352,-24.66333554374291,3
142445.56+492318.0,0.180262,-21.760970030939728,-22.06335852009267,-22.393627962452747,-22.50654695232637,-22.514163356699623,-21.357404246903464,-21.589619627561984,-22.650809308874063,-23.07896723446796,-23.653193342273187,-23.987449098916585,-24.52332969850253,3
142613.31+195524.6,0.2133,-23.025021966653373,-23.1021813321545,-23.268799132170287,-23.442500685108,-23.41426543195408,-22.26304249843608,-22.55126851222486,-24.12476770036734,-24.745528906062688,-25.3496832469696,-25.411999075533,-25.94846898513776,3
142725.04+194952.2,0.1109,-23.039383746076687,-23.024112776548463,-23.203470793065947,-23.453141407567653,-23.237304919631715,-21.670655849245087,-22.12717972770872,-23.675466751911475,-23.97159558450771,-24.40112950623273,-25.04324719976324,-25.38520289506539,3
142748.28+050222.0,0.10603,-21.953474499387514,-22.100309782301743,-22.34903797741732,-22.420335593827488,-22.32518767405702,-20.48795138462625,-20.878677338370355,-21.694278865563007,-21.99115730367785,-22.584455398301262,-23.226217115582298,-23.464975855886752,3
142943.07+474726.2,0.220687,-22.714617324260985,-22.8028705281574,-23.06074433754157,-23.31440519517738,-23.12404600937908,-22.560335089217407,-22.700319449748125,-23.75086919318988,-24.116500653688583,-24.633470603532203,-24.98095660662296,-25.547936801403857,3
143129.60+291711.7,0.256111,-21.914565136849628,-22.164597461242604,-22.53463751335762,-22.68632486086187,-22.729191864527262,-21.231162740506868,-21.67375488474866,-23.16726058670782,-23.645949845977253,-23.857998978197998,-24.418317884518164,-25.05865868538541,3
143228.31+631030.5,0.213778,-22.07666150899328,-22.21435151619618,-22.48040917798045,-22.61042918310056,-22.717804587840757,-21.798860088116097,-22.16869239154368,-23.12487340136766,-23.795661665401973,-24.099677913886936,-24.876781887165624,-25.254070447180737,3
143816.80+073553.1,0.1868,-21.470078685225744,-21.806412116632163,-22.16699031739746,-22.288558678793216,-22.24656137760471,-21.369524754873797,-21.764097226326648,-22.457638061280598,-22.934170761704763,-23.35232459768227,-24.21867297888408,-24.746279185008422,3
143940.27+030528.6,0.268224,-21.861962615713605,-22.064916946983317,-22.337211480412886,-22.49450890230446,-22.417326309789928,-21.71729991696369,-21.919163202018566,-22.695920810288285,-23.30158605174441,-23.74322132845324,-24.103802996355476,-24.55467585160909,3
144202.82+433708.7,0.231478,-22.625171544335565,-22.72153185183246,-22.821233857131237,-23.086009164120853,-22.999303561910263,-22.99346893396072,-22.8934535830731,-23.26583433279089,-23.62598192943815,-24.34710209236392,-25.046620791380438,-25.619000581119355,3
144302.59+404525.1,0.246064,-22.982447852388734,-23.168773118342948,-23.401473249231508,-23.50390548746092,-23.517559950141937,-22.747793919036656,-22.923013330607187,-23.80843497665958,-24.110707305171136,-24.511140439804063,-25.14656089222711,-25.691689130270483,3
144414.66+063306.7,0.208456,-22.732616627758546,-22.72823530800756,-22.881239662621383,-23.12308018093914,-22.971687467497365,-21.912024415689416,-21.800600605652804,-23.322014122708083,-23.732869504083517,-24.469078808709693,-24.913869509202925,-25.48054122857613,3
144645.93+403505.7,0.26703,-24.17422747860256,-24.295093852358285,-24.477373016735203,-24.402688921175145,-24.400493065359715,-24.152744024373792,-24.15300429121538,-24.60853008285176,-25.001044902170776,-25.65846762086656,-26.32141541204296,-26.929194537501683,3
145006.93+581456.9,0.315538,-22.907166749945937,-23.1936425876846,-23.489635930894355,-23.61773998727917,-23.744575759739515,-22.144526061709424,-22.333092453050387,-23.39179606733187,-23.713402418445945,-24.156423091049657,-24.836834996609724,-25.447662870379823,3
145335.60+403102.8,0.387148,-22.919773346261284,-23.11839652535457,-23.529284907496287,-23.58575685622328,-23.709216240624222,-22.6669569815212,-22.88945706962664,-23.93365219495189,-24.31980011013021,-24.802048267769703,-24.822756989157835,-25.28777751385206,3
145608.65+275008.7,0.2482,-22.833715646065123,-22.83184975122477,-23.01881357377908,-23.130325825640508,-23.109560679206865,-22.66767331938744,-22.335503068414027,-23.87887125989274,-24.438965506946705,-25.060818815791883,-25.10570184309974,-25.712454645702497,3
145817.42+455514.8,0.285738,-22.846378713585228,-22.95994258854478,-23.09492107920296,-23.214173501126776,-23.342211743409067,-22.547160912457382,-22.759862775690653,-23.5364311909755,-23.990372530675508,-24.52297043019213,-25.075182793751488,-25.65506149754888,3
145824.46+363119.5,0.246351,-22.694411971396345,-22.90862985895635,-23.2377251578147,-23.26840047193331,-23.228384675604502,-22.08471926001264,-22.485467270537875,-23.374819709345463,-23.60992473266483,-24.051263177626765,-24.40639596687296,-24.911565529963603,3
150204.10+064516.0,0.2878,-23.27702914580584,-23.510444571973142,-23.75824981611656,-23.83419244737748,-23.976749201276643,-23.178455326923103,-23.28467828162466,-24.06784495315078,-24.444164597321564,-24.94352422337941,-25.44854416194639,-26.09715958075895,3
150610.50+021650.0,0.135295,-22.405292106678647,-22.550804636880997,-22.791328865264905,-22.91942405136287,-22.90315999279551,-21.261810816747563,-21.77536786851487,-23.283312632350576,-23.847451243474517,-24.24624304415579,-24.75080917729293,-25.16967922424302,3
150715.31+081833.0,0.1643,-21.381870462216764,-21.505121466262004,-21.802859348821933,-21.91126804919879,-21.96458332911296,-20.366943927280985,-20.666790952962167,-22.32717579367486,-22.75463809069352,-22.93745242384353,-23.20719420183601,-23.504038003989788,3
150952.19+111047.0,0.284945,-22.02179318732504,-22.15318879201316,-22.363407789725155,-22.51141326591757,-22.639466532522142,-20.72705722346804,-21.134270860379743,-23.11336748329803,-23.328861485128737,-23.83186409811165,-23.76514935891187,-24.43619686396406,3
151132.53+100953.1,0.281519,-22.426919206654954,-22.82041854144604,-23.25114953010424,-23.48090777932298,-23.53186961007185,-21.65166803627096,-21.92987952095387,-23.89826931873549,-23.92186120697839,-24.23358618682282,-24.57327188974465,-25.128446781951293,3
152109.39+490434.2,0.168,-21.05841006342201,-21.07362726875862,-21.418813875025315,-21.62353643604368,-21.58165726885907,-20.637024521222333,-20.89211409179934,-21.612678377842244,-21.99192895201757,-22.678853464430528,-23.46794112099547,-23.90199069366423,3
152114.25+222743.8,0.1358,-22.44751063786301,-22.622779525476105,-22.8531813693784,-23.0342674732295,-22.978588077760065,-21.91478026161774,-22.21336268574064,-23.3616241416309,-23.98786409368534,-24.56981123839048,-25.28120774524604,-25.65850747184166,3
152139.66+033729.2,0.1265,-21.408386053559425,-21.63446899649703,-22.029010527155783,-22.46368757687077,-22.24679627555961,-20.95863397381591,-21.078190628605658,-22.573739456392893,-22.913620904583283,-23.28352788181593,-23.75419410258494,-24.08722518054033,3
152526.46+450651.7,0.253747,-22.504627765094288,-22.73229555764922,-22.98301315925778,-23.33264528922983,-23.354553820696196,-22.467116608340493,-22.604179783364707,-23.59631375319965,-24.03824789553443,-24.542884878165744,-24.90630128391842,-25.416599427334333,3
152706.74+180610.6,0.2115,-21.973716953207663,-22.176319165560137,-22.53445175354881,-22.58513131122539,-22.71825797960676,-21.27917990172497,-21.661573899965724,-22.651816451477075,-23.12093670167905,-23.36586931553923,-24.26823486384918,-24.67837769190401,3
152727.38+154100.1,0.2276,-22.69654025234525,-22.816220613613503,-22.985790648715486,-23.268618416954624,-23.14539167636377,-22.097327885734224,-22.245461702701995,-23.02576296641248,-23.13611114003354,-23.714298186046552,-24.560896522419505,-24.978499623167785,3
152732.08+433401.3,0.155728,-21.159184934074275,-21.422695094015285,-21.76514867906541,-21.85477200942843,-21.93426336148418,-18.72153165948395,-18.52372310209797,-21.96066247879405,-22.39278621369999,-22.539993521699945,-22.23216952227066,-22.525671430302012,3
152753.80+061018.9,0.1743,-23.02413705353528,-23.14855314597501,-23.42498645233971,-23.81575408666735,-23.52220179920416,-22.68304808861986,-22.817375026479205,-23.979746706739128,-24.13746221791771,-24.640848852237838,-25.06208410432226,-25.400775414019712,3
152757.67+223304.0,0.254008,-23.198540516711248,-23.3950662366924,-23.60697870900761,-23.701957384149875,-23.60538271324501,-22.723282957607864,-23.117418386511595,-23.78337727109367,-24.164661814333183,-24.44195805197048,-25.058372608366703,-25.70810918863618,3
152907.45+561606.6,0.0998,-21.67254932403981,-21.652914898267277,-21.94158176525165,-22.353425839310777,-22.035160858000182,-21.782811182059103,-21.901164926651354,-22.43850588831944,-22.71581341770811,-23.126045170421623,-23.68869838324033,-24.158168269462376,3
152911.55+155655.4,0.2187,-21.84677020408296,-22.01375151401722,-22.223871412906163,-22.32612983520301,-22.3135774303387,-21.411973397164733,-21.52775540409524,-22.5784043406432,-23.03118590611265,-23.680343901466955,-24.609517816502837,-25.1569453473846,3
153941.49+504255.7,0.203051,-22.27805162254015,-22.613142877100035,-22.866004303550504,-22.89477776927915,-22.818021803118228,-21.17357734069354,-21.735795745117432,-22.657935230390397,-22.972072648881287,-23.367635102546,-23.70471323324508,-24.096192290519276,3
154004.25+355050.1,0.163856,-22.004680711036,-22.045179325702467,-22.282081469017616,-22.41758235899904,-22.28622702132455,-21.75037485441364,-21.8911374245441,-22.545145795364867,-22.733192274225942,-23.01175748816937,-23.953108232810106,-24.35380838480355,3
154427.26+274324.1,0.163196,-21.783936493311774,-21.8759198443366,-22.13646822867492,-22.378884217134487,-22.293672206536524,-21.232319141012397,-21.2277861926992,-22.611969881178272,-23.09428874817205,-23.45805240382716,-23.915744819242068,-24.28131553175962,3
154430.52+282756.8,0.231367,-23.283776637092643,-23.31481100100555,-23.48043357671496,-23.62450078886671,-23.57757918760078,-22.972587418484892,-22.95811194627827,-23.78213392076549,-24.000969583279293,-24.464596333545643,-25.010157163540487,-25.45362555673582,3
154458.49+230810.1,0.3724,-23.00965423912254,-23.36231268246651,-23.92729606243116,-24.12582978028627,-24.066729843974606,-21.88129836694095,-22.436943627314545,-23.948412588498364,-24.134559155181456,-24.190345088946557,-24.06274658758269,-24.46316321673773,3
154732.17+102451.2,0.1381,-22.788119966823476,-23.008922892614788,-23.178222069823857,-23.23163365756035,-23.13955770816673,-21.83546051756718,-22.25801815646131,-23.64807225813973,-24.24800274122648,-24.77374599119855,-25.29240836953837,-25.644256243036025,3
154743.53+205216.6,0.264542,-24.502772234729846,-24.651734970037484,-24.748162397340955,-24.88779927808906,-24.973484136711942,-23.90007429988597,-23.87099964807651,-24.60186892540198,-24.81920612262657,-25.364292478901174,-26.2066852389145,-26.7874181257614,3
155328.49+095102.0,0.1922,-23.00745141379416,-22.96319581136809,-23.062411878694483,-23.270260562110494,-23.15404480272176,-22.22485980456917,-22.58063041552864,-23.37537520030363,-23.86913625828856,-24.66213761142173,-25.113882074246497,-25.613321305765822,3
155444.57+082221.4,0.1189,-22.30577420500738,-22.710944234676987,-23.021430806990814,-23.013437752473497,-22.935138146461505,-20.841538432559563,-21.586575728314514,-23.32844045625412,-23.630328658689145,-24.02239178519723,-24.646879791704905,-24.893447317284597,3
155620.23+521520.0,0.226599,-22.448092572702905,-22.423730528177817,-22.69676135394142,-23.01415312089112,-22.9276839729477,-21.628944037086047,-21.666354909732945,-23.328208969574984,-23.630386728813267,-23.980577284694785,-24.263819251019,-24.721688651682157,3
155650.24+080234.1,0.221109,-21.389370433694346,-21.563950441259745,-21.86655394052721,-21.97242407117439,-21.930328372568148,-21.12898882546921,-21.62868320565581,-22.433043457842786,-22.679169796649997,-23.346093057227428,-23.91751839999355,-24.449867597873144,3
160216.00+111926.9,0.1559,-21.820201051808645,-22.021434542061247,-22.243730922630608,-22.416076333860406,-22.37389397585892,-21.09760793762477,-22.08710016319892,-22.92336803165033,-23.58364862543852,-24.266408979847384,-24.91467472166747,-25.298531475226635,3
161047.73+330337.5,0.097487,-21.540013686084254,-21.90512458188575,-22.29350676431871,-22.28490476767333,-22.297101886026468,-21.00890678972265,-21.30694997109658,-22.456293063064017,-22.663382795940382,-22.84168414211834,-23.5303140378753,-23.87241769061777,3
161131.49+592052.8,0.22471,-22.173824749385304,-22.3255244282819,-22.59295972519804,-22.795885991498924,-22.831974574668084,-21.09634504221435,-21.753189511194822,-23.181449853389537,-23.346913179818195,-23.80789612757865,-24.261501966391595,-24.686223294176298,3
161133.46+484810.9,0.284497,-21.473397328886826,-21.63407495285701,-21.96896491180624,-22.22054663144613,-22.435530627922383,-21.12574622704116,-21.317000637233747,-22.740588369868767,-23.364506096912333,-23.48343642715425,-24.00242896933372,-24.55118193892589,3
161217.97+073145.4,0.2068,-21.576627968164136,-21.87824100583663,-22.436009341714488,-22.73263965193118,-22.64496379915327,-20.978871412626507,-21.286865313408168,-22.952501782663145,-23.307386005844485,-23.86334914394736,-24.60090933214285,-25.175098984650777,3
161351.68+172014.0,0.243712,-21.87916350218114,-22.01092255016668,-22.34088358498668,-22.615085273954087,-22.63770556715585,-20.821026695569948,-21.99514231223999,-23.296062821213457,-23.7900951245837,-24.419167832397974,-24.52601817797581,-25.08343113619792,3
161513.84+084914.4,2.463,-24.88054824791652,-25.064387230868064,-25.483989719234536,-25.63484384378568,-25.585740782490905,-22.118524313141787,-23.30370769719731,-26.507700796908452,-26.791821293246883,-26.89108519068182,-25.740831782986817,-25.453050500144705,3
161711.42+063833.4,0.229454,-22.859423982085197,-23.02160786678182,-23.142809858481147,-23.287133345717,-23.19302043457907,-22.09513196827164,-22.071731277486464,-23.33879474398011,-23.69130627808925,-23.988236614671425,-24.05339318645724,-24.67362450794665,3
161723.67+085414.7,0.2064,-22.702588610889457,-22.86133459098293,-23.04346383500136,-23.273961311543317,-23.156914922416107,-22.52571555021248,-22.549224385655247,-23.35409816421259,-23.64947298749981,-24.24785004646344,-25.133744891469654,-25.709423298124303,3
161911.24+501109.2,0.2341,-22.16728627974002,-22.3160596298893,-22.68570510532544,-22.980945070389076,-22.89697813541341,-22.061004380417447,-22.16893704182039,-23.291969807243813,-23.83732122518473,-24.223198494323405,-24.35106781588712,-24.84873102216438,3
161940.56+254323.0,0.26926,-23.38991412161084,-23.55343650837651,-23.8308199566667,-23.86597936598659,-23.91308672505689,-22.757781881811454,-22.991816241549856,-23.93791729347433,-24.489014036423704,-25.127461651776983,-25.566831707652664,-26.165361399743254,3
162054.51+502752.2,0.2647,-22.71471552104204,-22.85282476506892,-23.06124277820836,-23.28687839760919,-23.360524709214516,-21.88609956343844,-22.450025763432848,-23.4011582619653,-24.03549350135396,-24.251940102588275,-24.94946429172026,-25.445587103583502,3
162552.42+562729.8,0.308,-22.642986092182447,-22.87292530955244,-23.190876083869124,-23.293053583551856,-23.38368667118873,-22.15846478161242,-22.359602036801498,-23.13810934494374,-23.796632979135325,-24.10914697804404,-25.12477253864314,-25.5642280211896,3
162607.24+335915.3,0.204794,-23.12644583314257,-23.33915898426368,-23.52057258121381,-23.60317424467872,-23.53964629426344,-22.78804954296677,-22.968289499649483,-23.902465732050125,-24.60704479008937,-25.113854853317516,-25.788369071850333,-26.295728776573675,3
162741.81+535843.1,0.192698,-20.39066235080306,-20.92924538267395,-21.353420955076828,-21.464842922309987,-21.503952834524544,-19.84420688080832,-20.28576815260892,-22.01649896549513,-22.292264500448585,-22.423773082531927,-22.73340449389939,-23.249554997114643,3
162901.30+400759.9,0.272486,-22.09254174143427,-22.390181446159364,-22.69577712965456,-22.7379370656433,-22.83535248108576,-22.041869717442857,-21.980287860777956,-23.04452021633069,-23.21968929309079,-24.024663629184182,-24.46121975541059,-25.11429184510482,3
163051.74+471118.9,0.270524,-22.963440806784103,-23.111021323209496,-23.39612837363129,-23.55178187528286,-23.578608325772866,-22.892412064472914,-23.13049097036204,-23.685561267068408,-23.988821387566865,-24.682330767159893,-24.972816054472297,-25.600709739653738,3
163111.28+404805.2,0.257836,-22.90056639023188,-23.01772245924152,-23.151444178839064,-23.23680590759408,-23.29653412157424,-23.095150300590756,-23.129212529025168,-23.12404518669935,-23.485628126589035,-24.00594872106648,-24.900653356144367,-25.557161761740357,3
163124.42+295301.5,0.254492,-23.04078127284018,-23.172687309051632,-23.377712236219093,-23.56320751030088,-23.67448401172528,-22.722939846893247,-22.99668898570356,-23.840567768186634,-24.155735176327934,-24.63886675885857,-25.128842842612848,-25.71985186303575,3
163210.65+215033.3,0.183,-21.64151159842331,-21.766252318725524,-22.09334333737875,-22.35344375781772,-22.353097476605523,-20.497999599733795,-21.105154987298697,-22.57867582219323,-22.992998190227134,-23.33310796743308,-23.61131251781752,-24.106861737432663,3
163235.08+203941.5,0.191658,-21.32406093905313,-21.53033630636125,-21.8283283003514,-22.015292666003266,-21.923628671079847,-20.98751203465919,-21.06872661019281,-22.068116381682824,-22.1313045500764,-23.000185517933293,-23.88121810544568,-24.40227307316975,3
163631.58+461704.3,0.251671,-22.036280738235074,-22.19975420043688,-22.45103833197355,-22.57791058298637,-22.613116297316346,-21.921558720933128,-22.084452534681507,-22.88927638590254,-23.577679615078598,-24.278248571620967,-24.86252081830638,-25.44508947923129,3
163821.99+402413.3,0.256772,-21.368546810459783,-21.47946669226522,-21.82422735928577,-22.213375134831477,-22.258108786308625,-21.77014082142794,-21.2881468379148,-24.0461996529009,-24.143948104951026,-24.02100691958593,-24.09987420554887,-24.509428839006592,3
165551.37+214601.7,0.153555,-22.6033268710582,-22.8472776300162,-23.22885887614709,-23.49988216218241,-23.28961041430832,-21.660915822286555,-22.20717427093272,-23.49385650456164,-23.894636503067307,-24.44598409997655,-25.24518986734384,-25.622843077538285,3
165929.80+424605.6,0.173816,-22.25445889346476,-22.484413928549632,-22.718826973625507,-22.73947941322568,-22.743065014277985,-21.720444804181824,-22.29731376483613,-23.299176009595463,-24.07554826357641,-24.732718668678466,-25.35038553097173,-25.87750014385256,3
170231.06+324719.6,0.163316,-23.09467710168297,-23.310231798805223,-23.56422356087834,-23.6265486347735,-23.610518053684764,-22.349539771306528,-22.858489142416467,-23.842256065324325,-24.418082159141363,-24.95281955606975,-25.791997371522097,-26.109758155807928,3
170302.88+191034.0,0.290798,-22.704448845434,-23.036914683998827,-23.29240369889571,-23.38170954070839,-23.48060466917653,-22.339626500346785,-22.5341803974888,-23.588548521182855,-24.01870917121595,-24.538660296148425,-25.23950165063148,-25.81524680008504,3
170306.47+452557.2,0.170409,-22.075705106501676,-22.190240235165103,-22.442443446168728,-22.51130304572738,-22.46743299713224,-21.33448661165304,-21.805462217167516,-22.894843982078807,-23.368419065976365,-23.87894963740124,-24.302293973693164,-24.71255447997573,3
171046.76+321946.6,0.327266,-22.439537104098584,-22.767115540685783,-23.14453485533692,-23.38507148881528,-23.490676389255235,-21.62610769374253,-21.95879434321637,-23.527762886356467,-24.135543798337658,-24.554283173462093,-24.88927716060105,-25.54841297442264,3
171446.18+400755.6,0.178081,-20.39354786241164,-20.800171911079524,-21.188688382676315,-21.27609760108457,-21.32640160460843,-20.169499223416203,-20.194389921397686,-21.31243567518386,-21.98145685057867,-22.585860805774143,-22.590103614534463,-22.99532787742661,3
171902.29+593715.9,0.178495,-21.687397569776444,-21.851625655811706,-22.13984164346728,-22.253893570033327,-22.29297171685539,-21.07896075804973,-21.34449201525066,-22.64060493418,-23.130760071401003,-23.489286344134992,-24.25018094751461,-24.831214638670573,3
172634.26+360832.9,0.151116,-20.854644237673007,-21.440198137114635,-21.95232261523411,-22.088624703977416,-22.137831468894845,-19.727461257494785,-20.224358730313504,-22.523447476220696,-22.956374775291668,-23.161739769049134,-23.607432297606184,-24.09789343561424,3
172711.80+632242.1,0.217789,-22.411146659259835,-22.68972944333054,-22.91546131173482,-23.041765707644124,-23.113423826580213,-21.63896971462822,-22.00346694087579,-23.40178549338242,-23.64673533897865,-23.91657181078843,-24.13498348344056,-24.525295975883072,3
173229.43+564811.4,0.303373,-21.891263578923844,-22.105907207842865,-22.419072428024453,-22.556996756300453,-22.773773549371725,-21.50775119359057,-21.52934044092467,-23.011323311775783,-23.12502633796505,-23.68616742712924,-23.94049684778329,-24.41463953060244,3
