SDSS_NAME,Z,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
130818.54+125524.3,1.477,-24.00200707701664,-24.39746541253484,-24.85180716624054,-25.082016806525647,-25.423642000733853,-21.914136042712453,-23.608362547379727,-25.48124283656813,-25.88631417864929,-26.184972023481148,-26.668885589488912,-27.61054883087752,6
130909.19+561241.0,0.664543,-23.586622031117702,-23.920079722562136,-24.192219402561847,-24.3012739305263,-24.469514410211445,-21.98527678276132,-23.185665025942946,-24.649613743125663,-24.85299990805002,-25.009685072902016,-25.635946436773896,-26.610176845932457,6
130909.74+555738.2,1.63429,-24.85991029880983,-25.12386423077953,-25.385562578514516,-25.48190857973596,-25.70353968883973,-23.135777780164428,-24.71877781199209,-25.7766685067444,-26.327670579800728,-26.06750702014009,-26.690377739309863,-27.67467342721496,6
130928.92+260748.4,1.402,-24.808787295262988,-25.0234452731791,-25.327284970859434,-25.35104012906499,-25.58315504006219,-21.440407993928304,-24.54781757083233,-25.98719785561182,-26.20626116166532,-26.36572243949775,-26.78047367640242,-27.71077017597688,6
130943.71+254336.0,1.3803,-24.996365969443207,-25.13075951052707,-25.441973026270507,-25.577931140847443,-25.835372383149657,-23.931605862930645,-25.11165243125721,-26.07068005457303,-26.26437075979201,-26.15645952565252,-26.81489675740031,-27.733358558152048,6
130952.89+011950.6,0.54666,-23.523372227616328,-23.767141838925447,-24.2288431150418,-24.381205537549413,-24.649397666863564,-21.876839290343405,-22.896721658808065,-24.89979274444711,-25.106102441188803,-25.510510538454174,-25.800991968096984,-26.69941759793963,6
131006.87+010427.3,1.312271,-24.256823640220123,-24.804788034876964,-25.122911824565648,-25.2725668883902,-25.5523362676146,-21.64114709378777,-23.51657688020692,-26.05339814712708,-26.060280653416054,-26.490638547425803,-26.628917291130914,-27.57666157304863,6
131011.60+460124.4,2.142306,-26.394610995849824,-26.501570585852495,-26.82589772196373,-26.899667810729227,-27.10371398983647,-24.648978109998964,-25.21104470576253,-27.62091342733741,-27.870826295332986,-28.30058101943028,-28.30087582071408,-29.30288996869577,6
131018.46+135012.7,0.97633,-24.13806968861249,-24.37141640507034,-24.740396264384177,-24.969690305107303,-25.15967395940592,-21.75991444984904,-23.79376291286406,-25.462425448684737,-25.31754923630375,-25.65653387213357,-26.337854498599302,-27.122626798791057,6
131028.21+150327.8,1.807,-24.46789551484505,-24.631108808295284,-24.989675176735613,-25.173678999742076,-25.4913483832376,-22.824467067320192,-23.936378945391244,-26.233056135138245,-26.04271727560777,-26.855187628403076,-26.23972261965792,-26.89303303958252,6
131052.28+405703.5,1.62527,-24.58116671575647,-24.83467552624898,-25.05580500999412,-25.19658995164673,-25.40171910185538,-23.60816061456392,-24.612898989714505,-25.75917477613392,-25.962775660246283,-26.285875404784537,-26.59968953050691,-27.50950655848728,6
131134.90+231817.0,1.5271,-24.12205310075864,-24.21645524376163,-24.47089481714459,-24.625512478026213,-24.90932685545909,-22.41582723193153,-23.095998723309965,-25.6214379478103,-25.60200204540972,-25.903896298618715,-26.02040062684648,-26.91056545697619,6
131204.26+494632.5,1.136,-24.69916083048673,-24.865516239266352,-25.21413591037062,-25.35423832607783,-25.535993912403157,-22.50201177003312,-24.521538517846142,-25.64923469916912,-25.62102114568417,-25.83481566155756,-26.75969441720122,-27.531338042204887,6
131237.92+085010.2,1.158142,-24.623417086695746,-24.768863626717927,-24.985477950429598,-25.10152759376505,-25.309116628446645,-22.920087336285928,-24.30830240228855,-25.803949512344104,-25.67709604892764,-25.25335647213446,-26.239161988673384,-27.131335448221996,6
131255.20+421632.1,1.246,-24.859396186612024,-25.32164816636633,-25.624070525515805,-25.6933482053369,-25.93796843805009,-22.461892175157065,-24.40107818767491,-26.179802055607173,-25.907998753282467,-26.044630067245336,-27.09830399317193,-28.026642758561582,6
131327.87+124258.4,1.725,-24.185723467749355,-24.702687752607684,-25.089786211031026,-25.29272342164669,-25.63999450923062,-21.088264779141408,-23.765024855272674,-26.211406064110832,-26.57210124296901,-26.701734526094267,-26.970586964762397,-27.840583006362422,6
131329.53+404320.8,1.049,-24.184783919884644,-24.239126712700237,-24.58613237137625,-24.81429477273236,-25.092334995156,-21.80721983314584,-24.543632200119216,-25.564705181827605,-25.67606555179628,-25.666691774260286,-26.4863996096628,-27.38284163737322,6
131331.86+455749.4,1.479891,-24.63361925064494,-24.70653435182837,-25.000022422612908,-25.16808886928729,-25.4232742132852,-22.701813162093732,-24.19652150454706,-25.570661312811044,-25.95534882588529,-25.907764751276023,-26.261859460733152,-27.236588390883597,6
131423.13+291001.8,1.099676,-23.62542437307347,-23.948621309052907,-24.41058587685897,-24.608570822900536,-24.88677469986778,-22.352689179821823,-23.731510709709863,-25.129459266744952,-24.981069183744548,-25.713615491517764,-25.91435018232706,-26.62930509780442,6
131549.55+411129.2,1.026925,-24.475051896050424,-24.561101026757008,-24.77666988259577,-24.926110352813755,-25.11404734756231,-23.44675209836557,-24.501298043586004,-25.40062999265531,-25.54480832963237,-25.303088739724963,-26.57268435322048,-27.373148386248136,6
131602.82+471032.8,1.428263,-24.738587708053675,-24.864924873195545,-25.192207096605376,-25.231713112506704,-25.49364781373041,-22.912249733624527,-24.415740031518776,-25.904095836308727,-26.236834026703946,-26.165806769410647,-26.542806125156755,-27.580457713996424,6
131647.99-002433.7,1.748818,-24.33004211439508,-24.632545731833574,-24.987314823344125,-25.13168289312255,-25.35314827978531,-22.95149295745477,-23.679225004233015,-25.9374666981272,-26.05354380492235,-26.37613497998925,-26.203249602784545,-27.275892365996352,6
131732.75+363059.6,0.465833,-22.77338560182976,-23.112358880024622,-23.618092670820527,-23.75291234788488,-23.99019204463532,-21.83696544792807,-22.20469571169091,-23.507517907176076,-23.54298159739736,-24.372768624814427,-24.848336161444955,-25.739029467178035,6
131905.51+193037.3,1.01,-24.327773785320066,-24.47952062548948,-24.78979954758492,-24.91231445751235,-25.102129172713948,-21.97323527011319,-24.24013914072181,-25.40961016254344,-25.271606129760432,-25.795015770836415,-26.04444736117435,-26.97126114964251,6
131945.42+290641.1,1.782507,-24.469877988982507,-24.768640066415863,-25.07539917989745,-25.140582217178466,-25.3937551412066,-22.635154817105704,-23.89147699944256,-26.259220639653105,-26.76406447623707,-27.20982393175717,-26.290923651941423,-27.330973342898307,6
131956.23+272808.1,1.014695,-26.286982347949834,-26.416710431475902,-26.68032770667268,-26.763906593312925,-26.981780341747115,-24.63431023146052,-26.138515173044546,-27.140444029852542,-27.10936185655613,-27.271836427506024,-27.899931054407197,-28.852931771179264,6
132026.59+403244.6,1.028029,-23.90657408266082,-24.12146720916048,-24.4836782331614,-24.666374500508688,-24.860418146096485,-22.193711558938336,-23.814429037588702,-25.237175774072213,-25.13767493350627,-25.419267695513916,-26.0088370551441,-26.830257547924035,6
132036.84+131529.3,1.073698,-24.966514104759025,-25.104044730646223,-25.39288380546742,-25.46924472085368,-25.694522433839857,-23.539390534491464,-24.673259993130703,-26.057746570846877,-26.18316549225475,-26.3156268488184,-26.867427328489462,-27.85805115844448,6
132144.95+360904.6,1.857159,-24.553453531030808,-24.809318543173134,-25.084515007979373,-25.13457455371427,-25.39122921584169,-22.961880836150645,-23.629093723642537,-26.01020022494672,-26.281454267922207,-26.377459931220965,-26.41136477108217,-27.450440051184128,6
132156.31+330929.2,1.017991,-24.130480746011795,-24.311949401541558,-24.728455494582143,-24.89687452302424,-25.125415345943864,-21.988566055848143,-23.6375269249023,-25.39427654633691,-25.39309876209393,-25.67203730628432,-26.28604064749537,-27.15201952016401,6
132224.06+482027.6,0.959652,-24.25699521880522,-24.421381758154716,-24.78223513906595,-25.013189535895886,-25.20421576995317,-23.58324160832161,-24.01935246105524,-25.452650205023613,-25.78401855263655,-26.039297077977075,-26.246973425721265,-27.066674806432463,6
132231.06+060325.0,1.444678,-23.97476048388433,-24.31961278128993,-24.764810708816885,-24.97980864291825,-25.266058858407657,-20.39479094921317,-22.78878159201213,-25.34888051320785,-26.149509278052037,-26.064318420118692,-26.327210445126006,-27.25739390194768,6
132231.81+042726.0,0.864109,-24.271931482727396,-24.393542967483604,-24.656507024641325,-24.844843772643067,-25.0182036199784,-23.232074469949776,-23.943931127901468,-24.95771402480861,-25.48329057572455,-25.18934079981125,-25.944612221686885,-26.891326056269094,6
132237.19+382943.5,0.808316,-23.624734162877235,-23.806912887250583,-24.15152045122956,-24.258295722679804,-24.431545761204173,-23.263473733028704,-23.65117177325061,-24.756304822194387,-25.25879091518208,-25.222306451039337,-25.839213082406413,-26.811012923448864,6
132406.07+262921.2,1.686,-24.905377356653855,-25.11772463261794,-25.50771345404877,-25.760054626304093,-26.05319555215721,-22.52994244545577,-24.25933268281566,-26.5498190456646,-26.841477019069877,-27.02587471577449,-27.28601423591651,-28.072189783348524,6
132426.81+564121.2,1.255,-24.468567614205384,-24.785178847484737,-24.940457245358576,-25.005540048982468,-25.19359649399513,-20.52022756747813,-23.824813607963844,-25.12975555864578,-25.59302749487668,-26.043090442128637,-26.61170361098196,-27.48465703550793,6
132427.14+341641.4,2.165,-23.03719227307156,-23.274092852970306,-23.85095722138148,-23.9597621432911,-24.138104655388577,-21.80445666284861,-22.158026400527376,-25.804762444901804,-26.11133943594417,-26.249061525218668,-25.06356794206412,-25.98938032103876,6
132645.50+612954.4,0.978721,-24.41559814889853,-24.57116944775104,-24.905207129444644,-25.0217046842308,-25.23006183003896,-23.2673951457206,-24.219778507522516,-25.323926668734288,-25.59600493211288,-25.79581346235332,-26.32665384481805,-27.21280687355117,6
132652.44+292534.8,1.209164,-25.741822421138423,-25.889078104178004,-26.18534641535986,-26.408649394836036,-26.690669094519464,-23.364291728511542,-25.612621212639755,-26.949016659887256,-26.94168882202872,-27.11515487934945,-27.63257191938401,-28.492089621050688,6
132654.70+213126.0,1.1013,-24.79994942897829,-24.80881779119813,-25.223197017140063,-25.40751797766978,-25.54356102549007,-22.09424532413389,-24.473022702951656,-25.88378643345215,-25.742001848015462,-25.732624522889147,-26.32584300212435,-27.225455170122107,6
132657.45+405018.9,1.735,-24.325922463731093,-24.917377267551448,-25.28083011619886,-25.4303386433176,-25.640018061766774,-21.17584811729016,-23.885285773222044,-26.23411451717588,-26.263666682074746,-26.624447820211024,-26.73812671245105,-27.730546236364447,6
132736.56+033128.3,1.59523,-25.2086998500943,-25.784455979167618,-26.254655400940354,-26.45857426095538,-26.72286300095572,-22.719321972093745,-24.69950309243133,-27.004950741182032,-27.37396152288253,-27.15116951176105,-27.973845343450986,-29.06120200717991,6
132831.07+075941.9,1.33,-24.64735021924502,-24.930373038108005,-25.277409544797663,-25.536478368253185,-25.825507212189777,-22.440089123442714,-23.790866185076013,-26.23687897593681,-26.428377168917944,-26.783955889058905,-26.808784633575605,-27.67323233883543,6
132843.42+015119.5,1.445,-25.279265899409456,-25.485423106440408,-25.75482660044818,-25.94058930267472,-26.141437312521365,-23.950667625003444,-25.4673116358408,-26.62232393747292,-26.760466541429256,-26.74992605145853,-27.33413558759317,-28.1996442308622,6
132848.89+372959.7,1.4003,-25.23035382327596,-25.412036537935496,-25.758277410615182,-25.925535192942576,-26.174509776301257,-24.013351860792408,-25.180114528665698,-26.46917585484637,-26.687314359244564,-26.708711663283903,-27.2067774977376,-28.09811642073228,6
132850.94+131216.6,0.942584,-23.857479317023305,-24.029021369251275,-24.367900044888746,-24.526241138873612,-24.72216846477957,-22.48257662644136,-23.505932787726927,-24.602144904240507,-25.4446463755422,-25.606289100523984,-26.06406339783981,-26.91074304357832,6
132903.00+513652.1,1.765,-24.97557903595704,-25.17197995320545,-25.52675802133093,-25.66136587929652,-25.97981164163059,-22.560665201121868,-23.858738666474764,-26.491242348588365,-26.515041162954464,-26.78017178359381,-26.725145711867757,-27.405959111412123,6
132909.38+313925.3,1.051288,-24.095475423480337,-24.42684995291567,-24.81472816097728,-25.02107985497794,-25.324274214568003,-22.11459264888654,-23.69260325021955,-25.80268943622629,-25.418804232321992,-25.74124083101712,-26.46349836171921,-27.32942156074369,6
132921.75+144431.2,0.981521,-24.245804150281813,-24.403436980730465,-24.676467371410645,-24.743091945375667,-24.944232917181036,-22.984544118144974,-23.67125937616677,-24.75182798055667,-25.242607137588685,-25.50745773120183,-25.896627621996664,-26.87124053432199,6
132943.72+363851.5,1.1477,-23.93838107364872,-24.14491377990198,-24.53165681779749,-24.779545907045545,-25.03838470795113,-22.87463393661431,-24.110128522730964,-25.27747971214966,-25.516787450785163,-25.91186550942597,-26.015366942797584,-26.76873038350869,6
133013.37+352407.1,0.97398,-23.689812647301675,-23.822960873056584,-24.3184364794918,-24.475243603526827,-24.6787533838284,-19.60342641918805,-22.17913069434135,-24.78997681040981,-24.980597068735797,-25.352907679403973,-25.829674378789782,-26.80675134519304,6
133050.34+351201.8,0.86495,-23.874309590197125,-23.902214160472624,-24.19660387438226,-24.370422328372364,-24.4960957422592,-23.38989700828941,-23.64068966720972,-24.927887501961923,-25.176813515197477,-24.973053699817594,-25.63132862687855,-26.46271826556044,6
133108.29+303032.9,0.85,-24.562443829328405,-24.65085140130409,-24.98199839992801,-25.21816736661539,-25.40835679443713,-23.400315669045487,-24.413767753894664,-25.625283286460988,-25.676466149761755,-26.37137622092926,-26.49890815281601,-27.158781719813724,6
133212.48+413807.7,0.565024,-23.503927468100997,-23.74084561475337,-24.080218116607966,-24.126233205028143,-24.37775330838282,-22.168155385618512,-22.776071744633,-24.41210001473402,-24.65880872645337,-25.15992155006403,-25.35309108565278,-26.3813571171623,6
133241.10+255221.7,0.931,-24.977001979738,-25.023685353675766,-25.31273912313302,-25.51084679590041,-25.79199585730984,-22.824307799054843,-24.466704594853077,-25.964005824808535,-25.995542542539518,-26.265188695973418,-26.960879755164253,-27.92409767888944,6
133248.71+395756.0,1.152,-24.830096732459506,-24.94051975503653,-25.187943721029534,-25.32821491461589,-25.58046336959888,-23.36006571854461,-24.82927936081542,-25.60078603840611,-25.7160096394862,-25.939150751656037,-26.806265301268628,-27.66781207988871,6
133251.34+305255.5,1.718493,-23.941162133708417,-24.177121517603556,-24.52633853602156,-24.711293903493804,-25.03190075534597,-22.272429750965,-23.145329654856525,-25.94458054588917,-26.16596522976352,-26.14853996103621,-26.279752221582918,-27.193034203521496,6
133327.87+191247.2,1.3319,-24.04635229984494,-24.33728275672657,-24.725881945585517,-24.936315857087184,-25.18421682359713,-21.703430598478374,-23.57780198439499,-25.446844697906226,-25.929903563755744,-25.794329395581094,-26.367744805641625,-27.226071591071385,6
133403.68+222347.4,1.697,-24.54987370479751,-24.920944369706618,-25.300802398288027,-25.44644897940524,-25.68285027805789,-22.243810539535964,-24.23935783449522,-26.044591347717205,-26.08805345203517,-26.468525289977,-26.88825159328133,-27.821877712077544,6
133419.73+523613.7,1.664452,-24.332859496709546,-24.645447763307327,-24.90538995955341,-25.04216774684903,-25.28595653794145,-22.55290451985366,-23.993484532622062,-25.67165796003781,-26.335578270829423,-26.13983226688532,-26.08109505739741,-27.047526800594916,6
133450.71+595738.7,1.338881,-24.551913776992745,-24.623875104135365,-24.845682042457653,-24.970240950733327,-25.14031677076307,-23.165193888036804,-24.200494865065536,-25.23425299455379,-25.868498426849538,-26.073369258247016,-26.02127631889424,-27.02200222030428,6
133621.21+012221.8,0.899431,-24.023173221847333,-24.078602498475604,-24.471745759282516,-24.53329758228475,-24.71727254323373,-21.12474678059397,-23.51212626954478,-24.872240628334232,-25.471496671909858,-25.467550923102703,-26.073586425794243,-26.79783763679546,6
133639.39+024150.3,1.364096,-24.24234770352783,-24.638839004850976,-24.96397926814272,-25.15497841571095,-25.38917167162368,-23.02071626218404,-23.83320790766797,-25.8250308794571,-25.93193513010157,-26.360182575573333,-26.311059702468818,-27.23981902221825,6
133733.30+590622.5,1.088,-24.96789762341545,-25.191392074159552,-25.54952745783889,-25.75584092241449,-26.044032967869256,-22.80917023134384,-24.51544578536997,-26.174324931145616,-26.331605447817733,-26.37593196407273,-27.153086902889896,-28.056585147218968,6
133754.40+234317.4,0.9741,-23.89766209716011,-24.082194888599663,-24.48413622793467,-24.58300321455148,-24.843707117883103,-20.271526311235437,-23.168916853799995,-25.342205819158952,-25.36984627000918,-25.248733453162824,-26.34552499388625,-27.22888794334963,6
133823.15+261353.4,0.977685,-23.83249689857407,-24.05378210262916,-24.51478366056811,-24.68866709750219,-24.92224762159189,-22.53669485563444,-23.488136690225257,-25.158723396510062,-25.95326677791077,-25.545444998317,-26.525660191985416,-27.45839936013535,6
133934.12+444931.3,1.361,-25.32525515490502,-25.494724734218,-25.754658464866147,-25.891548476959485,-26.135218297338707,-23.646502360556603,-25.48708682972105,-26.36118873856489,-26.686047784908418,-26.766573788708502,-27.26719677994117,-28.203926538952995,6
133934.50+171503.2,1.3927,-24.391480856996484,-24.522067800760933,-25.04877064597945,-25.213039864392773,-25.437218821232605,-23.11937252537965,-24.51459160477068,-26.21340429595073,-25.8729246406651,-26.067469798139545,-26.01459459672981,-26.89268580288997,6
133946.70+093658.1,1.094446,-24.082666362355333,-24.23539384109356,-24.57010449182972,-24.738424442409084,-25.01759128789544,-22.984907882287985,-23.97012122983837,-25.305828927746948,-25.646079141061804,-25.72415919768559,-26.43069015592821,-27.26600257545168,6
134006.81+184122.1,1.957,-24.6778700303971,-24.930720191718866,-25.254952368663485,-25.327346644917636,-25.527581681431023,-23.29932399276095,-23.85514105718014,-26.398128066274246,-26.67239407351433,-26.794775115366143,-26.52243726374417,-27.392984496314376,6
134100.78+412314.0,1.217076,-25.830105200725,-26.057733890040723,-26.30470184965832,-26.47340336536236,-26.747910843543707,-24.216349691949272,-25.80694843110201,-26.96353299231344,-26.94374782536676,-27.256284250005343,-27.882664367927287,-28.956853568173813,6
134117.06+601620.0,1.299,-24.169252995147893,-24.40697475638567,-24.75887341057338,-24.95388672093079,-25.181917208158065,-21.785410472861955,-24.087775524677816,-25.619551810562815,-25.814353041923457,-25.874590197836167,-26.29268170429495,-27.278206511619747,6
134122.50+185213.9,2.014,-25.683968321557217,-25.99245410698649,-26.371611127623154,-26.5081177409966,-26.75683970265469,-23.45269253089118,-24.245916706323385,-27.329107213293156,-27.68943137094349,-27.621371295465664,-27.82679223829155,-28.81160179881093,6
134136.72+405130.4,1.645,-24.349638019306603,-24.7778851147465,-25.166639538593127,-25.35167424971178,-25.505622123286063,-21.480635746825023,-23.71803390703285,-25.882103614234985,-26.177426946500503,-26.148077043873798,-26.62661436193437,-27.65029526410329,6
134159.91+370710.1,1.104258,-25.250344172622924,-25.421410520766724,-25.80068217550569,-25.99738303870959,-26.19215587551201,-24.153467536188572,-25.34840224367815,-26.493845838222764,-26.297750217062347,-26.646297093042783,-27.13917531896816,-28.04742645074738,6
134213.26+602142.9,0.96296,-24.329829563354725,-24.497145722429646,-24.837858059242592,-24.991178443034023,-25.14530735983169,-22.729637851582204,-23.626197278793093,-25.520414939987432,-25.160015834015237,-25.647367178017102,-26.04373232160839,-26.799928670388137,6
134630.68+114726.8,1.638998,-24.539815848404302,-24.719775401138325,-25.022863744221144,-25.12681407125053,-25.39970390590821,-22.76546105329773,-24.096524981114367,-25.80477474497783,-25.99717785231528,-26.696938707437837,-26.264989305017533,-27.180220461361834,6
134636.59+012213.8,1.932712,-25.47501990376008,-25.753019553264537,-26.052099248573644,-26.13555831822877,-26.336363138008345,-23.406476475223688,-25.095839949975165,-26.791219612710925,-27.11615249854457,-27.12540676677541,-27.351116283393655,-28.19252692447197,6
134752.10+410301.2,0.954814,-23.902363024192557,-23.90131748543337,-24.176300880095194,-24.297423770336454,-24.53981622573481,-20.756130162435475,-23.72939343895383,-25.012820217163547,-25.35939583740161,-25.63944329697416,-25.809297259139885,-26.805560767146325,6
134758.98+272450.6,1.060376,-23.83883342724157,-24.00856543869818,-24.387177774571352,-24.57867163951044,-24.85182736599246,-21.07368090269948,-23.57211069909724,-24.96458550252722,-24.972697435642463,-25.26009530114168,-26.05097740514313,-26.93742805944184,6
134809.01+280213.5,1.702,-24.41208592745976,-24.840329643394625,-25.21897779109915,-25.26427243291625,-25.410320438890317,-21.52612590038697,-23.89170770503688,-25.74491857302616,-25.997356448115507,-25.876928697064745,-26.36988115166593,-27.26042783203525,6
134855.27-032141.4,2.104287,-25.386740031594865,-25.550253909796428,-25.945792452196866,-26.10952901146661,-26.34374679804632,-21.86536564483129,-24.473633315544596,-26.91720837243897,-26.880815401418488,-27.218616541290285,-27.35242683239176,-28.24260013711488,6
134915.81+591045.4,1.038403,-24.36220286099752,-24.521653734767327,-24.86537005541528,-25.111732885975417,-25.300417669144228,-23.099455902186754,-24.233151370098987,-25.792080313137276,-25.502646051900975,-25.696107487731062,-26.275060713098817,-27.208344039759883,6
134942.00+604409.0,1.48,-24.399199406349148,-24.967952342734435,-25.272416618809988,-25.321730130726863,-25.54900799049786,-21.171501968000012,-23.254569995201965,-25.64856949895872,-25.72302850163232,-26.13096543438371,-26.1075066799017,-27.012929828875794,6
135023.68+265243.1,1.621,-25.54667516863548,-25.67934360225859,-25.93898280805595,-26.022021360890765,-26.30884615152379,-21.84194134452532,-24.86638920369153,-26.517042595279044,-26.760935833302213,-26.45753612262784,-27.091349165704248,-28.052875200198866,6
135038.48+580417.0,1.679095,-24.46848699561363,-24.610567800931967,-24.87682101158216,-25.038018546673865,-25.232053372537795,-22.854797012890163,-23.988341625947985,-25.89523007961513,-25.986334439459934,-26.19806022192136,-26.20493496953565,-27.086788410634863,6
135044.88+252839.0,0.837,-24.03830825656692,-24.32851644445533,-24.74600146997305,-24.90161665771046,-25.10092298006439,-21.772542412322952,-23.850892019947363,-25.201706416253494,-25.2984912168025,-25.73868708143185,-26.09216510276698,-26.902957324636954,6
