SDSS_NAME,Z,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
131101.85+115425.7,2.264,-23.988169207600155,-24.291364471744807,-24.866077889760305,-25.009540515388725,-25.291294794302992,-20.87583036680213,-22.066994549099277,-26.077373359851805,-26.202916698209304,-26.936165945010007,-26.266232955948983,-27.31970272281807,5
131153.59+235323.3,1.964,-25.144479906539253,-25.464701061846142,-25.74410246959649,-25.87226397354169,-26.139014402623555,-10.438181900715076,-22.889442139261245,-26.448185410602058,-26.64630389959314,-26.72471500253931,-27.028318654439904,-27.72346399951392,5
131248.73+425236.7,2.626,-25.56519145372245,-25.598281901379075,-26.09087709564301,-26.289726633037137,-26.427809089181416,-22.34759959281053,-23.5339518944288,-26.61009981966701,-27.3899490290911,-27.407554729677837,-27.24168768583212,-28.04273289446777,5
131418.21+352712.1,1.461147,-23.73736899663003,-24.20328044823007,-24.616102735232403,-24.83624811847665,-25.12990561963489,-13.10691432984,-22.986712184156595,-25.825906574646908,-26.153131782199782,-26.331502941230315,-26.14706825955582,-26.863339514059223,5
131738.46+101822.2,1.865,-24.989629105560788,-25.311034716466384,-25.74436199143624,-25.94496746303119,-26.190921340725318,-18.59497340398059,-22.318265899337163,-26.56586470944652,-26.84552950805066,-26.94884292354461,-27.19000281508645,-28.1753066940311,5
131741.87+573049.5,2.209,-24.439133621596167,-24.619844234466765,-24.964203655921352,-25.182714092586952,-25.43897044641946,-18.78466045431748,-22.19723295110056,-26.42038200122054,-26.576182508533854,-26.70425699516722,-26.46237842281864,-27.08335784374417,5
131817.64+324052.9,1.647187,-24.214118609399048,-24.625055410402283,-25.01277027925013,-25.2447458343585,-25.464253566450296,-18.58218765120905,-23.25019052135605,-25.96413926421501,-26.27623454762439,-26.38527904961392,-26.670773972244888,-27.54946876563285,5
131826.95+573132.9,1.626398,-24.670052520659,-24.93899346989019,-25.30240634612144,-25.42819131487109,-25.62916957701908,-20.10938400309126,-24.355754048005466,-25.741833127772644,-25.989464710378613,-26.30514818141097,-26.91360354297374,-27.90560798690763,5
131831.21+481512.0,0.955773,-24.38155936581929,-25.056965039863417,-25.57996962919698,-25.78342048995525,-26.16812201672883,-17.785720861621105,-23.595586380513986,-26.560928607748146,-26.59624332490081,-26.834614646080205,-27.17262838734464,-27.93617920444389,5
131843.07+410636.7,1.361262,-23.975377910736125,-24.26486585029965,-24.59487988062437,-24.82766593496559,-25.00844340818105,-15.216656184693136,-22.982820641413294,-25.674554906802477,-25.86646638106341,-26.27058716400988,-26.245260339156182,-27.18441702651985,5
131953.73+141056.3,1.432343,-25.02264348407396,-25.139604768425237,-25.45452693551418,-25.60560751725624,-25.895370893022108,-18.443915089766957,-24.214242686584107,-25.85160479387597,-26.49730391309455,-26.181067160157,-26.76491678018836,-27.64507370291324,5
131956.81+422208.3,0.642092,-23.976066873990245,-24.20150060917357,-24.689827666619813,-24.84644280735184,-25.15792761397332,-20.891245396323583,-22.56683070941978,-24.988731463924577,-25.306960358791752,-25.662006377287906,-26.20168229069972,-27.02873652053485,5
131958.60+582502.0,1.084112,-23.77538794117825,-24.004076952880943,-24.393842995733586,-24.52312501547332,-24.76187341825736,-19.189619561799088,-23.278569859584497,-25.20387589994149,-25.257679026658312,-25.26729415872786,-25.88741539972829,-26.831096277330484,5
132050.52+402813.7,1.56384,-24.247520058772384,-24.56956100562496,-24.915342716953667,-25.09025770642004,-25.398039556601336,-16.942756003608295,-22.72606933810884,-25.537796009885465,-26.187938971318165,-26.224710050132717,-26.510385953595986,-27.4106519229601,5
132239.28+473928.5,1.559098,-24.40628062332751,-24.55964924109381,-24.89971475198841,-25.01871169263816,-25.282324484453348,-18.375953390917967,-23.933145384967624,-25.634132735360623,-26.21739713054718,-26.456230435068075,-26.4615485401991,-27.39881689268853,5
132254.89+160246.4,1.3006,-24.11370118876779,-24.29955741938342,-24.713111156132328,-24.850719066529155,-25.0766769690456,-19.52589439300058,-24.053713959331724,-25.608004270442034,-25.781075156215856,-25.773277628926987,-26.318988672862822,-27.170810039533464,5
132323.48+445043.0,1.058,-24.862096624288437,-25.50544511722338,-25.9663672769183,-26.08765400157591,-26.38027941513233,-20.548740666209927,-24.69233647644445,-26.41645216082973,-26.368104520179617,-26.592395850937876,-27.38085564775512,-28.32296173965569,5
132459.46+050852.4,1.429,-25.33127192597028,-25.525520404718986,-25.750455455669908,-25.90132778501384,-26.17947242662889,-18.262009179660375,-25.26288120031475,-26.39546283994466,-26.74271479218656,-26.86222611969385,-27.40775688248228,-28.26719964848252,5
132747.47+284259.9,1.934,-24.873226818819266,-25.248406296458853,-25.644731895652548,-25.724226027482608,-25.972141024754045,-19.214298153587645,-22.27726638088892,-26.34315013750127,-26.663392072867424,-27.19793184076844,-27.035883028090783,-28.00290664709215,5
133024.24+230343.1,1.699,-24.44432247095829,-24.7216028227306,-25.07853699941945,-25.2644394484185,-25.54523194208672,-17.766466155785245,-23.3109100776792,-26.086142021402907,-26.45810533918408,-26.24259862572691,-26.49494442739848,-27.43647849466186,5
133040.03+162722.0,2.3,-24.21302717712646,-24.42346453280638,-25.014907378067228,-25.21147718723938,-25.53851751675008,-20.49986407258731,-22.08011669902506,-26.083033195839786,-26.86381503811316,-26.70392577633317,-26.531805848761078,-27.52077939750028,5
133114.35+572502.9,1.782,-24.717449317087084,-24.951280184224707,-25.259929001011397,-25.41424902073819,-25.676583265160208,-17.554634585866783,-23.17054931194505,-26.30428709987868,-26.648025210462464,-26.538132310955003,-26.54652385577306,-27.385651081404767,5
133129.89+410509.0,2.144,-25.22841853834968,-25.463437178562863,-25.88366660027917,-26.048276682793908,-26.221828428126216,-22.995558141030912,-23.222707313267243,-26.550846711325654,-26.849500527794145,-27.183716739434733,-27.454938637965324,-28.393519243142396,5
133135.99+494434.9,1.648,-24.44285923528257,-24.792388832030543,-25.09791275355525,-25.29343886071028,-25.54034591761249,-18.14547674307508,-23.69896553370748,-25.506708609553105,-25.87526894116565,-26.2495642218768,-26.48491893851668,-27.32088456235854,5
133141.12+410158.6,1.938657,-25.788583304046696,-25.91034518437956,-26.176106093916932,-26.35256263443678,-26.590424323446012,-18.036909933806324,-23.808825454442317,-26.883448642269745,-27.16493100168631,-27.365986501459805,-27.4938943861638,-27.994273837702924,5
133334.17+334207.9,1.818,-24.980700269948493,-25.214389999793354,-25.50652999175404,-25.67708776688461,-26.01336535075405,-19.013237617966723,-23.28326410520373,-26.317814059497543,-26.50468002008432,-26.562806258827383,-27.063171854675595,-27.87978439218065,5
133406.53+494235.7,1.718923,-24.18711762853887,-24.51239339300029,-24.902106954968065,-25.049566288540667,-25.319437172782088,-14.953778599549624,-22.829280347474693,-25.92988797148446,-26.12564066433953,-26.06267179623589,-26.41779971657251,-27.328581770811528,5
133550.37+284808.7,1.069,-24.727916226471304,-24.989113756694582,-25.383294450357145,-25.52856068869806,-25.731332315005304,-15.672218320832656,-24.00038312875884,-25.883270123000475,-25.840892005842388,-25.916518731296865,-26.74427740200788,-27.65819556753492,5
133721.39+211233.5,1.803,-25.233426850645877,-25.48542532299589,-25.78796339341776,-25.92617235936452,-26.16697808959335,-21.359696142652496,-24.81322116554964,-26.381245524210627,-26.63142561308928,-26.645983353731157,-27.233089175279098,-28.160335772925517,5
133731.25+055531.5,1.22,-25.54708976308229,-25.70823151485519,-26.05241428917189,-26.26796884329988,-26.56089831508961,-18.04932675412187,-25.50372714373969,-26.84799854734287,-26.78281063422685,-27.096878666274154,-27.600789794304088,-28.493899592626416,5
134014.36+183919.6,1.965,-24.44053964067413,-24.89301630174802,-25.331454021053137,-25.45524031042085,-25.684824355296627,-17.874507972160306,-23.42304984874109,-26.063254921957885,-26.44861537091243,-26.74260551231443,-26.628727448941945,-27.48189370012456,5
134301.41+215436.8,1.368,-25.332112308313548,-25.45916099024778,-25.73027872811392,-25.89550611064712,-26.17510893101815,-19.57643983525132,-25.131829441210243,-26.056953514101316,-26.108121827577147,-26.293824636215945,-27.200595411177943,-28.003275445144155,5
134317.33+635445.0,1.140929,-24.692119670969788,-24.934447249283306,-25.313893709705496,-25.462897809576745,-25.717231086175744,-18.562937813111084,-23.902186641140023,-25.99202359608574,-26.00905903276607,-26.224261898049157,-26.870129359552514,-27.80384775055429,5
134341.99+255652.9,1.6,-24.853577081387005,-25.34028146316571,-26.028507964158344,-26.20999912440693,-26.46915187764609,-19.05028878834279,-23.006823677695092,-26.84259545097566,-27.24193615562429,-27.35936406457141,-27.62824366994417,-28.236284678907285,5
134454.31+355945.4,2.597,-24.689215062016963,-24.75287652575193,-25.261048336936398,-25.446339977558537,-25.6978439975955,-16.06288637061105,-22.11863926330013,-25.90694569934191,-26.75297344856134,-26.95115848620685,-26.70510390915157,-27.24964376771376,5
134825.14+270616.1,2.199,-24.910185200755105,-24.97355308244127,-25.40389275868271,-25.48765492226709,-25.74533947737025,-16.10332879303417,-23.3023405924938,-26.320258275955094,-26.45670157329022,-26.57880401483672,-26.80269949889429,-27.88526562007153,5
134929.84+122706.9,1.727,-24.7293532207022,-25.077465438233368,-25.42676992179761,-25.586827293854768,-25.83652269390184,-17.597489573715162,-24.21276134695252,-25.86754758983512,-26.85079427352527,-26.6222310674929,-26.934665528965983,-27.874706943761893,5
135150.48-000738.9,1.443,-25.76293222937088,-25.91577001034149,-26.161820104563947,-26.349842760581428,-26.57489615777238,-18.18147625391813,-25.34125225365192,-26.7962913593583,-27.24563606570217,-27.062644407432924,-27.740343089280927,-28.798703484888893,5
135216.38+174724.8,1.5983,-23.83762113275753,-24.08752954557057,-24.46191658685613,-24.66496015536302,-24.954112676268267,-17.982214335970635,-22.597279429492296,-25.485517346520044,-26.412345797486104,-25.12830617998832,-26.173551660410087,-27.19915556508264,5
135218.49+224708.9,1.45,-24.60756537455517,-25.15494832693059,-25.73836382422633,-25.96189142848221,-26.221384953070736,-19.05165165140243,-23.029848680894297,-26.54148487684428,-26.67436961619896,-26.75573909442777,-27.232881831467648,-28.076480581042635,5
135452.25+403602.5,1.814,-25.11741633768286,-25.48253867078186,-25.870678172765224,-25.99492664586436,-26.246279338909694,-17.749963553717873,-23.533405689123807,-26.461871790004917,-26.67117884253463,-26.97121212111681,-27.176174723906147,-28.09521226095938,5
135513.34+314557.4,1.623,-24.925990350579596,-25.29968877055321,-25.652074074125984,-25.774907200531352,-26.031283288100127,-18.50650225490328,-23.38738595752945,-26.228188363394832,-26.326010159280383,-26.256234332402173,-27.19233308677241,-28.002794549469037,5
135615.47+133258.6,1.843,-24.898396116158423,-25.084123370787054,-25.40183380483804,-25.574176771329554,-25.839495498186675,-18.997781939774093,-24.021385146663604,-26.00155206518849,-26.48334808188762,-26.03291888875679,-26.74288553833825,-27.53275850400262,5
135633.47+432948.2,1.696892,-23.787046627141564,-24.16016993254372,-24.654532699152195,-24.77419051085327,-25.096070657585653,-18.16356876672018,-22.88594960491205,-25.686848605645277,-25.595943942018497,-26.0092899879736,-25.977019659620765,-26.824978856921337,5
135640.54+472419.7,1.518,-24.92933050016336,-25.145149318515763,-25.4727439879556,-25.590206200599244,-25.874608230949374,-18.257244828596164,-23.704290512448072,-26.264816710712623,-26.53449262304,-26.475560469898003,-26.817869985040023,-27.79918990277458,5
135728.42+375058.1,1.405872,-24.398550048060976,-24.65380116073138,-24.923359461570197,-25.09885794746353,-25.30258249807528,-17.940180033285625,-23.385831471036923,-25.230630553267385,-25.738389691052245,-26.10610172978252,-26.30263072188769,-27.27931807968172,5
135809.48+114557.6,1.484,-24.194017528873516,-24.417788567545664,-25.03071311401994,-25.252530871264995,-25.520591868755535,-17.136527239055795,-22.853613773135287,-25.98375987893667,-26.629046955450256,-26.355805648025047,-26.570703220449637,-27.34245228175368,5
135818.99+431925.3,2.499,-24.75881294861433,-24.763715016273725,-25.208606184106948,-25.35030159971199,-25.64838002479404,-21.85452455840541,-22.69240982262168,-26.26566735333723,-26.785569919515616,-27.36703390131007,-26.642607603361856,-27.377956677844708,5
135908.35+305830.8,2.29,-25.39285091968461,-25.418222525314484,-25.869256643343636,-26.008289123351805,-26.28795021021997,-21.574606034603093,-22.04808077005531,-26.81898123671585,-27.172005325063424,-27.42698383243172,-27.360583368486875,-28.29752185369727,5
135918.81+573152.1,1.522715,-24.32166557040957,-24.447875571079955,-24.892082813860576,-25.03588927745609,-25.26013042857353,-17.357711704202544,-23.601495677757494,-25.624153311460283,-26.0333737352962,-26.243472430733764,-26.246426112868097,-27.093036637241777,5
135919.95+271622.6,1.407,-25.23078066109556,-25.383308835608737,-25.73961183273806,-25.891944698183163,-26.120911417290955,-20.101993463779092,-25.199998672998223,-26.152033104886296,-26.54835263383892,-26.720096686758435,-27.10030941281268,-27.90511243657777,5
135939.34+572354.8,1.13637,-24.0294563373948,-24.22579140988696,-24.67807020142705,-24.81658214332416,-25.045874170260863,-20.33078622809418,-23.679058775948647,-25.604658805510415,-25.631797327095416,-25.921850958592632,-26.372889578341574,-27.16047834795809,5
140039.00+112022.4,2.589,-25.68812356247733,-25.82125773622652,-26.28919480526702,-26.43675992321216,-26.652408065575937,-22.635126803917164,-23.12644007703823,-26.65766647947255,-27.44892414998749,-27.51197899417171,-27.528386426395365,-28.24196898932266,5
140048.04+482719.9,1.406147,-24.608616704196415,-24.945291787867284,-25.29154100089056,-25.404213100560263,-25.64069189780364,-20.466654950796496,-24.6053700501904,-25.685248802127283,-26.162984133751863,-26.435784788836216,-26.66287608881372,-27.662147268633376,5
140051.79+463530.0,1.968,-24.91336671849132,-25.086794714850843,-25.403260862410253,-25.596793753348603,-25.858238445504288,-20.017222583058626,-23.195187412556127,-26.33389825817654,-26.638628083910305,-27.146228811885887,-26.859192876567704,-27.45816131625521,5
140120.43+105608.9,1.643494,-23.72805889841124,-24.079195542142795,-24.52415062721448,-24.735473300922028,-25.0091705396608,-18.455354508496075,-22.678373176251647,-25.63783272072076,-26.034623118554308,-26.402419467161877,-26.118126100561582,-26.86685884457364,5
140338.83+604809.4,1.704,-24.18460891268728,-25.14860024070694,-25.88813411824183,-26.00254417412981,-26.207904509567022,-21.789204177054224,-23.495511422808853,-26.49030735607714,-26.797495913816995,-26.904170857553577,-26.90713997561923,-27.694775680644423,5
140701.12+212715.9,2.742,-24.86598585349315,-24.664446922742616,-25.14866940284661,-25.380448509021967,-25.624752209642804,-21.597080570225536,-22.4289020167508,-26.22616325176406,-26.441755730373668,-27.11211805583137,-26.46317170511468,-27.004964685683888,5
140758.36+373643.5,1.539861,-24.52657447463918,-24.93141527872836,-25.30296844352729,-25.4376788417448,-25.72052672199756,-17.319122561238686,-22.98868295413492,-26.11592656972147,-26.161628817063068,-26.003352560117648,-26.578938606536585,-27.41573665162632,5
141015.88+205717.0,1.51,-24.483361704298837,-24.881939713488563,-25.289079770486094,-25.440731622171704,-25.671842991418536,-17.67852083983727,-23.85973368075893,-25.91142266635829,-26.364975154750383,-26.6021761379894,-27.169003767198195,-28.26104944781554,5
141045.72+052324.1,1.594011,-23.467253288629227,-23.817591344280515,-24.07158381243944,-24.242999656058,-24.48553985289945,-15.77475117411007,-23.075052608501917,-25.92112687619261,-26.12335046126745,-26.44592969866791,-25.820272598208412,-26.63104300771679,5
141249.44+292101.2,1.716,-25.440104755773643,-25.71421333847451,-25.947379852433997,-26.03577708365216,-26.2818090260715,-18.915893711072894,-24.699047043816208,-26.554294349265263,-26.55280367024264,-26.86359050325683,-27.03408974563448,-27.95962634591525,5
141354.35+044653.5,1.895,-24.31008608110483,-25.04818453050732,-25.544253497676728,-25.670855320908174,-25.994835913399047,-15.731396506206458,-21.081535264515644,-26.428182594615738,-26.681615473679585,-27.01068857751047,-27.120328453299827,-27.98237542812007,5
141421.12+144718.4,2.082,-24.830860581521257,-24.89089781634701,-25.19091571158843,-25.34047820172676,-25.60656400097925,-21.049752951571644,-22.975178151909336,-26.00327531593937,-26.45298359609731,-26.776108530424864,-26.700322157615325,-27.486481071921745,5
141624.67+231614.5,1.5344,-24.55920764421688,-24.65567904844108,-24.91769938974975,-25.061416649000943,-25.3665068416414,-16.285441942921164,-24.16028058152512,-25.98822991049508,-26.003994888963398,-25.211414752902535,-26.35822762048429,-27.19770086157773,5
141642.11+654447.5,1.947987,-24.38081946663353,-24.5366363643584,-24.859726395445925,-24.99696243799565,-25.24274100333485,-18.309854965176136,-23.731427690305814,-25.64445709408783,-26.10912509317049,-26.340019724682307,-26.223018718270605,-26.93261332032973,5
141721.69+170129.2,2.25,-24.944700808032657,-25.07224400325812,-25.48627794917508,-25.62637660390202,-25.84055514681913,-20.169840524564275,-22.61622069044458,-26.36628027280762,-26.622303382545464,-26.633246678203705,-26.829576381785817,-27.490004488188102,5
141817.23+435345.8,1.292,-24.6270042384693,-24.860171255062287,-25.167070801204176,-25.390421045451863,-25.69963859998844,-18.66802248571162,-24.15826919075233,-25.919508319187592,-26.2898986548848,-25.87992225648826,-26.76267559075305,-27.58322464516409,5
141822.89+585806.4,2.79,-25.40950449981284,-25.26799920519789,-25.69763962572169,-25.90976709531366,-26.03169171800404,-21.63589349396588,-23.27984291333574,-26.42480095310829,-26.874278429561503,-27.65806550375922,-27.07116338040677,-27.767868953276967,5
141845.40+331121.7,1.549,-24.56805390140392,-24.82000105371107,-25.003872256472476,-25.113924189104125,-25.428192571769618,-20.10787234437556,-24.27018503116516,-25.651692623593483,-25.88314190564908,-26.343768444506004,-26.952735984807592,-28.001021285684622,5
141954.25+543014.7,2.265,-25.03005515741051,-25.09127131111842,-25.459308908128005,-25.603500967785106,-25.840178830256335,-17.054327550899895,-22.075073074586527,-26.39965527748156,-25.966040036057286,-26.994439000479364,-26.723645996732788,-27.564542742690097,5
142013.03+253403.9,2.235,-24.339623924863066,-24.961974753239552,-25.87875077067388,-26.02362234749595,-26.248707333208557,-18.448884103895843,-22.059280542281197,-26.66303256175044,-27.12371306051183,-27.3004191889632,-27.217300920575028,-28.09807607409735,5
142059.13+081136.8,1.464,-25.368555137507048,-25.51220747591391,-25.810701335229197,-25.921725303643413,-26.147421422173714,-19.160442252481925,-24.8745719966187,-26.17002035246976,-26.744830076183703,-26.499171487655225,-26.90547135005836,-27.731151799086845,5
142115.32+065101.2,1.494478,-24.673247872655303,-24.795201931031222,-25.286174262499696,-25.40509025495833,-25.66236780334342,-18.471139564553265,-24.191240379300822,-25.996046450311407,-26.515502474653683,-27.414126880287053,-26.695528380874556,-27.53207395902733,5
142136.36+371128.8,2.01,-24.883105319490937,-25.049048123510158,-25.266247379969982,-25.4767701408363,-25.715332935630613,-22.39913352910833,-23.21825046313168,-25.913728539172585,-26.50570188002963,-26.83257392927399,-26.7133168804575,-27.603738651353048,5
142139.48+075948.0,2.568,-23.878684350620624,-23.815551798040214,-24.19104861251596,-24.3445588210414,-24.65840956812508,-21.53481215389141,-21.56831123689113,-25.958783880491005,-26.59039275154229,-26.92954812196589,-25.684410792775964,-26.857448467231396,5
142259.77+380523.5,2.365,-24.288809355750367,-24.56565142152806,-24.987288911348745,-25.13108968276122,-25.431828449535995,-20.12915718608715,-21.55396212202085,-26.155732744545126,-25.412378676803943,-25.78177224983316,-26.5782728500555,-27.45377679352316,5
142326.05+325220.3,1.904,-26.22428404069309,-26.46774714650236,-26.957854231895023,-27.21087177925689,-27.438076212698995,-19.256771686584727,-24.38467516484682,-28.017315219769586,-28.453196075725725,-28.534605502228978,-28.64693196469365,-29.244406306103254,5
142420.77+051512.6,1.738,-24.775485530363294,-25.021756990022208,-25.355269024418785,-25.557523106464583,-25.9302036798274,-16.37396993325851,-23.25067402486397,-26.325595673767676,-26.74130467823461,-26.8653430342284,-26.940570611208496,-27.662190053817582,5
142424.11+163203.1,2.032,-25.09516569058025,-25.3396164831502,-25.679259460083703,-25.760697230358943,-25.935661328934717,-22.41764017237884,-22.488966645849494,-26.54312277208684,-26.62822795382525,-27.14091381247208,-27.050400208630176,-27.770665630736264,5
142424.60+141744.5,2.671,-24.86761795321588,-24.88328581158752,-25.437698288592458,-25.677281622157626,-25.88500672419496,-22.228714466209368,-22.425454450101164,-26.516104931821936,-27.092223000247923,-26.927586304488848,-26.894947142153327,-27.368040117691127,5
142459.51+384246.2,2.215,-24.569162351154915,-24.816650839505687,-25.36031330831174,-25.465088856988803,-25.66962234653958,-19.318123133924814,-23.04900205331884,-26.07771522135839,-26.48235731875976,-26.536731874481013,-26.624463261593423,-27.39960168824348,5
142630.87+564252.1,1.413,-24.713928078405477,-24.798474048879694,-25.17555517292066,-25.27348072761878,-25.48933426769833,-17.881573262085197,-24.4083910024336,-25.77716623967274,-25.973158970297625,-26.18467732341221,-26.661423012514437,-27.74008389671992,5
142635.85+255523.6,2.255,-25.31872101159618,-25.325773000151308,-25.74748572463746,-25.855883256982917,-26.09881220181888,-22.72572654231432,-23.457029025544816,-26.569564767473143,-26.653718002292795,-27.133342408331472,-26.99621290154297,-27.8879005469152,5
142656.39+492807.0,1.455,-24.512771525374145,-24.79527770439381,-25.13266506391433,-25.30024662759308,-25.556077352780253,-19.976299708841427,-24.099937873156016,-25.66363792549957,-26.510374369574144,-26.59139529350162,-26.7871389956126,-27.8084502718376,5
142701.80+225632.6,1.555132,-24.353128306922965,-24.55420857024312,-24.903367743774336,-24.99835921172801,-25.223116120674916,-19.922387937285027,-23.269183303165452,-25.64322218968419,-26.030639784957454,-26.38948102924031,-26.139791927808325,-27.229385279972764,5
142733.84-001041.9,1.556194,-24.89995976682659,-25.15075107250089,-25.42085069743872,-25.57049348759699,-25.88190974772856,-17.702539581688153,-24.77289186061035,-26.32691242544839,-26.320310770041,-26.712066529522147,-27.050461954871288,-28.00053062251645,5
142814.32+403856.7,1.818,-24.757811880136167,-24.998095437030887,-25.34773021097528,-25.52172652935186,-25.815770154638702,-14.537701503252867,-23.57319712094556,-26.0900495771515,-26.298552711918795,-26.81605635383032,-26.66833073408909,-27.38319228499264,5
142907.26+193830.2,1.5707,-24.73204756844602,-25.1545104247018,-25.761576457469257,-26.03655756398065,-26.29013267974677,-19.427630283780573,-23.03736424533317,-26.730430240133824,-27.25237431763737,-27.0398750287359,-27.47852578779651,-28.200841346963184,5
142953.79+425110.5,1.89,-24.49676675261042,-24.77483113342845,-25.175494856308717,-25.33828628285826,-25.625725102411195,-18.366186654405443,-23.74136697263101,-26.24976010420721,-26.274512207623847,-27.09068654814814,-26.62624662628292,-27.250649502919256,5
143040.83+014939.9,2.121,-25.045667153159005,-25.298276496474312,-25.67725114763561,-25.870138974029025,-26.08668545362655,-15.61423982571615,-23.16032534790789,-26.491135296811,-26.99590493796796,-26.89879671670948,-27.222814881173804,-28.05299459708913,5
143043.59+534516.8,2.174,-24.64203866622088,-24.831936102120228,-25.25619210261776,-25.459928811333537,-25.69016047602978,-19.160968852421885,-23.09015632035247,-25.97177752732649,-26.24763137517873,-26.82168372832372,-26.686725810039388,-27.40288689177284,5
143148.09+053558.0,2.095182,-26.060525045887324,-26.23634939903254,-26.619983364661103,-26.85016540903109,-27.15163108332782,-23.482811290023395,-24.54221774958189,-27.622626995009657,-27.90751787655785,-28.14156481367486,-28.155279501488547,-28.970495629443874,5
143153.48+475822.6,2.574,-24.34568265802726,-24.50864521130551,-24.94542998420787,-25.09571627743328,-25.35954066677201,-19.969022077907777,-21.213900746677915,-26.00772516625759,-27.01783587750552,-26.895917975963755,-26.45447335023533,-27.245660284431644,5
143230.57+012435.1,1.542147,-24.682716889553948,-24.93286525563152,-25.241220570189583,-25.35438127857302,-25.60808356274221,-15.5900174854461,-24.661068170836124,-26.181468959320032,-26.2802700054529,-26.437732410675665,-26.75876856555445,-27.59779593555187,5
143624.08+564909.1,2.108895,-24.644414685837983,-24.677073787529107,-24.862354886548005,-25.23615355288971,-25.400525764272498,-21.32157529850965,-21.8005015032153,-25.6200589828754,-26.432764312000764,-26.42398181257916,-26.20153573871716,-26.885818045923624,5
