SDSS_NAME,Z,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
130501.45+381034.5,0.619827,-22.8227767886337,-23.0150318938415,-23.489718667999625,-23.722168803918372,-23.951921078005444,-22.260518537335457,-22.40005853565752,-24.07733120262652,-24.54700319639944,-24.503108651130223,-24.86441266680728,-25.616276363322893,0
130549.80+254014.3,1.4904,-24.011010942896245,-24.13389278385946,-24.536570036091383,-24.69717350404477,-24.978868588149684,-21.335901236039284,-23.61484490544554,-25.126282276850727,-25.84873404087347,-25.94631132856868,-25.93815919839188,-26.6958832358033,0
130631.63+435100.4,0.755,-24.61509174801428,-24.709988979415712,-24.982158366011944,-25.17551768744348,-25.223337624949107,-23.679541431154043,-24.112179644971174,-25.492677394793123,-25.543636351390926,-25.75204413587184,-26.04602453406416,-26.800202672459378,0
130649.88+263131.4,0.8032,-23.04869633990377,-23.505450583719963,-23.71544519527411,-23.714978847647536,-23.983931879457472,-22.17060063545841,-22.91288016746745,-24.52184142512901,-24.772938967041743,-24.796107420049783,-24.89249551654693,-25.724431532975107,0
130753.92+064213.9,0.601,-24.45386873353566,-24.618335058147025,-24.87610017258092,-24.821944454593524,-25.02332697153776,-24.061984312523,-24.06049039981539,-24.66566579531316,-24.71279526932492,-25.203493308132693,-25.9091734683037,-26.73553052154655,0
130814.82+125051.8,0.488367,-23.00657009560264,-23.167535322824897,-23.48459901737257,-23.56688515345266,-23.74813282042704,-22.993058029816115,-22.82347417573106,-23.488910339230834,-23.68308126635228,-24.001332143421784,-24.72686223331086,-25.58707973051227,0
130925.52+430505.5,0.694,-24.183013372237447,-24.415769398009456,-25.05503968791873,-25.377387371715177,-25.654808487805745,-23.24332728952837,-23.67471119602341,-26.309627658715566,-26.734291956268105,-27.053772127360013,-27.022620136174574,-27.60509519906597,0
130957.20+020206.9,1.544167,-24.730828271965173,-25.13160317475352,-25.512177668290253,-25.680228446685973,-26.00800982386464,-22.430894638703457,-24.03145100271411,-26.67192792334482,-27.006684737733654,-27.083906500314058,-27.19005678350452,-27.723401042813947,0
131007.99+634103.5,0.193094,-20.617079444030107,-21.47198126504424,-21.987891381935512,-22.118356532161187,-22.24989839966693,-17.0007858915473,-19.36430650860032,-22.12654257137992,-22.65656043035091,-23.11306190774411,-23.02083229020109,-23.37651520091354,0
131116.86+142612.9,0.498671,-24.649642898801265,-24.75087258768044,-25.153102978181,-25.07281979798353,-25.252593506606672,-23.65037364360515,-24.185673780640897,-24.76112372900995,-25.03136392623008,-25.281657542320037,-26.054862718336317,-27.10832410326785,0
131131.99+373408.2,1.272463,-24.76949529853354,-25.00092477239314,-25.28716604988042,-25.448623096805044,-25.662365347400456,-23.06188366193657,-24.773622164878763,-25.998623420663307,-26.10083326328173,-25.859964535148467,-26.39836566832492,-27.216190507333486,0
131211.13+480925.2,0.71517,-24.35529480451893,-24.58661807511687,-24.889072087229728,-24.88993669689101,-25.0826950537932,-23.61766568653116,-24.164582704169955,-25.1431836107577,-24.99774987894445,-25.076782535493184,-25.868448412607297,-26.73171803140469,0
131248.79+311300.6,1.055468,-24.18950704365892,-24.246286422193688,-24.563994281745728,-24.695832567440352,-24.81979373154987,-21.92145935193013,-23.66218283331669,-25.33479028137912,-25.57178650287918,-25.50572121441473,-25.8379936854335,-26.465883745513946,0
131315.96+091820.6,1.798501,-25.33502164906248,-25.60190657366283,-25.933211400641643,-26.02925993239604,-26.267464358605974,-23.87180538979504,-24.99576502291994,-26.518515353398666,-27.01255378347185,-26.823291223500792,-27.120762948523247,-28.011451596815323,0
131501.55+455447.4,1.273747,-23.087568842037214,-23.41447555468807,-23.975609191873456,-24.272049938685267,-24.649082328787063,-21.89948992332599,-22.7374567295829,-25.61950973047481,-25.76400175931648,-25.792030736617157,-25.401576428258085,-26.12613949461813,0
131726.47+585417.1,1.215804,-24.119813782160968,-24.267062577274817,-24.462956680239603,-24.551721668447147,-24.72748225584553,-22.534060351117883,-23.745181696623924,-25.054028210493907,-25.33937873835185,-25.655283364963243,-25.507695359522167,-26.348413487022203,0
131819.38+144220.6,0.652881,-23.231795207306728,-23.643574620423184,-24.08312480744071,-24.09801193673665,-24.237848308617664,-21.484913136458616,-22.54164901501628,-24.672243140969268,-24.8761506116231,-24.8908961871674,-25.07829702897959,-25.697969907577352,0
131938.76-004940.0,0.890996,-24.342625948302054,-24.47751769719428,-24.792651147585246,-24.95835990107551,-25.12901911037469,-23.61241861028488,-23.16986809753361,-25.482288293433804,-25.476814167484925,-25.87448438402353,-25.8213609626944,-26.47943343864128,0
131939.27+521849.2,1.269145,-25.113459759913475,-25.10228721855696,-25.495419111787434,-25.699026600770463,-25.990048644289303,-23.30521311047597,-24.88230323343381,-26.168346374976487,-25.994735745501323,-26.53663741827912,-26.479899608644025,-27.188544344141626,0
131943.39+455332.4,0.926119,-23.98413960856672,-24.257892592338283,-24.70111592606741,-24.810552969530868,-25.140432560897416,-22.440528165432788,-23.876052323926167,-25.490936667066663,-25.42260913617995,-25.71339678668436,-25.62738097807325,-26.439988318953617,0
131946.20+514805.7,1.056,-25.337270614221104,-25.381405464935582,-25.7207384970313,-25.9256523237254,-26.04871577425673,-22.986817838417146,-25.021135449881704,-26.4535276677953,-26.21333769312756,-26.65373120065328,-26.613790001759213,-27.29299135785432,0
131955.64+331853.1,0.936161,-23.426004701203265,-23.86959791799683,-24.33142331451187,-24.63009266720535,-24.9041622563878,-22.33526479945864,-22.9396677452128,-25.244613590309356,-25.359625282304272,-25.56502047602707,-25.977992151164536,-26.49343465963328,0
132052.19+574737.3,0.457,-22.818677838502108,-23.20303843952609,-23.911243918904965,-24.06458073283736,-24.31876694398403,-20.75861204098736,-21.57447530407025,-24.11382428179991,-24.18694935553684,-24.33819654351568,-24.21270884934002,-24.907860418408525,0
132055.95+173855.2,1.531,-24.75518831993551,-24.98609907353572,-25.47857698093044,-25.69836247763677,-25.98620348750076,-18.743667384088205,-23.12286744879772,-26.552930960426025,-26.68374685910444,-26.753065995726,-26.56224931654604,-26.98895304959858,0
132056.38+171634.7,1.4246,-24.125197523041034,-24.13053620780919,-24.608595801443155,-24.751981426397887,-25.098477318678604,-21.964542365265007,-23.413318613968908,-25.45267473555169,-25.83151025209565,-26.28240905360597,-25.816131503067748,-26.44753537803649,0
132120.48+574259.5,1.777,-25.605328700317543,-25.797234814045268,-26.14114596584384,-26.269757623454904,-26.49362489449045,-23.07839321321712,-24.603338831252614,-26.61438584574817,-27.17827250793247,-27.11192790744141,-27.37172599124712,-28.160891601970707,0
132139.56+002357.6,1.620835,-24.776972507159968,-25.04279154648736,-25.471889850040625,-25.65455203657028,-25.885938280225,-21.856231750934867,-23.801174552395278,-26.257279543913217,-26.853175000199336,-26.493659666042312,-26.79919441997695,-27.429155454904368,0
132144.97+033055.7,0.268833,-23.616840408519945,-23.830053834047405,-23.934410675584083,-24.057694136121377,-24.084129539989902,-22.725503558484245,-22.7461713783147,-24.164061775436814,-24.33723967344971,-24.78173948422763,-24.81634923939486,-25.5258598245517,0
132146.46+392011.4,1.246623,-24.00917650961396,-24.564635812484784,-25.09017895036409,-25.20405685461557,-25.49779988787518,-21.387086509803638,-23.579575939377587,-25.7718635318682,-26.141986485458844,-26.347752045355644,-26.20217166032085,-26.61122406635299,0
132147.96+191647.3,0.735,-23.85754549932386,-24.058969353507305,-24.553183308429084,-24.78598848052852,-24.93761482878179,-22.63219318581934,-23.70284403428641,-24.876662190803444,-24.92634027433869,-24.851251664647283,-25.656160655272064,-26.450936681818945,0
132201.35+495835.0,0.976,-23.599297735550465,-24.06071600061637,-24.42288621209889,-24.777502800321823,-25.17071286836661,-21.819636927589315,-23.638185048604544,-25.634875159629857,-25.46769929157243,-25.7067662863105,-25.80929539563704,-26.30542558964412,0
132227.91+564841.9,1.256294,-24.043659499286083,-24.33417321819133,-24.58873075376056,-24.808417183840955,-25.034590014471927,-21.34739535345894,-22.9678225461232,-25.42935591001051,-25.6494169654486,-25.75969837781175,-25.654798099359738,-26.225684836347053,0
132232.23+303211.9,1.006,-24.4390041642473,-24.716017201493557,-25.025367983801107,-25.183069563048765,-25.388508612831952,-22.711898646294134,-23.736488676422045,-25.343782862812255,-25.641951639526894,-25.649629982493007,-25.68298709330136,-26.401621853899595,0
132241.45+102840.1,2.258,-23.666533041160253,-23.744077524777456,-24.07090122123623,-24.217916890804645,-24.44135140520937,-21.065866733330036,-22.51549349686239,-26.45912010275199,-26.87116397193491,-26.74217424682872,-25.588657484697936,-26.33780258674613,0
132333.03+004750.2,1.779,-24.84816483763045,-25.05076095276684,-25.525449312897145,-25.741183347102663,-26.078581282655204,-23.47530023630736,-24.21988195413796,-26.44581620459882,-27.012146868263173,-27.184714044663597,-27.397533637663805,-27.98259485592853,0
132352.08+492157.4,1.484665,-24.4748853911884,-24.638533695117115,-25.153879531564424,-25.295029582315088,-25.5516344810596,-22.90740556839257,-24.38065203288186,-26.114798954399657,-26.22241534770177,-26.470729959182208,-26.36465553279561,-27.0275636624712,0
132407.62+324801.4,1.672598,-24.48289044058717,-24.71389431548883,-25.012188272932253,-25.1550166798928,-25.31674070678381,-20.108987306688466,-22.23543435107802,-25.839736549089668,-26.31467085067361,-25.780957070547203,-26.22311822147235,-27.17535250800319,0
132447.65+032432.6,0.304983,-23.21909900771353,-23.38833560997664,-23.769993682562067,-23.973074592080884,-24.13647871835231,-22.536516106283337,-22.840384535834573,-24.16165578253015,-24.336934727079896,-24.702739151657216,-24.810101701773792,-25.321095281306437,0
132522.47+373300.1,0.5443,-22.75323800000892,-22.85516990915103,-23.28368802036548,-23.37247613159345,-23.62373094397159,-22.381897107611877,-22.308334538646527,-23.87106459106308,-24.01284470769505,-24.463936205184307,-24.124282314998112,-25.0728064951606,0
132606.17+190851.4,1.4592,-24.248646907556516,-24.310057094360083,-24.885497596339864,-25.04575549398113,-25.35286400188225,-22.80073043711099,-23.965770931229116,-25.807926900308757,-26.387329738133463,-25.87747233993173,-26.29483902915181,-26.787142307884608,0
132641.46+503952.9,0.880725,-24.206865871736717,-24.29569515996751,-24.597116540702984,-24.698392716538173,-24.86004777951552,-22.896902845251645,-23.371496515234732,-24.988641071464624,-25.36735696278881,-25.692245585531214,-25.67305517129269,-26.35785709760312,0
132646.21+210057.8,0.7774,-25.222938952467054,-25.343507176803858,-25.63388481144251,-25.67014055509467,-25.76760462468173,-24.437795158315105,-25.017270025973087,-26.08800467413202,-26.180631402364547,-26.49243988354753,-26.706858439746465,-27.558644796902367,0
132700.91+380058.4,1.661,-24.78528043030576,-24.881451506632704,-25.2619165537886,-25.44079461086864,-25.718064091597785,-22.985108897120675,-24.32716755371257,-25.794811466207285,-26.4763233974001,-26.42870330096146,-26.480303549515572,-27.065259496484234,0
132746.16+484202.9,1.031406,-23.88699185903661,-24.12436849944905,-24.4848511466721,-24.568136419280066,-24.67991122152215,-22.626013912846958,-23.996420686016105,-24.985315980400262,-25.01635071633798,-25.29422496096518,-25.83564570784961,-26.51892243862434,0
132909.24+480109.6,0.928195,-25.371157960773825,-25.675516920944503,-25.99225302237448,-26.0792521946007,-26.297721174412203,-24.01899160295984,-24.99933465757976,-26.0892902247455,-26.166742990668386,-26.53921564028266,-27.117790263947352,-27.82467718349762,0
133052.54+330330.9,0.399137,-21.750209072309907,-22.292091563779188,-22.93640900130456,-23.225055402862573,-23.55086484964581,-20.998039294915674,-20.993648442575203,-23.86424351921306,-23.9098013076566,-24.38602118157717,-24.682914896388045,-25.224295186793576,0
133115.92+052119.8,1.783,-25.304677374758285,-25.669357144696708,-26.03481490081308,-25.985933330733197,-26.17613703873316,-23.21008767908139,-25.372560026033057,-26.406419794353997,-26.18647441374829,-25.941418857912836,-26.477936755115863,-27.324357356809077,0
133120.80+381829.2,2.251,-24.539473181428704,-24.55585788635016,-24.92651313480892,-25.09861812201017,-25.36442207268426,-20.13230520862182,-23.4246120859926,-26.03863040153046,-26.509125567648383,-26.37080538449275,-26.44847024873459,-27.269149535641255,0
133127.31+182416.9,0.9379,-24.226201055698244,-24.46449964745685,-24.79772882115088,-24.94720268742889,-25.11097435991773,-23.568976878541832,-24.291732260093603,-25.58132801298787,-25.74364164976913,-25.83621348777364,-26.15294973862883,-26.95688299933499,0
133220.98+161158.5,2.141,-24.851053893656257,-24.9272521865802,-25.196960748332163,-25.361140777729087,-25.613382358601577,-22.680746441527813,-23.244810586473577,-26.207494648697427,-26.577286365284333,-26.74411079162065,-26.49739120466112,-27.297167245540145,0
133228.21+561424.8,1.864675,-24.524010943888257,-24.678091523794823,-24.934706320916284,-25.1040682632306,-25.377160342813227,-20.419383635982157,-22.8764709003708,-26.209302276370583,-26.16553047083622,-26.32664043408948,-26.33472019663457,-26.85830887411549,0
133256.61+410735.1,1.67549,-24.40939187510318,-24.726061259344373,-24.940117090657072,-25.08335936792699,-25.393939599195445,-20.75207167456542,-22.91050919306228,-25.61198276737808,-25.71216991681098,-25.95171340376493,-26.11863811640157,-26.99325127214797,0
133418.63+481317.1,2.209,-24.64996069707111,-24.890547284783757,-25.18127694383365,-25.40676216386708,-25.675218570110157,-19.79582938612364,-22.148449669961995,-26.004554328265115,-26.762653717479004,-26.684905234161167,-26.398371504579785,-26.84057391642074,0
133515.05+463142.9,1.005658,-23.82114618181912,-24.095618761737505,-24.52920306273487,-24.796382623249315,-25.090320436196176,-20.60812082449611,-23.509205571498047,-25.347582109879884,-25.362025718228114,-25.87454440980905,-26.038247281965177,-26.771828838677344,0
133516.42+332052.9,1.265772,-24.446545445764905,-24.64599631130141,-24.961156950841765,-25.14099809298458,-25.38256179694559,-23.341014890815167,-24.63982321392147,-25.649266267554196,-26.288551388118226,-25.89163101407441,-26.41832562104152,-27.166045991752814,0
133527.29+400626.0,0.727,-23.27364098767705,-23.64798587832027,-24.14998450242829,-24.31239103335207,-24.483213377207345,-19.827260610670063,-22.518175680453396,-24.61268424275023,-24.852161525698705,-25.225564968470827,-25.26987794010797,-26.066277088368388,0
133550.93+261754.7,1.657,-24.51824310102975,-24.666413136414477,-25.01442257437009,-25.222407946186863,-25.53063673298737,-19.73824561509448,-23.78635164612448,-25.375838303933275,-26.282742752758303,-26.56516835529127,-26.62439017893705,-27.277131429031453,0
133556.09+184603.4,1.4123,-24.7555751072084,-25.015112307002028,-25.517921997850557,-25.590962406445737,-25.917164428632766,-21.03974339562438,-24.535032724785378,-26.31033607324783,-26.638983725439825,-26.71183600783076,-27.011329537041224,-27.648455332645756,0
133613.30+282458.4,1.908,-24.29612723754762,-24.404776344645228,-24.87245282303584,-25.22843774137356,-25.428197617632456,-21.177009049931964,-22.584300016690097,-26.1256406242513,-26.56946040164513,-26.902094188939035,-26.67696314321341,-27.389049088258485,0
133632.96+631425.0,1.803,-25.248656611521223,-25.502024096331883,-25.80611243885304,-25.8757189585545,-26.14448624906152,-21.028173299163548,-24.589603420754496,-26.67865397616397,-26.507408790726146,-26.85230694581133,-26.90489128826744,-27.63508209558181,0
133646.55+015741.8,2.385,-25.04439595542673,-25.04381763063187,-25.460685222099848,-25.541668503050825,-25.70158713873501,-22.821067388879417,-23.459695182396363,-25.89860687410013,-26.615910268715577,-26.870374965236845,-26.693746310934987,-27.442150721668472,0
133729.34+073947.2,1.273,-24.18960707597456,-23.825539625046503,-24.44805657611045,-24.598612987717587,-24.858783244435266,-22.115444874195124,-23.713713808949688,-25.45644767353014,-25.6342540773682,-25.903914729443784,-25.32264517337968,-26.085792580335344,0
133739.63+020657.5,1.357,-24.727110879727704,-25.01728606439081,-25.25794362392939,-25.412409482737804,-25.67118170531732,-22.880459686790875,-24.506806080103548,-25.9327309324857,-25.95839548969806,-26.09695978142056,-25.96716225448627,-26.6224531972428,0
133750.44+334537.4,1.564948,-23.948982898981328,-24.424646882333565,-24.962638129153422,-25.1626918104021,-25.33901302672091,-20.97478589123081,-22.79127818525048,-25.63833457503913,-26.11121466632633,-26.07248324224272,-26.67252218377958,-27.326407608285603,0
133753.11+052746.2,1.743842,-23.23517153018414,-23.732376674093693,-24.52517103553429,-24.96826608166065,-25.508124951479783,-20.403817861662667,-22.857589139052184,-26.167722498582343,-26.686698356647184,-26.579540039773036,-26.189272083251407,-26.8395751757076,0
133807.50+242411.3,0.6313,-23.38595394768653,-23.535162662578927,-23.871142345880724,-23.90696866814925,-24.08629900491813,-22.79229447723775,-22.82600085616002,-24.211922468483184,-24.561148258717644,-24.81277119628274,-24.903850994136267,-25.56906247314813,0
133811.72+395807.3,1.767355,-24.53289341904211,-24.843275207221097,-25.2138274765478,-25.33385505516664,-25.58091971581824,-23.390654465656016,-24.03824921772148,-25.753033753115822,-26.51501327478422,-26.351086814012152,-26.519023350104,-27.39117284225989,0
133821.87+291445.8,0.647934,-24.526723581543077,-24.730520986172877,-25.0997760671518,-25.246957086080275,-25.34147214045187,-24.619229756106503,-24.37895318579983,-25.31420920468327,-25.357739369825573,-25.853720528929895,-26.347292141160427,-27.12618691642703,0
133923.51+101302.0,1.593719,-24.584388722048576,-24.77986418877625,-25.149008820806458,-25.322958135371675,-25.601401997307917,-23.37639042544729,-24.25634348969521,-25.859808187416107,-26.451958836088856,-25.146083010473227,-26.73144299973189,-27.60121014426048,0
134004.89+134846.1,0.385368,-21.60713456061488,-21.96511716486649,-22.46691587288561,-22.732183598351806,-22.906801677219622,-20.28085491272611,-20.73970104290185,-23.27985615708209,-23.63405382711328,-23.394401831055013,-24.232619553520244,-24.78041195892531,0
134026.81+105713.9,0.649247,-22.98958826679773,-23.3679899580976,-23.77772204352866,-23.995216052391683,-24.260119159676385,-21.21481098790116,-21.89050030790313,-24.665454272052827,-25.120591553904543,-25.09586122858867,-24.88103725245564,-25.691365588122885,0
134114.64+165417.9,1.139,-24.22946371896592,-24.806530027252325,-25.205442053195224,-25.35908934645759,-25.646980312262883,-21.02405731089634,-23.31433222625324,-25.91318359865873,-25.839425962194785,-26.25437748465828,-26.514151251352537,-27.22312651866362,0
134121.33-020856.4,2.095066,-25.66639932597476,-25.89931112145096,-26.22249715700617,-26.27576838771729,-26.455957981154476,-22.715098527999444,-23.827426909403528,-26.839667260404564,-27.19884903534688,-27.23888568040318,-27.32139415826476,-28.04263802133014,0
134145.03+443636.7,1.633471,-24.11239514073097,-24.408667401416587,-24.88239896148421,-25.113814505789296,-25.419153655978626,-18.972655595346826,-23.049614890315382,-25.670495993974573,-26.46550203267791,-26.23537233374948,-26.4999701182537,-27.25792927819152,0
134224.42+272039.8,0.707135,-23.26531650907589,-23.51310337704288,-23.99126593137164,-24.159479081910074,-24.424712806374625,-22.82676619125345,-22.903950056821703,-24.738600463421143,-24.93233807437582,-25.04790956204561,-25.267810500279676,-26.080403217774307,0
134339.48+630327.5,2.042947,-24.195413852218213,-24.41606570423044,-24.761086524824343,-24.97730699020213,-25.23681622125513,-21.1869189930223,-22.84955798686519,-25.911739467762573,-26.441291687180097,-26.573660353237443,-26.4436829008798,-27.008223260031308,0
134447.56+554656.8,0.937687,-24.53537788120889,-24.7339671263276,-25.08227451066761,-25.222859929293797,-25.41828761244572,-23.86103610419823,-24.72858839145359,-25.622554323908226,-25.40434827694415,-25.834781986637147,-26.179636059651305,-26.966466453117643,0
134553.03+133030.2,2.314,-25.795620656271357,-25.791530959988812,-26.229474775828606,-26.326683000836574,-26.49154305068528,-23.88969679648349,-24.20537122456276,-26.47854425648277,-26.679673629877648,-27.07690777235073,-27.417460760762932,-28.15853020521425,0
134601.27+585820.0,1.665,-24.226349650283183,-24.892803589654264,-25.35089213946319,-25.51253712420359,-25.766081615426515,-19.64862330353358,-22.31905903393646,-25.846788062375623,-26.24863638874028,-26.514908769257023,-26.231347880013764,-27.029785136011007,0
134612.91+412053.0,1.990287,-25.447554333964145,-25.737383973323684,-26.098480112948,-26.208362010411832,-26.420576945410705,-22.889273963969494,-23.935999837172773,-26.821375643161616,-27.060975494969004,-27.0466799849797,-27.29385453319623,-28.16736560809828,0
134733.08+134001.4,0.282998,-21.577895436427696,-22.08511682430881,-22.63228115992727,-22.8515977683039,-22.999152849411733,-20.15506640117921,-20.93392394980985,-22.825260872905,-23.035047644102725,-23.64076417122557,-23.84111777049493,-24.439298956071934,0
134811.88+004019.6,0.958922,-22.70038082832149,-23.21769428096693,-23.724407861592347,-24.008821450592578,-24.250870265927198,-22.426013030907047,-23.080777538869626,-25.1305541838917,-25.072809866617327,-25.63995736162954,-25.35546556589995,-26.15471398454329,0
134900.70+170402.2,0.3913,-21.339407050281984,-21.549624765984927,-22.14194199522462,-22.380465589532392,-22.65679468346201,-21.51590457426053,-21.106392781220176,-23.20565673298152,-23.912308061927767,-24.07688908095153,-23.8207325568308,-24.30515212321499,0
134935.43+395633.6,1.346921,-23.667584117330705,-23.828098014437472,-24.34307591638139,-24.415162732896267,-24.604878773742406,-20.192204937941227,-23.27065923457557,-25.23924839413351,-25.527198273694108,-25.804710892754706,-25.68273935231362,-26.51922267122693,0
134948.39-010621.7,0.599722,-24.762888509299597,-25.110956128123657,-25.56675679907234,-25.74048594214786,-25.954210407657733,-23.722603280165828,-23.868575810363684,-25.95050627256266,-26.05573897827574,-26.11224105386666,-26.433905989509867,-27.195762351774203,0
135001.92+275506.1,0.695309,-24.33426734376121,-24.51109898714946,-24.849034222902358,-24.869678714905596,-24.938041243347943,-24.701289964363244,-24.46723361430444,-25.068701453586883,-25.30250484578553,-25.633959968646057,-26.10350809858905,-26.81851134922436,0
135015.03+381206.7,1.393,-24.32810740581548,-24.464111867456463,-24.874015405237685,-25.02624011240248,-25.34263696042801,-22.007736051773644,-23.86485914233746,-25.718538221365268,-26.139613620573847,-26.064506182881683,-26.270470093237368,-26.89391262531886,0
135121.12+330713.3,1.013036,-23.86505035330708,-24.062705851534638,-24.29961944708981,-24.50855329141466,-24.780647771584885,-22.8285249014922,-23.726408063338532,-25.19832084183827,-24.988721478297343,-25.29393743252754,-25.59754967431039,-26.24682817806787,0
135151.94+394307.5,0.889798,-23.780910810346537,-24.176572079903863,-24.52203531467877,-24.62167469247031,-24.93511108653198,-21.33328344256389,-23.408367136422857,-25.061466816330277,-24.973381678993345,-25.356258648492386,-26.157027306734754,-26.75775861058854,0
135205.17+185335.4,0.8983,-24.18806963711318,-24.222894880053687,-24.49724429720542,-24.54279075922747,-24.63110552307766,-22.02350169640266,-23.37005768549308,-24.62149291006396,-25.270767670083117,-25.52464213866628,-25.584691770914883,-26.220591401272262,0
135218.22+130241.6,1.602,-24.801779882447164,-24.96054020810465,-25.3189051029175,-25.516541014276584,-25.75205910582606,-23.243548291671697,-24.23825785698835,-25.49548723088153,-26.36314712843066,-26.2278641387556,-26.47665615309409,-27.13966199039669,0
135234.20+131156.4,0.906944,-24.64773584134631,-24.75362097456218,-25.044617353491656,-25.162581730103778,-25.26166491435168,-23.70472065368691,-24.245386762707767,-25.4263757431226,-25.400191328933044,-25.91729039609588,-26.151554353428665,-27.09252664916674,0
