SDSS_NAME,Z,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community
130053.48+334835.7,0.693137,-23.299012085765995,-23.503217784558363,-23.819552625024688,-23.964288781826287,-24.088857237998727,-22.68555121880429,-23.123527198870317,-24.62223820518343,-24.35379091790937,-25.29400221214053,-25.70100345672498,-26.615536087128625,1
130110.51+052107.8,1.517808,-24.67350035858833,-24.909934825877464,-25.162639426592285,-25.245053287679944,-25.53965507807004,-21.950875357727547,-23.970403646720317,-26.101230983082715,-26.08310717879436,-26.795210620783653,-26.86370966154153,-27.816701402676163,1
130111.46+340629.7,0.773,-23.900448304195496,-24.227250016458942,-24.65350990891641,-24.99986641431126,-25.205948884266743,-23.18069095631757,-23.70091239234243,-25.545664303362766,-25.79087802699011,-26.059915700794505,-26.39174425194913,-27.30367615621583,1
130114.47+155616.3,0.671159,-23.59331175195256,-23.8585222964752,-24.20714669600128,-24.24079020701132,-24.377272357539088,-23.37982538785421,-23.4428449787866,-24.642610096143063,-24.559297098921554,-24.90160112134309,-25.64418855224861,-26.58448601674587,1
130207.79+585431.3,0.808296,-23.79994436003008,-24.143598846545785,-24.586035588401824,-24.78595913385259,-24.984579782276352,-22.096007789065467,-23.381816604606684,-25.187814402933338,-25.10713489533214,-25.63948415589668,-26.677697658674283,-27.67519494626093,1
130230.62+013706.3,1.247648,-24.877855702965924,-25.06313117566017,-25.390981098653253,-25.51166684635723,-25.77696076037821,-22.095118502494383,-24.61953139825892,-26.013231841690818,-25.93063935644031,-26.883709876445863,-27.02267360972988,-27.918946590730854,1
130311.36+170430.6,0.7707,-23.88626621061325,-24.019758220129926,-24.291276964714125,-24.385208920531365,-24.587030630652883,-21.465401128057294,-23.562467973947637,-24.734701642479184,-24.62770059038152,-25.00157439518334,-25.86470432468301,-26.658054911296045,1
130417.25+523118.8,1.015494,-23.628156605275294,-23.84670499127072,-24.24912868461625,-24.405214632372697,-24.547671400159373,-22.19468268650729,-24.03003067162118,-24.960753496101177,-25.30517450677104,-25.49630285588653,-25.94298415695072,-26.805331839636345,1
130429.03+311308.2,0.80607,-23.982606758689418,-24.09543735561705,-24.41880781051762,-24.46265543427369,-24.607502520642083,-23.58773490794996,-23.9495449879284,-24.67324186812696,-24.69988637875312,-25.50785059721004,-25.91283661966966,-26.671383072301705,1
130507.52+223644.1,0.8412,-23.483166845696168,-23.6790283247017,-24.001259473440328,-24.176588746116757,-24.39115580455568,-22.92303423539573,-23.537744731829804,-24.948395874232112,-25.040041647743877,-25.350891805080447,-25.977916331061085,-26.790111567663597,1
130522.74+511640.2,0.787552,-24.44124068194153,-24.567788565465744,-25.054255990218188,-25.23980496002689,-25.34548133824224,-24.023891650541955,-24.369645281626767,-25.36802498041657,-25.798107786467043,-26.02101719961192,-26.57807295717796,-27.559528091296205,1
130544.32+530136.2,0.866179,-24.939729934698025,-25.1420027270038,-25.432390573091336,-25.49995659023287,-25.62375331779552,-24.088558756542152,-25.106227090572204,-26.005497925165848,-26.015262982767148,-26.44583540960956,-27.181227255781756,-28.06599599830108,1
130608.36+342042.9,0.776047,-24.40772248085168,-24.581213855149965,-24.87320479846591,-24.93768515794643,-24.998882259951284,-24.26029360722306,-24.563805360845112,-25.32383706541764,-25.49587814674375,-25.42614864057283,-26.3896849874604,-27.15651701648204,1
130627.03+244123.8,0.8337,-24.05759070054145,-24.276863156448584,-24.68756908264934,-24.868341150592805,-25.0777472117698,-23.786576190262878,-24.21325478848001,-25.564383679686618,-25.578710867930496,-25.99265909789301,-26.348098895544137,-27.28555203964921,1
130631.62+151439.5,0.986552,-23.26493948810865,-23.437341551592283,-23.7963073145963,-23.94805655433263,-24.172692362190716,-22.11574432697658,-22.946174513069558,-24.929817578644087,-24.852634257441363,-25.353944700272177,-25.503694013832508,-26.235255972280868,1
130646.71+282354.4,0.921756,-23.52959807247483,-23.61815921487773,-24.00139208051748,-24.305449362350537,-24.511767487874994,-21.458336016236395,-23.50114079143814,-24.505117824040312,-24.690609316761755,-25.362929385867726,-25.744372828043016,-26.662040354943983,1
130720.10+013623.6,0.476364,-22.77493082139699,-22.935916840510284,-23.341465762350083,-23.350173324223302,-23.524937712575,-22.490956952404588,-22.473251780481277,-23.60215055551215,-23.72465493651197,-24.33654328753117,-25.085015464712534,-26.080994151713647,1
130754.27+004422.0,0.763464,-24.1613863888114,-24.31325760828453,-24.64619073518445,-24.763945798172564,-24.873588430150296,-23.820504074946445,-24.11529231123175,-25.017473517806724,-24.72144247909573,-25.67536353635749,-26.241222128119347,-27.188065585301764,1
130820.41+282245.6,0.857247,-23.939840029531112,-24.01802291071827,-24.304036442783318,-24.450868421529787,-24.64022762934789,-23.167632040218862,-23.750700107359098,-25.07475913220275,-23.609012840326603,-25.838876107186056,-26.164459261419704,-27.1671367831967,1
130829.67+300539.0,0.808,-24.701381371466635,-25.005289271927627,-25.41409892734458,-25.56354192435653,-25.755045881314445,-21.98088085150652,-24.358460022809822,-26.166274286127504,-26.058726624974607,-26.649723118275173,-27.138963930528167,-28.031034557958023,1
131137.05+334648.6,1.034432,-24.326740126042058,-24.52088785093768,-24.8540850247573,-25.04388882255412,-25.251316400594582,-22.23168624511967,-23.95506205693436,-25.784763400928544,-25.42208801274333,-25.68749419911766,-26.40730651644781,-27.350438764455227,1
131150.53+192053.1,0.3977,-23.133207994560205,-23.253357388800044,-23.653321008668662,-23.7064469013942,-23.685623012623697,-20.400227406125968,-21.38036894138099,-23.673244363065475,-24.01162071576126,-24.613647758685968,-25.571647915169493,-26.406368526594317,1
131206.53+063622.8,0.7337,-24.258399023990695,-24.32331892187015,-24.60948151335933,-24.701511635911565,-24.686356708841387,-23.90882703417112,-23.853812626402767,-24.72144355139,-24.764978885597085,-25.378409753813315,-26.24184557815014,-27.25040477831519,1
131336.23+295815.2,0.795307,-23.5225913205968,-23.75456570259665,-24.09637163211155,-24.198865235463096,-24.327311448442416,-22.796941112614544,-23.209267457695915,-24.621100585807675,-24.511019848825125,-25.310000894186324,-25.777205662644743,-26.702422855216295,1
131413.39+434416.4,0.607522,-23.70028774423735,-23.922014885989263,-24.33743984558248,-24.50928112401784,-24.69929103145037,-24.014110463095125,-23.763134246669743,-24.69872450698,-24.87668779086988,-25.22159564316868,-26.09215249886632,-26.90160937930672,1
131430.78+130745.5,0.743,-24.986059756384137,-25.105224268100308,-25.410543012225435,-25.538215868635334,-25.57762583432364,-24.952955658982653,-25.11936698607433,-25.89396047371031,-25.939211570018195,-26.36630962890616,-26.836565826317987,-27.74293176887385,1
131446.07+110223.0,0.983294,-24.024335448129055,-24.14850766385994,-24.490672972758723,-24.645575584639246,-24.909701020798785,-23.158544376757785,-23.846064022700546,-25.22185533291305,-25.231850396502505,-25.617191044097268,-26.261882769444775,-27.11582462897714,1
131448.06+381255.4,0.897964,-23.83367848154388,-24.126611578930927,-24.42741764790853,-24.51005762134544,-24.65522998140584,-23.09963132950877,-24.10385415457621,-25.10371939404845,-25.178439405605232,-25.405100681916597,-26.062877858928463,-27.013403285728877,1
131520.94+315921.7,0.837962,-24.11706033821288,-24.279861352100077,-24.568202053201667,-24.63670925941711,-24.798883202797334,-23.069749782944672,-23.706742383266334,-25.00794603741047,-24.9746518413969,-25.77184945610992,-26.123094399252945,-26.9137848189302,1
131547.77+370718.0,0.775894,-23.56936661778476,-23.690695510131413,-24.096457571558872,-24.227410427463965,-24.39570442888832,-22.974964037457465,-23.632107520108253,-24.66070089696044,-24.973633920278004,-25.432412001444405,-25.93003940021709,-26.855161993009094,1
131551.04+591351.0,0.658588,-23.172928559717366,-23.33063074117364,-23.745106600132985,-23.968701165763125,-24.121017419936457,-22.715623241911008,-23.176428732824885,-24.32611709415869,-24.686507667958395,-25.041134197924,-25.415632400289457,-26.170910650668063,1
131627.84+315825.7,0.463831,-23.477227579938013,-23.6213324236638,-23.962093445352107,-23.920530296449314,-24.017771173918,-22.413964879062267,-22.862346135898573,-23.862541745103314,-24.1140657284156,-24.601344718534847,-25.569711873806995,-26.488178626779387,1
131744.92-001250.5,0.917836,-23.85441269879165,-24.104473598447267,-24.526920883172657,-24.66471267784491,-24.981895594539925,-23.155242975834835,-24.216245005985776,-25.13210540413637,-25.024761339267243,-25.509038292740268,-26.02864827397024,-26.883865683101742,1
131748.29+345231.1,0.729264,-23.974005559101283,-24.110461641912504,-24.41117816830569,-24.473830538648716,-24.55077577225558,-23.707398174041305,-23.90232416829566,-24.789507428129998,-24.93962977234584,-24.99815791863509,-25.95337691259813,-26.873155932076447,1
131748.37+475928.3,1.07412,-23.643631066112444,-23.79724888686848,-24.20440256496442,-24.29417149237976,-24.56515382310595,-20.84984719971354,-23.571870251045645,-25.018273857899956,-25.02922190963466,-25.576510486854207,-25.96626790279065,-26.78618503833165,1
131800.92+262133.2,0.88299,-23.395501748242847,-23.605246073272745,-23.950277985023572,-24.05305824280279,-24.18263937047119,-21.985793021908925,-22.83740418617896,-24.973148273920337,-24.985307209017755,-25.58637105344434,-25.39987864458747,-26.16489314704982,1
131814.57+585447.2,0.636433,-23.311409161809,-23.65662386867213,-23.94006166961737,-23.974035810180705,-24.1095614334861,-23.347948522195352,-23.395789505034973,-24.347654793536755,-24.42533175131183,-25.11321162284339,-25.62440108522741,-26.58745454989817,1
131816.76+412401.0,0.805207,-23.63401468765055,-23.74682376653949,-24.01736600119112,-24.21101164799021,-24.299895146245145,-23.00832909919188,-23.257601044857605,-24.63000287825889,-24.76204935864366,-25.24644165660725,-26.098236166649773,-27.01703584981761,1
131824.49+420029.1,0.910085,-23.710051565898656,-23.84109888795536,-24.23469235892402,-24.30102226097631,-24.422963577820216,-22.73836406741724,-23.936659871241243,-25.20548159049104,-24.54919610423624,-24.915713883667937,-25.6842031230212,-26.41387676715569,1
131927.69+460450.3,0.954495,-23.77453756168797,-23.98922995279613,-24.34890002497076,-24.470588322374184,-24.677286514846145,-22.46927893744783,-23.462157558577704,-25.225783482951577,-25.200725430692067,-25.665896831047704,-26.083844063658283,-27.035493224773425,1
132009.31+200248.4,0.8675,-24.449531453890884,-24.431961300545083,-24.74307375437607,-24.826168041765808,-24.95287924855511,-23.199829365073715,-23.88287309140788,-25.157718453323728,-25.091002614366477,-25.762383093285667,-26.226599351984344,-27.078137048946918,1
132036.03+565842.6,0.312977,-21.383271760008498,-21.677375176730344,-22.1186043384242,-22.416142003337654,-22.391606633990715,-20.646633641911787,-20.929288345540773,-22.94168111459636,-22.83976641556107,-23.77432181545941,-23.84787487352489,-24.570484172899373,1
132048.67+510313.6,0.466573,-23.95734521957473,-24.098990681864688,-24.45392542275773,-24.466458657695757,-24.60899780421062,-23.58065680114102,-23.665175199731276,-24.83647803691229,-25.121043105430804,-25.607443337753228,-26.03412505274703,-26.960080205571806,1
132053.76+414613.3,0.733769,-23.228236234738944,-23.50154030232608,-23.717161640347197,-24.09342388589847,-24.2159862824294,-23.020093518221977,-23.241949161032423,-24.760620884194584,-24.87387945310842,-25.469791694697303,-25.654418180075343,-26.45021199904988,1
132115.86+284719.4,0.550399,-24.65616801881757,-24.74215882464617,-25.155287662942808,-25.2629856573098,-25.418623883004773,-24.44222742652914,-24.311146016130945,-25.36959365587833,-25.75459654567901,-26.16179722560009,-26.653363044249613,-27.568631253362707,1
132251.14-021357.2,0.859299,-23.594854730123817,-23.711782897114706,-24.0511276965386,-24.16380812563853,-24.321955943814054,-21.60577805389773,-23.51009262796652,-24.66349855516112,-24.629457313567016,-25.416502377663747,-25.417987419947973,-26.199261462415,1
132320.55+291007.1,0.969764,-25.152541293698818,-25.33903409288825,-25.570383976716005,-25.74651884696078,-26.013848600705025,-23.090902521734947,-24.86455654954708,-25.816565086833474,-25.96744116037489,-26.413178864695222,-27.26125202496708,-28.24059283659114,1
132325.24+343059.3,0.442668,-23.956777818190854,-24.12122312075837,-24.516517619004297,-24.506259919023503,-24.702564196315635,-23.97523542325236,-23.90122861820869,-24.63199393339908,-24.9511622103936,-25.34069736969361,-26.03501075447677,-27.00924582742656,1
132336.73+451248.6,0.676209,-23.5993793449093,-23.720428254924855,-24.0630097115897,-24.20816103300022,-24.29363800441142,-23.517556074437977,-23.30722363721258,-24.21887938373818,-24.91894684869841,-25.36469109555959,-25.92385165106927,-27.007444051950458,1
132356.94+034845.3,0.828292,-24.19660256199449,-24.450321947524102,-24.80462197093793,-24.925340584888048,-25.104683822757128,-23.39684990366764,-23.811122338932385,-25.430523266098543,-25.255021467090767,-26.04579449853257,-26.451631718837262,-27.268767109139134,1
132432.43+312556.2,0.893501,-24.01849422502229,-24.10533710516235,-24.469659785414123,-24.66207519732713,-24.829023253722184,-22.409603826820987,-23.3457310039636,-24.62537993570601,-25.07501900209896,-25.43439781258353,-26.117244643158852,-26.98295142876529,1
132510.44+054907.7,0.95517,-24.12054860661383,-24.32308961718334,-24.70700517453294,-24.86341309046612,-25.09860428055332,-23.248740104564465,-24.243463004810604,-25.321271214077857,-23.8786092719365,-25.89799493656502,-26.819721411906585,-27.784135919325937,1
132518.84+661459.9,0.732245,-24.98638473154867,-25.062682119326773,-25.30324393988394,-25.366957141787125,-25.41515386574368,-24.41766619899789,-24.56491594027637,-25.33012139308,-25.355874631314883,-25.858878559651814,-26.652313644087915,-27.474532703352907,1
132626.68+032627.8,1.00317,-24.623930345742902,-24.84193238500899,-25.172127750111567,-25.335544242656358,-25.4420346685708,-23.33828337797321,-24.46945487729831,-25.823460625638194,-25.28783225819975,-26.031086186429647,-26.455160664479692,-27.10467146326557,1
132644.96+434804.5,0.741,-23.85333544194692,-24.002309924355576,-24.4279303615301,-24.65615077136548,-24.839957815093808,-23.14782417538308,-23.752928045195624,-25.27791377454556,-25.612576554096005,-25.88113746145604,-26.014829307821103,-26.90060895176347,1
132657.18+273316.7,0.783,-23.94453382938974,-24.06206456418886,-24.451297714778416,-24.704690628987677,-24.80821861711489,-22.651834094517493,-23.198267486804955,-24.667620820214463,-24.727794164731574,-25.341795184862768,-26.33431464003668,-27.318826940177946,1
132659.18+104420.6,0.946376,-24.423096270308,-24.57271190512602,-24.856491860789344,-25.00404240264176,-25.260519896201327,-22.99450650884277,-24.02996820096117,-25.297142969056896,-25.475875776667998,-26.2659859144409,-26.83437572016848,-27.71322836203554,1
132713.78+154139.6,0.8619,-23.986621302049045,-24.154759839658308,-24.637917455953488,-24.90550211066597,-25.032483058174957,-23.09952319967461,-23.567700050238983,-24.747247054851915,-25.17132114522728,-25.77838982780872,-26.041858435223983,-26.910492179082244,1
132742.36+093633.3,0.771622,-24.729958718041445,-24.81573756591729,-25.109653672076416,-25.265050001353806,-25.3413491642942,-24.329392046639988,-24.578359273177256,-25.536454039716464,-25.608031696550672,-26.118397967912426,-26.56781190242705,-27.49808035810237,1
132751.21+061751.5,1.038223,-24.34391089396964,-24.582308037076665,-24.9912990131774,-25.22250399754165,-25.521823295691707,-22.99921695941127,-24.125235122522955,-25.694122008810616,-25.99086477822582,-26.559374146424027,-26.800564686223428,-27.878603126353347,1
132756.15+111443.6,0.611378,-23.5233533094777,-23.862052557425105,-24.30318370621287,-24.44006974625803,-24.58073674421824,-22.878097215638928,-23.54510666538209,-24.83899175853701,-25.0168268931072,-25.347144940119712,-25.743017558142064,-26.7389488789505,1
132800.74+491327.4,0.942563,-23.59937772063658,-23.844661891529977,-24.237817313177185,-24.380110462491533,-24.576964537918343,-21.37909206428809,-23.461316938059785,-24.965893205706475,-24.830732674149168,-25.369624649823702,-26.017069321121063,-26.87182665745885,1
132815.49+361715.9,1.088,-24.600914757375367,-24.764237908901144,-25.10701326843064,-25.21490744599645,-25.46645930431449,-22.975647384192005,-24.561983742948318,-25.968225930544328,-25.516542197433576,-26.29488988881719,-26.67006215273957,-27.587963147085347,1
132823.99+103218.4,1.237,-24.23171966226857,-24.274414953701328,-24.72475076033817,-24.918480000311945,-25.176936760696822,-21.91580569069092,-23.96253959770939,-25.62204413185107,-25.36889699203069,-26.417453047179983,-26.12966852973313,-26.995832275471745,1
132854.17+061152.2,1.176531,-24.649691300532307,-24.75477768507848,-25.06115682650456,-25.283622109740737,-25.513362506400064,-23.753670788675382,-24.662434462127425,-25.742185710801078,-25.69872307165836,-26.225729736150235,-26.611836013152185,-27.487667270770125,1
132914.56+610847.7,0.893506,-24.805358894714868,-24.838857434368183,-25.133314565707256,-25.22427996426714,-25.372727956141805,-22.421263500194183,-24.73940967611121,-25.50973426105327,-25.604956018289712,-25.842703557203183,-26.82034295838594,-27.61599324235869,1
133005.71+254243.7,0.5975,-23.65912407344008,-24.062450989146456,-24.33444581738825,-24.49498540054357,-24.60866821479442,-22.30662234500894,-22.701574929808388,-24.77878583177713,-24.79452215683927,-25.47830367560878,-25.80029455428799,-26.928664757133493,1
133204.84+610918.6,0.735059,-23.30609253651828,-23.41154515983129,-23.61972572401926,-23.674728737531776,-23.76536084735709,-23.048811993293093,-23.17250133890416,-24.24066328933147,-24.714763002767587,-24.81363754352917,-25.275259175345614,-26.111743009861648,1
133221.09+514415.7,0.325255,-22.207017160590997,-22.387926556112127,-22.69437748188246,-22.782054242582824,-22.86876975440284,-21.75009277205248,-21.78762417009112,-23.23697712574134,-23.271769587480964,-24.141252627954657,-24.32670423116468,-24.955543706692293,1
133221.56+083019.3,0.6816,-24.022511382939737,-24.18021481050525,-24.588751951394883,-24.733556349690087,-24.950018737634053,-23.96210161088713,-23.970850263797395,-25.006182130872716,-25.075184943825008,-25.55992260062466,-26.18443384661012,-27.097483704854763,1
133326.26+180220.8,0.6652,-23.58399994933952,-23.62937420969064,-24.071447375272754,-24.209132226792818,-24.33548685625448,-23.52521204265696,-23.30095479591188,-24.55262638189203,-24.412597651271213,-24.746254613509727,-25.64223289679729,-26.44619001103928,1
133552.33+073637.8,0.8131,-23.35807228046992,-23.460647633461488,-23.905521068678627,-24.048828737483525,-24.2341199883526,-22.96218683826538,-23.31251397585235,-24.8205839513074,-25.29021723676726,-25.38425887279589,-25.5523944909657,-26.32769069403402,1
133835.03+150605.0,0.919325,-23.29678105366739,-23.548219791902078,-24.029018565252525,-24.21025531608056,-24.43597533173936,-21.49096215573856,-23.319757396663352,-24.830124714159982,-24.751154039932697,-25.44311531405249,-25.73150537908701,-26.52264289148486,1
133910.57+063923.2,0.6759,-23.896136082033028,-24.0809092600833,-24.536457900246297,-24.77197094073911,-24.874134431254586,-23.09942232333197,-23.1760762562862,-24.95497153020959,-24.882928127020357,-25.46298354231121,-26.32899234889116,-27.27354795730622,1
133921.20+164039.4,0.553,-22.84691123751011,-23.12710469432142,-23.462952650344874,-23.66484581832237,-23.897500363085275,-22.459933561495568,-22.710666569463147,-24.196846427262837,-24.136442684317945,-24.9376463432902,-25.066207993394283,-25.800770330167225,1
134026.96+240507.7,0.7603,-24.15299200462073,-24.084211780970858,-24.395655398691115,-24.64630177420549,-24.654537917600432,-23.588335623144307,-23.577336294156417,-24.460095235016187,-25.1125185239485,-25.41318899472467,-26.34887942239628,-27.21244783200001,1
134100.12+352308.8,0.900311,-23.28825737238329,-23.54786120376928,-23.89214934483705,-24.049941544359505,-24.29747995906625,-22.305659201114377,-23.259332647277954,-24.75976305416213,-25.08529404788759,-25.453286853679664,-25.665321398628983,-26.6320704284824,1
134136.54+473409.6,0.903349,-23.67993295975152,-23.89682560116443,-24.247523995749336,-24.325265714723827,-24.484364280126677,-22.935837786045653,-23.8708241261649,-25.139515938513423,-25.246437584032563,-25.371046040359325,-25.800801820975646,-26.66352906870603,1
134157.21+262912.8,0.855168,-24.39037586157325,-24.3905300206422,-24.676442859547716,-24.837246617165885,-24.998772405369245,-23.521650339276952,-24.139420501078465,-24.854361095906597,-25.27147039490221,-25.588451911750184,-26.507475742354952,-27.33612705477684,1
134158.05+155742.3,0.6535,-23.126119163266143,-23.484595068183687,-23.6876903257695,-23.95835337594799,-24.148164610085256,-21.924181742773897,-22.484338138544896,-24.74988479496236,-24.67946666761212,-25.14597749028517,-25.61283000679177,-26.40018847414237,1
134213.41+153531.7,0.8846,-24.0862010866448,-24.110285329176683,-24.352875988306835,-24.436325801228808,-24.587653813923183,-22.91041047165413,-23.900031515141865,-24.96498634910528,-24.823872386302707,-25.48894957096209,-25.864962118378024,-26.714351427291778,1
134220.92+504227.6,0.804633,-24.538181469898245,-24.580434676029828,-24.880632000106075,-25.093343272457886,-25.094730742552656,-23.95911256742474,-24.072775316454,-25.14141675395468,-25.161181013614343,-26.02118851422272,-26.550509391915867,-27.47889297190145,1
134300.17+284407.5,0.907,-24.589714853824123,-24.915094477993133,-25.330242158625968,-25.42146582685746,-25.601770178094004,-24.203236132076174,-25.010019611909662,-25.94747686415623,-25.802661562301232,-26.48462208818459,-26.826554552493278,-27.44122045268261,1
134318.36+121052.0,0.797968,-23.22900625394933,-23.41321744851352,-23.76752503435751,-23.907690787900915,-24.05286114024142,-22.250420514983883,-22.99488018345189,-24.190262583109952,-24.61478662298661,-25.06674474840197,-25.290178827226008,-26.117604661161256,1
134445.10+075729.9,0.7034,-23.654004253431253,-23.78693598290198,-24.10236613038226,-24.24746312336529,-24.303962395600625,-23.286161691562253,-23.74360257750924,-25.07556777361283,-24.99085876967977,-25.31529803092963,-26.1460387805158,-27.045889030871606,1
134521.09+423104.5,0.810443,-23.913115120102397,-24.12603776561456,-24.434990373759387,-24.542956429526622,-24.71117819743792,-22.68832693713364,-23.391182045408524,-25.07134361204062,-24.720965195366706,-25.75745666346369,-26.289856388640075,-27.212689098089868,1
134547.87-002323.3,1.097,-24.48453252092852,-24.728053171868087,-25.12775002713769,-25.286111098782964,-25.55448704577682,-22.731261163219624,-24.428747099496334,-25.83553468400252,-25.89928718314013,-26.3277973063364,-27.134719261897875,-27.95642254046084,1
134648.54+413516.8,0.376021,-21.659064723757854,-21.701351929838367,-22.117948534148866,-22.26873802930599,-22.456945809727443,-20.84324314308449,-21.219931240107208,-23.041440933189826,-22.37160457443687,-23.766562842628343,-23.91133411875327,-24.550586589734007,1
134701.54+215401.1,0.5018,-23.44750501413361,-23.811364244606477,-24.011303416165045,-24.00171080766996,-24.162896742738248,-23.56133566337499,-23.37714245343164,-24.500898508397757,-24.074964364399182,-24.492737414736705,-25.599073848525915,-26.47617183428488,1
134719.40+590232.7,0.7661,-26.220842353432168,-26.25972992375344,-26.564245417425024,-26.685324249203592,-26.681377465362107,-26.00695354154586,-26.05474562889967,-26.345882726415653,-26.34947178504179,-26.72680896961943,-28.134358010945427,-28.96523152157051,1
134745.58+031050.6,0.901,-24.386768539593447,-24.455124565072808,-24.802504335676275,-24.97096269712437,-25.11249710177153,-24.180610045445203,-24.550183224163717,-25.110590974402324,-25.33743777012136,-25.40877939802473,-26.6315923199768,-27.48915412132496,1
134756.66+254512.6,0.864204,-23.93478902203752,-23.927616268155905,-24.286811341234948,-24.454131856391463,-24.63795077869067,-23.20555832945971,-23.60815399039071,-24.54561685026594,-24.922216183595875,-25.16895014410693,-26.06310366046173,-26.91030107583569,1
135014.98+051237.2,1.054706,-24.90029035072286,-25.024866938541024,-25.344131146915043,-25.492984419304992,-25.69472092768788,-22.33101203457015,-24.734055795583227,-26.083511092667,-25.84808451443908,-26.37567885800184,-26.88361352386206,-27.73216451034649,1
135015.35+362654.1,0.389535,-22.9710633403425,-23.292523441061853,-23.701447099911142,-23.755068027040476,-23.926470907612,-22.655334997136585,-22.89011561686959,-23.892859351869024,-24.26451389626065,-24.70540519789973,-25.501180881923272,-26.349533895200384,1
135328.46+194512.5,0.798,-24.110968323100494,-24.266904556098265,-24.59611725373029,-24.72275035567945,-24.880605622241283,-23.25061406730686,-23.833794693869912,-25.040407197137657,-24.95025026730965,-25.023449421051108,-26.14602914608449,-27.04106204029445,1
135419.52+611859.2,1.039493,-24.45699157375118,-24.5755985862924,-24.912527855620716,-25.064446615449004,-25.397661715949788,-23.10615226738727,-24.198490421230865,-25.673441568318776,-25.645645194795232,-26.21279407828718,-26.896147525169745,-27.824559721619064,1
135437.92+561210.6,1.012301,-24.061277213537963,-24.15196791930489,-24.524845280964897,-24.71923131609277,-24.98196738080764,-22.81714781885504,-23.73040882336765,-25.354151046517043,-24.910137809740338,-25.899886263535624,-26.369590689550424,-27.351771980976,1
135535.47+155750.0,0.6847,-25.126988310075543,-25.42734288029109,-25.869007489494464,-26.065739869684528,-26.20409092974836,-24.836698608530245,-25.01106300639002,-26.352339564651263,-26.257808393861648,-26.706497580988263,-27.40014843564197,-28.16903107435812,1
135617.58+502139.0,0.717923,-23.45706126594333,-23.66665545894085,-24.017898949440724,-24.096657923448564,-24.21975072574786,-23.589992497909268,-23.38179847677914,-24.79153181476953,-24.788998057996373,-25.12317055519878,-25.563626993928263,-26.496224144036187,1
135641.56+415310.3,0.6753,-22.89688731695601,-23.066764293405875,-23.42901391925693,-23.65511824520767,-23.792994629307103,-22.33858334998485,-22.633874422241878,-23.90084319751176,-24.49830854940333,-25.049542083908506,-25.16140017809568,-26.075486167049696,1
135647.47+321210.1,1.0431,-23.709364358801466,-23.784570698441545,-24.16972277063562,-24.329374929759563,-24.59327345963791,-22.78386406894736,-23.680738632997944,-25.29572262708784,-24.77393740827269,-25.36459240134645,-25.809592601557117,-26.715268678917,1
