SDSS_NAME,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community,u_g,g_r,r_i,i_z,FUV_NUV,j_h,h_k,W1_W2,opt_mir
081520.66+273616.9,-25.44913966624948,-25.55574837958135,-25.952728174889604,-26.102032052207772,-26.35438166828697,-24.77668970200648,-25.261966047441003,-26.350697217979416,-26.37356285895352,-26.521767783596275,-27.16002460723329,-28.030570400379965,2,0.10660871333186961,0.3969797953082548,0.14930387731816808,0.25234961607919715,0.48527634543452436,0.022865640974103485,0.14820492464275503,0.8705457931466754,1.0579925550255176
081559.19+414457.1,-26.325952155534665,-26.51987438621549,-26.8496566480448,-27.00929893932346,-27.25286381147675,-24.89040362498902,-26.089689899933205,-27.394561449197464,-27.523778317435884,-27.730878569700288,-28.303164687439008,-29.297685055928373,2,0.19392223068082615,0.32978226182930825,0.15964229127866147,0.24356487215328926,1.1992862749441855,0.12921686823841938,0.20710025226440365,0.9945203684893649,1.2938657481155467
081638.06+262050.3,-23.71778850052788,-24.044132948862657,-24.39870988668661,-24.57167196454621,-24.68598848724052,-21.741800295618862,-22.73619593769969,-24.99466009338496,-24.9896270156786,-25.38017618878204,-25.80778114449833,-26.568790765201555,2,0.32634444833477616,0.3545769378239534,0.17296207785959794,0.11431652269431325,0.9943956420808284,-0.005033077706361411,0.39054917310344095,0.7610096207032271,1.2361091799521198
081707.88+330812.6,-24.23760019378643,-24.343342124635036,-24.70771455178844,-24.82935240235755,-24.917443510566283,-23.042610901005,-23.649255340795374,-25.10907084527163,-25.08444166272242,-25.005509169672848,-26.354319350087536,-27.22616378057961,2,0.10574193084860539,0.3643724271534019,0.1216378505691118,0.088091108208733,0.6066444397903759,-0.024629182549212203,-0.07893249304957095,0.8718444304920752,1.524966947729986
081740.12+232731.5,-25.058347664278187,-25.42733384973748,-25.82565968909011,-25.97590649685389,-26.225456108178623,-22.139799823108632,-24.20708333709725,-26.39051501631352,-26.51558895389253,-26.97395721822484,-27.92927073964012,-28.906642501782336,2,0.36898618545929196,0.3983258393526299,0.1502468077637822,0.2495496113247313,2.0672835139886168,0.12507393757901042,0.4583682643323108,0.9773717621422158,1.953364242786229
081757.19+101201.3,-24.624343932574384,-24.934425831359277,-25.15039175978182,-25.2725488679709,-25.56514104687011,-23.18601082993448,-24.31219140448203,-25.67445433334136,-25.40965309609831,-26.010091073993834,-26.472518066971453,-27.39205362809547,2,0.3100818987848939,0.21596592842254125,0.12215710818908221,0.2925921788992092,1.126180574547547,-0.2648012372430486,0.600437977895524,0.9195355611240181,1.1999691990005523
081831.93+362310.1,-24.694318729380416,-24.926363185315285,-25.29179781270243,-25.47009891985431,-25.71211696239777,-21.688920292486245,-23.195059704138323,-26.445073756653795,-26.379075669884617,-26.76686720047111,-26.814020316772798,-27.511558742673863,2,0.23204445593486867,0.3654346273871454,0.17830110715187786,0.24201804254346015,1.5061394116520788,-0.06599808676917718,0.38779153058649385,0.6975384259010653,1.343921396918489
081931.55+343605.6,-24.281304814605644,-24.57434993748866,-25.037316743718293,-25.276136373195023,-25.473805587515923,-22.225139887000108,-23.701954244816932,-25.754093923969748,-25.730731394036983,-26.11554652198097,-26.519014751613398,-27.307562781471177,2,0.2930451228830151,0.46296680622963393,0.23881962947672974,0.1976692143209,1.4768143578168242,-0.023362529932764886,0.38481512794398753,0.7885480298577789,1.242878378418375
081933.34+331708.7,-24.275926449521968,-24.437265765531794,-24.787226032595683,-24.929358002770392,-25.135887592913203,-23.27124064661564,-24.27187623264893,-25.57691291333456,-25.32443341948441,-25.65059560217948,-26.719031155716387,-27.617157064078125,2,0.1613393160098262,0.3499602670638886,0.14213197017470947,0.2065295901428108,1.0006355860332867,-0.25247949385014934,0.326162182695068,0.8981259083617381,1.7896731529459942
081957.70+423447.6,-25.06449436934599,-25.218151984925655,-25.57555281614356,-25.730560229112047,-25.88927347155397,-24.169848519070207,-24.989758002319075,-25.918830101166535,-25.875511136717908,-26.24407536777215,-27.12848193581778,-27.96693637793928,2,0.1536576155796645,0.35740083121790533,0.1550074129684873,0.15871324244192309,0.8199094832488676,-0.04331896444862693,0.3685642310542434,0.838454442121499,1.3979217067057341
082037.63+112350.2,-24.084469502012908,-24.31677802485681,-24.7082706684814,-24.740252058935106,-24.904453823969117,-23.06761734436654,-24.28119162555017,-25.256595936811724,-25.391354367430655,-26.02790985916528,-26.267868306333742,-27.243038356617756,2,0.23230852284390124,0.39149264362459135,0.03198139045370496,0.16420176503401152,1.2135742811836323,0.13475843061893045,0.6365554917346259,0.9751700502840137,1.5276162473986368
082045.38+130618.9,-26.23891016951523,-26.387527872757648,-26.679749425211227,-26.870046871805307,-27.169823672412058,-25.277038397911397,-26.20488051785126,-27.1429824322781,-27.107840364155315,-27.38806748608997,-28.213825024050724,-29.12386394020473,2,0.14861770324241874,0.2922215524535794,0.1902974465940801,0.29977680060675027,0.9278421199398643,-0.03514206812278431,0.2802271219346544,0.9100389161540043,1.3437781522454166
082216.47+085244.8,-24.9740406027806,-25.16499314440568,-25.405583281607484,-25.512900273413145,-25.75548161219966,-22.030084556758613,-24.98244327731205,-25.83010925790213,-25.96502341292122,-26.34257648190485,-26.917780725923237,-27.904158882051952,2,0.19095254162508013,0.2405901372018029,0.10731699180566068,0.24258133878651478,2.9523587205534376,0.13491415501908932,0.37755306898363017,0.9863781561287155,1.404880452510092
082229.78+442705.2,-24.79509396031048,-24.959924784316307,-25.24679370666428,-25.426230655150864,-25.54144810692803,-23.107303793799627,-24.45987793038325,-25.741432879046503,-25.69485048392168,-25.630056780813256,-26.418864780959115,-27.250218529660792,2,0.1648308240058256,0.2868689223479741,0.17943694848658254,0.11521745177716625,1.3525741365836232,-0.04658239512482254,-0.0647937031084247,0.8313537487016767,0.9926341258082516
082239.24+361307.7,-24.75829656941093,-24.98796590291035,-25.297743697181307,-25.380810949148103,-25.590003635772007,-20.71100630127534,-24.53649055627267,-25.921955974908613,-25.724454708580627,-26.423183548790583,-27.048033880946942,-27.788320944088596,2,0.22966933349941954,0.309777794270957,0.08306725196679565,0.20919268662390422,3.825484254997331,-0.19750126632798626,0.6987288402099558,0.740287063141654,1.6672229317988396
082256.26+200509.4,-24.39458967890568,-24.506030733751984,-24.78487383572985,-24.80730523153873,-24.97102573186892,-22.98680618118004,-23.9018443445116,-24.917583009553397,-24.28133709853759,-25.38926065315365,-26.06510244207562,-26.881575477187702,2,0.11144105484630273,0.2788431019778663,0.022431395808879984,0.16372050033018937,0.915038163331559,-0.6362459110158056,1.1079235546160575,0.8164730351120824,1.2577972105368893
082412.20-000209.4,-23.47124342783752,-24.306715098445647,-24.77228759954412,-24.92882860378148,-25.23320992655596,-21.33819846313559,-22.784042285434705,-26.033324143823556,-25.745093908953653,-26.98482872540151,-26.72607981841641,-27.8603275964258,2,0.8354716706081255,0.4655725010984746,0.15654100423735784,0.30438132277448204,1.4458438222991141,-0.2882302348699035,1.2397348164478572,1.1342477780093922,1.7972512146349295
082446.96+351842.8,-24.165346900305323,-24.537361350861232,-24.84029195066988,-24.991130262032247,-25.27273803114993,-21.96836107714907,-23.65949792215,-25.617292584510487,-24.16560756796497,-26.17201067321409,-26.45175016858172,-27.349977245244343,2,0.3720144505559091,0.3029305998086471,0.15083831136236725,0.28160776911768437,1.6911368450009299,-1.4516850165455182,2.0064031052491202,0.8982270766626215,1.460619906549475
082459.66+083936.9,-25.36061175213089,-25.55487414832814,-25.93636217743263,-26.091458657956828,-26.377673730824696,-19.54281080293464,-23.70979953731552,-26.91145317537276,-25.83311067469223,-26.92468199489304,-27.276873130859894,-27.99743318402109,2,0.1942623961972494,0.3814880291044922,0.15509648052419678,0.2862150728678685,4.16698873438088,-1.078342500680531,1.09157132020081,0.7205600531611971,1.1854144729030658
082516.73+253442.8,-24.49827911770269,-24.669805566639603,-25.038691567535647,-25.231917782617742,-25.43466565123413,-22.75111674445109,-24.67085860081737,-25.7928864212928,-26.08121673126509,-26.48608956690502,-26.497387867264116,-27.40417759215864,2,0.1715264489369126,0.36888600089604395,0.19322621508209537,0.20274786861638816,1.9197418563662794,0.2883303099722916,0.40487283563992804,0.9067897248945229,1.265470084646374
082539.73+375252.2,-24.946081440060453,-25.160563269250936,-25.392609401514218,-25.546641782223723,-25.82685974963916,-21.660953224642476,-24.98860835035287,-26.150034718556565,-26.15920199259844,-26.34174148900828,-26.849870691260563,-27.84359375387519,2,0.21448182919048264,0.23204613226328163,0.15403238070950565,0.28021796741543525,3.3276551257103932,0.009167274041875118,0.18253949640984146,0.9937230626146274,1.3032289090368394
082613.85+495019.3,-25.0005278066362,-25.222965168660213,-25.67152297618429,-25.78631535396184,-26.020484315570968,-21.820622192876428,-21.78001692247486,-26.5320348965662,-26.711202650122168,-27.056342610269635,-27.22262012291306,-28.22845908115905,2,0.22243736202401365,0.44855780752407526,0.11479237777755102,0.2341689616091287,-0.04060527040156714,0.17916775355596926,0.34513996014746695,1.0058389582459881,1.4363047689512207
082658.85+061142.6,-23.227311724243133,-23.5483259455316,-23.995488640833607,-24.09377262522995,-24.29447206693862,-23.16270311316074,-23.05923676843063,-24.173524092771256,-24.250644516196218,-24.85956860026823,-25.45478833109365,-26.367308531698573,2,0.32101422128846835,0.4471626953020049,0.09828398439634256,0.2006994417086716,-0.10346634473011207,0.07712042342496161,0.6089240840720116,0.9125202006049236,1.3610157058637
082717.36+305253.5,-24.04473071691353,-24.36186081599445,-24.733167057268147,-24.852686530088864,-25.02041518555757,-22.31283055458999,-23.47553970204471,-25.24632810774828,-24.970139331190037,-25.705256166211715,-26.6216914228215,-27.53006909678459,2,0.31713009908092005,0.3713062412736967,0.11951947282071629,0.1677286554687072,1.16270914745472,-0.2761887765582429,0.7351168350216781,0.9083776739630913,1.7690048927326352
082732.41+121014.1,-25.019455118244192,-25.226808543306817,-25.577732670501742,-25.735089150790834,-25.977200088750205,-23.84287967671827,-24.873371658692587,-26.41711959920498,-26.27592596622325,-26.883963161014677,-27.91658688872526,-28.83500317728467,2,0.20735342506262455,0.3509241271949257,0.1573564802890921,0.2421109379593709,1.0304919819743183,-0.1411936329817287,0.6080371947914252,0.9184162885594098,2.181497737934425
082754.52+043102.7,-24.419215041978067,-24.53583482706191,-24.928339161216627,-25.12633233468506,-25.393862315365304,-21.725947107122217,-24.464308117646446,-25.89226846999378,-26.15214039083197,-26.84212031767441,-26.380307033967625,-27.20969549263738,2,0.11661978508384507,0.3925043341547152,0.19799317346843281,0.26752998068024425,2.7383610105242298,0.2598719208381901,0.6899799268424402,0.8293884586697544,1.2539746992825656
082808.17+041903.2,-24.78909643607338,-25.00964419095073,-25.46078292429393,-25.63512405772975,-25.90115322678025,-21.845110620312276,-22.647244126736133,-26.500999583448547,-26.42221149103154,-27.09811662979311,-26.975537955170047,-27.62333704186009,2,0.22054775487735157,0.45113873334319976,0.1743411334358207,0.26602916905049767,0.8021335064238571,-0.0787880924170068,0.6759051387615713,0.6477990866900427,1.3404138974402962
082827.84+400333.9,-24.19257717041957,-24.292526714915077,-24.59563681655513,-24.738397999148376,-24.939425443288663,-21.016976551371048,-24.08014174798188,-25.47960714307141,-25.208381152337942,-25.686422562832817,-26.224530182574625,-27.04458910682742,2,0.09994954449550875,0.30311010164005125,0.14276118259324733,0.20102744414028706,3.063165196610832,-0.2712259907334662,0.4780414104948747,0.8200589242527947,1.4861321834262498
083045.40+450235.8,-21.01610513750983,-21.459578371573823,-21.938233788312758,-22.165287374525644,-22.194927155172863,-20.69686368173172,-20.848824819681624,-22.655651935524997,-22.62239778271274,-23.234429822696463,-23.45208109220443,-24.079384963660196,2,0.44347323406399397,0.47865541673893475,0.22705358621288596,0.029639780647219283,0.15196113794990396,-0.0332541528122583,0.612032039983724,0.6273038714557657,1.286793717678787
083104.89+532500.1,-24.898489938003568,-25.279440001750427,-25.71038822205525,-25.83524237938364,-26.010796603090814,-22.100740244563333,-23.004516101286143,-26.27749576031704,-26.52215535641563,-27.148885570535967,-26.58483044557478,-27.58166080443354,2,0.3809500637468588,0.43094822030482405,0.12485415732838945,0.17555422370717366,0.9037758567228096,0.24465959609858956,0.6267302141203359,0.9968303588587588,0.7495880661911407
083144.69+493244.4,-23.431928254142587,-23.7290589710822,-24.09171676325952,-24.17376222437381,-24.309449109028275,-22.23907675333373,-23.14420238131425,-24.89310261630033,-24.666594822758228,-25.264985335816966,-25.382928610240757,-26.20762679445837,2,0.2971307169396127,0.36265779217731975,0.08204546111429067,0.135686884654465,0.9051256279805209,-0.22650779354210115,0.5983905130587388,0.8246981842176133,1.209166385866947
083314.52+274823.3,-23.97301835720066,-24.281682980313505,-24.64540927091497,-24.729082390029838,-25.01026826168953,-23.42492192009233,-24.029253766237364,-25.17634237683458,-25.12359603469342,-25.544781064197064,-25.603185464372768,-26.314705507104645,2,0.3086646231128434,0.3637262906014662,0.08367311911486652,0.2811858716596909,0.6043318461450333,-0.05274634214115892,0.42118502950364345,0.7115200427318769,0.8741030743429299
083323.59+220500.8,-24.19296595736127,-24.27048323394868,-24.546960022355066,-24.67836114803083,-24.868953146495503,-21.21087991743536,-23.895754286658025,-25.32601409263728,-24.674932700407364,-25.5115294847604,-26.30684707592068,-27.18473530255999,2,0.07751727658741103,0.27647678840638434,0.13140112567576523,0.19059199846467223,2.6848743692226655,-0.6510813922299157,0.8365967843530342,0.8778882266393104,1.628485927889848
083406.16+244858.5,-24.02989889363114,-24.3070071530661,-24.73183273783819,-24.86400401743332,-25.081092312548023,-22.549266760228345,-23.76004168308763,-25.43800082669079,-25.43838074440198,-25.86624597534528,-26.31235179414507,-27.225052218811893,2,0.2771082594349572,0.42482558477209054,0.13217127959513064,0.21708829511470285,1.210774922859283,0.00037991771118939255,0.42786523094330065,0.9127004246668236,1.4483477767117492
083457.06+184413.4,-24.627555422348888,-24.80482981318253,-25.166686950198702,-25.359039134922888,-25.662072997228456,-21.53086151241878,-24.21288443219529,-25.76592721731934,-25.740240394033076,-26.19019409057801,-26.49007366028367,-27.431081971123337,2,0.1772743908336416,0.36185713701617317,0.1923521847241858,0.3030338623055684,2.6820229197765073,-0.02568682328626437,0.44995369654493445,0.941008310839667,1.131034525360782
083525.97+435211.2,-23.088465871555723,-23.81094286642078,-24.233026339972824,-24.40119408359814,-24.629886375935538,-20.480598606331167,-21.596396418911088,-24.470815392904864,-24.545995911854785,-25.04876015136876,-25.74897610777754,-26.58019855462572,2,0.7224769948650582,0.4220834735520427,0.16816774362531461,0.2286922923373993,1.1157978125799204,0.07518051894992084,0.5027642395139758,0.8312224468481801,1.347782024179402
083636.89+412554.7,-25.10552732438262,-25.23809415358337,-25.37455194520724,-25.515456920414493,-25.736619981218112,-23.810061525470022,-25.03299669591749,-25.837347314302715,-25.81617506400731,-26.076420045637335,-26.608132402010305,-27.47154507302618,2,0.1325668292007478,0.13645779162387228,0.14090497520725265,0.2211630608036188,1.2229351704474674,-0.021172250295403927,0.26024498163002363,0.863412671015876,1.092675481595812
083729.23+431453.4,-23.819769026614093,-24.139264585046085,-24.523707960796276,-24.7636147874669,-25.03908260614996,-20.66724713344019,-22.26726105436489,-24.94814194026651,-25.034350236525707,-25.53319515247573,-26.360279773504075,-27.28798371441097,2,0.31949555843199207,0.38444337575019105,0.23990682667062302,0.2754678186830617,1.6000139209247024,0.08620829625919768,0.49884491595002345,0.9277039409068948,1.596664986037176
083743.68+273419.2,-24.36820672699473,-24.56760982758368,-24.92244921494853,-24.96559300564008,-25.13345241199632,-24.114791436692872,-24.317341516930373,-25.512980854108797,-25.234504400943035,-25.95922035519581,-26.554630540661385,-27.411821430657568,2,0.1994031005889525,0.3548393873648479,0.04314379069155194,0.1678594063562393,0.20255008023750065,-0.2784764531657622,0.7247159542527761,0.8571908899961826,1.5890375350213048
083752.27+160636.9,-24.33046306704952,-24.698785735920957,-25.123819150457187,-25.2905129474687,-25.588580242809677,-22.397709011192696,-24.204118253004506,-25.841712087040857,-25.86928937857331,-26.340472798253675,-27.02894176369904,-27.742902623812626,2,0.3683226688714356,0.4250334145362302,0.16669379701151144,0.298067295340978,1.80640924181181,0.027577291532452364,0.47118341968036503,0.7139608601135841,1.7384288162303427
083809.22+422750.2,-24.522511152744897,-24.648624657159367,-24.959069535013565,-25.15438940795537,-25.33305213906823,-22.192957134946468,-23.825095400302303,-25.355903484937027,-25.309763936732832,-25.829636556274504,-26.829091694677928,-27.663622730559855,2,0.12611350441446945,0.3104448778541986,0.19531987294180553,0.17866273111285835,1.6321382653558345,-0.04613954820419508,0.5198726195416725,0.8345310358819269,1.6747022867225567
083833.11+452547.8,-24.319833954017746,-24.50770694324493,-24.87965582831746,-25.099927027627675,-25.345377160443263,-19.989512827901464,-22.54385123691326,-26.01457204480854,-26.013233282022348,-26.460663806243225,-26.278748258377732,-26.98757204709977,2,0.1878729892271842,0.37194888507253054,0.22027119931021488,0.2454501328155878,2.5543384090117947,-0.0013387627861902729,0.44743052422087715,0.7088237887220394,1.1788212307500565
083836.46+293325.0,-25.41743396356196,-25.67332745063501,-25.98938095643216,-26.145579000698916,-26.41143177717996,-23.961942210462443,-25.26087303772782,-26.62761702006373,-26.65855073392895,-26.67418243515213,-27.117608986060816,-27.98703715284544,2,0.25589348707304893,0.3160535057971501,0.15619804426675543,0.26585277648104366,1.2989308272653766,0.03093371386522037,0.01563170122317814,0.8694281667846226,0.9720299853618997
084023.54+170742.8,-23.697769860109464,-23.834080175756256,-24.21529007822308,-24.39252355642456,-24.62571860216595,-22.208234278768963,-23.3977963010057,-25.008325318689383,-25.00648275010209,-25.321070455414223,-25.808402664426744,-26.65757066116295,2,0.1363103156467922,0.38120990246682496,0.1772334782014795,0.2331950457413896,1.1895620222367391,-0.0018425685872927033,0.31458770531213176,0.849167996736206,1.4158791080021835
084028.39+442010.8,-23.97726352921074,-24.062819645443533,-24.261432562764465,-24.271318556627627,-24.37323509125039,-23.493282501856875,-23.681782594882662,-24.967324406461312,-24.39596638662338,-25.320594115830826,-25.866936286981208,-26.66481311949676,2,0.08555611623279091,0.19861291732093278,0.009885993863161247,0.10191653462276307,0.1885000930257874,-0.571358019837934,0.9246277292074474,0.7978768325155521,1.595617730353581
084035.41+412645.5,-24.213478886772258,-24.24181502835044,-24.525186880479374,-24.673923198443244,-24.798189813983186,-23.60224103238825,-24.180240843028837,-24.878446677818847,-24.84217860223111,-25.42651150722433,-26.23779786003408,-27.23489383225941,2,0.028336141578183316,0.28337185212893345,0.14873631796386988,0.12426661553994123,0.5779998106405877,-0.03626807558773493,0.584332904993218,0.9970959722253276,1.5638746615908374
084038.01+124945.2,-23.784050034217216,-24.00972221226303,-24.32646669727025,-24.400944928635223,-24.53801713585212,-23.00516872435555,-23.324427431972005,-24.949785246640943,-24.903504574892576,-25.412785694084143,-25.81484190603692,-26.68021244675761,2,0.2256721780458122,0.3167444850072201,0.07447823136497433,0.13707220721689595,0.3192587076164557,-0.046280671748366586,0.5092811191915665,0.86537054072069,1.4138969774016985
084058.64+412520.5,-24.619843265293976,-24.68598500782604,-24.976847976792808,-24.93640057954937,-25.00902730461445,-23.297978925149067,-23.74141073269407,-25.01906422807367,-25.04843661822344,-25.49176223659159,-26.10261864893722,-27.05500645240793,2,0.06614174253206428,0.290862968966767,-0.04044739724343671,0.07262672506507784,0.44343180754500366,0.029372390149770666,0.4433256183681493,0.9523878034707103,1.166218069387849
084141.67+405237.6,-24.606136090217277,-24.82373199252724,-25.1422242783719,-25.348172981933093,-25.450203337472857,-23.16736435107624,-23.83036245917973,-25.707843857116185,-25.594607890516222,-26.30715867123598,-26.772366755481148,-27.619990031905843,2,0.21759590230996295,0.31849228584465905,0.20594870356119443,0.10203035553976392,0.6629981081034906,-0.11323596659996227,0.7125507807197593,0.8476232764246951,1.4241937735480548
084154.05+231954.7,-24.77359603441762,-24.919929222729465,-25.172841416551197,-25.36135052903869,-25.543185396118133,-23.770042750219307,-24.684668515272342,-25.8009612377269,-25.59335767268404,-26.577137636995783,-26.582068949387324,-27.51391906284305,2,0.14633318831184638,0.25291219382173225,0.18850911248749114,0.18183486707944496,0.9146257650530352,-0.20760356504285937,0.9837799643117435,0.9318501134557273,1.2207184203486356
084159.13+140642.1,-25.576408607279056,-25.63518404158001,-25.85553625165622,-25.97499004974962,-26.21635322655905,-24.774742886397437,-25.54780976624418,-26.11811204705977,-25.64141601303684,-26.308027298052497,-27.28413700005342,-28.18156959832983,2,0.058775434300955,0.2203522100762072,0.11945379809340295,0.2413631768094291,0.7730668798467413,-0.4766960340229325,0.6666112850156587,0.89743259827641,1.3091469503037985
084205.09+183540.9,-25.661160611766352,-25.838493021454426,-26.18209428564068,-26.33388821834492,-26.557765549045047,-23.60299516504018,-25.295618507007045,-26.77105748578821,-26.8312031611278,-27.16215171440904,-27.377729851890084,-28.26480780509775,2,0.1773324096880735,0.3436012641862547,0.15179393270424058,0.22387733070012672,1.6926233419668648,0.06014567533959081,0.33094855328123884,0.8870779532076654,1.0438416335451635
084239.31+142811.1,-24.283842872813533,-24.49601097940446,-24.841046593556044,-25.008586908041877,-25.238715754137083,-22.47423353764048,-24.04777290101713,-25.56237233284577,-25.473714361298978,-25.90911908422298,-26.558886742596567,-27.363451704614025,2,0.21216810659092644,0.345035614151584,0.16754031448583362,0.23012884609520512,1.57353936337665,-0.088657971546791,0.4354047229240017,0.8045649620174586,1.5502998345546892
084240.63+015134.1,-24.918122816110262,-25.101829214507443,-25.414363471086396,-25.52688828240621,-25.734866855536943,-22.884326835300445,-24.419231048517613,-26.24046348037325,-26.098286113499736,-26.04677370756021,-26.667641109568045,-27.62472951408949,2,0.18370639839718095,0.31253425657895306,0.1125248113198154,0.2079785731307311,1.5349042132171675,-0.1421773668735149,-0.05151240593952622,0.9570884045214463,1.1407528271618332
084331.84+111235.3,-25.097906246213856,-25.26399709381858,-25.69836304438141,-25.879808945025975,-26.07549057831945,-22.652685924268503,-24.87926744513294,-26.36315635299278,-26.19838987512177,-26.55208973049821,-26.75633195437753,-27.807473970800743,2,0.1660908476047247,0.4343659505628281,0.18144590064456523,0.195681633293475,2.2265815208644355,-0.16476647787101228,0.35369985537644055,1.0511420164232135,0.8765230093515548
084349.49+411741.6,-24.966613323321504,-25.08771879789497,-25.29555127431253,-25.42868148205036,-25.58243493991245,-23.80726329367493,-24.25506167485487,-25.29278003000404,-25.407553972309167,-25.472569167015905,-26.603103964034556,-27.573588309170685,2,0.12110547457346499,0.2078324764175612,0.1331302077378318,0.15375345786208783,0.44779838117993975,0.11477394230512772,0.06501519470673855,0.9704843451361285,1.1744224819841946
084429.80+524306.3,-25.315908457930128,-25.421318293106108,-25.871728907818586,-26.10084974947928,-26.35287124154808,-17.601439977211623,-19.28642151773273,-27.04662571339309,-27.040233927447808,-27.7298091575388,-27.56391040376353,-28.5182302184332,2,0.1054098351759798,0.450410614712478,0.2291208416606949,0.2520214920687991,1.6849815405211075,-0.006391785945282891,0.6895752300909912,0.9543198146696703,1.4630606542842486
084443.75+324601.5,-25.01772005335805,-25.287896031282187,-25.539176316542093,-25.59713220686769,-25.87130925595416,-23.701923850867114,-24.97364936250938,-26.127837138348266,-26.388199870200904,-26.82891089159032,-26.86437579248656,-27.7476574432771,2,0.2701759779241364,0.25128028525990587,0.05795589032559789,0.2741770490864681,1.2717255116422663,0.2603627318526378,0.440711021389415,0.8832816507905399,1.2672435856188677
084545.94+263028.5,-23.5663233040502,-23.716022843353965,-24.06370148530573,-24.203225727558145,-24.375487506967985,-22.695221655275738,-23.357577038705053,-24.74212041458348,-25.036585682169555,-25.351101009686367,-25.951270562479987,-26.851160197423702,2,0.14969953930376434,0.34767864195176656,0.13952424225241344,0.17226177940984044,0.6623553834293148,0.2944652675860766,0.314515327516812,0.8998896349437153,1.748044834921842
084624.23+581654.4,-23.75402324113486,-23.988383451480352,-24.552097801431213,-24.74312208370657,-24.951700667073403,-20.636839322696265,-23.33253073604399,-25.27176586016644,-25.026168821022218,-25.664902534455884,-26.202962402849224,-27.023061005217745,2,0.2343602103454927,0.5637143499508603,0.1910242822753574,0.20857858336683321,2.695691413347724,-0.24559703914422215,0.6387337134336661,0.8200986023685211,1.4598403191426534
084702.75+473250.8,-23.98772510876716,-24.147570671215465,-24.518876171262008,-24.72496077879533,-24.97080581058957,-15.80940478122922,-17.373710382946086,-25.549759735696533,-25.18948289113337,-25.512047901519782,-26.149120777270475,-27.093353915795213,2,0.15984556244830372,0.3713055000465424,0.2060846075333238,0.24584503179423933,1.5643056017168657,-0.3602768445631632,0.3225650103864126,0.9442331385247371,1.4241599984751439
084716.03+373218.0,-22.388289508114948,-22.60981012644956,-22.937703641845303,-23.259715778931767,-23.5862943745873,-22.230054923831844,-22.388069108552504,-23.81396976740781,-24.1107530056403,-24.43892641865789,-24.71942092667883,-25.71181919567601,2,0.2215206183346119,0.3278935153957434,0.3220121370864639,0.3265785956555334,0.15801418472065976,0.29678323823249286,0.32817341301758773,0.9923982689971815,1.4597051477470622
084808.36+083208.1,-24.24720215716046,-24.402029181889503,-24.826831558298363,-25.016351916404663,-25.086147775708056,-23.953183785179995,-24.07111807188839,-25.09299812382727,-25.10656751905511,-25.544712941275304,-26.46095993628137,-27.29287600920093,2,0.15482702472904464,0.4248023764088593,0.18952035810630008,0.06979585930339383,0.1179342867083939,0.013569395227836623,0.43814542222019526,0.8319160729195616,1.444608019876707
084813.10+560847.1,-24.42013474464411,-24.737421619792627,-25.155086657569388,-25.37974933363374,-25.635779856576523,-21.39616364850347,-23.708313038755403,-25.737729954853556,-26.078714842690143,-26.46628422444593,-26.788715443674786,-27.689998733341284,2,0.3172868751485183,0.4176650377767608,0.22466267606435153,0.2560305229427833,2.312149390251932,0.3409848878365871,0.38756938175578526,0.9012832896664982,1.408966110041046
084822.24+274554.3,-23.741435801121064,-23.941137133563192,-24.270296936364797,-24.31822019999903,-24.43014375206452,-23.33973718748275,-23.473887854784586,-24.933446679309164,-24.693238065294285,-25.205230760597203,-25.62835487612063,-26.399769722881626,2,0.19970133244212818,0.3291598028016054,0.047923263634231716,0.1119235520654911,0.1341506673018351,-0.24020861401487892,0.5119926953029186,0.7714148467609974,1.3101346761215993
084842.26+175145.5,-23.504077987830915,-23.688273251804414,-24.035735595196485,-24.148727993355127,-24.384717647244468,-22.53406345785629,-23.42863764381297,-25.109973420351448,-24.529100232618404,-25.329629236060825,-25.815707104922904,-26.713320890093435,2,0.18419526397349983,0.3474623433920705,0.11299239815864226,0.2359896538893409,0.894574185956678,-0.5808731877330437,0.8005290034424206,0.897613785170531,1.6669791115677768
084854.49+412609.3,-24.39982232541282,-24.52644803670132,-24.83830935630544,-24.923390505358448,-25.12398259462783,-23.05081908520479,-24.55696593285488,-25.539061767738588,-25.344510632948623,-25.580808755289794,-26.363607153887823,-27.18288341539337,2,0.12662571128850075,0.31186131960411956,0.08508114905300701,0.20059208926938155,1.5061468476500899,-0.19455113478996466,0.23629812234117153,0.8192762615055464,1.4402166485293755
084930.18+381249.7,-24.88237902355008,-25.13403435031495,-25.42538188073379,-25.553587637721087,-25.778222866810104,-23.0574515241892,-24.598418597848664,-26.02107972583676,-26.059359854589538,-26.34935929597992,-26.70052970911535,-27.676639999479637,2,0.2516553267648689,0.2913475304188431,0.12820575698729542,0.22463522908901723,1.5409670736594627,0.03828012875277764,0.2899994413903819,0.9761102903642858,1.146942071394264
084952.74+363927.8,-24.625388609333783,-25.12328312661619,-25.47050966973606,-25.607713223721653,-25.777001052046217,-22.19419530107113,-23.99013670534063,-26.121819649386048,-26.20103544310294,-26.4351975855756,-26.980190149005526,-27.90821622092872,2,0.49789451728240763,0.34722654311987,0.13720355398559292,0.16928782832456335,1.7959414042694988,0.07921579371689091,0.23416214247266254,0.9280260719231919,1.3724769252838733
